Location,Latitude,Longitude,Neighborhood,Community,Ward,Emergency,Day,Tow_Zone,Date,Time
1411 25TH AVE N,45.005283355699994,-93.2981567383,Jordan,Near North,5,Yardville,3,1,02/27/2018,00:00
1411 5TH AVE S,44.968522,-93.268904,Elliot Park,Central,7,Yardville,3,3,02/27/2018,00:00
1413 5TH AVE S,44.968457,-93.26889200000001,Elliot Park,Central,7,Yardville,3,3,02/27/2018,00:00
1414 16TH AVE N,44.99523544310001,-93.2986221313,Near - North,Near North,5,Yardville,2,1,02/26/2018,00:00
1414 33RD ST W,44.9429664612,-93.2973861694,South Uptown,Calhoun Isle,10,Yardville,2,5,02/26/2018,00:00
1414 6TH ST SE,44.9821472168,-93.2336807251,Marcy Holmes,University,3,Yardville,2,4,02/26/2018,00:00
1414 6TH ST SE,44.9823074341,-93.2334289551,Marcy Holmes,University,3,Yardville,2,4,02/26/2018,00:00
1414 6TH ST SE,44.9821472168,-93.2336807251,Marcy Holmes,University,3,Yardville,2,4,02/26/2018,00:00
1416 6TH ST SE,44.982124328599994,-93.2334442139,Marcy Holmes,University,3,Yardville,2,4,02/26/2018,00:00
1417 18TH ST E,44.965148,-93.25455500000001,Ventura Village,Phillips,6,Yardville,3,3,02/27/2018,00:00
142 EMERALD ST SE,44.96416,-93.208075,Prospect Park - East River Road,University,2,Yardville,2,4,02/26/2018,00:00
1420 10TH AVE S,44.968341827399996,-93.2605514526,Elliot Park,Central,6,Yardville,2,3,02/26/2018,00:00
1420 6TH ST SE,44.982257843,-93.2337722778,Marcy Holmes,University,3,Yardville,2,4,02/26/2018,00:00
1420 RUSSELL AVE N,44.99398040770001,-93.3108291626,Willard - Hay,Near North,5,Yardville,2,1,02/26/2018,00:00
1421 27TH ST W,44.9540977478,-93.2986373901,East Isles,Calhoun Isle,7,Yardville,3,3,02/27/2018,00:00
1422 NEWTON AVE N,44.993869781499995,-93.3058700562,Willard - Hay,Near North,5,Yardville,2,1,02/26/2018,00:00
1423 27TH ST W,44.953880310100004,-93.2986907959,East Isles,Calhoun Isle,7,Yardville,3,3,02/27/2018,00:00
1423 5TH AVE S,44.9684257507,-93.26881408690001,Elliot Park,Central,7,Yardville,3,3,02/27/2018,00:00
1424 7TH ST SE,44.983207702600005,-93.2325057983,Marcy Holmes,University,3,Yardville,2,4,02/26/2018,00:00
1424 NEWTON AVE N,44.993804931599996,-93.30562591549999,Willard - Hay,Near North,5,Yardville,2,1,02/26/2018,00:00
1425 5TH AVE S,44.9683609009,-93.2687759399,Elliot Park,Central,7,Yardville,3,3,02/27/2018,00:00
1426 10TH AVE S,44.9681549072,-93.2594985962,Elliot Park,Central,6,Yardville,2,3,02/26/2018,00:00
1426 7TH ST SE,44.983066558800004,-93.2323303223,Marcy Holmes,University,3,Yardville,2,4,02/26/2018,00:00
1427 5TH AVE S,44.968387603800004,-93.2687530518,Elliot Park,Central,7,Yardville,3,3,02/27/2018,00:00
1427 MARSHALL ST NE,45.0021629333,-93.27103424069999,Sheridan,Northeast,3,Yardville,1,2,02/25/2018,00:00
1427 MARSHALL ST NE,45.002315521199996,-93.2708969116,Sheridan,Northeast,3,Yardville,1,2,02/25/2018,00:00
1427 MARSHALL ST NE,45.0023078918,-93.27113342290001,Sheridan,Northeast,3,Yardville,1,2,02/25/2018,00:00
1428 10TH AVE S,44.9680099487,-93.2594070435,Elliot Park,Central,6,Yardville,2,3,02/26/2018,00:00
1428 40TH ST E,44.93054580689999,-93.25373077389999,Bancroft,Powderhorn,8,Yardville,2,6,02/26/2018,00:00
1428 6TH ST SE,44.9824523926,-93.23336029049999,Marcy Holmes,University,3,Yardville,2,4,02/26/2018,00:00
1428 7TH ST SE,44.983028411899994,-93.2322845459,Marcy Holmes,University,3,Yardville,2,4,02/26/2018,00:00
143 19TH ST E,44.9639778137,-93.2743911743,Steven's Square - Loring Heights,Central,6,Yardville,3,3,02/27/2018,00:00
1431 27TH ST W,44.953838348400005,-93.2988815308,East Isles,Calhoun Isle,7,Yardville,3,3,02/27/2018,00:00
1431 27TH ST W,44.9538002014,-93.2989196777,East Isles,Calhoun Isle,7,Yardville,3,3,02/27/2018,00:00
144 19TH ST E,44.963954925500005,-93.2742843628,Steven's Square - Loring Heights,Central,6,Yardville,2,3,02/26/2018,00:00
146 18TH ST E,44.9652252197,-93.2741622925,Steven's Square - Loring Heights,Central,6,Yardville,2,3,02/26/2018,00:00
149 27TH AVE SE,44.9707984924,-93.2195205688,Prospect Park - East River Road,University,2,Yardville,1,4,02/25/2018,00:00
15 33RD ST W,44.942905426,-93.27871704100001,Lyndale,Powderhorn,8,Yardville,3,5,02/27/2018,00:00
15 4TH ST SE,44.988189697299994,-93.25456237790002,Nicollet Island - East Bank,University,3,Yardville,1,4,02/25/2018,00:00
1500 15TH AVE SE,44.989780426,-93.2307434082,Como,University,1,Yardville,2,4,02/26/2018,00:00
1500 TALMAGE AVE SE,44.9896736145,-93.2304611206,Como,University,1,Yardville,2,4,02/26/2018,00:00
1502 BROOK AVE SE,44.986587524399994,-93.23017120360001,Como,University,2,Yardville,2,4,02/26/2018,00:00
1502 ELLIOT AVE,44.9677619934,-93.261100769,Elliot Park,Central,6,Yardville,2,3,02/26/2018,00:00
1502 SPRUCE PLACE,44.96758651729999,-93.280921936,Loring Park,Central,7,Yardville,2,3,02/26/2018,00:00
1504 10TH AVE S,44.9677429199,-93.25972747799999,Elliot Park,Central,6,Yardville,2,3,02/26/2018,00:00
1504 27TH ST W,44.9538345337,-93.2994995117,East Isles,Calhoun Isle,7,Yardville,2,3,02/26/2018,00:00
1504 SPRUCE PLACE,44.9812812805,-93.2821502686,North Loop,Central,5,Yardville,2,3,02/26/2018,00:00
1506 10TH AVE S,44.967685699499995,-93.2597351074,Elliot Park,Central,6,Yardville,2,3,02/26/2018,00:00
1506 32ND ST W,44.944885253900004,-93.3010864258,ECCO,Calhoun Isle,10,Yardville,2,5,02/26/2018,00:00
1506 6TH ST S,44.9690666199,-93.2505340576,Cedar Riverside,University,6,Yardville,2,4,02/26/2018,00:00
1506 ELLIOT AVE,44.9677047729,-93.261100769,Elliot Park,Central,6,Yardville,2,3,02/26/2018,00:00
1506 SPRUCE PLACE,44.9674301147,-93.28085327149999,Loring Park,Central,7,Yardville,2,3,02/26/2018,00:00
1506 TALMAGE AVE SE,44.9896736145,-93.2303237915,Como,University,1,Yardville,2,4,02/26/2018,00:00
1508 10TH AVE S,44.967643737799996,-93.2597351074,Elliot Park,Central,6,Yardville,2,3,02/26/2018,00:00
1508 6TH ST S,44.9691047668,-93.2504196167,Cedar Riverside,University,6,Yardville,2,4,02/26/2018,00:00
1508 6TH ST S,44.9690704346,-93.25038146969999,Cedar Riverside,University,6,Yardville,2,4,02/26/2018,00:00
1508 ELLIOT AVE,44.9676208496,-93.2611083984,Elliot Park,Central,6,Yardville,2,3,02/26/2018,00:00
1508 RUSSELL AVE N,44.9943504333,-93.3107452393,Willard - Hay,Near North,5,Yardville,2,1,02/26/2018,00:00
1508 SPRUCE PLACE,44.9812812805,-93.2821502686,North Loop,Central,5,Yardville,2,3,02/26/2018,00:00
1508 TALMAGE AVE SE,44.9896812439,-93.2302627563,Como,University,1,Yardville,2,4,02/26/2018,00:00
1509 ELLIOT AVE,44.967593,-93.26102,Elliot Park,Central,7,Yardville,3,3,02/27/2018,00:00
1510 34TH ST W,44.9414291382,-93.2995910645,ECCO,Calhoun Isle,10,Yardville,2,5,02/26/2018,00:00
1510 UPTON AVE N,44.9947662354,-93.3145980835,Willard - Hay,Near North,5,Yardville,2,1,02/26/2018,00:00
1511 6TH ST S,44.968882,-93.25034699999999,Cedar Riverside,Central,7,Yardville,3,4,02/27/2018,00:00
1512 32ND ST W,44.944770813000005,-93.3017044067,ECCO,Calhoun Isle,10,Yardville,2,5,02/26/2018,00:00
1512 6TH ST S,44.9690704346,-93.25038146969999,Cedar Riverside,University,6,Yardville,2,4,02/26/2018,00:00
1512 ELLIOT AVE,44.9675559998,-93.2611083984,Elliot Park,Central,6,Yardville,2,3,02/26/2018,00:00
1512 LOGAN AVE N,44.9947433472,-93.3034439087,Willard - Hay,Near North,5,Yardville,2,1,02/26/2018,00:00
1512 TALMAGE AVE SE,44.9900550842,-93.2300415039,Como,University,1,Yardville,2,4,02/26/2018,00:00
1513 6TH ST S,44.968878000000004,-93.25030799999999,Cedar Riverside,Central,7,Yardville,3,4,02/27/2018,00:00
1514 10TH AVE S,44.9674301147,-93.259765625,Elliot Park,Central,6,Yardville,2,3,02/26/2018,00:00
1514 43RD ST E,44.925151825,-93.2531280518,Northrop,Nokomis,8,Yardville,2,6,02/26/2018,00:00
1515 19TH ST E,44.963737,-93.253463,Ventura Village,Phillips,6,Yardville,3,3,02/27/2018,00:00
1515 22ND ST E,44.9609222412,-93.25260925290002,Ventura Village,Phillips,6,Yardville,3,3,02/27/2018,00:00
1515 6TH ST S,44.9690704346,-93.25038146969999,Cedar Riverside,University,6,Yardville,3,4,02/27/2018,00:00
1515 BROOK AVE SE,44.9866027832,-93.2296218872,Como,University,2,Yardville,3,4,02/27/2018,00:00
1516 25TH ST E,44.95742797850001,-93.25154876709999,East Phillips,Phillips,9,Yardville,2,3,02/26/2018,00:00
1516 32ND AVE NE,45.0258331299,-93.23762512209998,Waite Park,Northeast,1,Yardville,2,2,02/26/2018,00:00
1516 32ND ST W,44.9447135925,-93.3019561768,ECCO,Calhoun Isle,10,Yardville,2,5,02/26/2018,00:00
1516 ELLIOT AVE,44.967437744099996,-93.2611160278,Elliot Park,Central,6,Yardville,2,3,02/26/2018,00:00
1516 RUSSELL AVE N,44.9946975708,-93.3108520508,Willard - Hay,Near North,5,Yardville,2,1,02/26/2018,00:00
1517 19TH ST E,44.963751,-93.25299999999999,Ventura Village,Phillips,6,Yardville,3,3,02/27/2018,00:00
1517 6TH ST S,44.968940734899995,-93.2497329712,Cedar Riverside,University,6,Yardville,3,4,02/27/2018,00:00
1518 8TH ST SE,44.983602000000005,-93.23064699999999,University of Minnesota,University,3,Yardville,2,4,02/26/2018,00:00
1518 SPRUCE PLACE,44.966987609899995,-93.2808761597,Loring Park,Central,7,Yardville,2,3,02/26/2018,00:00
1520 ELLIOT AVE,44.967235565200006,-93.2611312866,Elliot Park,Central,6,Yardville,2,3,02/26/2018,00:00
1520 ELLIOT AVE,44.967235565200006,-93.26105499270001,Elliot Park,Central,6,Yardville,2,3,02/26/2018,00:00
1521 22ND AVE N,45.002151489300005,-93.3003005981,Jordan,Near North,5,Yardville,3,1,02/27/2018,00:00
1522 18TH ST E,44.964782714799995,-93.2527389526,Ventura Village,Phillips,6,Yardville,2,3,02/26/2018,00:00
216 33RD ST W,44.9428024292,-93.2822189331,Lyndale,Powderhorn,8,Yardville,2,5,02/26/2018,00:00
304 22ND ST E,44.9607315063,-93.2719039917,Whittier,Powderhorn,10,Yardville,2,3,02/26/2018,00:00
1522 19TH ST E,44.9637718201,-93.2527389526,Ventura Village,Phillips,6,Yardville,2,3,02/26/2018,00:00
1522 50TH ST E,44.9125022888,-93.2514572144,Hale,Nokomis,11,Yardville,2,6,02/26/2018,00:00
1522 6TH ST S,44.968875885,-93.24956512450001,Cedar Riverside,University,6,Yardville,2,4,02/26/2018,00:00
1522 8TH ST SE,44.983546999999994,-93.230512,University of Minnesota,University,3,Yardville,2,4,02/26/2018,00:00
1522 THOMAS AVE N,44.994831085200005,-93.3131332397,Willard - Hay,Near North,5,Yardville,2,1,02/26/2018,00:00
1523 19TH ST E,44.963765,-93.252627,Ventura Village,Phillips,6,Yardville,3,3,02/27/2018,00:00
1524 19TH ST E,44.9637908936,-93.2526245117,Ventura Village,Phillips,6,Yardville,2,3,02/26/2018,00:00
1524 22ND AVE N,45.002292633100005,-93.300491333,Jordan,Near North,5,Yardville,2,1,02/26/2018,00:00
1524 6TH ST S,44.968803405799996,-93.2495574951,Cedar Riverside,University,6,Yardville,2,4,02/26/2018,00:00
1524 BROOK AVE SE,44.9865837097,-93.229019165,Como,University,2,Yardville,2,4,02/26/2018,00:00
1525 6TH ST S,44.969020843500005,-93.2495880127,Cedar Riverside,University,6,Yardville,3,4,02/27/2018,00:00
1526 32ND ST E,44.9447402954,-93.2526473999,Powderhorn Park,Powderhorn,9,Yardville,2,6,02/26/2018,00:00
1526 43RD ST E,44.925163268999995,-93.2529373169,Northrop,Nokomis,8,Yardville,2,6,02/26/2018,00:00
1527 6TH ST S,44.968807220500004,-93.24940490719999,Cedar Riverside,University,6,Yardville,3,4,02/27/2018,00:00
1528 36TH ST E,44.9377441406,-93.2528533936,Powderhorn Park,Powderhorn,9,Yardville,2,6,02/26/2018,00:00
1528 37TH ST E,44.93594360350001,-93.2526779175,Powderhorn Park,Powderhorn,9,Yardville,2,6,02/26/2018,00:00
1528 6TH ST S,44.968879699700004,-93.2493286133,Cedar Riverside,University,6,Yardville,2,4,02/26/2018,00:00
1529 BROOK AVE SE,44.986587524399994,-93.22889709469999,Como,University,2,Yardville,3,4,02/27/2018,00:00
1530 36TH ST E,44.9377250671,-93.25275421139999,Powderhorn Park,Powderhorn,9,Yardville,2,6,02/26/2018,00:00
1530 37TH ST E,44.93594360350001,-93.2525558472,Powderhorn Park,Powderhorn,9,Yardville,2,6,02/26/2018,00:00
1531 6TH ST S,44.968599,-93.24969499999999,Cedar Riverside,Central,7,Yardville,3,4,02/27/2018,00:00
1532 32ND ST E,44.944770813000005,-93.2517471313,Powderhorn Park,Powderhorn,9,Yardville,2,6,02/26/2018,00:00
1536 41ST ST E,44.928649902299995,-93.2520980835,Bancroft,Powderhorn,8,Yardville,2,6,02/26/2018,00:00
1538 41ST ST E,44.928623199499995,-93.2519073486,Bancroft,Powderhorn,8,Yardville,2,6,02/26/2018,00:00
1542 8TH ST SE,44.983268,-93.22984100000001,University of Minnesota,University,3,Yardville,2,4,02/26/2018,00:00
1543 34TH ST E,44.941349029499996,-93.2514190674,Powderhorn Park,Powderhorn,9,Yardville,3,6,02/27/2018,00:00
16 25TH ST E,44.9573783875,-93.27704620360001,Whittier,Powderhorn,10,Yardville,2,3,02/26/2018,00:00
16 34TH ST W,44.941345214799995,-93.27867126459999,Lyndale,Powderhorn,8,Yardville,2,5,02/26/2018,00:00
1600 10TH AVE S,44.9670639038,-93.25972747799999,Elliot Park,Central,6,Yardville,2,3,02/26/2018,00:00
1600 ELLIOT AVE,44.967094421400006,-93.2608795166,Elliot Park,Central,6,Yardville,2,3,02/26/2018,00:00
1601 6TH ST S,44.968578,-93.249649,Cedar Riverside,Central,7,Yardville,3,4,02/27/2018,00:00
1604 10TH AVE S,44.9669113159,-93.2597045898,Elliot Park,Central,6,Yardville,2,3,02/26/2018,00:00
1604 33RD ST E,44.9429283142,-93.25101470950001,Powderhorn Park,Powderhorn,9,Yardville,2,6,02/26/2018,00:00
1604 ELLIOT AVE,44.967018127399996,-93.2609481812,Elliot Park,Central,6,Yardville,2,3,02/26/2018,00:00
1606 33RD ST E,44.9429664612,-93.2508239746,Powderhorn Park,Powderhorn,9,Yardville,2,6,02/26/2018,00:00
1606 JAMES AVE N,44.995487213100006,-93.30065917969999,Near - North,Near North,5,Yardville,2,1,02/26/2018,00:00
1606 THOMAS AVE N,44.9954338074,-93.3132629395,Willard - Hay,Near North,5,Yardville,2,1,02/26/2018,00:00
1606 THOMAS AVE N,44.9953193665,-93.31330108639999,Willard - Hay,Near North,5,Yardville,2,1,02/26/2018,00:00
1608 THOMAS AVE N,44.995426178,-93.3132095337,Willard - Hay,Near North,5,Yardville,2,1,02/26/2018,00:00
1610 32ND AVE NE,45.0258636475,-93.23676300049999,Waite Park,Northeast,1,Yardville,2,2,02/26/2018,00:00
1610 ELLIOT AVE,44.966945648199996,-93.2609405518,Elliot Park,Central,6,Yardville,2,3,02/26/2018,00:00
1610 THOMAS AVE N,44.995544433599996,-93.31336975100001,Willard - Hay,Near North,5,Yardville,2,1,02/26/2018,00:00
1610 UPTON AVE N,44.9957466125,-93.3145980835,Willard - Hay,Near North,5,Yardville,2,1,02/26/2018,00:00
1610 WASHBURN AVE N,44.99569702149999,-93.3173294067,Willard - Hay,Near North,5,Yardville,2,1,02/26/2018,00:00
2640 2ND AVE S,44.954021453900005,-93.2740707397,Whittier,Powderhorn,10,Yardville,2,3,02/26/2018,00:00
1612 6TH ST S,44.9684066772,-93.2493972778,Cedar Riverside,University,6,Yardville,2,4,02/26/2018,00:00
1614 6TH ST S,44.968418121300004,-93.24892425540001,Cedar Riverside,University,6,Yardville,2,4,02/26/2018,00:00
1614 THOMAS AVE N,44.9955368042,-93.31330108639999,Willard - Hay,Near North,5,Yardville,2,1,02/26/2018,00:00
1614 UPTON AVE N,44.9955787659,-93.3145141602,Willard - Hay,Near North,5,Yardville,2,1,02/26/2018,00:00
1615 6TH ST S,44.967514038100006,-93.2461013794,Cedar Riverside,University,6,Yardville,3,4,02/27/2018,00:00
1615 NEWTON AVE N,44.9957695007,-93.3057403564,Willard - Hay,Near North,5,Yardville,3,1,02/27/2018,00:00
1616 6TH ST S,44.968421936000006,-93.2487716675,Cedar Riverside,University,6,Yardville,2,4,02/26/2018,00:00
1616 MORGAN AVE N,44.9951515198,-93.30313873290001,Willard - Hay,Near North,5,Yardville,2,1,02/26/2018,00:00
1618 6TH ST S,44.968421936000006,-93.2487716675,Cedar Riverside,University,6,Yardville,2,4,02/26/2018,00:00
1618 THOMAS AVE N,44.995765686000006,-93.3135070801,Willard - Hay,Near North,5,Yardville,2,1,02/26/2018,00:00
1620 33RD ST W,44.9430770874,-93.30313110350001,ECCO,Calhoun Isle,10,Yardville,2,5,02/26/2018,00:00
1622 LINCOLN ST NE,45.0050201416,-93.2382888794,Northeast Park,Northeast,1,Yardville,2,2,02/26/2018,00:00
1623 HILLSIDE AVE N,45.002285003699996,-93.301902771,Jordan,Near North,5,Yardville,3,1,02/27/2018,00:00
1624 10TH AVE S,44.966716766400005,-93.2597427368,Elliot Park,Central,6,Yardville,2,3,02/26/2018,00:00
1624 33RD ST W,44.9431343079,-93.30290985110001,ECCO,Calhoun Isle,10,Yardville,2,5,02/26/2018,00:00
1629 HILLSIDE AVE N,45.0023384094,-93.30193328860001,Jordan,Near North,5,Yardville,3,1,02/27/2018,00:00
1630 6TH ST S,44.968322753900004,-93.2484054565,Cedar Riverside,University,6,Yardville,2,4,02/26/2018,00:00
1630 ADAMS ST NE,45.00506973270001,-93.25629425049999,Logan Park,Northeast,1,Yardville,2,2,02/26/2018,00:00
1630 UPTON AVE N,44.996150970500004,-93.314666748,Willard - Hay,Near North,5,Yardville,2,1,02/26/2018,00:00
1642 WASHBURN AVE N,44.99634552,-93.317237854,Willard - Hay,Near North,5,Yardville,2,1,02/26/2018,00:00
1700 BRYANT AVE S,44.9662818909,-93.2905044556,Lowry Hill,Calhoun Isle,7,Yardville,2,3,02/26/2018,00:00
1700 JOHNSON ST NE,45.0051651001,-93.2373504639,Northeast Park,Northeast,1,Yardville,2,2,02/26/2018,00:00
1700 ROLLINS AVE SE,44.985153198199995,-93.2281494141,Como,University,2,Yardville,2,4,02/26/2018,00:00
1702 PIERCE ST NE,45.0049934387,-93.2407226563,Northeast Park,Northeast,1,Yardville,2,2,02/26/2018,00:00
1702 ROLLINS AVE SE,44.9853363037,-93.22827911379999,Como,University,2,Yardville,2,4,02/26/2018,00:00
1703 12TH AVE N,44.989757537799996,-93.302230835,Near - North,Near North,5,Yardville,3,1,02/27/2018,00:00
1704 34TH ST E,44.941345214799995,-93.2494430542,Powderhorn Park,Powderhorn,9,Yardville,2,6,02/26/2018,00:00
1704 FREMONT AVE S,44.9665412903,-93.2957077026,Lowry Hill,Calhoun Isle,7,Yardville,2,3,02/26/2018,00:00
1704 ROLLINS AVE SE,44.9853172302,-93.228187561,Como,University,2,Yardville,2,4,02/26/2018,00:00
1705 STEVENS AVE S,44.9658622742,-93.2753219604,Steven's Square - Loring Heights,Central,6,Yardville,3,3,02/27/2018,00:00
1706 6TH ST S,44.968410491899995,-93.24794006350001,Cedar Riverside,University,6,Yardville,2,4,02/26/2018,00:00
1706 RUSSELL AVE N,44.9972114563,-93.3107757568,Willard - Hay,Near North,5,Yardville,2,1,02/26/2018,00:00
1707 25TH AVE N,45.0050506592,-93.3022232056,Jordan,Near North,5,Yardville,3,1,02/27/2018,00:00
1708 34TH ST E,44.941356658900006,-93.2492904663,Powderhorn Park,Powderhorn,9,Yardville,2,6,02/26/2018,00:00
1708 VINCENT AVE N,44.9971008301,-93.3159942627,Willard - Hay,Near North,5,Yardville,2,1,02/26/2018,00:00
1710 SHERIDAN AVE N,44.9972763062,-93.31226348879999,Willard - Hay,Near North,5,Yardville,2,1,02/26/2018,00:00
1716 POLK ST NE,45.0056533813,-93.2449645996,Northeast Park,Northeast,1,Yardville,2,2,02/26/2018,00:00
1718 POLK ST NE,45.0057487488,-93.24557495120001,Northeast Park,Northeast,1,Yardville,2,2,02/26/2018,00:00
1718 THOMAS AVE N,44.9976158142,-93.31315612790002,Willard - Hay,Near North,5,Yardville,2,1,02/26/2018,00:00
1720 ROLLINS AVE SE,44.9853935242,-93.2273864746,Como,University,2,Yardville,2,4,02/26/2018,00:00
1722 FREMONT AVE S,44.9665298462,-93.2958450317,Lowry Hill,Calhoun Isle,7,Yardville,2,3,02/26/2018,00:00
1722 FREMONT AVE S,44.9637718201,-93.2955322266,Lowry Hill,Calhoun Isle,7,Yardville,2,3,02/26/2018,00:00
1723 NEWTON AVE N,44.9970397949,-93.3057327271,Willard - Hay,Near North,5,Yardville,3,1,02/27/2018,00:00
1726 43RD ST E,44.9251480103,-93.24878692629999,Northrop,Nokomis,8,Yardville,2,6,02/26/2018,00:00
1726 6TH ST S,44.9691352844,-93.2480239868,Cedar Riverside,University,6,Yardville,2,4,02/26/2018,00:00
1738 5TH ST SE,44.9814605713,-93.2355651855,Marcy Holmes,University,2,Yardville,1,4,02/25/2018,00:00
1746 5TH ST SE,44.9816551208,-93.23606872559999,Marcy Holmes,University,2,Yardville,1,4,02/25/2018,00:00
176 10TH AVE NE,44.9978675842,-93.26551818850001,St. Anthony West,Northeast,3,Yardville,2,2,02/26/2018,00:00
1776 COLFAX AVE S,44.96616745,-93.29174804690001,Lowry Hill,Calhoun Isle,7,Yardville,2,3,02/26/2018,00:00
1776 DUPONT AVE S,44.9658203125,-93.29295349120001,Lowry Hill,Calhoun Isle,7,Yardville,2,3,02/26/2018,00:00
1778 DUPONT AVE S,44.9658050537,-93.2931594849,Lowry Hill,Calhoun Isle,7,Yardville,2,3,02/26/2018,00:00
178 10TH ST NE,44.9980926514,-93.26551818850001,St. Anthony West,Northeast,3,Yardville,2,2,02/26/2018,00:00
1780 COLFAX AVE S,44.9659881592,-93.2918395996,Lowry Hill,Calhoun Isle,7,Yardville,2,3,02/26/2018,00:00
179 27TH AVE SE,44.97086334229999,-93.2194519043,Prospect Park - East River Road,University,2,Yardville,1,4,02/25/2018,00:00
18 25TH ST E,44.957012176499994,-93.2770767212,Whittier,Powderhorn,10,Yardville,2,3,02/26/2018,00:00
18 4TH ST SE,44.9882049561,-93.2547912598,Nicollet Island - East Bank,University,3,Yardville,1,4,02/25/2018,00:00
18 59TH ST W,44.8955917358,-93.27912139889999,Windom,Southwest,11,Yardville,2,5,02/26/2018,00:00
18 BEDFORD ST SE,44.968627000000005,-93.208344,Prospect Park - East River Road,University,2,Yardville,2,4,02/26/2018,00:00
18 RUSTIC LODGE W,44.915161132799994,-93.27883911129999,Tangletown,Southwest,11,Yardville,2,5,02/26/2018,00:00
1800 STEVENS AVE S,44.9650802612,-93.2753372192,Steven's Square - Loring Heights,Central,6,Yardville,2,3,02/26/2018,00:00
1802 COLUMBUS AVE S,44.96503067020001,-93.2638702393,Ventura Village,Phillips,6,Yardville,2,3,02/26/2018,00:00
1802 STEVENS AVE S,44.9649391174,-93.2752761841,Steven's Square - Loring Heights,Central,6,Yardville,2,3,02/26/2018,00:00
1803 12TH AVE N,44.9897689819,-93.3026885986,Near - North,Near North,5,Yardville,3,1,02/27/2018,00:00
1804 16TH AVE S,44.9644508362,-93.25169372559999,Ventura Village,Phillips,6,Yardville,2,3,02/26/2018,00:00
1804 39TH ST E,44.9322738647,-93.2484741211,Bancroft,Powderhorn,8,Yardville,2,6,02/26/2018,00:00
1804 6TH ST S,44.968387603800004,-93.24620056149999,Cedar Riverside,University,6,Yardville,2,4,02/26/2018,00:00
1804 COLUMBUS AVE S,44.964973449700004,-93.26390838620001,Ventura Village,Phillips,6,Yardville,2,3,02/26/2018,00:00
1805 39TH ST E,44.932277679399995,-93.2485275269,Bancroft,Powderhorn,8,Yardville,3,6,02/27/2018,00:00
1806 2ND AVE S,44.964904785200005,-93.27409362790002,Steven's Square - Loring Heights,Central,6,Yardville,2,3,02/26/2018,00:00
1806 39TH ST E,44.9322967529,-93.2521209717,Bancroft,Powderhorn,8,Yardville,2,6,02/26/2018,00:00
1806 6TH ST S,44.967575073199995,-93.2465057373,Cedar Riverside,University,6,Yardville,2,4,02/26/2018,00:00
1806 EMERSON AVE S,44.965114593500005,-93.29434204100001,Lowry Hill,Calhoun Isle,7,Yardville,2,3,02/26/2018,00:00
1806 FAIRMONT ST SE,44.9860343933,-93.22652435299999,Como,University,2,Yardville,2,4,02/26/2018,00:00
1808 DUPONT AVE S,44.9648895264,-93.2930603027,Lowry Hill,Calhoun Isle,7,Yardville,2,3,02/26/2018,00:00
1809 STEVENS AVE S,44.964925,-93.27523199999999,Steven's Square - Loring Heights,Central,6,Yardville,3,3,02/27/2018,00:00
1810 27TH ST E,44.953674316400004,-93.24850463870001,East Phillips,Phillips,9,Yardville,2,3,02/26/2018,00:00
1810 51ST ST E,44.9107513428,-93.2482681274,Hale,Nokomis,11,Yardville,2,6,02/26/2018,00:00
1810 BRYANT AVE S,44.9650764465,-93.2906265259,Lowry Hill,Calhoun Isle,7,Yardville,2,3,02/26/2018,00:00
1810 COLUMBUS AVE S,44.964862823500006,-93.2638702393,Ventura Village,Phillips,6,Yardville,2,3,02/26/2018,00:00
1811 OLIVER AVE N,44.9979400635,-93.3069763184,Willard - Hay,Near North,5,Yardville,3,1,02/27/2018,00:00
1811 STEVENS AVE S,44.964704,-93.275297,Steven's Square - Loring Heights,Central,6,Yardville,3,3,02/27/2018,00:00
1812 16TH AVE S,44.964202880900004,-93.251663208,Ventura Village,Phillips,6,Yardville,2,3,02/26/2018,00:00
1812 27TH ST E,44.9538536072,-93.2473220825,East Phillips,Phillips,9,Yardville,2,3,02/26/2018,00:00
1812 COLUMBUS AVE S,44.9647598267,-93.26385498049999,Ventura Village,Phillips,6,Yardville,2,3,02/26/2018,00:00
1812 DUPONT AVE S,44.9643516541,-93.29306793209999,Lowry Hill,Calhoun Isle,7,Yardville,2,3,02/26/2018,00:00
1814 10TH AVE S,44.9646339417,-93.2597198486,Ventura Village,Phillips,6,Yardville,2,3,02/26/2018,00:00
1814 4TH AVE N,44.9815979004,-93.30387115479999,Harrison,Near North,5,Yardville,2,3,02/26/2018,00:00
1814 6TH ST S,44.9678726196,-93.2463760376,Cedar Riverside,University,6,Yardville,2,4,02/26/2018,00:00
1814 COLUMBUS AVE S,44.964717865,-93.2638778687,Ventura Village,Phillips,6,Yardville,2,3,02/26/2018,00:00
1816 POLK ST NE,45.006755828900005,-93.2455062866,Windom Park,Northeast,1,Yardville,2,2,02/26/2018,00:00
1816 STEVENS AVE S,44.964614868199995,-93.2753372192,Steven's Square - Loring Heights,Central,6,Yardville,2,3,02/26/2018,00:00
1818 24TH AVE N,45.004268646199996,-93.3041305542,Jordan,Near North,5,Yardville,2,1,02/26/2018,00:00
1818 27TH ST E,44.9537467957,-93.2477416992,East Phillips,Phillips,9,Yardville,2,3,02/26/2018,00:00
