Location,Latitude,Longitude,Ward,Neighborhood,Community,Day,Tow_Zone,Date,Time,Emergency
"804 37th st e,Minneapolis,MN",44.935969,-93.26182299999999,9,Powderhorn Park,Powderhorn,2,6,12/18/2016,12:42,Ferry
"3033 Dupont Ave. S,Minneapolis,MN",44.947195,-93.292937,10,South Uptown,Calhoun Isles,2,5,12/18/2016,01:11,Ferry
"350 15th st w,Minneapolis,MN",44.968425,-93.28591999999999,7,Loring Park,Central,1,3,12/17/2016,22:38,Ferry
"608 Bryant Ave n,Minneapolis,MN",44.991409999999995,-93.29106999999999,5,Near - North,Near North,2,1,12/18/2016,08:59,Ferry
"3124 James Ave s,Minneapolis,MN",44.945688,-93.30369300000001,10,ECCO,Calhoun Isles,2,5,12/18/2016,09:39,Ferry
"210 5th st se,Minneapolis,MN",44.988008,-93.251463,3,Marcy Holmes,University,2,4,12/18/2016,14:22,Ferry
"1227 Talmage Ave SE -,Minneapolis,MN",44.989677,-93.23397299999999,2,Como,University,2,4,12/18/2016,11:50,Ferry
"622 8th Ave se ,Minneapolis,MN",44.986502,-93.241955,3,Marcy Holmes,University,2,4,12/18/2016,11:14,Ferry
"759 PIERCE ST NE,Minneapolis,MN",44.998514,-93.24062099999999,3,Beltrami,Northeast,3,2,12/19/2016,14:31,Ferry
"110 3rd ave ne,Minneapolis,MN",44.98149,-93.262861,3,Downtown West,Central,2,3,12/18/2016,09:00,Ferry
"408 4TTH AVE SE,Minneapolis,MN",44.986696,-93.249404,3,Marcy Holmes,University,2,4,12/18/2016,09:39,Ferry
"3228 6th st n,Minneapolis,MN",45.014055,-93.286459,4,McKinley,Camden,2,1,12/18/2016,11:50,Ferry
"3632 18th ave s,Minneapolis,MN",44.936749,-93.248899,9,Powderhorn Park,Powderhorn,2,6,12/18/2016,14:22,Ferry
"799 2 st n ,Minneapolis,MN",44.989382,-93.277001,3,North Loop,Central,1,1,12/17/2016,22:38,Ferry
"26th and Essex Southeastc,Minneapolis,MN",44.970929,-93.22155,2,Prospect Park - East River Road,University,3,4,12/19/2016,14:32,Ferry
"1510 5th st ne,Minneapolis,MN",45.003443,-93.260506,3,Sheridan,Northeast,2,2,12/18/2016,11:16,Ferry
"1778 Bryant ave s,Minneapolis,MN",44.965848,-93.29054000000001,7,Lowry Hill,Calhoun Isles,2,3,12/18/2016,09:01,Ferry
"4052. 12 th ave s,Minneapolis,MN",44.928967,-93.257837,8,Bancroft,Powderhorn,2,6,12/18/2016,09:40,Ferry
"5717 BOSSEN TERR,Minneapolis,MN",44.899699,-93.22614,11,Wenonah,Nokomis,3,6,12/19/2016,14:33,Ferry
"642 15th ave ne,Minneapolis,MN",45.003089,-93.256425,1,Logan Park,Northeast,2,2,12/18/2016,14:23,Ferry
"600 2nd ave se,Minneapolis,MN",44.989202,-93.251085,3,Marcy Holmes,University,2,4,12/18/2016,09:01,Ferry
"2814 Dupont Ave S,Minneapolis,MN",44.951199,-93.293204,10,Lowry Hill East,Calhoun Isles,1,3,12/17/2016,22:42,Ferry
"410 8th ave se,Minneapolis,MN",44.98418,-93.243798,3,Marcy Holmes,University,2,4,12/18/2016,11:16,Ferry
"2318 HUMBOLDT AVE S,Minneapolis,MN",44.959364,-93.298211,7,East Isles,Calhoun Isles,2,3,12/18/2016,13:11,Ferry
"1524 39TH ST E,Minneapolis,MN",44.932327,-93.252442,8,Bancroft,Powderhorn,2,6,12/18/2016,11:50,Ferry
"3114 GIRARD Ave s,Minneapolis,MN",44.946044,-93.297051,10,South Uptown,Calhoun Isles,2,5,12/18/2016,12:43,Ferry
"710 7th St se,Minneapolis,MN",44.987632,-93.242549,3,Marcy Holmes,University,2,4,12/18/2016,15:15,Ferry
"513 Humboldt n,Minneapolis,MN",44.983225,-93.298215,5,Harrison,Near North,3,3,12/19/2016,14:35,Ferry
"3548 3rd st n,Minneapolis,MN",45.019326,-93.283451,4,McKinley,Camden,2,1,12/18/2016,09:40,Ferry
"624 Bryant Ave n,Minneapolis,MN",44.984741,-93.291015,5,Sumner - Glenwood,Near North,2,1,12/18/2016,09:01,Ferry
"2642 UPTON AVE N ,Minneapolis,MN",45.007275,-93.314306,4,Willard - Hay,Near North,2,1,12/18/2016,14:23,Ferry
"500 2nd st n. ,Minneapolis,MN",44.987216,-93.273326,3,North Loop,Central,1,1,12/17/2016,22:42,Ferry
"508 7th ave ne,Minneapolis,MN",44.996718,-93.258687,3,St. Anthony West,Northeast,2,2,12/18/2016,11:17,Ferry
"2200 EMERSON SO,Minneapolis,MN",44.960770000000004,-93.294718,7,East Isles,Calhoun Isles,2,3,12/18/2016,11:50,Ferry
"922 5th st se,Minneapolis,MN",44.983885,-93.241036,3,Marcy Holmes,University,2,4,12/18/2016,13:12,Ferry
"1024 5th st se,Minneapolis,MN",44.983288,-93.239571,3,Marcy Holmes,University,2,4,12/18/2016,12:43,Ferry
"3148 ALDRICH AVE S,Minneapolis,MN",44.945683,-93.28943100000001,10,South Uptown,Calhoun Isles,2,5,12/18/2016,15:15,Ferry
"5715 BOSSEN TERR,Minneapolis,MN",44.899731,-93.226079,11,Wenonah,Nokomis,3,6,12/19/2016,14:36,Ferry
"622 4th st ne,Minneapolis,MN",44.995596,-93.260053,3,St. Anthony West,Northeast,2,2,12/18/2016,09:41,Ferry
"608 3rd ave SE,Minneapolis,MN",44.988728,-93.24963000000001,3,Marcy Holmes,University,2,4,12/18/2016,09:03,Ferry
"1442 32nd st w,Minneapolis,MN",44.944742,-93.299252,10,ECCO,Calhoun Isles,2,5,12/18/2016,11:17,Ferry
"612 11th ave se,Minneapolis,MN",44.984444,-93.237767,3,Marcy Holmes,University,2,4,12/18/2016,11:51,Ferry
"3116 22nd Avenue S,Minneapolis,MN",44.945971,-93.24112099999999,9,Corcoran,Powderhorn,2,6,12/18/2016,15:16,Ferry
"500-799 2nd St N,Minneapolis,MN",44.987185,-93.273561,3,North Loop,Central,1,1,12/17/2016,22:42,Ferry
"3040 Elliot Avenue South,Minneapolis,MN",44.947028,-93.26173399999999,9,Powderhorn Park,Powderhorn,2,6,12/18/2016,13:13,Ferry
"2213 16th ave n,Minneapolis,MN",44.995127000000004,-93.30837700000001,5,Willard - Hay,Near North,3,1,12/19/2016,14:37,Ferry
"1522 dupont ave n,Minneapolis,MN",44.994925,-93.292144,5,Near - North,Near North,2,1,12/18/2016,09:41,Ferry
"2103 BLAISDELL AVE S,Minneapolis,MN",44.961802,-93.279585,10,Whittier,Powderhorn,2,3,12/18/2016,00:44,Ferry
"3042 James ave s,Minneapolis,MN",44.946855,-93.303414,10,ECCO,Calhoun Isles,2,5,12/18/2016,09:04,Ferry
"1526 Madison st ne,Minneapolis,MN",45.003918,-93.254005,1,Logan Park,Northeast,2,2,12/18/2016,14:26,Ferry
"1910 DuPont ave s,Minneapolis,MN",44.963929,-93.293093,7,Lowry Hill,Calhoun Isles,2,3,12/18/2016,11:17,Ferry
"202 19TH ST E,Minneapolis,MN",44.963968,-93.273376,6,Steven's Square - Loring Heights,Central,2,3,12/18/2016,15:18,Ferry
"422 11th Ave se ,Minneapolis,MN",44.98272,-93.239462,3,Marcy Holmes,University,2,4,12/18/2016,11:51,Ferry
"3508 Fremont Ave s,Minneapolis,MN",44.939151,-93.296141,10,South Uptown,Calhoun Isles,2,5,12/18/2016,13:13,Ferry
"5529 Chicago Ave S,Minneapolis,MN",44.90229,-93.2623,11,Diamond Lake,Nokomis,1,6,12/17/2016,22:43,Ferry
"1121 Talmage Ave SE,Minneapolis,MN",44.989678000000005,-93.235567,2,Como,University,2,4,12/18/2016,09:41,Ferry
"501 Humboldt n,Minneapolis,MN",44.982638,-93.298214,5,Harrison,Near North,3,3,12/19/2016,14:37,Ferry
"3132 HOLMES AVE S ,Minneapolis,MN",44.94543,-93.299856,10,ECCO,Calhoun Isles,2,5,12/18/2016,12:44,Ferry
"3000 James Ave s,Minneapolis,MN",44.948048,-93.30379,10,ECCO,Calhoun Isles,2,5,12/18/2016,09:04,Ferry
"1527 LASALLE AVE,Minneapolis,MN",44.966793,-93.279315,7,Loring Park,Central,2,3,12/18/2016,02:27,Ferry
"409 13th Ave NE,Minneapolis,MN",45.00111,-93.2611,3,Sheridan,Northeast,1,2,12/17/2016,22:43,Ferry
"1404 6th st se ,Minneapolis,MN",44.982347,-93.233967,3,Marcy Holmes,University,2,4,12/18/2016,13:14,Ferry
"1911 Upton Ave. N. ,Minneapolis,MN",44.999179999999996,-93.314924,5,Willard - Hay,Near North,3,1,12/19/2016,14:38,Ferry
"1716 colfax ave s,Minneapolis,MN",44.966784000000004,-93.292175,7,Lowry Hill,Calhoun Isles,2,3,12/18/2016,09:42,Ferry
"717 Morgan AVE N,Minneapolis,MN",44.985735999999996,-93.304724,5,Near - North,Near North,2,1,12/18/2016,15:18,Ferry
"1328 James Ave. N. ,Minneapolis,MN",44.992497,-93.300688,5,Near - North,Near North,2,1,12/18/2016,11:18,Ferry
"920 7th st se,Minneapolis,MN",44.985861,-93.23952,3,Marcy Holmes,University,2,4,12/18/2016,12:44,Ferry
"1428 Morgan ave n,Minneapolis,MN",44.993961999999996,-93.304439,5,Willard - Hay,Near North,2,1,12/18/2016,11:53,Ferry
"416 7th ave ne,Minneapolis,MN",44.996231,-93.259276,3,St. Anthony West,Northeast,2,2,12/18/2016,09:05,Ferry
"316 7th st se,Minneapolis,MN",44.989498,-93.248752,3,Marcy Holmes,University,2,4,12/18/2016,14:27,Ferry
"209 15th st w,Minneapolis,MN",44.967464,-93.281525,7,Loring Park,Central,1,3,12/17/2016,22:44,Ferry
"1318 7th St se,Minneapolis,MN",44.983301000000004,-93.234073,3,Marcy Holmes,University,2,4,12/18/2016,13:14,Ferry
"3117 28th ave s,Minneapolis,MN",44.94628,-93.231308,2,Longfellow,Longfellow,3,6,12/19/2016,14:41,Ferry
"308 3rd ave se,Minneapolis,MN",44.986061,-93.251739,3,Marcy Holmes,University,2,4,12/18/2016,09:43,Ferry
"3526 aldrich ave n ,Minneapolis,MN",45.019302,-93.288926,4,McKinley,Camden,2,1,12/18/2016,15:18,Ferry
"814 39th St. E.,Minneapolis,MN",44.932367,-93.26230600000001,8,Bancroft,Powderhorn,2,6,12/18/2016,11:18,Ferry
"3102 10th ave s,Minneapolis,MN",44.946368,-93.260124,9,Powderhorn Park,Powderhorn,2,6,12/18/2016,12:45,Ferry
"318 4th Ave se,Minneapolis,MN",44.985665000000004,-93.25022,3,Marcy Holmes,University,2,4,12/18/2016,09:07,Ferry
"1109 Talmage Ave SE -,Minneapolis,MN",44.989678000000005,-93.235714,2,Como,University,2,4,12/18/2016,11:53,Ferry
"2113 2ND AVE S,Minneapolis,MN",44.961199,-93.273997,10,Whittier,Powderhorn,3,3,12/19/2016,14:42,Ferry
"461 13th Ave NE,Minneapolis,MN",45.00092,-93.260778,3,Sheridan,Northeast,1,2,12/17/2016,22:45,Ferry
"670 15th ave ne,Minneapolis,MN",45.003068,-93.253804,1,Logan Park,Northeast,2,2,12/18/2016,14:28,Ferry
"1518 LASALLE AVE,Minneapolis,MN",44.967067,-93.279353,7,Loring Park,Central,2,3,12/18/2016,01:15,Ferry
"528 7th ave se,Minneapolis,MN",44.9858,-93.244326,3,Marcy Holmes,University,2,4,12/18/2016,09:43,Ferry
"1914 - 2ND AVE S,Minneapolis,MN",44.963446999999995,-93.274051,6,Steven's Square - Loring Heights,Central,2,3,12/18/2016,15:20,Ferry
"3020 11th Ave. S.,Minneapolis,MN",44.947623,-93.259078,9,Powderhorn Park,Powderhorn,2,6,12/18/2016,12:45,Ferry
"1504 Morgan ave n,Minneapolis,MN",44.994299,-93.304441,5,Willard - Hay,Near North,2,1,12/18/2016,11:18,Ferry
"510 7th ave ne,Minneapolis,MN",44.996727,-93.258663,3,St. Anthony West,Northeast,2,2,12/18/2016,09:07,Ferry
"1448 32nd st w,Minneapolis,MN",44.944743,-93.299566,10,ECCO,Calhoun Isles,2,5,12/18/2016,11:56,Ferry
"643 15TH ST E,Minneapolis,MN",44.968046,-93.265895,6,Elliot Park,Central,2,3,12/18/2016,02:29,Ferry
"155 26th Ave se ,Minneapolis,MN",44.971477,-93.221148,2,Prospect Park - East River Road,University,3,4,12/19/2016,14:45,Ferry
"1522 SPRUCE pl,Minneapolis,MN",44.966476,-93.28085,7,Loring Park,Central,2,3,12/18/2016,09:44,Ferry
"2302 9th St s,Minneapolis,MN",44.963994,-93.23881999999999,6,Seward,Longfellow,2,4,12/18/2016,00:46,Ferry
"3544 holmes ave s,Minneapolis,MN",44.938134000000005,-93.299685,10,ECCO,Calhoun Isles,2,5,12/18/2016,11:19,Ferry
"3140 4TH AVE S,Minneapolis,MN",44.945281,-93.270507,9,Central,Powderhorn,1,5,12/17/2016,22:45,Ferry
"2314 Sheridan Ave n,Minneapolis,MN",45.002968,-93.311752,5,Willard - Hay,Near North,2,1,12/18/2016,15:20,Ferry
"501 15TH st e,Minneapolis,MN",44.967652,-93.26853299999999,6,Elliot Park,Central,2,3,12/18/2016,01:15,Ferry
"726 8th ave se,Minneapolis,MN",44.98754,-93.241128,3,Marcy Holmes,University,2,4,12/18/2016,11:57,Ferry
"3032 James Ave s,Minneapolis,MN",44.947176,-93.303763,10,ECCO,Calhoun Isles,2,5,12/18/2016,09:07,Ferry
"1819 Queen Ave N,Minneapolis,MN",44.998258,-93.30984699999999,5,Willard - Hay,Near North,3,1,12/19/2016,14:46,Ferry
"716 5TH AVE SE,Minneapolis,MN",44.988853000000006,-93.245251,3,Marcy Holmes,University,2,4,12/18/2016,09:44,Ferry
"354 14th ave ne,Minneapolis,MN",45.001977000000004,-93.262153,3,Sheridan,Northeast,2,2,12/18/2016,14:29,Ferry
"708 13th Ave se,Minneapolis,MN",44.984246,-93.234347,3,Marcy Holmes,University,2,4,12/18/2016,12:46,Ferry
"3233 4th ave s,Minneapolis,MN",44.943853999999995,-93.270237,9,Central,Powderhorn,1,5,12/17/2016,22:47,Ferry
"3206 Holmes Ave s,Minneapolis,MN",44.944363,-93.29974,10,ECCO,Calhoun Isles,2,5,12/18/2016,11:20,Ferry
"3624 24th ave S,Minneapolis,MN",44.936704,-93.237498,12,Standish,Powderhorn,2,6,12/18/2016,15:20,Ferry
"3502 14th Ave. S.,Minneapolis,MN",44.939394,-93.255246,9,Powderhorn Park,Powderhorn,2,6,12/18/2016,09:08,Ferry
"3248 girard ave s,Minneapolis,MN",44.943157,-93.29708199999999,10,South Uptown,Calhoun Isles,2,5,12/18/2016,11:59,Ferry
"3340 Girard Ave s,Minneapolis,MN",44.941697999999995,-93.297439,10,South Uptown,Calhoun Isles,2,5,12/18/2016,13:15,Ferry
"1103 Talmage Ave SE - ,Minneapolis,MN",44.989678000000005,-93.235788,2,Como,University,2,4,12/18/2016,09:44,Ferry
"3501 pleasant Ave s,Minneapolis,MN",44.939372,-93.282641,8,Lyndale,Powderhorn,3,5,12/19/2016,14:47,Ferry
"1410 32nd st w,Minneapolis,MN",44.94474,-93.297747,10,South Uptown,Calhoun Isles,2,5,12/18/2016,12:46,Ferry
"316 6th st se,Minneapolis,MN",44.988081,-93.249262,3,Marcy Holmes,University,2,4,12/18/2016,14:30,Ferry
"500-799 2st n ,Minneapolis,MN",45.00855,-93.266591,3,Bottineau,Northeast,1,2,12/17/2016,22:47,Ferry
"400 8th ave se ,Minneapolis,MN",44.983819,-93.24408100000001,3,Marcy Holmes,University,2,4,12/18/2016,11:20,Ferry
"3038 James ave,Minneapolis,MN",45.012232,-93.300627,5,Jordan,Near North,2,1,12/18/2016,09:08,Ferry
"3120 Aldrich Ave South,Minneapolis,MN",44.946208,-93.28942099999999,10,South Uptown,Calhoun Isles,2,5,12/18/2016,15:21,Ferry
"1434 32nd st w,Minneapolis,MN",44.944854,-93.298834,10,ECCO,Calhoun Isles,2,5,12/18/2016,11:59,Ferry
"1359 Lasalle ave ,Minneapolis,MN",44.969615999999995,-93.279314,7,Loring Park,Central,2,3,12/18/2016,01:16,Ferry
"715 25th ave n ,Minneapolis,MN",45.004647999999996,-93.288891,5,Hawthorne,Near North,3,1,12/19/2016,14:47,Ferry
"616 5th Ave SE,Minneapolis,MN",44.987602,-93.24658199999999,3,Marcy Holmes,University,2,4,12/18/2016,09:45,Ferry
"2320 GIRARD AVE S,Minneapolis,MN",44.959381,-93.29724,7,East Isles,Calhoun Isles,2,3,12/18/2016,12:46,Ferry
"1942 Johnson St NE,Minneapolis,MN",45.009298,-93.237186,1,Windom Park,Northeast,1,2,12/17/2016,22:48,Ferry
"3814 6th st n,Minneapolis,MN",45.024413,-93.28625500000001,4,Webber - Camden,Camden,2,1,12/18/2016,14:31,Ferry
"606 4th ave se,Minneapolis,MN",44.988335,-93.248109,3,Marcy Holmes,University,2,4,12/18/2016,09:08,Ferry
"2922 Aldrich Ave N,Minneapolis,MN",45.010222,-93.28899799999999,5,Hawthorne,Near North,2,1,12/18/2016,15:22,Ferry
"2007 9th st s ,Minneapolis,MN",44.964007,-93.24354699999999,6,Seward,Longfellow,2,4,12/18/2016,00:01,Ferry
"3328 Girard Ave South,Minneapolis,MN",44.94206,-93.297376,10,South Uptown,Calhoun Isles,2,5,12/18/2016,13:16,Ferry
"820 40 th st ,Minneapolis,MN",44.930566,-93.26223399999999,8,Bancroft,Powderhorn,2,6,12/18/2016,11:21,Ferry
"2113 8th ave n,Minneapolis,MN",44.986074,-93.307182,5,Near - North,Near North,3,1,12/19/2016,14:52,Ferry
"682 Summer St ne,Minneapolis,MN",44.996916999999996,-93.253517,3,St. Anthony East,Northeast,2,2,12/18/2016,09:46,Ferry
"616 Newton Ave N,Minneapolis,MN",44.984911,-93.30540699999999,5,Near - North,Near North,2,1,12/18/2016,12:46,Ferry
"1522 Thomas Ave N,Minneapolis,MN",44.994811999999996,-93.312976,5,Willard - Hay,Near North,2,1,12/18/2016,14:31,Ferry
"2908 EMERSON AVE S,Minneapolis,MN",44.949715999999995,-93.294496,10,Lowry Hill East,Calhoun Isles,1,3,12/17/2016,22:49,Ferry
"1208 Fremont Ave. N. ,Minneapolis,MN",44.991984,-93.295631,5,Near - North,Near North,2,1,12/18/2016,09:08,Ferry
"2707 Girard Ave S,Minneapolis,MN",44.953461,-93.296603,10,Lowry Hill East,Calhoun Isles,3,3,12/19/2016,14:54,Ferry
"3041 Hennepin Avenue South,Minneapolis,MN",44.947057,-93.298293,10,South Uptown,Calhoun Isles,2,5,12/18/2016,00:02,Ferry
"414 se 8th,Minneapolis,MN",44.989546999999995,-93.246139,3,Marcy Holmes,University,2,4,12/18/2016,11:21,Ferry
"2116 GRAND AVE S,Minneapolis,MN",44.961315,-93.284589,10,Whittier,Powderhorn,2,3,12/18/2016,15:24,Ferry
"220 13th Ave NE,Minneapolis,MN",45.000895,-93.26507600000001,3,Sheridan,Northeast,2,2,12/18/2016,01:17,Ferry
"1820 dupont ave n,Minneapolis,MN",44.99807,-93.292301,5,Near - North,Near North,2,1,12/18/2016,09:46,Ferry
"1402 32ND st w,Minneapolis,MN",44.944739,-93.297241,10,South Uptown,Calhoun Isles,2,5,12/18/2016,12:47,Ferry
"2017 PORTLAND AVE,Minneapolis,MN",44.962005,-93.267656,6,Ventura Village,Phillips,2,3,12/18/2016,02:32,Ferry
"2604 3rd St N,Minneapolis,MN",45.005971,-93.283401,5,Hawthorne,Near North,2,1,12/18/2016,09:08,Ferry
"411 13th Ave NE,Minneapolis,MN",45.001055,-93.26105600000001,3,Sheridan,Northeast,1,2,12/17/2016,22:49,Ferry
"108 19TH ST E,Minneapolis,MN",44.963968,-93.276052,6,Steven's Square - Loring Heights,Central,2,3,12/18/2016,12:02,Ferry
"735 31st ave n ,Minneapolis,MN",45.012,-93.289473,5,Hawthorne,Near North,3,1,12/19/2016,14:55,Ferry
"526 7th Avenue Southeast,Minneapolis,MN",44.985785,-93.244337,3,Marcy Holmes,University,2,4,12/18/2016,11:22,Ferry
"3112 22nd Ave. S.,Minneapolis,MN",44.946113000000004,-93.241118,9,Corcoran,Powderhorn,2,6,12/18/2016,15:24,Ferry
"3026 Elliot Avenue South,Minneapolis,MN",44.947488,-93.26173100000001,9,Powderhorn Park,Powderhorn,2,6,12/18/2016,13:18,Ferry
"602 5th st ne,Minneapolis,MN",44.995444,-93.25794300000001,3,St. Anthony West,Northeast,2,2,12/18/2016,09:47,Ferry
"708 2nd ave se,Minneapolis,MN",44.990399,-93.25012199999999,3,Marcy Holmes,University,2,2,12/18/2016,09:10,Ferry
"3240 GIRARD AVE S ,Minneapolis,MN",44.943456,-93.29708000000001,10,South Uptown,Calhoun Isles,2,5,12/18/2016,12:47,Ferry
"3241 4 TH AVE S,Minneapolis,MN",44.943621,-93.27023299999999,9,Central,Powderhorn,1,5,12/17/2016,22:50,Ferry
"1336 Knox Ave n,Minneapolis,MN",44.992709999999995,-93.30158,5,Near - North,Near North,2,1,12/18/2016,11:22,Ferry
"3400 GIRARD AVE S,Minneapolis,MN",44.941148999999996,-93.297386,10,South Uptown,Calhoun Isles,2,5,12/18/2016,13:18,Ferry
"1814 FREMONT AVE S,Minneapolis,MN",44.964775,-93.295633,7,Lowry Hill,Calhoun Isles,2,3,12/18/2016,12:02,Ferry
"1506 talmage ave se,Minneapolis,MN",44.989667,-93.230713,1,Como,University,3,4,12/19/2016,14:55,Ferry
"1112 newton ave n,Minneapolis,MN",44.989308,-93.305379,5,Near - North,Near North,2,1,12/18/2016,15:26,Ferry
"1034 Aldrich Ave n,Minneapolis,MN",44.988306,-93.291022,5,Sumner - Glenwood,Near North,2,1,12/18/2016,09:12,Ferry
"1204 Humbodlt Ave. N. ,Minneapolis,MN",44.990937,-93.298165,5,Near - North,Near North,2,1,12/18/2016,09:47,Ferry
"489 2nd st n,Minneapolis,MN",44.98686,-93.2735,3,North Loop,Central,1,3,12/17/2016,22:51,Ferry
"1026 5th st Se,Minneapolis,MN",44.983071,-93.239639,3,Marcy Holmes,University,2,4,12/18/2016,12:47,Ferry
"3435 Harriet Ave s,Minneapolis,MN",44.940106,-93.285364,8,Lyndale,Powderhorn,3,5,12/19/2016,14:56,Ferry
"604 11th Ave se,Minneapolis,MN",44.984255,-93.237913,3,Marcy Holmes,University,2,4,12/18/2016,12:02,Ferry
"3034 James ave s,Minneapolis,MN",44.947107,-93.303414,10,ECCO,Calhoun Isles,2,5,12/18/2016,09:47,Ferry
"2112 GRAND AVE S,Minneapolis,MN",44.961453999999996,-93.284587,10,Whittier,Powderhorn,2,3,12/18/2016,15:28,Ferry
"431 15th st w,Minneapolis,MN",44.968419,-93.285987,7,Loring Park,Central,1,3,12/17/2016,22:51,Ferry
"161 26TH AVE SE,Minneapolis,MN",44.971536,-93.221103,2,Prospect Park - East River Road,University,3,4,12/19/2016,14:57,Ferry
"620 11th ave se,Minneapolis,MN",44.98469,-93.23761800000001,3,Marcy Holmes,University,2,4,12/18/2016,12:03,Ferry
"3028 humbolt Ave s,Minneapolis,MN",44.947328999999996,-93.301128,10,ECCO,Calhoun Isles,2,5,12/18/2016,09:48,Ferry
"3032 4th ave s,Minneapolis,MN",44.947324,-93.27031,9,Central,Powderhorn,1,5,12/17/2016,22:51,Ferry
"1722 Adams st ne,Minneapolis,MN",45.005576,-93.256299,1,Logan Park,Northeast,2,2,12/18/2016,15:28,Ferry
"3800 block Thomas Ave n,Minneapolis,MN",45.024243,-93.313062,4,Victory,Camden,2,1,12/18/2016,00:04,Ferry
"2423 STEVENS AVE S,Minneapolis,MN",44.95877,-93.275277,10,Whittier,Powderhorn,3,3,12/19/2016,14:59,Ferry
"412 7th ave se,Minneapolis,MN",44.984731,-93.245173,3,Marcy Holmes,University,2,4,12/18/2016,09:49,Ferry
"3609 4th Ave s,Minneapolis,MN",44.937396,-93.269896,8,Central,Powderhorn,1,5,12/17/2016,22:52,Ferry
"4600 Bryant ave,Minneapolis,MN",45.038638,-93.291054,4,Lind - Bohanon,Camden,2,1,12/18/2016,00:04,Ferry
"3510 Colfax Ave s,Minneapolis,MN",44.939118,-93.292041,10,South Uptown,Calhoun Isles,2,5,12/18/2016,15:28,Ferry
"2516 Butler PL,Minneapolis,MN",44.964652,-93.23604499999999,2,Cedar Riverside,University,2,4,12/18/2016,00:50,Ferry
"157 26TH AVE SE,Minneapolis,MN",44.971496,-93.221133,2,Prospect Park - East River Road,University,3,4,12/19/2016,15:01,Ferry
"1526 spruce pl,Minneapolis,MN",44.966904,-93.280556,7,Loring Park,Central,2,3,12/18/2016,09:50,Ferry
"2nd St n 500 blk,Minneapolis,MN",44.987185,-93.273561,3,North Loop,Central,1,1,12/17/2016,22:53,Ferry
"2105 9th St s,Minneapolis,MN",44.964005,-93.242323,6,Seward,Longfellow,2,4,12/18/2016,00:04,Ferry
"326 7th ave se,Minneapolis,MN",44.983631,-93.246054,3,Marcy Holmes,University,2,4,12/18/2016,09:51,Ferry
"40th and dupont ave n,Minneapolis,MN",45.027589,-93.293173,4,Webber - Camden,Camden,2,1,12/18/2016,15:30,Ferry
"1403 lasalle av s,Minneapolis,MN",44.968691,-93.27931600000001,7,Loring Park,Central,2,3,12/18/2016,00:50,Ferry
"4729 Chicago Avenue South,Minneapolis,MN",44.91679,-93.262242,11,Northrop,Nokomis,1,6,12/17/2016,22:56,Ferry
"610 17th ST E,Minneapolis,MN",44.966281,-93.267362,6,Elliot Park,Central,2,3,12/18/2016,12:04,Ferry
"4008 13th ave S,Minneapolis,MN",44.930181,-93.25644100000001,8,Bancroft,Powderhorn,2,6,12/18/2016,09:51,Ferry
"3316 Elliot ave,Minneapolis,MN",44.942875,-93.261365,9,Powderhorn Park,Powderhorn,2,6,12/18/2016,12:04,Ferry
"2912 DUPONT AVE S,Minneapolis,MN",44.949743,-93.293215,10,Lowry Hill East,Calhoun Isles,1,3,12/17/2016,22:57,Ferry
"3204 Emerson Ave s,Minneapolis,MN",44.944418,-93.294525,10,South Uptown,Calhoun Isles,2,5,12/18/2016,15:30,Ferry
"5208 Bloomington Ave S,Minneapolis,MN",44.90853,-93.252803,11,Hale,Nokomis,2,6,12/18/2016,00:50,Ferry
"628 summer st ne,Minneapolis,MN",44.996909,-93.256602,3,St. Anthony East,Northeast,2,2,12/18/2016,09:52,Ferry
"1036 16th Ave s e,Minneapolis,MN",44.988906,-93.22936999999999,1,Como,University,2,4,12/18/2016,12:04,Ferry
"500 block 2nd St n,Minneapolis,MN",44.987185,-93.273561,3,North Loop,Central,1,1,12/17/2016,22:58,Ferry
"3716 13th ave S,Minneapolis,MN",44.935293,-93.25621,9,Powderhorn Park,Powderhorn,2,6,12/18/2016,09:53,Ferry
"1526 Morgan Ave N,Minneapolis,MN",44.994995,-93.304446,5,Willard - Hay,Near North,2,1,12/18/2016,12:04,Ferry
"3033 4th Ave s ,Minneapolis,MN",44.947277,-93.270273,9,Central,Powderhorn,1,5,12/17/2016,22:59,Ferry
"1428 Grand St ne,Minneapolis,MN",45.002449,-93.27028,3,Sheridan,Northeast,2,2,12/18/2016,12:50,Ferry
"2017 PORTLAND AVE,Minneapolis,MN",44.962005,-93.267656,6,Ventura Village,Phillips,2,3,12/18/2016,03:32,Ferry
"410 7th ave se,Minneapolis,MN",44.984669,-93.245223,3,Marcy Holmes,University,2,4,12/18/2016,09:53,Ferry
"620 4th st ne,Minneapolis,MN",44.995406,-93.26004499999999,3,St. Anthony West,Northeast,2,2,12/18/2016,12:04,Ferry
"110 15th st w,Minneapolis,MN",44.967731,-93.27942,7,Loring Park,Central,1,3,12/17/2016,23:00,Ferry
"3502 12th Ave. so,Minneapolis,MN",44.939336,-93.257509,9,Powderhorn Park,Powderhorn,2,6,12/18/2016,09:54,Ferry
"2406 Morgan Ave n ,Minneapolis,MN",45.004601,-93.304427,5,Jordan,Near North,2,1,12/18/2016,15:32,Ferry
