Location,Latitude,Longitude,Neighborhood,Community,Ward,Emergency,Day,Tow_Zone,Date,Time
3934 RUSSELL AVE N,45.026985168500005,-93.3110427856,Victory,Camden,4,Xerxes,2,1,02/24/2018,00:00
3935 1ST AVE S,44.93126297,-93.2713394165,Bryant,Powderhorn,8,Xerxes,3,5,02/25/2018,00:00
3935 QUEEN AVE N,45.026874542200005,-93.3097686768,Victory,Camden,4,Xerxes,3,1,02/25/2018,00:00
3936 11TH AVE S,44.9312095642,-93.2587585449,Bancroft,Powderhorn,8,Xerxes,2,6,02/24/2018,00:00
3936 EMERSON AVE N,45.026836395299995,-93.2944335938,Webber - Camden,Camden,4,Xerxes,2,1,02/24/2018,00:00
3936 GIRARD AVE N,45.0268173218,-93.2969207764,Webber - Camden,Camden,4,Xerxes,2,1,02/24/2018,00:00
3937 1ST AVE S,44.9312210083,-93.2714004517,Bryant,Powderhorn,8,Xerxes,3,5,02/25/2018,00:00
3937 5TH AVE S,44.9311485291,-93.2688217163,Bryant,Powderhorn,8,Xerxes,3,5,02/25/2018,00:00
3937 QUEEN AVE N,45.026874542200005,-93.3097686768,Victory,Camden,4,Xerxes,3,1,02/25/2018,00:00
3938 11TH AVE S,44.9311256409,-93.2587432861,Bancroft,Powderhorn,8,Xerxes,2,6,02/24/2018,00:00
3939 1ST AVE S,44.931171417200005,-93.2714233398,Bryant,Powderhorn,8,Xerxes,3,5,02/25/2018,00:00
3939 ALDRICH AVE N,45.026836395299995,-93.28938293459998,Webber - Camden,Camden,4,Xerxes,3,1,02/25/2018,00:00
3939 GARFIELD AVE S,44.9308586121,-93.28701019290001,King Field,Southwest,8,Xerxes,3,5,02/25/2018,00:00
3939 QUEEN AVE N,45.0273170471,-93.3096618652,Victory,Camden,4,Xerxes,3,1,02/25/2018,00:00
3940 ALDRICH AVE N,45.027015686000006,-93.28936004639999,Webber - Camden,Camden,4,Xerxes,2,1,02/24/2018,00:00
3941 14TH AVE S,44.9311065674,-93.25489807129999,Bancroft,Powderhorn,8,Xerxes,3,6,02/25/2018,00:00
3941 COLUMBUS AVE S,44.9364471436,-93.2637634277,Central,Powderhorn,8,Xerxes,3,5,02/25/2018,00:00
3942 ALDRICH AVE N,45.027057647700005,-93.2893295288,Webber - Camden,Camden,4,Xerxes,2,1,02/24/2018,00:00
3942 PLEASANT AVE,44.9309692383,-93.28310394290001,King Field,Southwest,8,Xerxes,2,5,02/24/2018,00:00
3943 QUEEN AVE N,45.0273208618,-93.3095779419,Victory,Camden,4,Xerxes,3,1,02/25/2018,00:00
3944 11TH AVE S,44.930923461899994,-93.2587432861,Bancroft,Powderhorn,8,Xerxes,2,6,02/24/2018,00:00
3945 DUPONT AVE N,45.027080535900005,-93.293182373,Webber - Camden,Camden,4,Xerxes,3,1,02/25/2018,00:00
3945 QUEEN AVE N,45.027679443400004,-93.3097000122,Victory,Camden,4,Xerxes,3,1,02/25/2018,00:00
3946 15TH AVE S,44.9309425354,-93.2536773682,Bancroft,Powderhorn,8,Xerxes,2,6,02/24/2018,00:00
3947 5TH AVE S,44.930755615200006,-93.2688217163,Bryant,Powderhorn,8,Xerxes,3,5,02/25/2018,00:00
3947 DUPONT AVE N,45.0271492004,-93.2931900024,Webber - Camden,Camden,4,Xerxes,3,1,02/25/2018,00:00
3947 QUEEN AVE N,45.027393341099994,-93.30958557129999,Victory,Camden,4,Xerxes,3,1,02/25/2018,00:00
3948 14TH AVE S,44.9308357239,-93.2549362183,Bancroft,Powderhorn,8,Xerxes,2,6,02/24/2018,00:00
3948 GIRARD AVE N,45.0271644592,-93.2969360352,Webber - Camden,Camden,4,Xerxes,2,1,02/24/2018,00:00
3952 RUSSELL AVE N,45.027500152600005,-93.31086730959998,Victory,Camden,4,Xerxes,2,1,02/24/2018,00:00
3953 6TH ST N,45.027324676499994,-93.2867202759,Webber - Camden,Camden,4,Xerxes,3,1,02/25/2018,00:00
3953 DUPONT AVE N,45.027305603,-93.2931976318,Webber - Camden,Camden,4,Xerxes,3,1,02/25/2018,00:00
3954 GIRARD AVE N,45.0273704529,-93.2969360352,Webber - Camden,Camden,4,Xerxes,2,1,02/24/2018,00:00
3954 SNELLING AVE S,44.930999755900004,-93.2232131958,Howe,Longfellow,12,Xerxes,2,6,02/24/2018,00:00
3955 29TH AVE S,44.930786132799994,-93.2308273315,Standish,Powderhorn,12,Xerxes,3,6,02/25/2018,00:00
3955 6TH ST N,45.027423858599995,-93.28675842290001,Webber - Camden,Camden,4,Xerxes,3,1,02/25/2018,00:00
3955 DUPONT AVE N,45.0273475647,-93.2931900024,Webber - Camden,Camden,4,Xerxes,3,1,02/25/2018,00:00
3956 BRYANT AVE N,45.0274391174,-93.2906265259,Webber - Camden,Camden,4,Xerxes,2,1,02/24/2018,00:00
3957 DUPONT AVE N,45.0274085999,-93.2931976318,Webber - Camden,Camden,4,Xerxes,3,1,02/25/2018,00:00
4 15TH ST E,44.967754363999994,-93.2773895264,Loring Park,Central,7,Xerxes,1,3,02/23/2018,00:00
4 15TH ST W,44.9677581787,-93.27807617190001,Loring Park,Central,7,Xerxes,1,3,02/23/2018,00:00
4 27TH AVE SE,44.96503067020001,-93.22052001950001,Prospect Park - East River Road,University,2,Xerxes,1,4,02/23/2018,00:00
4 4TH ST SE,44.9882698059,-93.2547988892,Nicollet Island - East Bank,University,3,Xerxes,1,4,02/23/2018,00:00
4 57TH ST W,44.8997154236,-93.2783889771,Windom,Southwest,11,Xerxes,2,5,02/24/2018,00:00
4 62ND ST W,44.8907966614,-93.27864074709998,Windom,Southwest,11,Xerxes,2,5,02/24/2018,00:00
40 27TH AVE SE,44.9664916992,-93.220451355,Prospect Park - East River Road,University,2,Xerxes,1,4,02/23/2018,00:00
40 4TH AVE N,44.98770141600001,-93.27040100100001,North Loop,Central,3,Xerxes,1,1,02/23/2018,00:00
40 OLIVER AVE N,44.9759597778,-93.3071289063,Bryn - Mawr,Calhoun Isle,7,Xerxes,2,3,02/24/2018,00:00
40 ST MARYS AVE SE,44.970417022700005,-93.21878814700001,Prospect Park - East River Road,University,2,Xerxes,2,4,02/24/2018,00:00
400 4TH AVE SE,44.986544,-93.249149,Marcy Holmes,University,3,Xerxes,2,4,02/24/2018,00:00
400 5TH AVE SE,44.9854507446,-93.2485351563,Marcy Holmes,University,3,Xerxes,2,4,02/24/2018,00:00
400 CLIFTON AVE,44.9665184021,-93.28483581540002,Loring Park,Central,7,Xerxes,2,3,02/24/2018,00:00
400 CLIFTON AVE,44.9666862488,-93.2852935791,Loring Park,Central,7,Xerxes,2,3,02/24/2018,00:00
4000 CLINTON AVE S,44.9304618835,-93.2714080811,Bryant,Powderhorn,8,Xerxes,2,5,02/24/2018,00:00
4001 45TH ST E,44.9215278625,-93.2152023315,Hiawatha,Longfellow,12,Xerxes,3,6,02/25/2018,00:00
4002 5TH AVE S,44.9302787781,-93.2688446045,Bryant,Powderhorn,8,Xerxes,2,5,02/24/2018,00:00
4004 21ST AVE S,44.9303131104,-93.24229431149999,Standish,Powderhorn,12,Xerxes,2,6,02/24/2018,00:00
4005 QUEEN AVE N,45.0281143188,-93.30982971190001,Victory,Camden,4,Xerxes,3,1,02/25/2018,00:00
4006 11TH AVE S,44.930263519300006,-93.25875091549999,Bancroft,Powderhorn,8,Xerxes,2,6,02/24/2018,00:00
4006 21ST AVE S,44.9303092957,-93.2423782349,Standish,Powderhorn,12,Xerxes,2,6,02/24/2018,00:00
4006 26TH AVE S,44.930164337200004,-93.234703064,Standish,Powderhorn,12,Xerxes,2,6,02/24/2018,00:00
4008 CLINTON AVE S,44.930122375500005,-93.27144622799999,Bryant,Powderhorn,8,Xerxes,2,5,02/24/2018,00:00
4008 WENTWORTH AVE S,44.930236816400004,-93.28051757809999,King Field,Southwest,8,Xerxes,2,5,02/24/2018,00:00
4009 DUPONT AVE N,45.0279655457,-93.2932434082,Webber - Camden,Camden,4,Xerxes,3,1,02/25/2018,00:00
4009 PLEASANT AVE,44.9302787781,-93.2831192017,King Field,Southwest,8,Xerxes,3,5,02/25/2018,00:00
401 29TH ST E,44.9500694275,-93.2704391479,Phillips West,Phillips,6,Xerxes,3,3,02/25/2018,00:00
4010 DUPONT AVE N,45.0280151367,-93.2931976318,Webber - Camden,Camden,4,Xerxes,2,1,02/24/2018,00:00
4011 BRYANT AVE N,45.0280265808,-93.2906265259,Webber - Camden,Camden,4,Xerxes,3,1,02/25/2018,00:00
4011 DUPONT AVE N,45.0280418396,-93.2932510376,Webber - Camden,Camden,4,Xerxes,3,1,02/25/2018,00:00
4012 21ST AVE S,44.9303092957,-93.2423782349,Standish,Powderhorn,12,Xerxes,2,6,02/24/2018,00:00
4012 26TH AVE S,44.9299545288,-93.23469543459998,Standish,Powderhorn,12,Xerxes,2,6,02/24/2018,00:00
4014 BRYANT AVE N,45.0282211304,-93.2906494141,Webber - Camden,Camden,4,Xerxes,2,1,02/24/2018,00:00
4015 WENTWORTH AVE S,44.929878234899995,-93.2804946899,King Field,Southwest,8,Xerxes,3,5,02/25/2018,00:00
4016 17TH AVE S,44.9297027588,-93.2498855591,Bancroft,Powderhorn,8,Xerxes,2,6,02/24/2018,00:00
4016 17TH AVE S,44.9316635132,-93.24990081790001,Bancroft,Powderhorn,8,Xerxes,2,6,02/24/2018,00:00
4016 31ST AVE S,44.929817199700004,-93.2270507813,Standish,Powderhorn,12,Xerxes,2,6,02/24/2018,00:00
4016 QUEEN AVE N,45.0281143188,-93.30982971190001,Victory,Camden,4,Xerxes,2,1,02/24/2018,00:00
4018 BLAISDELL AVE S,44.9297561646,-93.2792205811,King Field,Southwest,8,Xerxes,2,5,02/24/2018,00:00
4019 DUPONT AVE N,45.0283432007,-93.2932434082,Webber - Camden,Camden,4,Xerxes,3,1,02/25/2018,00:00
402 1ST ST N,44.987083435100004,-93.2714614868,North Loop,Central,3,Xerxes,1,1,02/23/2018,00:00
402 32ND ST W,44.9447669983,-93.2844543457,Lyndale,Powderhorn,8,Xerxes,2,5,02/24/2018,00:00
402 37TH ST E,44.935981750500005,-93.269859314,Central,Powderhorn,8,Xerxes,2,5,02/24/2018,00:00
402 5TH AVE NE,44.9942245483,-93.25904846190001,St. Anthony West,Northeast,3,Xerxes,2,2,02/24/2018,00:00
402 6TH AVE SE,44.985183,-93.246672,Marcy Holmes,University,3,Xerxes,2,4,02/24/2018,00:00
4020 14TH AVE S,44.9297904968,-93.2549591064,Bancroft,Powderhorn,8,Xerxes,2,6,02/24/2018,00:00
4020 QUEEN AVE N,45.028339386000006,-93.3097000122,Victory,Camden,4,Xerxes,2,1,02/24/2018,00:00
4021 DUPONT AVE N,45.028400421099995,-93.2932510376,Webber - Camden,Camden,4,Xerxes,3,1,02/25/2018,00:00
4022 QUEEN AVE N,45.028339386000006,-93.3096237183,Victory,Camden,4,Xerxes,2,1,02/24/2018,00:00
4022 SHERIDAN AVE N,45.0284156799,-93.3120803833,Victory,Camden,4,Xerxes,2,1,02/24/2018,00:00
4023 ALDRICH AVE N,45.0283927917,-93.2893981934,Webber - Camden,Camden,4,Xerxes,3,1,02/25/2018,00:00
4024 5TH AVE S,44.929630279499996,-93.26886749270001,Bryant,Powderhorn,8,Xerxes,2,5,02/24/2018,00:00
4024 QUEEN AVE N,45.0280799866,-93.3097839355,Victory,Camden,4,Xerxes,2,1,02/24/2018,00:00
4026 14TH AVE S,44.9296760559,-93.2549743652,Bancroft,Powderhorn,8,Xerxes,2,6,02/24/2018,00:00
4026 39TH AVE S,44.9295806885,-93.21653747559999,Hiawatha,Longfellow,12,Xerxes,2,6,02/24/2018,00:00
4028 11TH AVE S,44.9297294617,-93.25877380370001,Bancroft,Powderhorn,8,Xerxes,2,6,02/24/2018,00:00
4028 39TH AVE S,44.9295806885,-93.21653747559999,Hiawatha,Longfellow,12,Xerxes,2,6,02/24/2018,00:00
4028 5TH AVE S,44.9294471741,-93.26887512209998,Bryant,Powderhorn,8,Xerxes,2,5,02/24/2018,00:00
4028 ELLIOT AVE,44.9296455383,-93.2612457275,Bancroft,Powderhorn,8,Xerxes,2,6,02/24/2018,00:00
4028 QUEEN AVE N,45.0287742615,-93.30966949459999,Victory,Camden,4,Xerxes,2,1,02/24/2018,00:00
403 15TH AVE NE,45.0031547546,-93.2615737915,Sheridan,Northeast,3,Xerxes,3,2,02/25/2018,00:00
403 5TH AVE SE,44.985544,-93.248221,Marcy Holmes,University,3,Xerxes,3,4,02/25/2018,00:00
4030 QUEEN AVE N,45.0288505554,-93.30967712399999,Victory,Camden,4,Xerxes,2,1,02/24/2018,00:00
4031 BLAISDELL AVE S,44.9292984009,-93.2792663574,King Field,Southwest,8,Xerxes,3,5,02/25/2018,00:00
4031 COLFAX AVE N,45.028820037799996,-93.2919921875,Webber - Camden,Camden,4,Xerxes,3,1,02/25/2018,00:00
4031 GIRARD AVE N,45.0287017822,-93.2970275879,Webber - Camden,Camden,4,Xerxes,3,1,02/25/2018,00:00
4032 14TH AVE S,44.9294204712,-93.2549514771,Bancroft,Powderhorn,8,Xerxes,2,6,02/24/2018,00:00
4032 20TH AVE S,44.9296607971,-93.24351501459999,Standish,Powderhorn,12,Xerxes,2,6,02/24/2018,00:00
4032 PILLSBURY AVE,44.9293708801,-93.2818145752,King Field,Southwest,8,Xerxes,2,5,02/24/2018,00:00
4032 WENTWORTH AVE S,44.929561615,-93.2805480957,King Field,Southwest,8,Xerxes,2,5,02/24/2018,00:00
4033 BRYANT AVE N,45.028793335,-93.290687561,Webber - Camden,Camden,4,Xerxes,3,1,02/25/2018,00:00
4033 GIRARD AVE N,45.028789520299995,-93.2970733643,Webber - Camden,Camden,4,Xerxes,3,1,02/25/2018,00:00
4033 QUEEN AVE N,45.0287742615,-93.30966949459999,Victory,Camden,4,Xerxes,3,1,02/25/2018,00:00
4035 38TH AVE S,44.9293937683,-93.2178497314,Hiawatha,Longfellow,12,Xerxes,3,6,02/25/2018,00:00
4035 BRYANT AVE N,45.0288658142,-93.290687561,Webber - Camden,Camden,4,Xerxes,3,1,02/25/2018,00:00
4036 21ST AVE S,44.9294395447,-93.24229431149999,Standish,Powderhorn,12,Xerxes,2,6,02/24/2018,00:00
4037 11TH AVE S,44.92943573,-93.2599945068,Bancroft,Powderhorn,8,Xerxes,3,6,02/25/2018,00:00
4037 5TH AVE S,44.9291992188,-93.26886749270001,Bryant,Powderhorn,8,Xerxes,3,5,02/25/2018,00:00
4038 COLFAX AVE N,45.0290222168,-93.2919158936,Webber - Camden,Camden,4,Xerxes,2,1,02/24/2018,00:00
404 39TH ST W,44.932304382299996,-93.28450012209998,King Field,Southwest,8,Xerxes,2,5,02/24/2018,00:00
404 5TH AVE NE,44.994091033900006,-93.25831604,St. Anthony West,Northeast,3,Xerxes,2,2,02/24/2018,00:00
404 8TH AVE SE,44.984039,-93.24393,Marcy Holmes,University,3,Xerxes,2,4,02/24/2018,00:00
4040 25TH AVE S,44.929309845,-93.23593139649999,Standish,Powderhorn,12,Xerxes,2,6,02/24/2018,00:00
4041 5TH AVE S,44.929138183599996,-93.2688446045,Bryant,Powderhorn,8,Xerxes,3,5,02/25/2018,00:00
4042 COLFAX AVE N,45.029083252,-93.2919235229,Webber - Camden,Camden,4,Xerxes,2,1,02/24/2018,00:00
4042 PILLSBURY AVE,44.929119110100004,-93.28182220459999,King Field,Southwest,8,Xerxes,2,5,02/24/2018,00:00
4043 COLFAX AVE N,45.0291519165,-93.29195404049999,Webber - Camden,Camden,4,Xerxes,3,1,02/25/2018,00:00
4045 QUEEN AVE N,45.028926849399994,-93.30953216549999,Victory,Camden,4,Xerxes,3,1,02/25/2018,00:00
4046 PILLSBURY AVE,44.9290046692,-93.2817840576,King Field,Southwest,8,Xerxes,2,5,02/24/2018,00:00
4048 14TH AVE S,44.928981781000005,-93.25492095950001,Bancroft,Powderhorn,8,Xerxes,2,6,02/24/2018,00:00
4048 LONGFELLOW AVE S,44.929187774700004,-93.24598693850001,Standish,Powderhorn,12,Xerxes,2,6,02/24/2018,00:00
4048 UPTON AVE N,45.029111,-93.31482700000001,Victory,Camden,4,Xerxes,2,1,02/24/2018,00:00
405 15TH AVE NE,45.0030937195,-93.2613525391,Sheridan,Northeast,3,Xerxes,3,2,02/25/2018,00:00
405 34TH ST E,44.941373,-93.270149,Central,Powderhorn,9,Xerxes,3,5,02/25/2018,00:00
405 43RD ST W,44.925067901599995,-93.2846603394,King Field,Southwest,8,Xerxes,3,5,02/25/2018,00:00
405 7TH AVE SE,44.984596252399996,-93.24527740479999,Marcy Holmes,University,3,Xerxes,3,4,02/25/2018,00:00
405 OAK GROVE ST,44.967510223400005,-93.2845153809,Loring Park,Central,7,Xerxes,3,3,02/25/2018,00:00
4050 PLEASANT AVE,44.9288482666,-93.28309631350001,King Field,Southwest,8,Xerxes,2,5,02/24/2018,00:00
4050 UPTON AVE N,45.02921,-93.314398,Victory,Camden,4,Xerxes,2,1,02/24/2018,00:00
4052 11TH AVE S,44.9290313721,-93.2587661743,Bancroft,Powderhorn,8,Xerxes,2,6,02/24/2018,00:00
4052 PLEASANT AVE,44.9288101196,-93.28310394290001,King Field,Southwest,8,Xerxes,2,5,02/24/2018,00:00
4058 SNELLING AVE S,44.929000854499996,-93.22197723389999,Hiawatha,Longfellow,12,Xerxes,2,6,02/24/2018,00:00
406 1ST ST N,44.9871635437,-93.2715606689,North Loop,Central,3,Xerxes,1,1,02/23/2018,00:00
406 32ND ST E,44.9450073242,-93.2700042725,Central,Powderhorn,9,Xerxes,2,5,02/24/2018,00:00
406 32ND ST W,44.944770813000005,-93.2844543457,Lyndale,Powderhorn,8,Xerxes,2,5,02/24/2018,00:00
406 5TH AVE NE,44.994178772,-93.2587432861,St. Anthony West,Northeast,3,Xerxes,2,2,02/24/2018,00:00
406 6TH AVE SE,44.985213,-93.246649,Marcy Holmes,University,3,Xerxes,2,4,02/24/2018,00:00
406 7TH AVE SE,44.9846687317,-93.2452087402,Marcy Holmes,University,3,Xerxes,2,4,02/24/2018,00:00
406 CLIFTON AVE,44.9666862488,-93.2852935791,Loring Park,Central,7,Xerxes,2,3,02/24/2018,00:00
407 8TH AVE SE,44.984097,-93.243884,Marcy Holmes,University,3,Xerxes,3,4,02/25/2018,00:00
408 1ST ST N,44.987251281700004,-93.2717514038,North Loop,Central,3,Xerxes,1,1,02/23/2018,00:00
408 32ND ST E,44.9449958801,-93.2700195313,Central,Powderhorn,9,Xerxes,2,5,02/24/2018,00:00
408 34TH ST W,44.9413604736,-93.2846603394,Lyndale,Powderhorn,8,Xerxes,2,5,02/24/2018,00:00
408 5TH AVE SE,44.985797,-93.248017,Marcy Holmes,University,3,Xerxes,2,4,02/24/2018,00:00
408 6TH AVE SE,44.985228,-93.246638,Marcy Holmes,University,3,Xerxes,2,4,02/24/2018,00:00
408 7TH AVE SE,44.984672546400006,-93.24513244629999,Marcy Holmes,University,3,Xerxes,2,4,02/24/2018,00:00
408 7TH ST SE,44.9890632629,-93.2471008301,Marcy Holmes,University,3,Xerxes,2,4,02/24/2018,00:00
408 8TH AVE SE,44.984171999999994,-93.243826,Marcy Holmes,University,3,Xerxes,2,4,02/24/2018,00:00
409 49TH ST E,44.9142723083,-93.26978302,Field,Nokomis,8,Xerxes,3,5,02/25/2018,00:00
410 34TH ST E,44.9413642883,-93.2698745728,Central,Powderhorn,9,Xerxes,2,5,02/24/2018,00:00
410 39TH ST E,44.9323616028,-93.2697982788,Bryant,Powderhorn,8,Xerxes,2,5,02/24/2018,00:00
410 4TH AVE SE,44.986558,-93.249042,Marcy Holmes,University,3,Xerxes,2,4,02/24/2018,00:00
410 7TH AVE SE,44.9846763611,-93.244972229,Marcy Holmes,University,3,Xerxes,2,4,02/24/2018,00:00
410 OLIVER AVE N,44.9819030762,-93.3070526123,Harrison,Near North,5,Xerxes,2,3,02/24/2018,00:00
4102 BRYANT AVE N,45.0295906067,-93.2906570435,Webber - Camden,Camden,4,Xerxes,2,1,02/24/2018,00:00
4103 SNELLING AVE S,44.928421020500004,-93.2215652466,Hiawatha,Longfellow,12,Xerxes,3,6,02/25/2018,00:00
4104 14TH AVE S,44.9283294678,-93.2549362183,Bancroft,Powderhorn,8,Xerxes,2,6,02/24/2018,00:00
4104 26TH AVE S,44.928375244099996,-93.23469543459998,Standish,Powderhorn,12,Xerxes,2,6,02/24/2018,00:00
4104 BRYANT AVE N,45.029609680200004,-93.2906494141,Webber - Camden,Camden,4,Xerxes,2,1,02/24/2018,00:00
4105 22ND AVE S,44.928451538100006,-93.24103546139999,Standish,Powderhorn,12,Xerxes,3,6,02/25/2018,00:00
4105 BRYANT AVE N,45.0297012329,-93.29070281979999,Webber - Camden,Camden,4,Xerxes,3,1,02/25/2018,00:00
4105 UPTON AVE N,45.029941558800004,-93.3148651123,Victory,Camden,4,Xerxes,3,1,02/25/2018,00:00
4107 BRYANT AVE N,45.029773712200004,-93.29070281979999,Webber - Camden,Camden,4,Xerxes,3,1,02/25/2018,00:00
4108 13TH AVE S,44.928344726599995,-93.2562484741,Bancroft,Powderhorn,8,Xerxes,2,6,02/24/2018,00:00
4109 BRYANT AVE N,45.0298538208,-93.29069519040002,Webber - Camden,Camden,4,Xerxes,3,1,02/25/2018,00:00
4109 LONGFELLOW AVE S,44.928237915,-93.2460632324,Standish,Powderhorn,12,Xerxes,3,6,02/25/2018,00:00
411 22ND AVE NE,45.0098762512,-93.26084899899999,Holland,Northeast,1,Xerxes,3,2,02/25/2018,00:00
411 34TH ST E,44.941229,-93.270072,Central,Powderhorn,9,Xerxes,3,5,02/25/2018,00:00
411 7TH AVE SE,44.9848937988,-93.24499511719999,Marcy Holmes,University,3,Xerxes,3,4,02/25/2018,00:00
411 NEWTON AVE N,44.981952667200005,-93.30582427979999,Harrison,Near North,5,Xerxes,3,3,02/25/2018,00:00
4111 16TH AVE S,44.928348541300004,-93.25113677979999,Bancroft,Powderhorn,8,Xerxes,3,6,02/25/2018,00:00
4111 BRYANT AVE N,45.0299568176,-93.2906799316,Webber - Camden,Camden,4,Xerxes,3,1,02/25/2018,00:00
4112 SHERIDAN AVE N,45.0295066833,-93.3121261597,Victory,Camden,4,Xerxes,2,1,02/24/2018,00:00
4115 BRYANT AVE N,45.0301055908,-93.29069519040002,Webber - Camden,Camden,4,Xerxes,3,1,02/25/2018,00:00
4116 13TH AVE S,44.9280853271,-93.25624084469999,Bancroft,Powderhorn,8,Xerxes,2,6,02/24/2018,00:00
4116 17TH AVE S,44.928066253699996,-93.2499313354,Bancroft,Powderhorn,8,Xerxes,2,6,02/24/2018,00:00
4117 11TH AVE S,44.9282188416,-93.2587280273,Bancroft,Powderhorn,8,Xerxes,3,6,02/25/2018,00:00
4117 41ST ST E,44.9288253784,-93.2133789063,Hiawatha,Longfellow,12,Xerxes,3,6,02/25/2018,00:00
4118 13TH AVE S,44.928005218500005,-93.2562026978,Bancroft,Powderhorn,8,Xerxes,2,6,02/24/2018,00:00
4119 52ND ST E,44.909130096400006,-93.2126159668,Minnehaha,Nokomis,12,Xerxes,3,6,02/25/2018,00:00
412 32ND ST W,44.9447669983,-93.2850952148,Lyndale,Powderhorn,8,Xerxes,2,5,02/24/2018,00:00
412 34TH ST E,44.9413833618,-93.26979064940001,Central,Powderhorn,9,Xerxes,2,5,02/24/2018,00:00
412 34TH ST W,44.941368103,-93.28504943850001,Lyndale,Powderhorn,8,Xerxes,2,5,02/24/2018,00:00
4120 38TH AVE S,44.928340911899994,-93.2179107666,Hiawatha,Longfellow,12,Xerxes,2,6,02/24/2018,00:00
4122 ALDRICH AVE N,45.0301361084,-93.28938293459998,Webber - Camden,Camden,4,Xerxes,2,1,02/24/2018,00:00
4123 45TH ST E,44.9214248657,-93.2137145996,Hiawatha,Longfellow,12,Xerxes,3,6,02/25/2018,00:00
4123 ALDRICH AVE N,45.030052185100004,-93.2893981934,Webber - Camden,Camden,4,Xerxes,3,1,02/25/2018,00:00
4123 BRYANT AVE N,45.0303115845,-93.2906417847,Webber - Camden,Camden,4,Xerxes,3,1,02/25/2018,00:00
4123 PLEASANT AVE,44.928020477299995,-93.28304290770001,King Field,Southwest,8,Xerxes,3,5,02/25/2018,00:00
4124 12TH AVE S,44.927947998,-93.2574768066,Bancroft,Powderhorn,8,Xerxes,2,6,02/24/2018,00:00
4124 13TH AVE S,44.92786026,-93.2562332153,Bancroft,Powderhorn,8,Xerxes,2,6,02/24/2018,00:00
4124 PLEASANT AVE,44.92789459229999,-93.2831497192,King Field,Southwest,8,Xerxes,2,5,02/24/2018,00:00
4124 SNELLING AVE S,44.9281654358,-93.2213363647,Hiawatha,Longfellow,12,Xerxes,2,6,02/24/2018,00:00
4125 41ST ST E,44.928817749,-93.21307373049999,Hiawatha,Longfellow,12,Xerxes,3,6,02/25/2018,00:00
4125 QUEEN AVE N,45.0302391052,-93.3095245361,Victory,Camden,4,Xerxes,3,1,02/25/2018,00:00
4125 UPTON AVE N,45.029945373500006,-93.31462860110001,Victory,Camden,4,Xerxes,3,1,02/25/2018,00:00
4126 GIRARD AVE N,45.0304679871,-93.29703521729999,Webber - Camden,Camden,4,Xerxes,2,1,02/24/2018,00:00
4126 UPTON AVE N,45.030332,-93.314538,Victory,Camden,4,Xerxes,2,1,02/24/2018,00:00
4127 39TH AVE S,44.928020477299995,-93.216583252,Hiawatha,Longfellow,12,Xerxes,3,6,02/25/2018,00:00
4127 41ST ST E,44.928833007799994,-93.2130966187,Hiawatha,Longfellow,12,Xerxes,3,6,02/25/2018,00:00
4128 13TH AVE S,44.927753448500006,-93.2562332153,Bancroft,Powderhorn,8,Xerxes,2,6,02/24/2018,00:00
4129 37TH ST E,44.9358482361,-93.21324157709999,Howe,Longfellow,12,Xerxes,3,6,02/25/2018,00:00
413 7TH AVE SE,44.9848937988,-93.24499511719999,Marcy Holmes,University,3,Xerxes,3,4,02/25/2018,00:00
4130 BRYANT AVE N,45.0303459167,-93.29063415530001,Webber - Camden,Camden,4,Xerxes,2,1,02/24/2018,00:00
4131 39TH AVE S,44.9277610779,-93.2165985107,Hiawatha,Longfellow,12,Xerxes,3,6,02/25/2018,00:00
4131 HUMBOLDT AVE N,45.03046035770001,-93.29830932620001,Webber - Camden,Camden,4,Xerxes,3,1,02/25/2018,00:00
4131 PILLSBURY AVE,44.9276504517,-93.28176879879999,King Field,Southwest,8,Xerxes,3,5,02/25/2018,00:00
4131 QUEEN AVE N,45.030822753900004,-93.3095932007,Victory,Camden,4,Xerxes,3,1,02/25/2018,00:00
4132 13TH AVE S,44.9276275635,-93.2562484741,Bancroft,Powderhorn,8,Xerxes,2,6,02/24/2018,00:00
4132 UPTON AVE N,45.030491999999995,-93.314861,Victory,Camden,4,Xerxes,2,1,02/24/2018,00:00
4133 22ND AVE S,44.927577972399995,-93.24103546139999,Standish,Powderhorn,12,Xerxes,3,6,02/25/2018,00:00
4133 QUEEN AVE N,45.030750274700004,-93.30958557129999,Victory,Camden,4,Xerxes,3,1,02/25/2018,00:00
4134 BRYANT AVE N,45.0304794312,-93.2906417847,Webber - Camden,Camden,4,Xerxes,2,1,02/24/2018,00:00
4134 QUEEN AVE N,45.0303878784,-93.3095397949,Victory,Camden,4,Xerxes,2,1,02/24/2018,00:00
4135 HUMBOLDT AVE N,45.030910491899995,-93.2983322144,Webber - Camden,Camden,4,Xerxes,3,1,02/25/2018,00:00
4135 MORRILL LA,44.9278411865,-93.20703125,Hiawatha,Longfellow,12,Xerxes,3,6,02/25/2018,00:00
4137 HUMBOLDT AVE N,45.0309410095,-93.2983169556,Webber - Camden,Camden,4,Xerxes,3,1,02/25/2018,00:00
4137 MORRILL LA,44.9278373718,-93.20699310299999,Hiawatha,Longfellow,12,Xerxes,3,6,02/25/2018,00:00
