Location,Latitude,Longitude,Emergency,Day,Ward,Neighborhood,Community,Tow_Zone,Date,Time
"711 11th ave se,Minneapolis,MN",44.98574,-93.237659,Xerxes,2,3,Marcy Holmes,University,4,02/25/2018,12:00
"1027 7th st se,Minneapolis,MN",44.98536,-93.238279,Xerxes,2,3,Marcy Holmes,University,4,02/25/2018,12:03
"317 4TH AVE SE,Minneapolis,MN",44.985777,-93.25048199999999,Xerxes,2,3,Marcy Holmes,University,4,02/25/2018,12:04
"319 4TH AVE SE,Minneapolis,MN",44.985782,-93.25046,Xerxes,2,3,Marcy Holmes,University,4,02/25/2018,12:07
"613 9 1/2 AVE SE,Minneapolis,MN",44.987245,-93.257116,Xerxes,2,3,Nicollet Island - East Bank,University,4,02/25/2018,12:18
"729 9TH AVE SE,Minneapolis,MN",44.986936,-93.240095,Xerxes,2,3,Marcy Holmes,University,4,02/25/2018,12:19
"629 6th st se,Minneapolis,MN",44.986616999999995,-93.244029,Xerxes,2,3,Marcy Holmes,University,4,02/25/2018,12:24
"927 7th st se ,Minneapolis,MN",44.985583,-93.238853,Xerxes,2,3,Marcy Holmes,University,4,02/25/2018,12:30
"621 6th st se,Minneapolis,MN",44.986684999999994,-93.24419499999999,Xerxes,2,3,Marcy Holmes,University,4,02/25/2018,12:30
"727 6th st se,Minneapolis,MN",44.98587,-93.242783,Xerxes,2,3,Marcy Holmes,University,4,02/25/2018,12:32
"307 6th st se,Minneapolis,MN",44.988556,-93.2495,Xerxes,2,3,Marcy Holmes,University,4,02/25/2018,12:34
"719 13th ave se,Minneapolis,MN",44.984697,-93.234583,Xerxes,2,3,Marcy Holmes,University,4,02/25/2018,12:35
"1005 6th st se,Minneapolis,MN",44.984831,-93.239269,Xerxes,2,3,Marcy Holmes,University,4,02/25/2018,12:39
"323 7THAVE SE,Minneapolis,MN",44.984069,-93.246125,Xerxes,2,3,Marcy Holmes,University,4,02/25/2018,12:40
"1015 7th st se,Minneapolis,MN",44.985652,-93.238201,Xerxes,2,3,Marcy Holmes,University,4,02/25/2018,12:42
"1327 7th st se,Minneapolis,MN",44.983759,-93.23359,Xerxes,2,3,Marcy Holmes,University,4,02/25/2018,12:48
"2800 EMERSON AVE S,Minneapolis,MN",44.951578999999995,-93.294785,Xerxes,1,10,Lowry Hill East,Calhoun Isle,3,02/23/2018,21:34
"2800 EMERSON AVE S,Minneapolis,MN",44.951578999999995,-93.294785,Xerxes,1,10,Lowry Hill East,Calhoun Isle,3,02/23/2018,21:55
"2800 EMERSON AVE S,Minneapolis,MN",44.951578999999995,-93.294785,Xerxes,1,10,Lowry Hill East,Calhoun Isle,3,02/23/2018,22:02
"2800 EMERSON AVE S,Minneapolis,MN",44.951578999999995,-93.294785,Xerxes,1,10,Lowry Hill East,Calhoun Isle,3,02/23/2018,22:06
"2800 Emerson Ave S,Minneapolis,MN",44.951578999999995,-93.294785,Xerxes,1,10,Lowry Hill East,Calhoun Isle,3,02/23/2018,22:09
"328 15th ST W,Minneapolis,MN",44.968409,-93.285914,Xerxes,1,7,Loring Park,Central,3,02/23/2018,22:09
"212 15TH ST W,Minneapolis,MN",44.967728,-93.281612,Xerxes,1,7,Loring Park,Central,3,02/23/2018,22:16
"2800 block of Emerson,Minneapolis,MN",44.951578999999995,-93.294785,Xerxes,1,10,Lowry Hill East,Calhoun Isle,3,02/23/2018,22:27
"2800 EMERSON AVE S,Minneapolis,MN",44.951578999999995,-93.294785,Xerxes,1,10,Lowry Hill East,Calhoun Isle,3,02/23/2018,22:36
"2800 BLOCK EMERSON AVE S,Minneapolis,MN",44.951578999999995,-93.294785,Xerxes,1,10,Lowry Hill East,Calhoun Isle,3,02/23/2018,22:39
"114 15TH ST W,Minneapolis,MN",44.967717,-93.279451,Xerxes,1,7,Loring Park,Central,3,02/23/2018,22:40
"2800 DUPONT AVE S,Minneapolis,MN",44.951233,-93.293184,Xerxes,1,10,Lowry Hill East,Calhoun Isle,3,02/23/2018,22:45
"2800 Emerson Ave S,Minneapolis,MN",44.951578999999995,-93.294785,Xerxes,1,10,Lowry Hill East,Calhoun Isle,3,02/23/2018,22:49
"107 15TH ST W,Minneapolis,MN",44.967721000000004,-93.280132,Xerxes,1,7,Loring Park,Central,3,02/23/2018,22:54
"2800 DUPONT AVE S,Minneapolis,MN",44.951233,-93.293184,Xerxes,1,10,Lowry Hill East,Calhoun Isle,3,02/23/2018,23:02
"2700 hennepin s,Minneapolis,MN",44.953562,-93.29803100000001,Xerxes,1,7,East Isles,Calhoun Isle,3,02/23/2018,23:07
"2900 DUPONT AVE S,Minneapolis,MN",44.950041999999996,-93.293198,Xerxes,1,10,Lowry Hill East,Calhoun Isle,3,02/23/2018,23:09
"2800 Emerson Ave s,Minneapolis,MN",44.951578999999995,-93.294785,Xerxes,1,10,Lowry Hill East,Calhoun Isle,3,02/23/2018,23:11
"2500 HENNEPIN AVE S,Minneapolis,MN",44.957190999999995,-93.295956,Xerxes,1,7,East Isles,Calhoun Isle,3,02/23/2018,23:13
"2800 DUPONT AVE S,Minneapolis,MN",44.951233,-93.293184,Xerxes,1,10,Lowry Hill East,Calhoun Isle,3,02/23/2018,23:15
"2800 EMERSON AVE S,Minneapolis,MN",44.951578999999995,-93.294785,Xerxes,1,10,Lowry Hill East,Calhoun Isle,3,02/23/2018,23:15
"2700 HENNEPIN AVE ,Minneapolis,MN",44.953569,-93.298063,Xerxes,1,7,East Isles,Calhoun Isle,3,02/23/2018,23:24
"2800 block of Emerson Ave s,Minneapolis,MN",44.951578999999995,-93.294785,Xerxes,1,10,Lowry Hill East,Calhoun Isle,3,02/23/2018,23:25
"123 W 15TH ST,Minneapolis,MN",44.96759,-93.28043000000001,Xerxes,1,7,Loring Park,Central,3,02/23/2018,23:27
"2700 block of Hennepin Ave s,Minneapolis,MN",44.953562,-93.29803100000001,Xerxes,1,7,East Isles,Calhoun Isle,3,02/23/2018,23:29
"130 15TH ST W,Minneapolis,MN",44.967718,-93.279573,Xerxes,1,7,Loring Park,Central,3,02/23/2018,23:32
"2500 HENNEPIN AVE ,Minneapolis,MN",44.957183,-93.295935,Xerxes,1,7,East Isles,Calhoun Isle,3,02/23/2018,23:34
"126 15TH ST W,Minneapolis,MN",44.967718,-93.279543,Xerxes,1,7,Loring Park,Central,3,02/23/2018,23:40
"204 15TH ST W,Minneapolis,MN",44.967727000000004,-93.28142199999999,Xerxes,1,7,Loring Park,Central,3,02/23/2018,23:40
"2500 HENNEPIN AVE S,Minneapolis,MN",44.957190999999995,-93.295956,Xerxes,1,7,East Isles,Calhoun Isle,3,02/23/2018,23:42
"116 15th st w,Minneapolis,MN",44.967718,-93.279466,Xerxes,1,7,Loring Park,Central,3,02/23/2018,23:44
"19 W 15TH ST ,Minneapolis,MN",44.967532,-93.278758,Xerxes,1,7,Loring Park,Central,3,02/23/2018,23:52
"12 15TH ST E,Minneapolis,MN",44.968266,-93.276876,Xerxes,1,7,Loring Park,Central,3,02/23/2018,23:58
"2600 HENNEPIN AVE S,Minneapolis,MN",44.955352000000005,-93.297202,Xerxes,1,7,East Isles,Calhoun Isle,3,02/24/2018,01:09
"2112 PILLSBURY AVE,Minneapolis,MN",44.961490999999995,-93.281675,Xerxes,2,10,Whittier,Powderhorn,3,02/24/2018,13:09
"1400 LASALLE AVE ,Minneapolis,MN",44.968778,-93.27933399999999,Xerxes,1,7,Loring Park,Central,3,02/24/2018,01:12
"1400 LASALLE AVE ,Minneapolis,MN",44.968778,-93.27933399999999,Xerxes,1,7,Loring Park,Central,3,02/24/2018,01:13
"1300 LASALLE AVE S,Minneapolis,MN",44.970601,-93.279336,Xerxes,1,7,Loring Park,Central,3,02/24/2018,01:14
"2110 PILLSBURY AVE,Minneapolis,MN",44.961535999999995,-93.28126800000001,Xerxes,2,10,Whittier,Powderhorn,3,02/24/2018,13:14
"2312 pillsburyave s,Minneapolis,MN",44.959703000000005,-93.281747,Xerxes,2,10,Whittier,Powderhorn,3,02/24/2018,13:16
"502 bryant n,Minneapolis,MN",44.98303,-93.290587,Xerxes,2,5,Sumner - Glenwood,Near North,3,02/24/2018,13:16
"1400 BLOCK LASALLE AVE,Minneapolis,MN",44.968778,-93.27933399999999,Xerxes,1,7,Loring Park,Central,3,02/24/2018,01:18
"2500 HENNEPIN AVE S,Minneapolis,MN",44.957190999999995,-93.295956,Xerxes,1,7,East Isles,Calhoun Isle,3,02/24/2018,01:20
"2316 pillsbury ave ,Minneapolis,MN",44.959503999999995,-93.281704,Xerxes,2,10,Whittier,Powderhorn,3,02/24/2018,13:20
"1400 LASALLE AVE,Minneapolis,MN",44.968778,-93.27933399999999,Xerxes,1,7,Loring Park,Central,3,02/24/2018,01:21
"1400 LASALLE AVE ,Minneapolis,MN",44.968778,-93.27933399999999,Xerxes,1,7,Loring Park,Central,3,02/24/2018,01:25
"710 5th av n,Minneapolis,MN",44.982775,-93.289323,Xerxes,2,5,Sumner - Glenwood,Near North,3,02/24/2018,13:27
"1500 LASALLE AVE ,Minneapolis,MN",44.967395,-93.27967199999999,Xerxes,1,7,Loring Park,Central,3,02/24/2018,01:29
"2210 PILLSBURY AVE S,Minneapolis,MN",44.960359000000004,-93.281743,Xerxes,2,10,Whittier,Powderhorn,3,02/24/2018,13:30
"2700 HENNEPIN AVE S,Minneapolis,MN",44.953562,-93.29803100000001,Xerxes,1,7,East Isles,Calhoun Isle,3,02/24/2018,01:33
"2324 PILLSBURY AVE S,Minneapolis,MN",44.959352,-93.28168199999999,Xerxes,2,10,Whittier,Powderhorn,3,02/24/2018,13:33
"1528 spruce place,Minneapolis,MN",44.966669,-93.280567,Xerxes,2,7,Loring Park,Central,3,02/24/2018,13:33
"1400 LASALLE AVE,Minneapolis,MN",44.968778,-93.27933399999999,Xerxes,1,7,Loring Park,Central,3,02/24/2018,01:37
"2414 pillsbury ave s ,Minneapolis,MN",44.958483,-93.281745,Xerxes,2,10,Whittier,Powderhorn,3,02/24/2018,13:37
"1500 BLOCK OF LASALLE,Minneapolis,MN",44.967395,-93.27967199999999,Xerxes,1,7,Loring Park,Central,3,02/24/2018,01:42
"1500 LASALLE AVE ,Minneapolis,MN",44.967395,-93.27967199999999,Xerxes,1,7,Loring Park,Central,3,02/24/2018,01:44
"1500 block lasalle,Minneapolis,MN",44.967395,-93.27967199999999,Xerxes,1,7,Loring Park,Central,3,02/24/2018,01:46
"2428 pillsbury ave ,Minneapolis,MN",44.958036,-93.281286,Xerxes,2,10,Whittier,Powderhorn,3,02/24/2018,13:46
"1500 LASALLE AVE ,Minneapolis,MN",44.967395,-93.27967199999999,Xerxes,1,7,Loring Park,Central,3,02/24/2018,01:53
"218 19th st e,Minneapolis,MN",44.964329,-93.27313199999999,Xerxes,2,6,Steven's Square - Loring Heights,Central,3,02/24/2018,13:54
"1500 LASALLE AVE S,Minneapolis,MN",44.967395,-93.27967199999999,Xerxes,1,7,Loring Park,Central,3,02/24/2018,01:56
"106 19th st e,Minneapolis,MN",44.964177,-93.2761,Xerxes,2,6,Steven's Square - Loring Heights,Central,3,02/24/2018,14:00
"206 18th St e,Minneapolis,MN",44.965224,-93.273939,Xerxes,2,6,Steven's Square - Loring Heights,Central,3,02/24/2018,14:01
"1700 LASALLE AVE S,Minneapolis,MN",44.966364,-93.27933399999999,Xerxes,1,7,Loring Park,Central,3,02/24/2018,02:02
"1500 LASALLE AVE ,Minneapolis,MN",44.967395,-93.27967199999999,Xerxes,1,7,Loring Park,Central,3,02/24/2018,02:02
"1500 LASALLE AVE ,Minneapolis,MN",44.967395,-93.27967199999999,Xerxes,1,7,Loring Park,Central,3,02/24/2018,02:07
"210 18th st e,Minneapolis,MN",44.965222999999995,-93.273889,Xerxes,2,6,Steven's Square - Loring Heights,Central,3,02/24/2018,14:11
"1224 6th St SE - MPLS,Minneapolis,MN",44.977181,-93.267552,Xerxes,2,7,Downtown West,Central,3,02/24/2018,14:12
"1700 LASALLE AVE S,Minneapolis,MN",44.966364,-93.27933399999999,Xerxes,1,7,Loring Park,Central,3,02/24/2018,02:14
"1700 LASALLE AVE ,Minneapolis,MN",44.966364,-93.27933399999999,Xerxes,1,7,Loring Park,Central,3,02/24/2018,02:21
"1700 LASALLE AVE S,Minneapolis,MN",44.966364,-93.27933399999999,Xerxes,1,7,Loring Park,Central,3,02/24/2018,02:22
"1500 LASALLE AVE ,Minneapolis,MN",44.967395,-93.27967199999999,Xerxes,1,7,Loring Park,Central,3,02/24/2018,02:22
"1700 BLOCK LASALLE AVE,Minneapolis,MN",44.966364,-93.27933399999999,Xerxes,1,7,Loring Park,Central,3,02/24/2018,02:23
"1500 LASALLE AVE S,Minneapolis,MN",44.967395,-93.27967199999999,Xerxes,1,7,Loring Park,Central,3,02/24/2018,02:24
"2526 PILLSBURY AVE S,Minneapolis,MN",44.956376,-93.28129799999999,Xerxes,2,10,Whittier,Powderhorn,3,02/24/2018,14:24
"2438 Pillsbury ave,Minneapolis,MN",44.957737,-93.28171800000001,Xerxes,2,10,Whittier,Powderhorn,3,02/24/2018,14:25
"2616 PILLSBURY AVE S,Minneapolis,MN",44.954885,-93.28169799999999,Xerxes,2,10,Whittier,Powderhorn,3,02/24/2018,14:29
"1800 2nd Ave s ,Minneapolis,MN",44.965135,-93.274028,Xerxes,2,6,Steven's Square - Loring Heights,Central,3,02/24/2018,14:34
"1900 lasalle,Minneapolis,MN",44.963918,-93.279777,Xerxes,1,7,Steven's Square - Loring Heights,Central,3,02/24/2018,02:36
"1300 LASALLE AVE S,Minneapolis,MN",44.970601,-93.279336,Xerxes,1,7,Loring Park,Central,3,02/24/2018,02:38
"1700 LASALLE AVE S,Minneapolis,MN",44.966364,-93.27933399999999,Xerxes,1,7,Loring Park,Central,3,02/24/2018,02:44
"1500 BLOCK OF LASALLE,Minneapolis,MN",44.967395,-93.27967199999999,Xerxes,1,7,Loring Park,Central,3,02/24/2018,02:44
"2200 BLAISDELL AVE S,Minneapolis,MN",44.960681,-93.280064,Xerxes,1,10,Whittier,Powderhorn,3,02/24/2018,02:45
"2200 BLAISDELL AVE S,Minneapolis,MN",44.960681,-93.280064,Xerxes,1,10,Whittier,Powderhorn,3,02/24/2018,02:49
"1500 LASALLE AVE S,Minneapolis,MN",44.967395,-93.27967199999999,Xerxes,1,7,Loring Park,Central,3,02/24/2018,03:02
"2524 Pillsbury ave ,Minneapolis,MN",44.956451,-93.28171999999999,Xerxes,2,10,Whittier,Powderhorn,3,02/24/2018,15:02
"254 Irving Ave n,Minneapolis,MN",44.9797,-93.299181,Xerxes,2,5,Harrison,Near North,3,02/24/2018,15:06
"2442 PILLSBURY AVE S,Minneapolis,MN",44.957639,-93.281286,Xerxes,2,10,Whittier,Powderhorn,3,02/24/2018,15:10
"2200 BLOCK BLAISDELL AVE S,Minneapolis,MN",44.960679,-93.279596,Xerxes,1,10,Whittier,Powderhorn,3,02/24/2018,03:11
"2200 BLAISDELL AVE S,Minneapolis,MN",44.960681,-93.280064,Xerxes,1,10,Whittier,Powderhorn,3,02/24/2018,03:13
"2300 BLAISDELL AVE S,Minneapolis,MN",44.95973,-93.279605,Xerxes,1,10,Whittier,Powderhorn,3,02/24/2018,03:26
"2200 block of LaSalle,Minneapolis,MN",44.956974,-93.26571899999999,Xerxes,1,6,Phillips West,Phillips,3,02/24/2018,03:33
"2400 BLAISDELL AVE S,Minneapolis,MN",44.958876000000004,-93.280113,Xerxes,1,10,Whittier,Powderhorn,3,02/24/2018,03:35
"1500 LASALLE AVE ,Minneapolis,MN",44.967395,-93.27967199999999,Xerxes,1,7,Loring Park,Central,3,02/24/2018,03:40
"2400 BLAISDELL AVE S,Minneapolis,MN",44.962709999999994,-93.279428,Xerxes,1,7,Steven's Square - Loring Heights,Central,3,02/24/2018,03:41
"2200 block of Blaisdell ave,Minneapolis,MN",44.960679,-93.279596,Xerxes,1,10,Whittier,Powderhorn,3,02/24/2018,03:47
"2200 block of Blaisdell ave,Minneapolis,MN",44.960679,-93.279596,Xerxes,1,10,Whittier,Powderhorn,3,02/24/2018,03:50
"2400 blaisdell av s,Minneapolis,MN",44.958876000000004,-93.280113,Xerxes,1,10,Whittier,Powderhorn,3,02/24/2018,03:53
"600 1st st n,Minneapolis,MN",44.979734,-93.27606,Xerxes,1,3,Downtown West,Central,3,02/24/2018,03:58
"2500 BLOCK BLAISDELL AVE,Minneapolis,MN",44.957337,-93.27962600000001,Xerxes,1,10,Whittier,Powderhorn,3,02/24/2018,04:01
"2500 LASALLE AVE S,Minneapolis,MN",44.962709999999994,-93.279428,Xerxes,1,7,Steven's Square - Loring Heights,Central,3,02/24/2018,04:19
"2400 block of LaSalle,Minneapolis,MN",44.962709999999994,-93.279428,Xerxes,1,7,Steven's Square - Loring Heights,Central,3,02/24/2018,04:19
"2500 block of blaisdell,Minneapolis,MN",44.957337,-93.27962600000001,Xerxes,1,10,Whittier,Powderhorn,3,02/24/2018,04:28
"2400 BLAISDELL AVE S,Minneapolis,MN",44.958876000000004,-93.280113,Xerxes,1,10,Whittier,Powderhorn,3,02/24/2018,04:30
"2500 LASALLE AVE S,Minneapolis,MN",44.962709999999994,-93.279428,Xerxes,1,7,Steven's Square - Loring Heights,Central,3,02/24/2018,04:46
"2600 BLOCK BLAISDELL AVE S ,Minneapolis,MN",44.955521000000005,-93.279634,Xerxes,1,10,Whittier,Powderhorn,3,02/24/2018,05:03
"2600 BLAISDELL AVE S,Minneapolis,MN",44.955521000000005,-93.279634,Xerxes,1,10,Whittier,Powderhorn,3,02/24/2018,05:04
"2500 block of blaisdell,Minneapolis,MN",44.957337,-93.27962600000001,Xerxes,1,10,Whittier,Powderhorn,3,02/24/2018,05:11
"2500 block of blaisdell,Minneapolis,MN",44.957337,-93.27962600000001,Xerxes,1,10,Whittier,Powderhorn,3,02/24/2018,05:15
"2700 BLOCK BLAISDELL AVE S,Minneapolis,MN",44.953633,-93.279658,Xerxes,1,10,Whittier,Powderhorn,3,02/24/2018,05:18
"2700 blaisedale s,Minneapolis,MN",44.953632,-93.280025,Xerxes,1,10,Whittier,Powderhorn,3,02/24/2018,05:20
"1704 Bryant Ave s ,Minneapolis,MN",44.966373,-93.29052,Xerxes,2,7,Lowry Hill,Calhoun Isle,3,02/24/2018,08:40
"710 3rd ave ne,Minneapolis,MN",44.975313,-93.268917,Xerxes,2,7,Downtown West,Central,3,02/24/2018,08:51
"708 3rd ave ne,Minneapolis,MN",44.975332,-93.268901,Xerxes,2,7,Downtown West,Central,3,02/24/2018,09:07
"1804 Bryant Ave s ,Minneapolis,MN",44.965203,-93.29088399999999,Xerxes,2,7,Lowry Hill,Calhoun Isle,3,02/24/2018,09:08
"1712 BRYANT AVE S,Minneapolis,MN",44.96633,-93.29052,Xerxes,2,7,Lowry Hill,Calhoun Isle,3,02/24/2018,09:09
"Mall street & S HUMBOLDT AVE,Minneapolis,MN",44.950057,-93.30082900000001,Xerxes,2,7,East Isles,Calhoun Isle,3,02/24/2018,09:11
"1814 BRYANT AVE S,Minneapolis,MN",44.964927,-93.290887,Xerxes,2,7,Lowry Hill,Calhoun Isle,3,02/24/2018,09:13
"Mall street & S HUMBOLDT AVE,Minneapolis,MN",44.950057,-93.30082900000001,Xerxes,2,7,East Isles,Calhoun Isle,3,02/24/2018,09:15
"1802 bryant s,Minneapolis,MN",44.965309000000005,-93.290886,Xerxes,2,7,Lowry Hill,Calhoun Isle,3,02/24/2018,09:18
"1824 Bryant ave s ,Minneapolis,MN",44.96464,-93.290903,Xerxes,2,7,Lowry Hill,Calhoun Isle,3,02/24/2018,09:22
"1702 Colfax Ave s,Minneapolis,MN",44.967315,-93.291793,Xerxes,2,7,Lowry Hill,Calhoun Isle,3,02/24/2018,09:29
"1708 colfax ave s ,Minneapolis,MN",44.967037,-93.291795,Xerxes,2,7,Lowry Hill,Calhoun Isle,3,02/24/2018,09:53
"1820 Colfax s,Minneapolis,MN",44.964596,-93.292152,Xerxes,2,7,Lowry Hill,Calhoun Isle,3,02/24/2018,09:54
"Mall & S IRVING AV,Minneapolis,MN",44.949925,-93.302097,Xerxes,2,7,East Isles,Calhoun Isle,3,02/24/2018,10:08
"Mall & S IRVING AV,Minneapolis,MN",44.949925,-93.302097,Xerxes,2,7,East Isles,Calhoun Isle,3,02/24/2018,10:13
"1910 Colfax Ave s,Minneapolis,MN",44.963924,-93.292176,Xerxes,2,7,Lowry Hill,Calhoun Isle,3,02/24/2018,10:16
"1814 COLFAX AVE S,Minneapolis,MN",44.964869,-93.292164,Xerxes,2,7,Lowry Hill,Calhoun Isle,3,02/24/2018,10:17
"1916 COLFAX AVE S,Minneapolis,MN",44.96372,-93.292209,Xerxes,2,7,Lowry Hill,Calhoun Isle,3,02/24/2018,10:20
"Humboldt ave & the mall,Minneapolis,MN",44.950057,-93.30082900000001,Xerxes,2,7,East Isles,Calhoun Isle,3,02/24/2018,10:21
"Irving ave s & the mall,Minneapolis,MN",44.949925,-93.302097,Xerxes,2,7,East Isles,Calhoun Isle,3,02/24/2018,10:35
"HUMBOLDT AVE S & THE MALL,Minneapolis,MN",44.950057,-93.30082900000001,Xerxes,2,7,East Isles,Calhoun Isle,3,02/24/2018,10:35
"Irving and the mall,Minneapolis,MN",44.949925,-93.302097,Xerxes,2,7,East Isles,Calhoun Isle,3,02/24/2018,10:38
"1906 Colfax Ave s,Minneapolis,MN",44.964075,-93.29180799999999,Xerxes,2,7,Lowry Hill,Calhoun Isle,3,02/24/2018,10:41
"Mall street & S HUMBOLDT AVE,Minneapolis,MN",44.950057,-93.30082900000001,Xerxes,2,7,East Isles,Calhoun Isle,3,02/24/2018,11:00
"THA MALL & HUMBOLDT AVE S,Minneapolis,MN",44.950057,-93.30082900000001,Xerxes,2,7,East Isles,Calhoun Isle,3,02/24/2018,11:03
"Humboldt ave s @ the mall,Minneapolis,MN",44.950057,-93.30082900000001,Xerxes,2,7,East Isles,Calhoun Isle,3,02/24/2018,11:06
"Mall street & S HUMBOLDT AVE,Minneapolis,MN",44.950057,-93.30082900000001,Xerxes,2,7,East Isles,Calhoun Isle,3,02/24/2018,11:06
"Humboldt ave s @ the mall,Minneapolis,MN",44.950057,-93.30082900000001,Xerxes,2,7,East Isles,Calhoun Isle,3,02/24/2018,11:11
"HUMBOLDT @ THE MALL ,Minneapolis,MN",44.950057,-93.30082900000001,Xerxes,2,7,East Isles,Calhoun Isle,3,02/24/2018,11:17
"1700 Block/the mall,Minneapolis,MN",44.950175,-93.303383,Xerxes,2,7,East Isles,Calhoun Isle,3,02/24/2018,11:19
"HUMBOLDT AVE S @ THE MALL,Minneapolis,MN",44.950057,-93.30082900000001,Xerxes,2,7,East Isles,Calhoun Isle,3,02/24/2018,11:21
"HUMBOLDT AVE S @ THE MALL,Minneapolis,MN",44.950057,-93.30082900000001,Xerxes,2,7,East Isles,Calhoun Isle,3,02/24/2018,11:25
"1700 block of the mall ,Minneapolis,MN",44.950175,-93.303383,Xerxes,2,7,East Isles,Calhoun Isle,3,02/24/2018,11:27
"1100 the mall,Minneapolis,MN",44.950097,-93.302103,Xerxes,2,7,East Isles,Calhoun Isle,3,02/24/2018,11:29
"The mall & knox AVE S ,Minneapolis,MN",44.950158,-93.304804,Xerxes,2,7,East Isles,Calhoun Isle,3,02/24/2018,11:32
"THE MALL & HUMBOLDT AVE S,Minneapolis,MN",44.950057,-93.30082900000001,Xerxes,2,7,East Isles,Calhoun Isle,3,02/24/2018,11:50
"1512 spruce place ,Minneapolis,MN",44.967171,-93.281163,Xerxes,2,7,Loring Park,Central,3,02/24/2018,11:52
"1522 spruce pl,Minneapolis,MN",44.966476,-93.280831,Xerxes,2,7,Loring Park,Central,3,02/24/2018,11:54
"411 2ND ST N ,Minneapolis,MN",44.986359,-93.273362,Xerxes,1,3,North Loop,Central,3,02/24/2018,00:02
"528 E 15TH ST ,Minneapolis,MN",44.968277,-93.268321,Xerxes,1,7,Elliot Park,Central,3,02/24/2018,00:03
"1904 pillsbury ave s,Minneapolis,MN",44.964114,-93.281087,Xerxes,2,7,Steven's Square - Loring Heights,Central,3,02/24/2018,12:04
"Mall street & S HUMBOLDT AVE,Minneapolis,MN",44.950057,-93.30082900000001,Xerxes,2,7,East Isles,Calhoun Isle,3,02/24/2018,12:09
"2600 HENNEPIN AVE S,Minneapolis,MN",44.955352000000005,-93.297202,Xerxes,1,7,East Isles,Calhoun Isle,3,02/24/2018,00:15
"1902 Pillsbury ave ,Minneapolis,MN",44.964123,-93.281082,Xerxes,2,7,Steven's Square - Loring Heights,Central,3,02/24/2018,12:15
"737 15tTH ST E,Minneapolis,MN",44.967837,-93.26325,Xerxes,1,6,Elliot Park,Central,3,02/24/2018,00:17
"1408 spruce place ,Minneapolis,MN",44.968365000000006,-93.28107800000001,Xerxes,2,7,Loring Park,Central,3,02/24/2018,12:17
"704 15TH ST E,Minneapolis,MN",44.968345,-93.264794,Xerxes,1,7,Elliot Park,Central,3,02/24/2018,00:19
"2116 PILLSBURY AVE,Minneapolis,MN",44.961293,-93.28126800000001,Xerxes,2,10,Whittier,Powderhorn,3,02/24/2018,12:19
"2600 block of Hennepin Avenue,Minneapolis,MN",44.955352000000005,-93.297202,Xerxes,1,7,East Isles,Calhoun Isle,3,02/24/2018,00:20
"Irving ave & the mall,Minneapolis,MN",44.949925,-93.302097,Xerxes,2,7,East Isles,Calhoun Isle,3,02/24/2018,12:22
"1928 pillsbury,Minneapolis,MN",44.963313,-93.280437,Xerxes,2,7,Steven's Square - Loring Heights,Central,3,02/24/2018,12:26
"2800 Emerson Ave s,Minneapolis,MN",44.951578999999995,-93.294785,Xerxes,1,10,Lowry Hill East,Calhoun Isle,3,02/24/2018,00:27
"Humboldt ave & the mall,Minneapolis,MN",44.950057,-93.30082900000001,Xerxes,2,7,East Isles,Calhoun Isle,3,02/24/2018,12:28
"2700 HENNEPIN AVE S,Minneapolis,MN",44.953562,-93.29803100000001,Xerxes,1,7,East Isles,Calhoun Isle,3,02/24/2018,00:29
"411 2ND ST N ,Minneapolis,MN",44.986359,-93.273362,Xerxes,1,3,North Loop,Central,3,02/24/2018,00:29
"2114Pillsbury ave s,Minneapolis,MN",44.961392,-93.28126800000001,Xerxes,2,10,Whittier,Powderhorn,3,02/24/2018,12:29
"722 15th st e,Minneapolis,MN",44.968342,-93.263824,Xerxes,1,7,Elliot Park,Central,3,02/24/2018,00:31
"2800 BLOCK DUPONT AVE S,Minneapolis,MN",44.951233,-93.293184,Xerxes,1,10,Lowry Hill East,Calhoun Isle,3,02/24/2018,00:32
"2800 Block Emerson Ave S,Minneapolis,MN",44.951578999999995,-93.294785,Xerxes,1,10,Lowry Hill East,Calhoun Isle,3,02/24/2018,00:33
"2700 HENNEPIN AVE S,Minneapolis,MN",44.953562,-93.29803100000001,Xerxes,1,7,East Isles,Calhoun Isle,3,02/24/2018,00:34
"741 E 15TH ST ,Minneapolis,MN",44.967837,-93.26320600000001,Xerxes,1,6,Elliot Park,Central,3,02/24/2018,00:38
"2002 PILLSBURY AVE S,Minneapolis,MN",44.962474,-93.28166999999999,Xerxes,2,10,Whittier,Powderhorn,3,02/24/2018,12:39
"2106 PILLSBURY AVE S,Minneapolis,MN",44.961627,-93.281267,Xerxes,2,10,Whittier,Powderhorn,3,02/24/2018,12:42
"106 14th st W,Minneapolis,MN",44.968789,-93.27937,Xerxes,2,7,Loring Park,Central,3,02/24/2018,12:46
"726 E 15TH ST,Minneapolis,MN",44.968354999999995,-93.263559,Xerxes,1,7,Elliot Park,Central,3,02/24/2018,00:48
"411 2ND ST N ,Minneapolis,MN",44.986359,-93.273362,Xerxes,1,3,North Loop,Central,3,02/24/2018,00:50
"108 14th St w,Minneapolis,MN",44.968789,-93.27938,Xerxes,2,7,Loring Park,Central,3,02/24/2018,12:50
