Location,Latitude,Longitude,Day,Ward,Neighborhood,Community,Tow_Zone,Date,Time,Emergency
"2310 ALDRICH AVE S,Minneapolis,MN",44.959687,-93.289562,2,10,Lowry Hill East,Calhoun Isle,3,01/23/2018,16:33,Pembina
"2320 32ND ST E,Minneapolis,MN",44.944944,-93.237922,2,9,Corcoran,Powderhorn,6,01/23/2018,16:34,Pembina
"1096 22ND AVE SE,Minneapolis,MN",44.990946,-93.221243,2,1,Como,University,4,01/23/2018,16:38,Pembina
"3440 COLFAX AVE S,Minneapolis,MN",44.939997999999996,-93.292387,2,10,South Uptown,Calhoun Isle,5,01/23/2018,16:41,Pembina
"2302 4th av n,Minneapolis,MN",44.981581,-93.30984699999999,2,5,Harrison,Near North,3,01/23/2018,16:44,Pembina
"3146 ALDRICH AVE S,Minneapolis,MN",44.945721,-93.289411,2,10,South Uptown,Calhoun Isle,5,01/23/2018,16:44,Pembina
"2720 15TH AVE N,Minneapolis,MN",44.95276,-93.254013,2,9,Midtown Phillips,Phillips,3,01/23/2018,16:46,Pembina
"520 23rd ave ne,Minneapolis,MN",45.010746000000005,-93.259795,2,1,Holland,Northeast,2,01/23/2018,16:46,Pembina
"706 15th ave ne,Minneapolis,MN",45.003082,-93.252392,2,1,Logan Park,Northeast,2,01/23/2018,16:48,Pembina
"552 Humboldt av n,Minneapolis,MN",44.983121000000004,-93.29808299999999,2,5,Harrison,Near North,3,01/23/2018,16:49,Pembina
"1902 NEWTON AVE N,Minneapolis,MN",44.998841999999996,-93.30569200000001,2,5,Willard - Hay,Near North,1,01/23/2018,16:52,Pembina
"1324 Oliver Ave N,Minneapolis,MN",44.992377000000005,-93.306661,2,5,Willard - Hay,Near North,1,01/23/2018,16:54,Pembina
"3528 41ST E,Minneapolis,MN",44.928746999999994,-93.220742,2,12,Hiawatha,Longfellow,6,01/23/2018,16:54,Pembina
"696 23rd ave ne,Minneapolis,MN",45.011084999999994,-93.25265,2,1,Holland,Northeast,2,01/23/2018,16:55,Pembina
"3728 SNELLING AVE S,Minneapolis,MN",44.935105,-93.226653,2,12,Howe,Longfellow,6,01/23/2018,16:55,Pembina
"3014 45th ave so,Minneapolis,MN",44.947762,-93.209071,2,2,Cooper,Longfellow,6,01/23/2018,16:56,Pembina
"3536 SNELLING AVE S,Minneapolis,MN",44.93851,-93.229168,2,12,Howe,Longfellow,6,01/23/2018,16:56,Pembina
"926 24th ave ne,Minneapolis,MN",45.012165,-93.24722299999999,2,1,Windom Park,Northeast,2,01/23/2018,16:58,Pembina
"3528 COLFAX AVE S,Minneapolis,MN",44.938573,-93.292365,2,10,South Uptown,Calhoun Isle,5,01/23/2018,17:00,Pembina
"3534 COLFAX AVE S,Minneapolis,MN",44.938457,-93.292375,2,10,South Uptown,Calhoun Isle,5,01/23/2018,17:01,Pembina
"714 34th ave n ,Minneapolis,MN",45.016690999999994,-93.288225,2,4,McKinley,Camden,1,01/23/2018,17:05,Pembina
"4010 dupont Ave n ,Minneapolis,MN",45.028061,-93.292938,2,4,Webber - Camden,Camden,1,01/23/2018,17:14,Pembina
"1508 Oliver Ave N,Minneapolis,MN",44.994538,-93.30664200000001,2,5,Willard - Hay,Near North,1,01/23/2018,17:17,Pembina
"3002 31st Street East,Minneapolis,MN",44.947021,-93.228349,2,2,Longfellow,Longfellow,6,01/23/2018,17:22,Pembina
"2208 PLEASANT AVE ,Minneapolis,MN",44.960612,-93.282926,2,10,Whittier,Powderhorn,3,01/23/2018,17:23,Pembina
"2410 PILLSBURY AVE ,Minneapolis,MN",44.958614000000004,-93.281669,2,10,Whittier,Powderhorn,3,01/23/2018,17:24,Pembina
"3708 31st Street East,Minneapolis,MN",44.946975,-93.218997,2,2,Longfellow,Longfellow,6,01/23/2018,17:25,Pembina
"702 22ND ST W,Minneapolis,MN",44.961067,-93.288239,2,10,Lowry Hill East,Calhoun Isle,3,01/23/2018,17:28,Pembina
"1802 NEWTON AVE N,Minneapolis,MN",44.997572999999996,-93.30542700000001,2,5,Willard - Hay,Near North,1,01/23/2018,18:23,Pembina
"320 13TH AVE SE,Minneapolis,MN",44.980529,-93.237237,2,3,Marcy Holmes,University,4,01/23/2018,18:25,Pembina
"828 19TH AVE SE,Minneapolis,MN",44.984388,-93.225278,2,2,Como,University,4,01/23/2018,18:29,Pembina
"920 18TH AVE SE,Minneapolis,MN",44.987192,-93.226668,2,2,Como,University,4,01/23/2018,18:30,Pembina
"2909 3rd st n ,Minneapolis,MN",45.009888000000004,-93.283795,3,5,Hawthorne,Near North,1,01/24/2018,08:17,Pembina
"1715 Lyn Park Ave N,Minneapolis,MN",44.997053,-93.286165,3,5,Near - North,Near North,1,01/24/2018,08:25,Pembina
"1715 lyn park n,Minneapolis,MN",44.997053,-93.286165,3,5,Near - North,Near North,1,01/24/2018,08:26,Pembina
"3033 4th St n,Minneapolis,MN",45.011776,-93.285184,3,5,Hawthorne,Near North,1,01/24/2018,08:27,Pembina
"619 4th ave se,Minneapolis,MN",44.988644,-93.24789,3,3,Marcy Holmes,University,4,01/24/2018,08:28,Pembina
"1717 lyn park ave n ,Minneapolis,MN",44.99706,-93.286165,3,5,Near - North,Near North,1,01/24/2018,08:29,Pembina
"3507 14th ave s,Minneapolis,MN",44.939231,-93.254674,3,9,Powderhorn Park,Powderhorn,6,01/24/2018,08:29,Pembina
"3505 13th ave s ,Minneapolis,MN",44.939288,-93.255933,3,9,Powderhorn Park,Powderhorn,6,01/24/2018,08:34,Pembina
"411 4th ave se,Minneapolis,MN",44.98663,-93.250126,3,3,Marcy Holmes,University,4,01/24/2018,08:35,Pembina
"3009 JAMES AVE S,Minneapolis,MN",44.947956,-93.303087,3,10,ECCO,Calhoun Isle,5,01/24/2018,08:36,Pembina
"2223 6th st n,Minneapolis,MN",45.002216,-93.28676899999999,3,5,Hawthorne,Near North,1,01/24/2018,08:44,Pembina
"803 Lyndale Pl,Minneapolis,MN",44.987176,-93.289645,3,5,Sumner - Glenwood,Near North,1,01/24/2018,08:45,Pembina
"736 Aldrich ave n ,Minneapolis,MN",44.985957,-93.29059699999999,3,5,Sumner - Glenwood,Near North,1,01/24/2018,08:48,Pembina
"215 5th st ne,Minneapolis,MN",44.991583,-93.25484399999999,3,3,St. Anthony East,Northeast,2,01/24/2018,08:55,Pembina
"1831 Bryant ave n ,Minneapolis,MN",44.998422,-93.291411,3,5,Near - North,Near North,1,01/24/2018,08:59,Pembina
"3223 4th St n,Minneapolis,MN",45.013915999999995,-93.28523100000001,3,4,McKinley,Camden,1,01/24/2018,09:01,Pembina
"3245 GIRARD AVE S,Minneapolis,MN",44.943272,-93.296798,3,10,South Uptown,Calhoun Isle,5,01/24/2018,09:05,Pembina
"3115 6th st n ,Minneapolis,MN",45.012537,-93.286869,3,5,Hawthorne,Near North,1,01/24/2018,09:05,Pembina
"113 7th ave ne,Minneapolis,MN",44.994402,-93.265365,3,3,St. Anthony West,Northeast,2,01/24/2018,09:06,Pembina
"811 4th st ne,Minneapolis,MN",44.997667,-93.2609,3,3,St. Anthony West,Northeast,2,01/24/2018,09:08,Pembina
"2207 6th st n,Minneapolis,MN",45.001774,-93.286751,3,5,Hawthorne,Near North,1,01/24/2018,09:09,Pembina
"1201 Humboldt Ave N,Minneapolis,MN",44.990276,-93.29857700000001,3,5,Near - North,Near North,1,01/24/2018,09:12,Pembina
"309 5th ave se,Minneapolis,MN",44.984955,-93.248991,3,3,Marcy Holmes,University,4,01/24/2018,09:14,Pembina
"409 9th ave ne,Minneapolis,MN",44.998371,-93.260914,3,3,St. Anthony West,Northeast,2,01/24/2018,09:14,Pembina
"3727 11TH AVE S,Minneapolis,MN",44.935084,-93.258431,3,9,Powderhorn Park,Powderhorn,6,01/24/2018,09:16,Pembina
"1135 15th ave se,Minneapolis,MN",44.991956,-93.23102,3,1,Como,University,2,01/24/2018,09:18,Pembina
"1509 32ND ST W,Minneapolis,MN",44.944728000000005,-93.30096400000001,3,10,ECCO,Calhoun Isle,5,01/24/2018,09:18,Pembina
"3723 12th av s,Minneapolis,MN",44.935047999999995,-93.25745400000001,3,9,Powderhorn Park,Powderhorn,6,01/24/2018,09:18,Pembina
"521 5th ave se,Minneapolis,MN",44.98723,-93.247179,3,3,Marcy Holmes,University,4,01/24/2018,09:19,Pembina
"309 ridgewood av s,Minneapolis,MN",44.963761,-93.28328,3,7,Steven's Square - Loring Heights,Central,3,01/24/2018,09:20,Pembina
"3343 freemont ave s,Minneapolis,MN",44.941657,-93.295819,3,10,South Uptown,Calhoun Isle,5,01/24/2018,09:20,Pembina
"315 oak grove st,Minneapolis,MN",44.966718,-93.283521,3,7,Loring Park,Central,3,01/24/2018,09:21,Pembina
"725 5th ave se,Minneapolis,MN",44.98927,-93.245571,3,3,Marcy Holmes,University,4,01/24/2018,09:25,Pembina
"1523 spruce place ,Minneapolis,MN",44.967009999999995,-93.280449,3,7,Loring Park,Central,3,01/24/2018,09:25,Pembina
"421 oak grove st,Minneapolis,MN",44.967709,-93.28573,3,7,Loring Park,Central,3,01/24/2018,09:27,Pembina
"3405 HOLMES AVE S ,Minneapolis,MN",44.941014,-93.299324,3,10,ECCO,Calhoun Isle,5,01/24/2018,09:28,Pembina
"625 5th ave se,Minneapolis,MN",44.988277000000004,-93.246426,3,3,Marcy Holmes,University,4,01/24/2018,09:29,Pembina
"27 oak grove st,Minneapolis,MN",44.966374,-93.278834,3,7,Loring Park,Central,3,01/24/2018,09:30,Pembina
"2309 6th st n,Minneapolis,MN",45.002918,-93.28670100000001,3,5,Hawthorne,Near North,1,01/24/2018,09:31,Pembina
"1407 33RD ST W ,Minneapolis,MN",44.942777,-93.297513,3,10,South Uptown,Calhoun Isle,5,01/24/2018,09:31,Pembina
"2211 6th St n,Minneapolis,MN",45.001878999999995,-93.286819,3,5,Hawthorne,Near North,1,01/24/2018,09:32,Pembina
"1819 Irving ave n ,Minneapolis,MN",44.998001,-93.299687,3,5,Willard - Hay,Near North,1,01/24/2018,09:33,Pembina
"3615 10th ave so,Minneapolis,MN",44.937182,-93.260002,3,9,Powderhorn Park,Powderhorn,6,01/24/2018,09:37,Pembina
"611 adams st ne,Minneapolis,MN",44.995483,-93.256253,3,3,St. Anthony East,Northeast,2,01/24/2018,09:38,Pembina
"1827 Irving Ave N,Minneapolis,MN",44.998225,-93.299686,3,5,Willard - Hay,Near North,1,01/24/2018,09:40,Pembina
"3115 6th st n ,Minneapolis,MN",45.012537,-93.286869,3,5,Hawthorne,Near North,1,01/24/2018,09:40,Pembina
"3225 17th ave s,Minneapolis,MN",44.943754999999996,-93.24959100000001,3,9,Powderhorn Park,Powderhorn,6,01/24/2018,09:42,Pembina
"313 oak grove st,Minneapolis,MN",44.966704,-93.283487,3,7,Loring Park,Central,3,01/24/2018,09:43,Pembina
"20 oak grove st,Minneapolis,MN",44.966457,-93.278759,3,7,Loring Park,Central,3,01/24/2018,09:50,Pembina
"1325 Irving ave n ,Minneapolis,MN",44.992378,-93.29966800000001,3,5,Near - North,Near North,1,01/24/2018,09:51,Pembina
"315 OAK GROVE ST,Minneapolis,MN",44.966718,-93.283521,3,7,Loring Park,Central,3,01/24/2018,09:51,Pembina
"4241 ELLIOT AVE,Minneapolis,MN",44.925659,-93.260995,3,8,Northrop,Nokomis,6,01/24/2018,09:55,Pembina
"221 w14th,Minneapolis,MN",44.968647999999995,-93.281352,3,7,Loring Park,Central,3,01/24/2018,09:56,Pembina
"2119 Bryant Ave n,Minneapolis,MN",45.000999,-93.29105200000001,3,5,Hawthorne,Near North,1,01/24/2018,09:57,Pembina
"1365 spruce place ,Minneapolis,MN",44.96934,-93.280673,3,7,Loring Park,Central,3,01/24/2018,09:57,Pembina
"4033 14TH AVE S,Minneapolis,MN",44.929367,-93.254936,3,8,Bancroft,Powderhorn,6,01/24/2018,10:00,Pembina
"303 7th ave se,Minneapolis,MN",44.983554,-93.246538,3,3,Marcy Holmes,University,4,01/24/2018,10:03,Pembina
"331 ulysses st ne,Minneapolis,MN",44.992523999999996,-93.23550999999999,3,1,Como,University,2,01/24/2018,10:04,Pembina
"813 7th st se,Minneapolis,MN",44.986796999999996,-93.240957,3,3,Marcy Holmes,University,4,01/24/2018,10:05,Pembina
"351 Ulysses st ne,Minneapolis,MN",44.992934000000005,-93.235495,3,1,Como,University,2,01/24/2018,10:07,Pembina
"1329 Morgan Ave N,Minneapolis,MN",44.992497,-93.30470600000001,3,5,Willard - Hay,Near North,1,01/24/2018,10:07,Pembina
"327 8th ave se,Minneapolis,MN",44.983686999999996,-93.244571,3,3,Marcy Holmes,University,4,01/24/2018,10:08,Pembina
"1827 37th st e,Minneapolis,MN",44.935741,-93.247159,3,12,Standish,Powderhorn,6,01/24/2018,10:11,Pembina
"3115 22nd Avenue South,Minneapolis,MN",44.946081,-93.240627,3,9,Corcoran,Powderhorn,6,01/24/2018,10:13,Pembina
"1109 Winter St Ne,Minneapolis,MN",44.993299,-93.235617,3,1,Mid - City Industrial,University,2,01/24/2018,10:13,Pembina
"1215 morgan ave n ,Minneapolis,MN",44.990226,-93.30467800000001,3,5,Near - North,Near North,1,01/24/2018,10:13,Pembina
"205 7th ave se ,Minneapolis,MN",44.982528,-93.247221,3,3,Marcy Holmes,University,4,01/24/2018,10:16,Pembina
"3117 22nd Avenue South,Minneapolis,MN",44.946033,-93.240627,3,9,Corcoran,Powderhorn,6,01/24/2018,10:18,Pembina
"1729 Clifton av s,Minneapolis,MN",44.966957,-93.285923,3,7,Loring Park,Central,3,01/24/2018,10:18,Pembina
"223 4 th ave se ,Minneapolis,MN",44.985138,-93.250668,3,3,Marcy Holmes,University,4,01/24/2018,10:19,Pembina
"2001 pillsbury ave,Minneapolis,MN",44.962688,-93.281267,3,10,Whittier,Powderhorn,3,01/24/2018,10:20,Pembina
"1159 14th ave se,Minneapolis,MN",44.992943,-93.232281,3,1,Como,University,2,01/24/2018,10:20,Pembina
"3147 18th av s,Minneapolis,MN",44.944931,-93.24835300000001,3,9,Powderhorn Park,Powderhorn,6,01/24/2018,10:22,Pembina
"1021 Knox Ave N,Minneapolis,MN",44.988425,-93.302182,3,5,Near - North,Near North,1,01/24/2018,10:23,Pembina
"627 taylor st ne,Minneapolis,MN",44.995933,-93.243524,3,3,Beltrami,Northeast,2,01/24/2018,10:24,Pembina
"2119 PILLSBURY AVE S,Minneapolis,MN",44.961145,-93.280789,3,10,Whittier,Powderhorn,3,01/24/2018,10:24,Pembina
"2815 Colfax Ave n ,Minneapolis,MN",45.009067,-93.29212700000001,3,5,Hawthorne,Near North,1,01/24/2018,10:26,Pembina
"2009 harriet ave s,Minneapolis,MN",44.962329,-93.28513000000001,3,10,Whittier,Powderhorn,3,01/24/2018,10:26,Pembina
"723 7th ave se,Minneapolis,MN",44.988059,-93.243053,3,3,Marcy Holmes,University,4,01/24/2018,10:27,Pembina
"727 tyler st ne,Minneapolis,MN",44.997673,-93.24568199999999,3,3,Beltrami,Northeast,2,01/24/2018,10:28,Pembina
"2201 pillsbury av,Minneapolis,MN",44.960667,-93.280835,3,10,Whittier,Powderhorn,3,01/24/2018,10:28,Pembina
"317 8TH AVE SE,Minneapolis,MN",44.983431,-93.244766,3,3,Marcy Holmes,University,4,01/24/2018,10:28,Pembina
"3253 GIRARD AVE S,Minneapolis,MN",44.943079,-93.296766,3,10,South Uptown,Calhoun Isle,5,01/24/2018,10:29,Pembina
"13 OAK GROVE ST,Minneapolis,MN",44.966374,-93.278738,3,7,Loring Park,Central,3,01/24/2018,10:29,Pembina
"3515 14TH AVE S,Minneapolis,MN",44.938965,-93.254592,3,9,Powderhorn Park,Powderhorn,6,01/24/2018,10:30,Pembina
"2807 depont ave n ,Minneapolis,MN",44.95293,-93.320964,3,7,Cedar - Isles - Dean,Calhoun Isle,3,01/24/2018,10:31,Pembina
"819 7th st se,Minneapolis,MN",44.986387,-93.240814,3,3,Marcy Holmes,University,4,01/24/2018,10:31,Pembina
"317 6TH AVE SE,Minneapolis,MN",44.984558,-93.24745,3,3,Marcy Holmes,University,4,01/24/2018,10:32,Pembina
"1405 newton ave n ,Minneapolis,MN",44.99333,-93.306031,3,5,Willard - Hay,Near North,1,01/24/2018,10:32,Pembina
"315 OAK GROVE ST,Minneapolis,MN",44.966718,-93.283521,3,7,Loring Park,Central,3,01/24/2018,10:32,Pembina
"1307 spruce place,Minneapolis,MN",44.96983,-93.280834,3,7,Loring Park,Central,3,01/24/2018,10:33,Pembina
"4153 Longfellow ave s,Minneapolis,MN",44.927195000000005,-93.245937,3,12,Standish,Powderhorn,6,01/24/2018,10:33,Pembina
"427 8TH AVE SE,Minneapolis,MN",44.984698,-93.243662,3,3,Marcy Holmes,University,4,01/24/2018,10:34,Pembina
"3107 14TH AVE S ,Minneapolis,MN",44.946265999999994,-93.25471999999999,3,9,Powderhorn Park,Powderhorn,6,01/24/2018,10:34,Pembina
"1307 E 39TH ST ,Minneapolis,MN",44.932112,-93.255873,3,8,Bancroft,Powderhorn,6,01/24/2018,10:34,Pembina
"515 11TH AVE SE,Minneapolis,MN",44.983290999999994,-93.239034,3,3,Marcy Holmes,University,4,01/24/2018,10:35,Pembina
"1509 32ND ST E,Minneapolis,MN",44.944613000000004,-93.25328499999999,3,9,Powderhorn Park,Powderhorn,6,01/24/2018,10:36,Pembina
"3537 20th ave s ,Minneapolis,MN",44.938181,-93.24331,3,9,Corcoran,Powderhorn,6,01/24/2018,10:37,Pembina
"3145 ELLIOT AVE ,Minneapolis,MN",44.945209999999996,-93.261071,3,9,Powderhorn Park,Powderhorn,6,01/24/2018,10:37,Pembina
"721 tyler st ne,Minneapolis,MN",44.9974,-93.24573000000001,3,3,Beltrami,Northeast,2,01/24/2018,10:38,Pembina
"521 11th ave se,Minneapolis,MN",44.98335,-93.238986,3,3,Marcy Holmes,University,4,01/24/2018,10:38,Pembina
"2009 PLEASANT AVE,Minneapolis,MN",44.962323,-93.282922,3,10,Whittier,Powderhorn,3,01/24/2018,10:38,Pembina
"3145 16TH AVE S,Minneapolis,MN",44.945153999999995,-93.250926,3,9,Powderhorn Park,Powderhorn,6,01/24/2018,10:38,Pembina
"2101 pillsbury ave,Minneapolis,MN",44.961501,-93.28126800000001,3,10,Whittier,Powderhorn,3,01/24/2018,10:40,Pembina
"2007 pleasant av s,Minneapolis,MN",44.962415,-93.282922,3,10,Whittier,Powderhorn,3,01/24/2018,10:40,Pembina
"1807 STEVENS AVE S ,Minneapolis,MN",44.964551,-93.27529100000001,3,6,Steven's Square - Loring Heights,Central,3,01/24/2018,10:41,Pembina
"1211 33RD ST W ,Minneapolis,MN",44.942915,-93.294674,3,10,South Uptown,Calhoun Isle,5,01/24/2018,10:42,Pembina
"2413 harriet ave s,Minneapolis,MN",44.958634,-93.28546800000001,3,10,Whittier,Powderhorn,3,01/24/2018,10:44,Pembina
"2207 Oliver Ave N,Minneapolis,MN",45.001601,-93.307233,3,5,Willard - Hay,Near North,1,01/24/2018,10:49,Pembina
"1063 16TH AVE SE,Minneapolis,MN",44.989548,-93.22949799999999,3,1,Como,University,4,01/24/2018,10:50,Pembina
"619 9 1/2 ave se,Minneapolis,MN",44.987245,-93.257116,3,3,Nicollet Island - East Bank,University,4,01/24/2018,10:50,Pembina
"2304 PILLSBURY AVE S,Minneapolis,MN",44.95988,-93.281751,3,10,Whittier,Powderhorn,3,01/24/2018,10:50,Pembina
"725 7TH AVE SE ,Minneapolis,MN",44.988069,-93.243045,3,3,Marcy Holmes,University,4,01/24/2018,10:52,Pembina
"985 18th Ave SE,Minneapolis,MN",44.987277,-93.227273,3,2,Como,University,4,01/24/2018,10:53,Pembina
"803 11TH AVE SE,Minneapolis,MN",44.986158,-93.23675,3,3,Marcy Holmes,University,4,01/24/2018,10:53,Pembina
"525 11th ave se,Minneapolis,MN",44.983389,-93.238955,3,3,Marcy Holmes,University,4,01/24/2018,10:54,Pembina
"1025 Knox ave n ,Minneapolis,MN",44.988603000000005,-93.30218,3,5,Near - North,Near North,1,01/24/2018,10:56,Pembina
"2011 PLEASANT AVE S,Minneapolis,MN",44.96222,-93.28254,3,10,Whittier,Powderhorn,3,01/24/2018,10:57,Pembina
"715 11th ave se,Minneapolis,MN",44.985762,-93.237639,3,3,Marcy Holmes,University,4,01/24/2018,10:58,Pembina
"2301 Pillsbury av so,Minneapolis,MN",44.959964,-93.280865,3,10,Whittier,Powderhorn,3,01/24/2018,11:05,Pembina
"2209 pillsbury ave ,Minneapolis,MN",44.96054,-93.28127099999999,3,10,Whittier,Powderhorn,3,01/24/2018,11:06,Pembina
"403 6th st se,Minneapolis,MN",44.988211,-93.24789399999999,3,3,Marcy Holmes,University,4,01/24/2018,11:07,Pembina
"705 11th ave se,Minneapolis,MN",44.985459999999996,-93.237876,3,3,Marcy Holmes,University,4,01/24/2018,11:07,Pembina
"1821 queen ave n,Minneapolis,MN",44.998265,-93.30949100000001,3,5,Willard - Hay,Near North,1,01/24/2018,11:08,Pembina
"717 11th ave se,Minneapolis,MN",44.985772999999995,-93.23763000000001,3,3,Marcy Holmes,University,4,01/24/2018,11:10,Pembina
"2525 harriet ave s,Minneapolis,MN",44.95655,-93.285224,3,10,Whittier,Powderhorn,3,01/24/2018,11:10,Pembina
"2919 Colfax Ave n ,Minneapolis,MN",45.010133,-93.292063,3,5,Hawthorne,Near North,1,01/24/2018,11:11,Pembina
"1315 Oliver Ave N,Minneapolis,MN",44.992051000000004,-93.30726999999999,3,5,Willard - Hay,Near North,1,01/24/2018,11:11,Pembina
"1369 spruce place ,Minneapolis,MN",44.96906,-93.280091,3,7,Loring Park,Central,3,01/24/2018,11:11,Pembina
"707 tyler st ne,Minneapolis,MN",44.997292,-93.245737,3,3,Beltrami,Northeast,2,01/24/2018,11:15,Pembina
"3227 Bossen Terrace,Minneapolis,MN",44.900665000000004,-93.22438000000001,3,11,Wenonah,Nokomis,6,01/24/2018,11:17,Pembina
"511 9 1/2 ave se,Minneapolis,MN",44.987245,-93.257116,3,3,Nicollet Island - East Bank,University,4,01/24/2018,11:18,Pembina
"3015 Colfax Ave n ,Minneapolis,MN",45.011862,-93.291871,3,5,Hawthorne,Near North,1,01/24/2018,11:18,Pembina
"2327 PLEASANT AVE,Minneapolis,MN",44.959277,-93.282934,3,10,Whittier,Powderhorn,3,01/24/2018,11:19,Pembina
"549 9 1/2 ave se,Minneapolis,MN",44.987245,-93.257116,3,3,Nicollet Island - East Bank,University,4,01/24/2018,11:20,Pembina
"3209 36th st ,Minneapolis,MN",44.937765,-93.225219,3,12,Howe,Longfellow,6,01/24/2018,11:21,Pembina
"3229 Bossen Terrace,Minneapolis,MN",44.900665000000004,-93.22438000000001,3,11,Wenonah,Nokomis,6,01/24/2018,11:21,Pembina
"3335 41st st e,Minneapolis,MN",44.928725,-93.223948,3,12,Hiawatha,Longfellow,6,01/24/2018,11:23,Pembina
"1409 23rd ave ne,Minneapolis,MN",45.011244,-93.239603,3,1,Windom Park,Northeast,2,01/24/2018,11:26,Pembina
"701 13th ave se,Minneapolis,MN",44.983992,-93.234802,3,3,Marcy Holmes,University,4,01/24/2018,11:26,Pembina
"821 12th ave se,Minneapolis,MN",44.986182,-93.235198,3,3,Marcy Holmes,University,4,01/24/2018,11:33,Pembina
"2401 5th st ne,Minneapolis,MN",45.012325,-93.260059,3,1,Holland,Northeast,2,01/24/2018,11:33,Pembina
"1819 Queen Ave N,Minneapolis,MN",44.998258,-93.309732,3,5,Willard - Hay,Near North,1,01/24/2018,11:34,Pembina
"1909 2nd av s,Minneapolis,MN",44.963621,-93.27403000000001,3,6,Steven's Square - Loring Heights,Central,3,01/24/2018,11:34,Pembina
"1111 pierce st ne,Minneapolis,MN",44.999199,-93.24072,3,1,Northeast Park,Northeast,2,01/24/2018,11:36,Pembina
"2743 Garfield ave s,Minneapolis,MN",44.952206,-93.286624,3,10,Whittier,Powderhorn,3,01/24/2018,11:38,Pembina
"2217 5th st ne,Minneapolis,MN",45.010645000000004,-93.260071,3,1,Holland,Northeast,2,01/24/2018,11:38,Pembina
"405 6th Ave se,Minneapolis,MN",44.985302000000004,-93.246926,3,3,Marcy Holmes,University,4,01/24/2018,11:39,Pembina
"1817 queen ave n ,Minneapolis,MN",44.998203000000004,-93.309492,3,5,Willard - Hay,Near North,1,01/24/2018,11:40,Pembina
"2403 pillsbury ave ,Minneapolis,MN",44.958892,-93.281284,3,10,Whittier,Powderhorn,3,01/24/2018,11:42,Pembina
"1021 7th st se,Minneapolis,MN",44.985382,-93.238336,3,3,Marcy Holmes,University,4,01/24/2018,11:42,Pembina
"721 11th ave se,Minneapolis,MN",44.985795,-93.237612,3,3,Marcy Holmes,University,4,01/24/2018,11:42,Pembina
"2633 PLEASANT AVE ,Minneapolis,MN",44.954387,-93.28256,3,10,Whittier,Powderhorn,3,01/24/2018,11:42,Pembina
"719 11TH AVE SE,Minneapolis,MN",44.985784,-93.23762099999999,3,3,Marcy Holmes,University,4,01/24/2018,11:46,Pembina
"813 11TH AVE SE,Minneapolis,MN",44.986504,-93.236463,3,3,Marcy Holmes,University,4,01/24/2018,11:47,Pembina
"817 13th ave se,Minneapolis,MN",44.98531,-93.233775,3,3,Marcy Holmes,University,4,01/24/2018,11:48,Pembina
"2435 garfield ave s ,Minneapolis,MN",44.95798,-93.286394,3,10,Whittier,Powderhorn,3,01/24/2018,11:49,Pembina
"3707 aldrich ave n ,Minneapolis,MN",45.022386,-93.289612,3,4,McKinley,Camden,1,01/24/2018,11:49,Pembina
"1055 13th Ave SE ,Minneapolis,MN",44.989407,-93.233317,3,2,Como,University,4,01/24/2018,11:49,Pembina
"3561 snelling av s,Minneapolis,MN",44.93788,-93.228367,3,12,Howe,Longfellow,6,01/24/2018,11:49,Pembina
"2435 Pillsbury Ave,Minneapolis,MN",44.958021,-93.280834,3,10,Whittier,Powderhorn,3,01/24/2018,11:51,Pembina
"1113 russell ave n,Minneapolis,MN",44.989332,-93.31111,3,5,Willard - Hay,Near North,1,01/24/2018,11:52,Pembina
"2731 PILLSBURY AVE,Minneapolis,MN",44.952712,-93.280857,3,10,Whittier,Powderhorn,3,01/24/2018,11:53,Pembina
"817 12th ave se,Minneapolis,MN",44.986379,-93.235126,3,3,Marcy Holmes,University,4,01/24/2018,11:54,Pembina
"1823 stevens,Minneapolis,MN",44.964449,-93.27529,3,6,Steven's Square - Loring Heights,Central,3,01/24/2018,11:54,Pembina
"3307 aldrich ave n ,Minneapolis,MN",45.015184999999995,-93.289603,3,4,McKinley,Camden,1,01/24/2018,11:54,Pembina
"1023 13th Ave SE,Minneapolis,MN",44.988589000000005,-93.233313,3,2,Como,University,4,01/24/2018,11:54,Pembina
"1915 2nd av so,Minneapolis,MN",44.963399,-93.273673,3,6,Steven's Square - Loring Heights,Central,3,01/24/2018,11:56,Pembina
"815 12th ave se,Minneapolis,MN",44.986175,-93.235238,3,3,Marcy Holmes,University,4,01/24/2018,11:56,Pembina
"347 26th ave ne,Minneapolis,MN",45.014977,-93.263215,3,1,Marshall Terrace,Northeast,2,01/24/2018,11:57,Pembina
"809 Thomas Ave N,Minneapolis,MN",44.986525,-93.31369699999999,3,5,Willard - Hay,Near North,1,01/24/2018,11:58,Pembina
"5751 BOSSEN TERRACE,Minneapolis,MN",44.898609,-93.226632,3,11,Wenonah,Nokomis,6,01/24/2018,11:59,Pembina
"5741 SANDER DR,Minneapolis,MN",44.898989,-93.225339,3,11,Wenonah,Nokomis,6,01/24/2018,12:00,Pembina
"5745 sander drive,Minneapolis,MN",44.898819,-93.225039,3,11,Wenonah,Nokomis,6,01/24/2018,12:03,Pembina
"125 19th st e,Minneapolis,MN",44.963954,-93.27529100000001,3,6,Steven's Square - Loring Heights,Central,3,01/24/2018,12:06,Pembina
