Location,Latitude,Longitude,Ward,Community,Neighborhood,Day,Tow_Zone,Date,Time,Emergency
"310 4TH AVE SE,Minneapolis,MN",44.985486,-93.25007099999999,3,University,Marcy Holmes,2,4,01/16/2018,11:47,Olive
"506 6TH AVE SE,Minneapolis,MN",44.986165,-93.24590400000001,3,University,Marcy Holmes,2,4,01/16/2018,11:50,Olive
"804 39TH ST E,Minneapolis,MN",44.932353000000006,-93.26243199999999,8,Powderhorn,Bancroft,2,6,01/16/2018,11:54,Olive
"502 6TH AVE SE,Minneapolis,MN",44.985997999999995,-93.24603499999999,3,University,Marcy Holmes,2,4,01/16/2018,11:53,Olive
"2136 4TH ST N,Minneapolis,MN",45.000695,-93.28493900000001,5,Near North,Hawthorne,2,1,01/16/2018,11:55,Olive
"3006 JAMES AVE S ,Minneapolis,MN",44.948004,-93.303395,10,Calhoun Isle,ECCO,2,5,01/16/2018,11:59,Olive
"3100 HOLMES AVE ,Minneapolis,MN",44.946408,-93.299947,10,Calhoun Isle,ECCO,2,5,01/16/2018,12:02,Olive
"2126 4TH ST N,Minneapolis,MN",45.000569,-93.28494,5,Near North,Hawthorne,2,1,01/16/2018,12:06,Olive
"216 5TH ST NE,Minneapolis,MN",44.991295,-93.25571,3,Northeast,St. Anthony West,2,2,01/16/2018,12:11,Olive
"3914 10TH AVE S,Minneapolis,MN",44.931805,-93.259974,8,Powderhorn,Bancroft,2,6,01/16/2018,12:12,Olive
"718 4TH ST NE,Minneapolis,MN",44.996769,-93.260927,3,Northeast,St. Anthony West,2,2,01/16/2018,12:13,Olive
"320 4TH AVE SE,Minneapolis,MN",44.985593,-93.25000899999999,3,University,Marcy Holmes,2,4,01/16/2018,12:13,Olive
"800 5TH AVE SE,Minneapolis,MN",44.989402,-93.245159,3,University,Marcy Holmes,2,4,01/16/2018,12:15,Olive
"828 39TH ST E,Minneapolis,MN",44.932567,-93.26213100000001,8,Powderhorn,Bancroft,2,6,01/16/2018,12:14,Olive
"1924 COLFAX AVE S,Minneapolis,MN",44.963485999999996,-93.292114,7,Calhoun Isle,Lowry Hill,2,3,01/16/2018,12:16,Olive
"1810 DUPONT AVE N,Minneapolis,MN",44.997821,-93.292323,5,Near North,Near - North,2,1,01/16/2018,12:16,Olive
"1826 Dupont Ave N,Minneapolis,MN",44.998296,-93.29233599999999,5,Near North,Near - North,2,1,01/16/2018,12:17,Olive
"720 2ND AVE SE,Minneapolis,MN",44.990725,-93.249566,3,University,Marcy Holmes,2,2,01/16/2018,12:18,Olive
"2226 4TH ST N,Minneapolis,MN",45.002321,-93.284642,5,Near North,Hawthorne,2,1,01/16/2018,12:18,Olive
"1402 HUMBOLDT AVE N,Minneapolis,MN",45.005014,-93.29784000000001,5,Near North,Jordan,2,1,01/16/2018,12:19,Olive
"1608 DUPONT AVE N,Minneapolis,MN",44.99558,-93.292344,5,Near North,Near - North,2,1,01/16/2018,12:19,Olive
"1902 COLFAX AVE S,Minneapolis,MN",44.964227,-93.29180699999999,7,Calhoun Isle,Lowry Hill,2,3,01/16/2018,12:21,Olive
"2306 4TH ST N,Minneapolis,MN",45.00295,-93.284627,5,Near North,Hawthorne,2,1,01/16/2018,12:20,Olive
"IRVING & JAMES,Minneapolis,MN",44.985397,-93.29999699999999,5,Near North,Near - North,2,1,01/16/2018,12:24,Olive
"1920 COLFAX AVE S,Minneapolis,MN",44.963609999999996,-93.292175,7,Calhoun Isle,Lowry Hill,2,3,01/16/2018,12:28,Olive
"216 5TH ST NE,Minneapolis,MN",44.991295,-93.25571,3,Northeast,St. Anthony West,2,2,01/16/2018,12:30,Olive
"1522 DUPONT AVE N ,Minneapolis,MN",44.994917,-93.292354,5,Near North,Near - North,2,1,01/16/2018,12:32,Olive
"3934 11TH AVE S,Minneapolis,MN",44.931228000000004,-93.258721,8,Powderhorn,Bancroft,2,6,01/16/2018,12:33,Olive
"1202 HUMBOLDT AVE N,Minneapolis,MN",44.990894,-93.29818399999999,5,Near North,Near - North,2,1,01/16/2018,12:33,Olive
"3936 11TH AVE S,Minneapolis,MN",44.931177000000005,-93.258961,8,Powderhorn,Bancroft,2,6,01/16/2018,12:34,Olive
"314 4TH AVE SE,Minneapolis,MN",44.985546,-93.250047,3,University,Marcy Holmes,2,4,01/16/2018,12:34,Olive
"3624 10TH AVE S,Minneapolis,MN",44.936873999999996,-93.260276,9,Powderhorn,Powderhorn Park,2,6,01/16/2018,12:36,Olive
"322 4TH AVE SE,Minneapolis,MN",44.985603000000005,-93.25,3,University,Marcy Holmes,2,4,01/16/2018,12:36,Olive
"508 5TH AVE SE,Minneapolis,MN",44.986701000000004,-93.247298,3,University,Marcy Holmes,2,4,01/16/2018,12:37,Olive
"306 9TH AVE NE,Minneapolis,MN",44.997640000000004,-93.262556,3,Northeast,St. Anthony West,2,2,01/16/2018,12:38,Olive
"3554 ELLIOT AVE,Minneapolis,MN",44.938144,-93.261279,9,Powderhorn,Powderhorn Park,2,6,01/16/2018,12:38,Olive
"3800 10TH AVE S,Minneapolis,MN",44.933977,-93.260262,8,Powderhorn,Bancroft,2,6,01/16/2018,12:45,Olive
"322 6TH AVE SE,Minneapolis,MN",44.98429,-93.24699100000001,3,University,Marcy Holmes,2,4,01/16/2018,12:45,Olive
"312 4TH AVE SE,Minneapolis,MN",44.98552,-93.250068,3,University,Marcy Holmes,2,4,01/16/2018,12:46,Olive
"3104 HOLMES AVE S ,Minneapolis,MN",44.946312,-93.299901,10,Calhoun Isle,ECCO,2,5,01/16/2018,12:47,Olive
"3408 ELLIOT AVE,Minneapolis,MN",44.941026,-93.26130400000001,9,Powderhorn,Powderhorn Park,2,6,01/16/2018,12:46,Olive
"IRVING AVE S & THE MALL,Minneapolis,MN",44.949925,-93.302097,7,Calhoun Isle,East Isles,2,3,01/16/2018,12:47,Olive
"3748 11TH AVE S,Minneapolis,MN",44.934563,-93.258716,9,Powderhorn,Powderhorn Park,2,6,01/16/2018,12:48,Olive
"3820 10TH AVE S,Minneapolis,MN",44.933433,-93.260261,8,Powderhorn,Bancroft,2,6,01/16/2018,12:49,Olive
"1922 COLFAX AVE S,Minneapolis,MN",44.963539000000004,-93.291812,7,Calhoun Isle,Lowry Hill,2,3,01/16/2018,12:49,Olive
"1404 HUMBOLDT AVE N,Minneapolis,MN",45.005014,-93.29784000000001,5,Near North,Jordan,2,1,01/16/2018,12:50,Olive
"3552 ELLIOT AVE ,Minneapolis,MN",44.938161,-93.261279,9,Powderhorn,Powderhorn Park,2,6,01/16/2018,12:52,Olive
"520 5TH AVE SE,Minneapolis,MN",44.986919,-93.24676,3,University,Marcy Holmes,2,4,01/16/2018,11:41,Olive
"1322 6TH ST NE,Minneapolis,MN",45.001582,-93.259148,3,Northeast,Sheridan,2,2,01/16/2018,12:52,Olive
"3844 12THAVE S,Minneapolis,MN",44.932722999999996,-93.257811,8,Powderhorn,Bancroft,2,6,01/16/2018,12:53,Olive
"3920 10TH AVE S,Minneapolis,MN",44.931635,-93.260273,8,Powderhorn,Bancroft,2,6,01/16/2018,12:54,Olive
"3104 HUMBOLDT AVE S,Minneapolis,MN",44.946294,-93.301087,10,Calhoun Isle,ECCO,2,5,01/16/2018,12:56,Olive
"2318 4TH ST N,Minneapolis,MN",45.00327,-93.284696,5,Near North,Hawthorne,2,1,01/16/2018,12:53,Olive
"3414 ELLIOT AVE,Minneapolis,MN",44.940864000000005,-93.261611,9,Powderhorn,Powderhorn Park,2,6,01/16/2018,12:55,Olive
"3944 11TH AVE S,Minneapolis,MN",44.930915999999996,-93.25898000000001,8,Powderhorn,Bancroft,2,6,01/16/2018,12:56,Olive
"2024 4TH ST N,Minneapolis,MN",44.999966,-93.284514,5,Near North,Hawthorne,2,1,01/16/2018,12:56,Olive
"600 5TH AVE SE,Minneapolis,MN",44.987453,-93.246725,3,University,Marcy Holmes,2,4,01/16/2018,12:57,Olive
"3102 HOLMES AVE ,Minneapolis,MN",44.94636,-93.299578,10,Calhoun Isle,ECCO,2,5,01/16/2018,12:59,Olive
"1216 6TH ST NE,Minneapolis,MN",45.00026,-93.258898,3,Northeast,Sheridan,2,2,01/16/2018,12:58,Olive
"320 4TH ST NE,Minneapolis,MN",44.992084000000006,-93.257763,3,Northeast,St. Anthony West,2,2,01/16/2018,13:00,Olive
"1110 6TH ST NE,Minneapolis,MN",44.999098,-93.259171,3,Northeast,Sheridan,2,2,01/16/2018,13:00,Olive
"1230 6TH ST NE,Minneapolis,MN",45.000640000000004,-93.259217,3,Northeast,Sheridan,2,2,01/16/2018,13:01,Olive
"328 6TH AVE SE,Minneapolis,MN",44.984387,-93.246915,3,University,Marcy Holmes,2,4,01/16/2018,13:02,Olive
"1124 6TH ST NE,Minneapolis,MN",44.999503000000004,-93.258896,3,Northeast,Sheridan,2,2,01/16/2018,13:04,Olive
"1520 HUMBOLDT AVE N,Minneapolis,MN",45.005014,-93.29784000000001,5,Near North,Jordan,2,1,01/16/2018,13:04,Olive
"816 5TH AVE SE,Minneapolis,MN",44.98984,-93.244423,3,University,Marcy Holmes,2,4,01/16/2018,13:05,Olive
"1104 WINTER ST NE,Minneapolis,MN",44.994153999999995,-93.235708,1,University,Mid - City Industrial,2,2,01/16/2018,13:06,Olive
"804 6TH AVE SE,Minneapolis,MN",44.988877,-93.243739,3,University,Marcy Holmes,2,4,01/16/2018,13:06,Olive
"1100 WINTER ST NE,Minneapolis,MN",44.9933,-93.23581800000001,1,University,Mid - City Industrial,2,2,01/16/2018,13:07,Olive
"602 6TH AVE SE,Minneapolis,MN",44.986976,-93.245266,3,University,Marcy Holmes,2,4,01/16/2018,13:08,Olive
"626 5TH AVE SE,Minneapolis,MN",44.98752,-93.246064,3,University,Marcy Holmes,2,4,01/16/2018,13:07,Olive
"622 7TH AVE SE,Minneapolis,MN",44.986943,-93.243173,3,University,Marcy Holmes,2,4,01/16/2018,13:09,Olive
"1606 GIRARD AVE N,Minneapolis,MN",44.995564,-93.29718299999999,5,Near North,Near - North,2,1,01/16/2018,13:09,Olive
"3438 10TH AVE S,Minneapolis,MN",44.940204,-93.260328,9,Powderhorn,Powderhorn Park,2,6,01/16/2018,13:11,Olive
"1730 IRVING AVE N,Minneapolis,MN",44.997263000000004,-93.299159,5,Near North,Near - North,2,1,01/16/2018,13:11,Olive
"217 7TH AVE SE,Minneapolis,MN",44.982642,-93.247128,3,University,Marcy Holmes,2,4,01/16/2018,13:12,Olive
"322 5TH AVE SE,Minneapolis,MN",44.984899,-93.248294,3,University,Marcy Holmes,2,4,01/16/2018,13:12,Olive
"808 39TH ST E,Minneapolis,MN",44.932567,-93.26238199999999,8,Powderhorn,Bancroft,2,6,01/16/2018,13:13,Olive
"712 6TH AVE SE,Minneapolis,MN",44.988243,-93.244253,3,University,Marcy Holmes,2,4,01/16/2018,13:16,Olive
"1508 IRVING AVE N,Minneapolis,MN",44.994526,-93.29914000000001,5,Near North,Near - North,2,1,01/16/2018,13:17,Olive
"1726 IRVING AVE N,Minneapolis,MN",44.997098,-93.299432,5,Near North,Near - North,2,1,01/16/2018,13:18,Olive
"2418 4TH ST N,Minneapolis,MN",45.004362,-93.284926,5,Near North,Hawthorne,2,1,01/16/2018,13:19,Olive
"2630 4TH ST N,Minneapolis,MN",45.006907,-93.284655,5,Near North,Hawthorne,2,1,01/16/2018,13:20,Olive
"3438 10TH AVE S,Minneapolis,MN",44.940204,-93.260328,9,Powderhorn,Powderhorn Park,2,6,01/16/2018,13:21,Olive
"THE MALL AT HUMBOLDT AVE S,Minneapolis,MN",44.950057,-93.30082900000001,7,Calhoun Isle,East Isles,2,3,01/16/2018,13:18,Olive
"818 40TH ST E,Minneapolis,MN",44.930553,-93.262259,8,Powderhorn,Bancroft,2,6,01/16/2018,13:22,Olive
"2408 6ATH ST NE,Minneapolis,MN",45.012537,-93.259425,1,Northeast,Holland,2,2,01/16/2018,13:23,Olive
"THE MALL AT HUMBOLDT AVE S,Minneapolis,MN",44.950057,-93.30082900000001,7,Calhoun Isle,East Isles,2,3,01/16/2018,13:23,Olive
"1930 6TH ST NE,Minneapolis,MN",45.008144,-93.258514,1,Northeast,Holland,2,2,01/16/2018,13:25,Olive
"1118 6TH ST NE,Minneapolis,MN",44.999327,-93.259183,3,Northeast,Sheridan,2,2,01/16/2018,13:26,Olive
"1418 5TH AVE S,Minneapolis,MN",44.968826,-93.268925,7,Central,Elliot Park,2,3,01/16/2018,13:26,Olive
"2220 5TH ST NE,Minneapolis,MN",45.010697,-93.26065600000001,1,Northeast,Holland,2,2,01/16/2018,13:27,Olive
"3210 GIRARD AVE S ,Minneapolis,MN",44.944285,-93.297437,10,Calhoun Isle,South Uptown,2,5,01/16/2018,13:29,Olive
"2904 4TH ST N,Minneapolis,MN",45.009777,-93.284906,5,Near North,Hawthorne,2,1,01/16/2018,13:29,Olive
"728 7TH AVE SE,Minneapolis,MN",44.987787,-93.242457,3,University,Marcy Holmes,2,4,01/16/2018,13:30,Olive
"722 7TH AVE SE,Minneapolis,MN",44.987753999999995,-93.242483,3,University,Marcy Holmes,2,4,01/16/2018,13:32,Olive
"2700 DEAN PKWY,Minneapolis,MN",44.954364,-93.313373,7,Calhoun Isle,Cedar - Isles - Dean,2,3,01/16/2018,13:32,Olive
"3800 ELLIOT AVE,Minneapolis,MN",44.933994,-93.261493,8,Powderhorn,Bancroft,2,6,01/16/2018,13:35,Olive
"812 34TH ST E,Minneapolis,MN",44.941628,-93.262422,9,Powderhorn,Powderhorn Park,2,6,01/16/2018,13:35,Olive
"4020 ELLIOT AVE,Minneapolis,MN",44.929873,-93.261566,8,Powderhorn,Bancroft,2,6,01/16/2018,13:38,Olive
"2918 4TH ST N,Minneapolis,MN",45.010131,-93.284667,5,Near North,Hawthorne,2,1,01/16/2018,13:39,Olive
"2412 6TH ST NE,Minneapolis,MN",45.012688,-93.259421,1,Northeast,Holland,2,2,01/16/2018,13:41,Olive
"1402 WASHINGTON ST NE,Minneapolis,MN",45.002057,-93.25780300000001,3,Northeast,Sheridan,2,2,01/16/2018,13:42,Olive
"1530 36TH ST E,Minneapolis,MN",44.937906,-93.252325,9,Powderhorn,Powderhorn Park,2,6,01/16/2018,13:42,Olive
"320 7TH AVE SE,Minneapolis,MN",44.983453999999995,-93.245806,3,University,Marcy Holmes,2,4,01/16/2018,13:43,Olive
"522 7TH AVE SE,Minneapolis,MN",44.985628000000005,-93.244065,3,University,Marcy Holmes,2,4,01/16/2018,13:43,Olive
"518 5TH AVE SE,Minneapolis,MN",44.986957000000004,-93.24710300000001,3,University,Marcy Holmes,2,4,01/16/2018,13:44,Olive
"1030 IRVING AVE N,Minneapolis,MN",44.988462,-93.299788,5,Near North,Near - North,2,1,01/16/2018,13:44,Olive
"400 7TH AVE SE,Minneapolis,MN",44.984365000000004,-93.245487,3,University,Marcy Holmes,2,4,01/16/2018,13:46,Olive
"1908 COLFAX AVE S,Minneapolis,MN",44.963999,-93.29180799999999,7,Calhoun Isle,Lowry Hill,2,3,01/16/2018,13:46,Olive
"134 19TH ST E,Minneapolis,MN",44.963955,-93.274592,6,Central,Steven's Square - Loring Heights,2,3,01/16/2018,13:48,Olive
"1426 6TH ST NE,Minneapolis,MN",45.002713,-93.259165,3,Northeast,Sheridan,2,2,01/16/2018,13:49,Olive
"404 7TH AVE SE,Minneapolis,MN",44.984373,-93.24509499999999,3,University,Marcy Holmes,2,4,01/16/2018,13:49,Olive
"326 7TH AVE SE,Minneapolis,MN",44.983513,-93.245758,3,University,Marcy Holmes,2,4,01/16/2018,13:50,Olive
"902 33RD ST E,Minneapolis,MN",44.943309,-93.261223,9,Powderhorn,Powderhorn Park,2,6,01/16/2018,13:51,Olive
"3536 ELLIOT AVE,Minneapolis,MN",44.938353,-93.26155200000001,9,Powderhorn,Powderhorn Park,2,6,01/16/2018,13:51,Olive
"1014 IRVING AVE N,Minneapolis,MN",44.987876,-93.299424,5,Near North,Near - North,2,1,01/16/2018,13:52,Olive
"3408 ELLIOT AVE,Minneapolis,MN",44.941026,-93.26130400000001,9,Powderhorn,Powderhorn Park,2,6,01/16/2018,13:53,Olive
"422 7TH AVE SE,Minneapolis,MN",44.984734,-93.24480600000001,3,University,Marcy Holmes,2,4,01/16/2018,13:53,Olive
"428 8TH AVE SE,Minneapolis,MN",44.984494,-93.24356800000001,3,University,Marcy Holmes,2,4,01/16/2018,13:54,Olive
"1426 40TH ST E,Minneapolis,MN",44.930524,-93.254587,8,Powderhorn,Bancroft,2,6,01/16/2018,13:55,Olive
"3108 GIRARD AVE S,Minneapolis,MN",44.94615,-93.297393,10,Calhoun Isle,South Uptown,2,5,01/16/2018,13:57,Olive
"3016 14TH AVE S,Minneapolis,MN",44.947774,-93.255354,9,Powderhorn,Powderhorn Park,2,6,01/16/2018,13:56,Olive
"1314 WASHINGTON ST NE,Minneapolis,MN",45.001396,-93.257823,3,Northeast,Sheridan,2,2,01/16/2018,13:55,Olive
"1918 COLFAX AVE S,Minneapolis,MN",44.963656,-93.291811,7,Calhoun Isle,Lowry Hill,2,3,01/16/2018,13:57,Olive
"902 33 1/2 ST E,Minneapolis,MN",44.940554,-93.260026,9,Powderhorn,Powderhorn Park,2,6,01/16/2018,13:57,Olive
"1922 COLFAX AVE S,Minneapolis,MN",44.963539000000004,-93.291812,7,Calhoun Isle,Lowry Hill,2,3,01/16/2018,13:58,Olive
"626 7TH AVE SE,Minneapolis,MN",44.986928999999996,-93.243091,3,University,Marcy Holmes,2,4,01/16/2018,13:59,Olive
"3138 GIRARD AVE S,Minneapolis,MN",44.945263,-93.297403,10,Calhoun Isle,South Uptown,2,5,01/16/2018,14:01,Olive
"1012 IRVING AVE N,Minneapolis,MN",44.987876,-93.299424,5,Near North,Near - North,2,1,01/16/2018,13:59,Olive
"314 7TH AVE SE,Minneapolis,MN",44.983395,-93.245853,3,University,Marcy Holmes,2,4,01/16/2018,14:03,Olive
"618 8TH AVE SE,Minneapolis,MN",44.986385999999996,-93.242068,3,University,Marcy Holmes,2,4,01/16/2018,14:04,Olive
"420 7TH AVE SE,Minneapolis,MN",44.984721,-93.244817,3,University,Marcy Holmes,2,4,01/16/2018,14:06,Olive
"624 8TH AVE SE,Minneapolis,MN",44.986461,-93.241649,3,University,Marcy Holmes,2,4,01/16/2018,14:08,Olive
"804 33RD ST E,Minneapolis,MN",44.943345,-93.262312,9,Powderhorn,Powderhorn Park,2,6,01/16/2018,14:13,Olive
"1318 IRVING AVE N,Minneapolis,MN",44.992473,-93.299439,5,Near North,Near - North,2,1,01/16/2018,13:16,Olive
"424 8TH AVE SE,Minneapolis,MN",44.984477000000005,-93.24358199999999,3,University,Marcy Holmes,2,4,01/16/2018,14:16,Olive
"1830 2ND AVE S,Minneapolis,MN",44.964778,-93.274028,6,Central,Steven's Square - Loring Heights,2,3,01/16/2018,14:17,Olive
"3542 GIRARD AVE S ,Minneapolis,MN",44.938307,-93.29744699999999,10,Calhoun Isle,South Uptown,2,5,01/16/2018,14:20,Olive
"106 19TH ST E,Minneapolis,MN",44.964177,-93.2761,6,Central,Steven's Square - Loring Heights,2,3,01/16/2018,14:19,Olive
"422 8TH AVE SE,Minneapolis,MN",44.984469,-93.243589,3,University,Marcy Holmes,2,4,01/16/2018,14:20,Olive
"1810 5TH ST NE,Minneapolis,MN",45.006726,-93.260527,1,Northeast,Holland,2,2,01/16/2018,14:21,Olive
"1626 6TH ST NE,Minneapolis,MN",45.004992,-93.258899,3,Northeast,Sheridan,2,2,01/16/2018,14:22,Olive
"1314 IRVING AVE N,Minneapolis,MN",44.992464,-93.299312,5,Near North,Near - North,2,1,01/16/2018,14:23,Olive
"622 8TH AVE SE,Minneapolis,MN",44.986506,-93.241974,3,University,Marcy Holmes,2,4,01/16/2018,14:24,Olive
"2700 BLOCK OF DEAN PARKWAY,Minneapolis,MN",44.954364,-93.313373,7,Calhoun Isle,Cedar - Isles - Dean,2,3,01/16/2018,14:29,Olive
"506 8TH AVE SE,Minneapolis,MN",44.985215999999994,-93.242993,3,University,Marcy Holmes,2,4,01/16/2018,14:31,Olive
"3018 11TH AVE S,Minneapolis,MN",44.948192999999996,-93.258868,9,Powderhorn,Powderhorn Park,2,6,01/16/2018,14:32,Olive
"3110 12TH AVE S,Minneapolis,MN",44.946175,-93.257909,9,Powderhorn,Powderhorn Park,2,6,01/16/2018,14:33,Olive
"414 8TH AVE SE,Minneapolis,MN",44.984283000000005,-93.243737,3,University,Marcy Holmes,2,4,01/16/2018,14:35,Olive
"414 7TH AVE SE,Minneapolis,MN",44.984713,-93.244893,3,University,Marcy Holmes,2,4,01/16/2018,14:36,Olive
"904 33RD ST E,Minneapolis,MN",44.94331,-93.261111,9,Powderhorn,Powderhorn Park,2,6,01/16/2018,14:37,Olive
"3116 14TH AVE S,Minneapolis,MN",44.946011,-93.255041,9,Powderhorn,Powderhorn Park,2,6,01/16/2018,14:40,Olive
"3112 13TH AVE S,Minneapolis,MN",44.946145,-93.256529,9,Powderhorn,Powderhorn Park,2,6,01/16/2018,14:42,Olive
"810 RUSSELL AVE N,Minneapolis,MN",44.98648,-93.310774,5,Near North,Willard - Hay,2,1,01/16/2018,14:43,Olive
"3016 12TH AVE S,Minneapolis,MN",44.947676,-93.25788299999999,9,Powderhorn,Powderhorn Park,2,6,01/16/2018,14:45,Olive
"3018 13TH AVE S,Minneapolis,MN",44.947528000000005,-93.256638,9,Powderhorn,Powderhorn Park,2,6,01/16/2018,14:47,Olive
"3110 13TH AVE S,Minneapolis,MN",44.946197999999995,-93.256299,9,Powderhorn,Powderhorn Park,2,6,01/16/2018,14:44,Olive
"908 33RD ST E,Minneapolis,MN",44.94331,-93.260887,9,Powderhorn,Powderhorn Park,2,6,01/16/2018,14:49,Olive
"1810 2ND AVE S,Minneapolis,MN",44.965016,-93.274028,6,Central,Steven's Square - Loring Heights,2,3,01/16/2018,14:50,Olive
"2516 6TH ST N,Minneapolis,MN",45.005363,-93.286467,5,Near North,Hawthorne,2,1,01/16/2018,14:51,Olive
"3134 GIRARD AVE S,Minneapolis,MN",44.945342,-93.297043,10,Calhoun Isle,South Uptown,2,5,01/16/2018,14:53,Olive
"3018 4TH ST N,Minneapolis,MN",45.011389,-93.28466,5,Near North,Hawthorne,2,1,01/16/2018,14:52,Olive
"2800 BLOCK OF DEAN PARKWAY,Minneapolis,MN",44.951838,-93.31760799999999,7,Calhoun Isle,Cedar - Isles - Dean,2,3,01/16/2018,14:51,Olive
"124 10TH AVE NE,Minneapolis,MN",44.997821,-93.267044,3,Northeast,St. Anthony West,2,2,01/16/2018,14:54,Olive
"328 8TH AVE SE,Minneapolis,MN",44.983295,-93.24405300000001,3,University,Marcy Holmes,2,4,01/16/2018,14:56,Olive
"112 18TH ST E,Minneapolis,MN",44.965467,-93.275577,6,Central,Steven's Square - Loring Heights,2,3,01/16/2018,14:57,Olive
"406 8TH AVE SE,Minneapolis,MN",44.984034,-93.24358000000001,3,University,Marcy Holmes,2,4,01/16/2018,14:59,Olive
"3132 GIRARD AVE S,Minneapolis,MN",44.945419,-93.297412,10,Calhoun Isle,South Uptown,2,5,01/16/2018,15:01,Olive
"3550 FREMONT AVE S ,Minneapolis,MN",44.937991,-93.296157,10,Calhoun Isle,South Uptown,2,5,01/16/2018,15:02,Olive
"400 8TH AVE SE,Minneapolis,MN",44.983825,-93.244097,3,University,Marcy Holmes,2,4,01/16/2018,15:03,Olive
"208 8TH AVE SE,Minneapolis,MN",44.981945,-93.245565,3,University,Marcy Holmes,2,4,01/16/2018,15:05,Olive
"302 8TH AVE SE,Minneapolis,MN",44.982751,-93.24446800000001,3,University,Marcy Holmes,2,4,01/16/2018,13:57,Olive
"629 KENWOOD PARKWAY,Minneapolis,MN",44.969434,-93.29533599999999,7,Calhoun Isle,Lowry Hill,2,3,01/16/2018,15:06,Olive
"816 33RD ST E,Minneapolis,MN",44.943343,-93.26156,9,Powderhorn,Powderhorn Park,2,6,01/16/2018,14:00,Olive
"300 8TH AVE SE,Minneapolis,MN",44.982822999999996,-93.244863,3,University,Marcy Holmes,2,4,01/16/2018,13:57,Olive
"2224 RUSSELL AVE N,Minneapolis,MN",45.002282,-93.31049200000001,5,Near North,Willard - Hay,2,1,01/16/2018,14:03,Olive
"2320 GIRARD AVE S,Minneapolis,MN",44.959404,-93.297259,7,Calhoun Isle,East Isles,2,3,01/16/2018,14:10,Olive
"633 KENWOOD PARKWAY,Minneapolis,MN",44.969312,-93.295365,7,Calhoun Isle,Lowry Hill,2,3,01/16/2018,15:10,Olive
"2800 BLOCK OF DEAN PARKWAY,Minneapolis,MN",44.951838,-93.31760799999999,7,Calhoun Isle,Cedar - Isles - Dean,2,3,01/16/2018,15:12,Olive
"1532 5TH ST NE,Minneapolis,MN",45.004113000000004,-93.260508,3,Northeast,Sheridan,2,2,01/16/2018,15:14,Olive
"1916 FREMONT AVE S,Minneapolis,MN",44.963491999999995,-93.29599,7,Calhoun Isle,Lowry Hill,2,3,01/16/2018,15:14,Olive
"128 18TH ST E,Minneapolis,MN",44.965421,-93.274971,6,Central,Steven's Square - Loring Heights,2,3,01/16/2018,15:16,Olive
"514 8TH AVE SE,Minneapolis,MN",44.985257,-93.242622,3,University,Marcy Holmes,2,4,01/16/2018,15:17,Olive
"1110 JAMES AVE N,Minneapolis,MN",44.989315000000005,-93.30069499999999,5,Near North,Near - North,2,1,01/16/2018,14:10,Olive
"1536 JEFFERSON ST NE,Minneapolis,MN",45.004219,-93.255275,1,Northeast,Logan Park,2,2,01/16/2018,14:11,Olive
"410 11TH AVE SE,Minneapolis,MN",44.982375,-93.23934,3,University,Marcy Holmes,2,4,01/16/2018,14:14,Olive
"1010 6TH ST SE,Minneapolis,MN",44.984153000000006,-93.239616,3,University,Marcy Holmes,2,4,01/16/2018,15:21,Olive
"1526 3RD ST NE,Minneapolis,MN",45.003944,-93.264622,3,Northeast,Sheridan,2,2,01/16/2018,14:11,Olive
"1020 6TH ST SE,Minneapolis,MN",44.984262,-93.23944300000001,3,University,Marcy Holmes,2,4,01/16/2018,15:22,Olive
"2306 ALDRICH AVE N,Minneapolis,MN",45.002885,-93.28953,5,Near North,Hawthorne,2,1,01/16/2018,14:15,Olive
"2110 ALDRICH AVE S,Minneapolis,MN",44.96143,-93.289613,10,Calhoun Isle,Lowry Hill East,2,3,01/16/2018,14:19,Olive
"1812 2ND AVE S,Minneapolis,MN",44.964991999999995,-93.274028,6,Central,Steven's Square - Loring Heights,2,3,01/16/2018,15:25,Olive
"326 8TH AVE SE,Minneapolis,MN",44.983284000000005,-93.244062,3,University,Marcy Holmes,2,4,01/16/2018,14:38,Olive
"206 8TH AVE SE ,Minneapolis,MN",44.981926,-93.24558,3,University,Marcy Holmes,2,4,01/16/2018,14:20,Olive
"814 33RD ST E,Minneapolis,MN",44.943346000000005,-93.261561,9,Powderhorn,Powderhorn Park,2,6,01/16/2018,14:39,Olive
"2104 BRYANT AVE N,Minneapolis,MN",45.000391,-93.291049,5,Near North,Hawthorne,2,1,01/16/2018,15:27,Olive
"900 33 1/2 ST E,Minneapolis,MN",44.987245,-93.257116,3,University,Nicollet Island - East Bank,2,4,01/16/2018,14:40,Olive
"1718 JAMES AVE N,Minneapolis,MN",44.996946,-93.300314,5,Near North,Near - North,2,1,01/16/2018,15:28,Olive
"818 15TH ST E,Minneapolis,MN",44.967995,-93.262263,6,Central,Elliot Park,2,3,01/16/2018,14:40,Olive
"1928 STEVENS AVE S,Minneapolis,MN",44.962841999999995,-93.275625,6,Central,Steven's Square - Loring Heights,2,3,01/16/2018,14:21,Olive
"512 8TH AVE SE,Minneapolis,MN",44.985328,-93.242903,3,University,Marcy Holmes,2,4,01/16/2018,14:47,Olive
"314 18TH ST E,Minneapolis,MN",44.965363,-93.272126,6,Central,Steven's Square - Loring Heights,2,3,01/16/2018,15:31,Olive
