Location,Latitude,Longitude,Neighborhood,Community,Ward,Day,Tow_Zone,Date,Time,Emergency
3439 18TH AVE S,44.9398841858,-93.2486495972,Powderhorn Park,Powderhorn,9,3,6,01/17/2018,00:00,Olive
3321 18TH AVE S,44.9421157837,-93.248664856,Powderhorn Park,Powderhorn,9,3,6,01/17/2018,00:00,Olive
3313 18TH AVE S,44.9424552917,-93.2486572266,Powderhorn Park,Powderhorn,9,3,6,01/17/2018,00:00,Olive
3203 18TH AVE S,44.944484710699996,-93.248664856,Powderhorn Park,Powderhorn,9,3,6,01/17/2018,00:00,Olive
3135 18TH AVE S,44.9454269409,-93.2486572266,Powderhorn Park,Powderhorn,9,3,6,01/17/2018,00:00,Olive
3015 18TH AVE S,44.947807311999995,-93.2486801147,Powderhorn Park,Powderhorn,9,3,6,01/17/2018,00:00,Olive
4035 25TH AVE S,44.9294471741,-93.23594665530001,Standish,Powderhorn,12,3,6,01/17/2018,00:00,Olive
4027 25TH AVE S,44.9295463562,-93.2359390259,Standish,Powderhorn,12,3,6,01/17/2018,00:00,Olive
4025 25TH AVE S,44.9296188354,-93.2359390259,Standish,Powderhorn,12,3,6,01/17/2018,00:00,Olive
4229 25TH AVE S,44.925937652600005,-93.2359542847,Standish,Powderhorn,12,3,6,01/17/2018,00:00,Olive
3725 26TH AVE S,44.9349441528,-93.23463439940001,Standish,Powderhorn,12,3,6,01/17/2018,00:00,Olive
4055 27TH AVE S,44.9288139343,-93.23343658450001,Standish,Powderhorn,12,3,6,01/17/2018,00:00,Olive
3725 28TH AVE S,44.9350891113,-93.232131958,Standish,Powderhorn,12,3,6,01/17/2018,00:00,Olive
3717 28TH AVE S,44.935256958000004,-93.2320785522,Standish,Powderhorn,12,3,6,01/17/2018,00:00,Olive
3941 29TH AVE S,44.931133270299995,-93.23087310790001,Standish,Powderhorn,12,3,6,01/17/2018,00:00,Olive
3941 29TH AVE S,44.9310493469,-93.23085021969999,Standish,Powderhorn,12,3,6,01/17/2018,00:00,Olive
4155 29TH AVE S,44.9272003174,-93.23081970209999,Standish,Powderhorn,12,3,6,01/17/2018,00:00,Olive
4345 29TH AVE S,44.9238586426,-93.2308807373,Ericsson,Nokomis,12,3,6,01/17/2018,00:00,Olive
4601 29TH AVE S,44.919563293500005,-93.2308883667,Ericsson,Nokomis,12,3,6,01/17/2018,00:00,Olive
4209 30TH AVE S,44.926467895500004,-93.2296218872,Ericsson,Nokomis,12,3,6,01/17/2018,00:00,Olive
4113 30TH AVE S,44.927947998,-93.2295608521,Standish,Powderhorn,12,3,6,01/17/2018,00:00,Olive
4401 30TH AVE S,44.924861908000004,-93.21929168700001,Hiawatha,Longfellow,12,3,6,01/17/2018,00:00,Olive
4153 SNELLING AVE S,44.927192688000005,-93.2205047607,Hiawatha,Longfellow,12,3,6,01/17/2018,00:00,Olive
3733 SNELLING AVE S,44.9350242615,-93.226272583,Howe,Longfellow,12,3,6,01/17/2018,00:00,Olive
3715 SNELLING AVE S,44.9355812073,-93.2266464233,Howe,Longfellow,12,3,6,01/17/2018,00:00,Olive
3709 SNELLING AVE S,44.9355621338,-93.22666931149999,Howe,Longfellow,12,3,6,01/17/2018,00:00,Olive
3633 SNELLING AVE S,44.936573028599994,-93.22741699219999,Howe,Longfellow,12,3,6,01/17/2018,00:00,Olive
3563 SNELLING AVE S,44.9378166199,-93.2282943726,Howe,Longfellow,12,3,6,01/17/2018,00:00,Olive
614 8TH AVE SE,44.986137390100005,-93.2422180176,Marcy Holmes,University,3,2,4,01/16/2018,00:00,Olive
710 8TH AVE SE,44.986965179399995,-93.2413635254,Marcy Holmes,University,3,2,4,01/16/2018,00:00,Olive
712 8TH AVE SE,44.9871025085,-93.24161529540001,Marcy Holmes,University,3,2,4,01/16/2018,00:00,Olive
402 11TH AVE SE,44.9823493958,-93.23957824709998,Marcy Holmes,University,3,2,4,01/16/2018,00:00,Olive
404 11TH AVE SE,44.9824943542,-93.2396774292,Marcy Holmes,University,3,2,4,01/16/2018,00:00,Olive
406 11TH AVE SE,44.9824256897,-93.2395095825,Marcy Holmes,University,3,2,4,01/16/2018,00:00,Olive
408 11TH AVE SE,44.982421875,-93.2395935059,Marcy Holmes,University,3,2,4,01/16/2018,00:00,Olive
502 11TH AVE SE,44.9832878113,-93.2386245728,Marcy Holmes,University,3,2,4,01/16/2018,00:00,Olive
504 11TH AVE SE,44.9831733704,-93.23880767819999,Marcy Holmes,University,3,2,4,01/16/2018,00:00,Olive
506 11TH AVE SE,44.9834289551,-93.23880004879999,Marcy Holmes,University,3,2,4,01/16/2018,00:00,Olive
516 11TH AVE SE,44.9834671021,-93.23868560790001,Marcy Holmes,University,3,2,4,01/16/2018,00:00,Olive
602 11TH AVE SE,44.984283447299994,-93.2382202148,Marcy Holmes,University,3,2,4,01/16/2018,00:00,Olive
606 11TH AVE SE,44.984283447299994,-93.2382202148,Marcy Holmes,University,3,2,4,01/16/2018,00:00,Olive
704 11TH AVE SE,44.9851837158,-93.2373809814,Marcy Holmes,University,3,2,4,01/16/2018,00:00,Olive
702 11TH AVE SE,44.985023498500006,-93.23783111569999,Marcy Holmes,University,3,2,4,01/16/2018,00:00,Olive
700 11TH AVE SE,44.985023498500006,-93.23783111569999,Marcy Holmes,University,3,2,4,01/16/2018,00:00,Olive
718 11TH AVE SE,44.9857940674,-93.2364196777,Marcy Holmes,University,3,2,4,01/16/2018,00:00,Olive
716 11TH AVE SE,44.9857940674,-93.2364196777,Marcy Holmes,University,3,2,4,01/16/2018,00:00,Olive
804 11TH AVE SE,44.9862937927,-93.2367935181,Marcy Holmes,University,3,2,4,01/16/2018,00:00,Olive
808 11TH AVE SE,44.9862861633,-93.2370300293,Marcy Holmes,University,3,2,4,01/16/2018,00:00,Olive
810 11TH AVE SE,44.9861564636,-93.2364654541,Marcy Holmes,University,3,2,4,01/16/2018,00:00,Olive
804 12TH AVE SE,44.9856071472,-93.2352142334,Marcy Holmes,University,3,2,4,01/16/2018,00:00,Olive
806 12TH AVE SE,44.985610961899994,-93.2351379395,Marcy Holmes,University,3,2,4,01/16/2018,00:00,Olive
806 12TH AVE SE,44.985679626499994,-93.23522949219999,Marcy Holmes,University,3,2,4,01/16/2018,00:00,Olive
808 12TH AVE SE,44.9857559204,-93.2351531982,Marcy Holmes,University,3,2,4,01/16/2018,00:00,Olive
710 12TH AVE SE,44.9848632813,-93.2357635498,Marcy Holmes,University,3,2,4,01/16/2018,00:00,Olive
706 12TH AVE SE,44.984710693400004,-93.2359848022,Marcy Holmes,University,3,2,4,01/16/2018,00:00,Olive
704 12TH AVE SE,44.984710693400004,-93.2359848022,Marcy Holmes,University,3,2,4,01/16/2018,00:00,Olive
702 12TH AVE SE,44.984634399399994,-93.2362136841,Marcy Holmes,University,3,2,4,01/16/2018,00:00,Olive
700 12TH AVE SE,44.984638214099995,-93.2360534668,Marcy Holmes,University,3,2,4,01/16/2018,00:00,Olive
608 12TH AVE SE,44.984035491899995,-93.2366943359,Marcy Holmes,University,3,2,4,01/16/2018,00:00,Olive
606 12TH AVE SE,44.983959198,-93.23684692379999,Marcy Holmes,University,3,2,4,01/16/2018,00:00,Olive
604 12TH AVE SE,44.9838142395,-93.236831665,Marcy Holmes,University,3,2,4,01/16/2018,00:00,Olive
602 12TH AVE SE,44.9836502075,-93.2374420166,Marcy Holmes,University,3,2,4,01/16/2018,00:00,Olive
600 12TH AVE SE,44.984039306599996,-93.236618042,Marcy Holmes,University,3,2,4,01/16/2018,00:00,Olive
520 12TH AVE SE,44.983291626,-93.2372436523,Marcy Holmes,University,3,2,4,01/16/2018,00:00,Olive
304 12TH AVE SE,44.9811897278,-93.2394485474,Marcy Holmes,University,3,2,4,01/16/2018,00:00,Olive
312 12TH AVE SE,44.980907440200006,-93.23902130129999,Marcy Holmes,University,3,2,4,01/16/2018,00:00,Olive
604 13TH AVE SE,44.983276367200006,-93.23511505129999,Marcy Holmes,University,3,2,4,01/16/2018,00:00,Olive
602 13TH AVE SE,44.9829673767,-93.23578643799999,Marcy Holmes,University,3,2,4,01/16/2018,00:00,Olive
702 13TH AVE SE,44.9843101501,-93.2346801758,Marcy Holmes,University,3,2,4,01/16/2018,00:00,Olive
2944 ULYSSES ST NE,45.0216522217,-93.2358551025,Audubon Park,Northeast,1,2,2,01/16/2018,00:00,Olive
3032 ULYSSES ST NE,45.023075103800004,-93.2358627319,Audubon Park,Northeast,1,2,2,01/16/2018,00:00,Olive
3238 ULYSSES ST NE,45.0269546509,-93.2358322144,Waite Park,Northeast,1,2,2,01/16/2018,00:00,Olive
3426 ULYSSES ST NE,45.0301742554,-93.2358627319,Waite Park,Northeast,1,2,2,01/16/2018,00:00,Olive
344 ULYSSES ST NE,44.9928817749,-93.2359542847,Como,University,1,2,2,01/16/2018,00:00,Olive
342 ULYSSES ST NE,44.992835998500006,-93.23592376709999,Como,University,1,2,2,01/16/2018,00:00,Olive
1012 WINTER ST NE,44.9933166504,-93.23642730709999,Mid - City Industrial,University,1,2,2,01/16/2018,00:00,Olive
1016 WINTER ST NE,44.9932785034,-93.23616790770001,Como,University,1,2,2,01/16/2018,00:00,Olive
1100 WINTER ST NE,44.99328231810001,-93.2357711792,Como,University,1,2,2,01/16/2018,00:00,Olive
1104 WINTER ST NE,44.99328231810001,-93.2355651855,Como,University,1,2,2,01/16/2018,00:00,Olive
1314 WINTER ST NE,44.9933013916,-93.2329788208,Mid - City Industrial,University,1,2,2,01/16/2018,00:00,Olive
1036 12TH AVE SE,44.9888648987,-93.2346038818,Como,University,2,2,4,01/16/2018,00:00,Olive
1026 12TH AVE SE,44.9886932373,-93.2345809937,Como,University,2,2,4,01/16/2018,00:00,Olive
1022 12TH AVE SE,44.988552093500005,-93.2345809937,Como,University,2,2,4,01/16/2018,00:00,Olive
1018 12TH AVE SE,44.9885139465,-93.2345657349,Como,University,2,2,4,01/16/2018,00:00,Olive
1012 12TH AVE SE,44.988273620600005,-93.23455047610001,Como,University,2,2,4,01/16/2018,00:00,Olive
1008 12TH AVE SE,44.988159179700006,-93.23455810549999,Como,University,2,2,4,01/16/2018,00:00,Olive
1120 TALMAGE AVE SE,44.9896812439,-93.23519134520001,Como,University,2,2,4,01/16/2018,00:00,Olive
1220 TALMAGE AVE SE,44.9896812439,-93.2338790894,Como,University,2,2,4,01/16/2018,00:00,Olive
920 12TH AVE SE,44.9872589111,-93.2345275879,Como,University,2,2,4,01/16/2018,00:00,Olive
918 12TH AVE SE,44.9872093201,-93.2345733643,Como,University,2,2,4,01/16/2018,00:00,Olive
916 12TH AVE SE,44.98714447020001,-93.2346038818,Como,University,2,2,4,01/16/2018,00:00,Olive
914 12TH AVE SE,44.9870948792,-93.234588623,Como,University,2,2,4,01/16/2018,00:00,Olive
1202 BROOK AVE SE,44.9871292114,-93.2342453003,Como,University,2,2,4,01/16/2018,00:00,Olive
1204 BROOK AVE SE,44.986968994099996,-93.2343673706,Como,University,2,2,4,01/16/2018,00:00,Olive
1206 BROOK AVE SE,44.986991882299996,-93.23426818850001,Como,University,2,2,4,01/16/2018,00:00,Olive
1220 BROOK AVE SE,44.9870300293,-93.2339553833,Como,University,2,2,4,01/16/2018,00:00,Olive
1222 BROOK AVE SE,44.9870300293,-93.2338790894,Como,University,2,2,4,01/16/2018,00:00,Olive
1222 BROOK AVE SE,44.987007141099994,-93.23384857180001,Como,University,2,2,4,01/16/2018,00:00,Olive
1004 13TH AVE SE,44.9879798889,-93.23329925540001,Como,University,2,2,4,01/16/2018,00:00,Olive
1014 13TH AVE SE,44.9882698059,-93.2333068848,Como,University,2,2,4,01/16/2018,00:00,Olive
1020 13TH AVE SE,44.988502502399996,-93.23329925540001,Como,University,2,2,4,01/16/2018,00:00,Olive
1020 13TH AVE SE,44.988544464099995,-93.23329162600001,Como,University,2,2,4,01/16/2018,00:00,Olive
1036 13TH AVE SE,44.988948822,-93.2333374023,Como,University,2,2,4,01/16/2018,00:00,Olive
1042 13TH AVE SE,44.9891166687,-93.23329925540001,Como,University,2,2,4,01/16/2018,00:00,Olive
1064 13TH AVE SE,44.9897499084,-93.2333068848,Como,University,2,2,4,01/16/2018,00:00,Olive
1070 13TH AVE SE,44.9899787903,-93.23327636719999,Como,University,2,2,4,01/16/2018,00:00,Olive
1074 13TH AVE SE,44.9900665283,-93.2333145142,Como,University,2,2,4,01/16/2018,00:00,Olive
1080 13TH AVE SE,44.9903106689,-93.2333068848,Como,University,2,2,4,01/16/2018,00:00,Olive
1098 13TH AVE SE,44.9907073975,-93.2333068848,Como,University,2,2,4,01/16/2018,00:00,Olive
1104 13TH AVE SE,44.990947723400005,-93.23329162600001,Como,University,2,2,4,01/16/2018,00:00,Olive
1046 14TH AVE SE,44.9892234802,-93.2320327759,Como,University,1,2,4,01/16/2018,00:00,Olive
1024 14TH AVE SE,44.9886245728,-93.23198699950001,Como,University,1,2,4,01/16/2018,00:00,Olive
1016 14TH AVE SE,44.988342285200005,-93.23201751709999,Como,University,1,2,4,01/16/2018,00:00,Olive
1016 14TH AVE SE,44.988010406499995,-93.23207092290001,Como,University,1,2,4,01/16/2018,00:00,Olive
1004 14TH AVE SE,44.9879875183,-93.2319946289,Como,University,1,2,4,01/16/2018,00:00,Olive
1004 15TH AVE SE,44.9879722595,-93.23076629639999,Como,University,1,2,4,01/16/2018,00:00,Olive
1002 15TH AVE SE,44.987922668500005,-93.230758667,Como,University,1,2,4,01/16/2018,00:00,Olive
1022 15TH AVE SE,44.9884147644,-93.23072052,Como,University,1,2,4,01/16/2018,00:00,Olive
1030 15TH AVE SE,44.988681793199994,-93.2307739258,Como,University,1,2,4,01/16/2018,00:00,Olive
1032 15TH AVE SE,44.988849639899996,-93.230796814,Como,University,1,2,4,01/16/2018,00:00,Olive
1036 15TH AVE SE,44.9889144897,-93.2307510376,Como,University,1,2,4,01/16/2018,00:00,Olive
1056 15TH AVE SE,44.9894104004,-93.23076629639999,Como,University,1,2,4,01/16/2018,00:00,Olive
1008 16TH AVE SE,44.9880485535,-93.22950744629999,Como,University,1,2,4,01/16/2018,00:00,Olive
1012 16TH AVE SE,44.988227844200004,-93.2294692993,Como,University,1,2,4,01/16/2018,00:00,Olive
1014 16TH AVE SE,44.988273620600005,-93.2294998169,Como,University,1,2,4,01/16/2018,00:00,Olive
1040 16TH AVE SE,44.9888381958,-93.22950744629999,Como,University,1,2,4,01/16/2018,00:00,Olive
1046 16TH AVE SE,44.9891433716,-93.2294921875,Como,University,1,2,4,01/16/2018,00:00,Olive
1112 15TH AVE SE,44.9912414551,-93.2308044434,Como,University,1,2,4,01/16/2018,00:00,Olive
1100 15TH AVE SE,44.990982055699995,-93.23078918459998,Como,University,1,2,4,01/16/2018,00:00,Olive
1098 15TH AVE SE,44.9908866882,-93.23078918459998,Como,University,1,2,4,01/16/2018,00:00,Olive
1092 15TH AVE SE,44.9907188416,-93.23072814940001,Como,University,1,2,4,01/16/2018,00:00,Olive
1070 15TH AVE SE,44.9901275635,-93.230796814,Como,University,1,2,4,01/16/2018,00:00,Olive
1062 15TH AVE SE,44.989944458000004,-93.2308044434,Como,University,1,2,4,01/16/2018,00:00,Olive
1060 15TH AVE SE,44.989894866899995,-93.2308273315,Como,University,1,2,4,01/16/2018,00:00,Olive
703 17TH ST E,44.966259002700006,-93.2647399902,Elliot Park,Central,6,3,3,01/17/2018,00:00,Olive
225 22ND ST E,44.9608955383,-93.27320098879999,Whittier,Powderhorn,10,3,3,01/17/2018,00:00,Olive
225 22ND ST E,44.9608917236,-93.2732849121,Whittier,Powderhorn,10,3,3,01/17/2018,00:00,Olive
708 13TH AVE SE,44.9842414856,-93.2345123291,Marcy Holmes,University,3,2,4,01/16/2018,00:00,Olive
710 13TH AVE SE,44.984436035200005,-93.2341766357,Marcy Holmes,University,3,2,4,01/16/2018,00:00,Olive
802 13TH AVE SE,44.9852142334,-93.2336730957,Marcy Holmes,University,3,2,4,01/16/2018,00:00,Olive
804 13TH AVE SE,44.9852104187,-93.23383331299999,Marcy Holmes,University,3,2,4,01/16/2018,00:00,Olive
1426 6TH ST SE,44.9818305969,-93.23341369629999,Marcy Holmes,University,3,2,4,01/16/2018,00:00,Olive
1424 6TH ST SE,44.982086181599996,-93.2333984375,Marcy Holmes,University,3,2,4,01/16/2018,00:00,Olive
1422 6TH ST SE,44.982093811000006,-93.2332458496,Marcy Holmes,University,3,2,4,01/16/2018,00:00,Olive
1420 6TH ST SE,44.982086181599996,-93.2334823608,Marcy Holmes,University,3,2,4,01/16/2018,00:00,Olive
1418 6TH ST SE,44.982086181599996,-93.2334823608,Marcy Holmes,University,3,2,4,01/16/2018,00:00,Olive
1226 6TH ST SE,44.982673645,-93.2359085083,Marcy Holmes,University,3,2,4,01/16/2018,00:00,Olive
1222 6TH ST SE,44.9830436707,-93.2356414795,Marcy Holmes,University,3,2,4,01/16/2018,00:00,Olive
1220 6TH ST SE,44.982963561999995,-93.23594665530001,Marcy Holmes,University,3,2,4,01/16/2018,00:00,Olive
1218 6TH ST SE,44.982997894300006,-93.2359848022,Marcy Holmes,University,3,2,4,01/16/2018,00:00,Olive
1112 6TH ST SE,44.9838485718,-93.23809814450001,Marcy Holmes,University,3,2,4,01/16/2018,00:00,Olive
1018 6TH ST SE,44.9842643738,-93.23885345459999,Marcy Holmes,University,3,2,4,01/16/2018,00:00,Olive
1020 6TH ST SE,44.9841918945,-93.2389221191,Marcy Holmes,University,3,2,4,01/16/2018,00:00,Olive
926 6TH ST SE,44.9846687317,-93.2400817871,Marcy Holmes,University,3,2,4,01/16/2018,00:00,Olive
924 6TH ST SE,44.9850311279,-93.2402038574,Marcy Holmes,University,3,2,4,01/16/2018,00:00,Olive
922 6TH ST SE,44.9850311279,-93.2401199341,Marcy Holmes,University,3,2,4,01/16/2018,00:00,Olive
926 5TH ST SE,44.9836997986,-93.2408370972,Marcy Holmes,University,3,2,4,01/16/2018,00:00,Olive
928 5TH ST SE,44.9838104248,-93.2407302856,Marcy Holmes,University,3,2,4,01/16/2018,00:00,Olive
1002 5TH ST SE,44.9839897156,-93.2408752441,Marcy Holmes,University,3,2,4,01/16/2018,00:00,Olive
1004 5TH ST SE,44.9833526611,-93.24024963379999,Marcy Holmes,University,3,2,4,01/16/2018,00:00,Olive
1010 5TH ST SE,44.9836349487,-93.2405929565,Marcy Holmes,University,3,2,4,01/16/2018,00:00,Olive
1012 5TH ST SE,44.983505249,-93.2399520874,Marcy Holmes,University,3,2,4,01/16/2018,00:00,Olive
1104 5TH ST SE,44.9829521179,-93.23893737790002,Marcy Holmes,University,3,2,4,01/16/2018,00:00,Olive
1102 5TH ST SE,44.9829444885,-93.2392578125,Marcy Holmes,University,3,2,4,01/16/2018,00:00,Olive
1100 5TH ST SE,44.9829444885,-93.2391738892,Marcy Holmes,University,3,2,4,01/16/2018,00:00,Olive
920 7TH ST SE,44.9856529236,-93.23885345459999,Marcy Holmes,University,3,2,4,01/16/2018,00:00,Olive
1020 7TH ST SE,44.985263824499995,-93.2384490967,Marcy Holmes,University,3,2,4,01/16/2018,00:00,Olive
1112 7TH ST SE,44.984687805200004,-93.23684692379999,Marcy Holmes,University,3,2,4,01/16/2018,00:00,Olive
1106 7TH ST SE,44.9849739075,-93.2370376587,Marcy Holmes,University,3,2,4,01/16/2018,00:00,Olive
1208 7TH ST SE,44.984497070299994,-93.23580169680001,Marcy Holmes,University,3,2,4,01/16/2018,00:00,Olive
1204 7TH ST SE,44.9843788147,-93.23622131350001,Marcy Holmes,University,3,2,4,01/16/2018,00:00,Olive
1202 7TH ST SE,44.984710693400004,-93.2360610962,Marcy Holmes,University,3,2,4,01/16/2018,00:00,Olive
1400 7TH ST SE,44.9836921692,-93.2333450317,Marcy Holmes,University,3,2,4,01/16/2018,00:00,Olive
1402 7TH ST SE,44.9834022522,-93.2332305908,Marcy Holmes,University,3,2,4,01/16/2018,00:00,Olive
1404 7TH ST SE,44.9833335876,-93.23322296139999,Marcy Holmes,University,3,2,4,01/16/2018,00:00,Olive
1406 7TH ST SE,44.983337402299995,-93.2329864502,Marcy Holmes,University,3,2,4,01/16/2018,00:00,Olive
1408 7TH ST SE,44.9831848145,-93.23329162600001,Marcy Holmes,University,3,2,4,01/16/2018,00:00,Olive
1410 7TH ST SE,44.9832725525,-93.23274230959998,Marcy Holmes,University,3,2,4,01/16/2018,00:00,Olive
702 20TH AVE NE,45.0087928772,-93.252166748,Holland,Northeast,1,2,2,01/16/2018,00:00,Olive
930 20TH AVE NE,45.009048461899994,-93.24694824219999,Windom Park,Northeast,1,2,2,01/16/2018,00:00,Olive
1026 20TH AVE NE,45.0086174011,-93.2441329956,Windom Park,Northeast,1,2,2,01/16/2018,00:00,Olive
3640 ARCHITECT AVE,45.0352287292,-93.2500762939,Columbia Park,Northeast,1,2,2,01/16/2018,00:00,Olive
3634 QUINCY ST NE,45.03475952149999,-93.2511291504,Columbia Park,Northeast,1,2,2,01/16/2018,00:00,Olive
500 36 1/2 AVE NE,45.0348129272,-93.259513855,Columbia Park,Northeast,1,2,2,01/16/2018,00:00,Olive
330 35TH AVE NE,45.0318222046,-93.26201629639999,Columbia Park,Northeast,1,2,2,01/16/2018,00:00,Olive
3540 3RD ST NE,45.0331916809,-93.2638778687,Columbia Park,Northeast,1,2,2,01/16/2018,00:00,Olive
3646 2ND ST NE,45.0350494385,-93.2665786743,Columbia Park,Northeast,1,2,2,01/16/2018,00:00,Olive
1606 28TH AVE NE,45.0185928345,-93.23712921139999,Audubon Park,Northeast,1,2,2,01/16/2018,00:00,Olive
415 2ND AVE SE,44.987968444799996,-93.25221252440001,Marcy Holmes,University,3,3,4,01/17/2018,00:00,Olive
715 2ND AVE SE,44.9907951355,-93.25024414059999,Marcy Holmes,University,3,3,2,01/17/2018,00:00,Olive
719 2ND AVE SE,44.990661621099996,-93.2499084473,Marcy Holmes,University,3,3,2,01/17/2018,00:00,Olive
301 3RD AVE SE,44.9860076904,-93.2520675659,Marcy Holmes,University,3,3,4,01/17/2018,00:00,Olive
315 3RD AVE SE,44.9860801697,-93.25207519530001,Marcy Holmes,University,3,3,4,01/17/2018,00:00,Olive
619 4TH AVE SE,44.988750457799995,-93.24780273440001,Marcy Holmes,University,3,3,4,01/17/2018,00:00,Olive
305 4TH AVE SE,44.9854660034,-93.2505874634,Marcy Holmes,University,3,3,4,01/17/2018,00:00,Olive
325 5TH AVE SE,44.9854507446,-93.24845123290001,Marcy Holmes,University,3,3,4,01/17/2018,00:00,Olive
327 5TH AVE SE,44.9853782654,-93.2485275269,Marcy Holmes,University,3,3,4,01/17/2018,00:00,Olive
625 5TH AVE SE,44.9882469177,-93.2463607788,Marcy Holmes,University,3,3,4,01/17/2018,00:00,Olive
827 5TH AVE SE,44.9900894165,-93.24440002440001,Marcy Holmes,University,3,3,4,01/17/2018,00:00,Olive
411 9TH ST SE,44.990573883100005,-93.2452468872,Marcy Holmes,University,3,3,4,01/17/2018,00:00,Olive
409 9TH ST SE,44.9906463623,-93.2452545166,Marcy Holmes,University,3,3,4,01/17/2018,00:00,Olive
823 6TH AVE SE,44.989547729499996,-93.24291992190001,Marcy Holmes,University,3,3,4,01/17/2018,00:00,Olive
825 6TH AVE SE,44.9894676208,-93.24314880370001,Marcy Holmes,University,3,3,4,01/17/2018,00:00,Olive
827 6TH AVE SE,44.989547729499996,-93.24291992190001,Marcy Holmes,University,3,3,4,01/17/2018,00:00,Olive
713 6TH AVE SE,44.9879798889,-93.24423980709999,Marcy Holmes,University,3,3,4,01/17/2018,00:00,Olive
717 6TH AVE SE,44.9884986877,-93.24382781979999,Marcy Holmes,University,3,3,4,01/17/2018,00:00,Olive
617 6TH AVE SE,44.9877471924,-93.2446136475,Marcy Holmes,University,3,3,4,01/17/2018,00:00,Olive
621 6TH AVE SE,44.987827301,-93.24446105959998,Marcy Holmes,University,3,3,4,01/17/2018,00:00,Olive
623 6TH AVE SE,44.9878997803,-93.244392395,Marcy Holmes,University,3,3,4,01/17/2018,00:00,Olive
425 6TH AVE SE,44.9858016968,-93.2463607788,Marcy Holmes,University,3,3,4,01/17/2018,00:00,Olive
325 6TH AVE SE,44.9847602844,-93.24719238280001,Marcy Holmes,University,3,3,4,01/17/2018,00:00,Olive
227 7TH AVE SE,44.9824981689,-93.24725341799999,Marcy Holmes,University,3,3,4,01/17/2018,00:00,Olive
229 7TH AVE SE,44.982570648199996,-93.24717712399999,Marcy Holmes,University,3,3,4,01/17/2018,00:00,Olive
225 7TH AVE SE,44.982570648199996,-93.24717712399999,Marcy Holmes,University,3,3,4,01/17/2018,00:00,Olive
223 7TH AVE SE,44.9832038879,-93.2468185425,Marcy Holmes,University,3,3,4,01/17/2018,00:00,Olive
327 7TH AVE SE,44.983547210699996,-93.2461853027,Marcy Holmes,University,3,3,4,01/17/2018,00:00,Olive
311 7TH AVE SE,44.9836997986,-93.2459640503,Marcy Holmes,University,3,3,4,01/17/2018,00:00,Olive
309 7TH AVE SE,44.9839935303,-93.24591827389999,Marcy Holmes,University,3,3,4,01/17/2018,00:00,Olive
423 7TH AVE SE,44.985038757299996,-93.24501037600001,Marcy Holmes,University,3,3,4,01/17/2018,00:00,Olive
727 8TH AVE SE,44.9875488281,-93.2414321899,Marcy Holmes,University,3,3,4,01/17/2018,00:00,Olive
729 8TH AVE SE,44.9874801636,-93.2411880493,Marcy Holmes,University,3,3,4,01/17/2018,00:00,Olive
731 8TH AVE SE,44.98770141600001,-93.2410583496,Marcy Holmes,University,3,3,4,01/17/2018,00:00,Olive
625 8TH AVE SE,44.986965179399995,-93.2413635254,Marcy Holmes,University,3,3,4,01/17/2018,00:00,Olive
521 8TH AVE SE,44.9853210449,-93.2428359985,Marcy Holmes,University,3,3,4,01/17/2018,00:00,Olive
427 8TH AVE SE,44.984603881800005,-93.2436599731,Marcy Holmes,University,3,3,4,01/17/2018,00:00,Olive
429 8TH AVE SE,44.9846496582,-93.2433929443,Marcy Holmes,University,3,3,4,01/17/2018,00:00,Olive
329 8TH AVE SE,44.983745575,-93.24431610110001,Marcy Holmes,University,3,3,4,01/17/2018,00:00,Olive
327 8TH AVE SE,44.9836730957,-93.2443084717,Marcy Holmes,University,3,3,4,01/17/2018,00:00,Olive
325 8TH AVE SE,44.9836730957,-93.24438476559999,Marcy Holmes,University,3,3,4,01/17/2018,00:00,Olive
323 8TH AVE SE,44.9836730957,-93.24438476559999,Marcy Holmes,University,3,3,4,01/17/2018,00:00,Olive
315 8TH AVE SE,44.9832305908,-93.24457550049999,Marcy Holmes,University,3,3,4,01/17/2018,00:00,Olive
201 8TH AVE SE,44.9827384949,-93.2451095581,Marcy Holmes,University,3,3,4,01/17/2018,00:00,Olive
205 8TH AVE SE,44.9827041626,-93.2451400757,Marcy Holmes,University,3,3,4,01/17/2018,00:00,Olive
207 8TH AVE SE,44.9826316833,-93.24513244629999,Marcy Holmes,University,3,3,4,01/17/2018,00:00,Olive
211 8TH AVE SE,44.982479095500004,-93.24527740479999,Marcy Holmes,University,3,3,4,01/17/2018,00:00,Olive
213 8TH AVE SE,44.982479095500004,-93.24527740479999,Marcy Holmes,University,3,3,4,01/17/2018,00:00,Olive
2641 2ND AVE S,44.9538230896,-93.27403259280001,Whittier,Powderhorn,10,3,3,01/17/2018,00:00,Olive
2639 2ND AVE S,44.954048156700004,-93.27381896969999,Whittier,Powderhorn,10,3,3,01/17/2018,00:00,Olive
2637 2ND AVE S,44.954330444300005,-93.27409362790002,Whittier,Powderhorn,10,3,3,01/17/2018,00:00,Olive
2607 2ND AVE S,44.95491790770001,-93.2739257813,Whittier,Powderhorn,10,3,3,01/17/2018,00:00,Olive
2545 STEVENS AVE S,44.955757141099994,-93.2751998901,Whittier,Powderhorn,10,3,3,01/17/2018,00:00,Olive
