Location,Latitude,Longitude,Ward,Neighborhood,Community,Tow_Zone,Day,Emergency,Date,Time
715 13TH AVE SE,44.98445,-93.234375,3,Marcy Holmes,University,4,3,Diamond Lake,03/12/2019,00:00
717 13TH AVE SE,44.984572,-93.234289,3,Marcy Holmes,University,4,3,Diamond Lake,03/12/2019,00:00
719 13TH AVE SE,44.984802,-93.23428100000001,3,Marcy Holmes,University,4,3,Diamond Lake,03/12/2019,00:00
721 13TH AVE SE,44.984802,-93.23428100000001,3,Marcy Holmes,University,4,3,Diamond Lake,03/12/2019,00:00
723 13TH AVE SE,44.984827,-93.234269,3,Marcy Holmes,University,4,3,Diamond Lake,03/12/2019,00:00
727 13TH AVE SE,44.984865,-93.234222,3,Marcy Holmes,University,4,3,Diamond Lake,03/12/2019,00:00
729 13TH AVE SE,44.984865,-93.234337,3,Marcy Holmes,University,4,3,Diamond Lake,03/12/2019,00:00
315 12TH AVE SE,44.981175,-93.239147,3,Marcy Holmes,University,4,3,Diamond Lake,03/12/2019,00:00
321 12TH AVE SE,44.98142,-93.238945,3,Marcy Holmes,University,4,3,Diamond Lake,03/12/2019,00:00
703 12TH AVE SE,44.984766,-93.236092,3,Marcy Holmes,University,4,3,Diamond Lake,03/12/2019,00:00
705 12TH AVE SE,44.984811,-93.23609,3,Marcy Holmes,University,4,3,Diamond Lake,03/12/2019,00:00
711 12TH AVE SE,44.984943,-93.23606,3,Marcy Holmes,University,4,3,Diamond Lake,03/12/2019,00:00
713 12TH AVE SE,44.985119,-93.236008,3,Marcy Holmes,University,4,3,Diamond Lake,03/12/2019,00:00
805 11TH AVE SE,44.986381,-93.23675,3,Marcy Holmes,University,4,3,Diamond Lake,03/12/2019,00:00
811 11TH AVE SE,44.986416,-93.23650699999999,3,Marcy Holmes,University,4,3,Diamond Lake,03/12/2019,00:00
813 11TH AVE SE,44.986563000000004,-93.2365,3,Marcy Holmes,University,4,3,Diamond Lake,03/12/2019,00:00
729 11TH AVE SE,44.986069,-93.23714,3,Marcy Holmes,University,4,3,Diamond Lake,03/12/2019,00:00
725 11TH AVE SE,44.985820000000004,-93.237279,3,Marcy Holmes,University,4,3,Diamond Lake,03/12/2019,00:00
721 11TH AVE SE,44.985702,-93.237312,3,Marcy Holmes,University,4,3,Diamond Lake,03/12/2019,00:00
717 11TH AVE SE,44.985663,-93.237336,3,Marcy Holmes,University,4,3,Diamond Lake,03/12/2019,00:00
715 11TH AVE SE,44.985677,-93.237597,3,Marcy Holmes,University,4,3,Diamond Lake,03/12/2019,00:00
711 11TH AVE SE,44.985419,-93.237437,3,Marcy Holmes,University,4,3,Diamond Lake,03/12/2019,00:00
709 11TH AVE SE,44.985296999999996,-93.237164,3,Marcy Holmes,University,4,3,Diamond Lake,03/12/2019,00:00
707 11TH AVE SE,44.985240000000005,-93.237176,3,Marcy Holmes,University,4,3,Diamond Lake,03/12/2019,00:00
703 11TH AVE SE,44.985424,-93.237998,3,Marcy Holmes,University,4,3,Diamond Lake,03/12/2019,00:00
2849 GRAND AVE S,44.950390999999996,-93.284261,10,Whittier,Powderhorn,3,3,Diamond Lake,03/12/2019,00:00
2845 GRAND AVE S,44.950466,-93.28430999999999,10,Whittier,Powderhorn,3,3,Diamond Lake,03/12/2019,00:00
2843 GRAND AVE S,44.950507,-93.284269,10,Whittier,Powderhorn,3,3,Diamond Lake,03/12/2019,00:00
2841 GRAND AVE S,44.95058,-93.28426400000001,10,Whittier,Powderhorn,3,3,Diamond Lake,03/12/2019,00:00
2835 GRAND AVE S,44.950829,-93.284252,10,Whittier,Powderhorn,3,3,Diamond Lake,03/12/2019,00:00
2833 GRAND AVE S,44.950856,-93.28425899999999,10,Whittier,Powderhorn,3,3,Diamond Lake,03/12/2019,00:00
2829 GRAND AVE S,44.950993,-93.284244,10,Whittier,Powderhorn,3,3,Diamond Lake,03/12/2019,00:00
2825 GRAND AVE S,44.951134,-93.284262,10,Whittier,Powderhorn,3,3,Diamond Lake,03/12/2019,00:00
2823 GRAND AVE S,44.951134,-93.284284,10,Whittier,Powderhorn,3,3,Diamond Lake,03/12/2019,00:00
2821 GRAND AVE S,44.951186,-93.284249,10,Whittier,Powderhorn,3,3,Diamond Lake,03/12/2019,00:00
2817 GRAND AVE S,44.951343,-93.284275,10,Whittier,Powderhorn,3,3,Diamond Lake,03/12/2019,00:00
2809 GRAND AVE S,44.95152,-93.284244,10,Whittier,Powderhorn,3,3,Diamond Lake,03/12/2019,00:00
2725 GRAND AVE S,44.952209,-93.284228,10,Whittier,Powderhorn,3,3,Diamond Lake,03/12/2019,00:00
2725 GRAND AVE S,44.952715999999995,-93.284228,10,Whittier,Powderhorn,3,3,Diamond Lake,03/12/2019,00:00
2711 GRAND AVE S,44.95321,-93.284181,10,Whittier,Powderhorn,3,3,Diamond Lake,03/12/2019,00:00
2703 GRAND AVE S,44.953641999999995,-93.284227,10,Whittier,Powderhorn,3,3,Diamond Lake,03/12/2019,00:00
2419 GRAND AVE S,44.958451000000004,-93.284244,10,Whittier,Powderhorn,3,3,Diamond Lake,03/12/2019,00:00
2309 GRAND AVE S,44.959742999999996,-93.28419699999999,10,Whittier,Powderhorn,3,3,Diamond Lake,03/12/2019,00:00
2305 GRAND AVE S,44.959927,-93.284182,10,Whittier,Powderhorn,3,3,Diamond Lake,03/12/2019,00:00
2209 GRAND AVE S,44.960561,-93.284182,10,Whittier,Powderhorn,3,3,Diamond Lake,03/12/2019,00:00
2117 GRAND AVE S,44.961218,-93.284175,10,Whittier,Powderhorn,3,3,Diamond Lake,03/12/2019,00:00
2833 PILLSBURY AVE,44.950845,-93.281286,10,Whittier,Powderhorn,3,3,Diamond Lake,03/12/2019,00:00
2831 PILLSBURY AVE,44.950913,-93.281293,10,Whittier,Powderhorn,3,3,Diamond Lake,03/12/2019,00:00
2829 PILLSBURY AVE,44.950919,-93.281304,10,Whittier,Powderhorn,3,3,Diamond Lake,03/12/2019,00:00
2827 PILLSBURY AVE,44.951029999999996,-93.281286,10,Whittier,Powderhorn,3,3,Diamond Lake,03/12/2019,00:00
2825 PILLSBURY AVE,44.951093,-93.281349,10,Whittier,Powderhorn,3,3,Diamond Lake,03/12/2019,00:00
2821 PILLSBURY AVE,44.951153999999995,-93.281314,10,Whittier,Powderhorn,3,3,Diamond Lake,03/12/2019,00:00
2819 PILLSBURY AVE,44.951299,-93.281284,10,Whittier,Powderhorn,3,3,Diamond Lake,03/12/2019,00:00
2821 PILLSBURY AVE,44.951248,-93.281305,10,Whittier,Powderhorn,3,3,Diamond Lake,03/12/2019,00:00
2817 PILLSBURY AVE,44.951295,-93.281306,10,Whittier,Powderhorn,3,3,Diamond Lake,03/12/2019,00:00
2809 PILLSBURY AVE,44.951682,-93.28132,10,Whittier,Powderhorn,3,3,Diamond Lake,03/12/2019,00:00
2803 PILLSBURY AVE,44.951766,-93.28132,10,Whittier,Powderhorn,3,3,Diamond Lake,03/12/2019,00:00
2743 PILLSBURY AVE,44.952166999999996,-93.28129200000001,10,Whittier,Powderhorn,3,3,Diamond Lake,03/12/2019,00:00
2745 PILLSBURY AVE,44.952145,-93.281295,10,Whittier,Powderhorn,3,3,Diamond Lake,03/12/2019,00:00
2747 PILLSBURY AVE,44.952095,-93.281313,10,Whittier,Powderhorn,3,3,Diamond Lake,03/12/2019,00:00
2749 PILLSBURY AVE,44.952054,-93.281326,10,Whittier,Powderhorn,3,3,Diamond Lake,03/12/2019,00:00
2743 PILLSBURY AVE,44.952408,-93.28129100000001,10,Whittier,Powderhorn,3,3,Diamond Lake,03/12/2019,00:00
2741 PILLSBURY AVE,44.952495,-93.281341,10,Whittier,Powderhorn,3,3,Diamond Lake,03/12/2019,00:00
2737 PILLSBURY AVE,44.952579,-93.281295,10,Whittier,Powderhorn,3,3,Diamond Lake,03/12/2019,00:00
2731 PILLSBURY AVE,44.952729999999995,-93.281267,10,Whittier,Powderhorn,3,3,Diamond Lake,03/12/2019,00:00
2723 PILLSBURY AVE,44.953094,-93.28133199999999,10,Whittier,Powderhorn,3,3,Diamond Lake,03/12/2019,00:00
2719 PILLSBURY AVE,44.953209,-93.28133000000001,10,Whittier,Powderhorn,3,3,Diamond Lake,03/12/2019,00:00
2707 PILLSBURY AVE,44.953456,-93.281272,10,Whittier,Powderhorn,3,3,Diamond Lake,03/12/2019,00:00
2705 PILLSBURY AVE,44.953575,-93.281256,10,Whittier,Powderhorn,3,3,Diamond Lake,03/12/2019,00:00
2647 PILLSBURY AVE,44.953814,-93.281276,10,Whittier,Powderhorn,3,3,Diamond Lake,03/12/2019,00:00
2621 PILLSBURY AVE,44.954827,-93.28126999999999,10,Whittier,Powderhorn,3,3,Diamond Lake,03/12/2019,00:00
2539 PILLSBURY AVE,44.956106,-93.281315,10,Whittier,Powderhorn,3,3,Diamond Lake,03/12/2019,00:00
2535 PILLSBURY AVE,44.956175,-93.281317,10,Whittier,Powderhorn,3,3,Diamond Lake,03/12/2019,00:00
2525 PILLSBURY AVE,44.956326000000004,-93.281228,10,Whittier,Powderhorn,3,3,Diamond Lake,03/12/2019,00:00
2515 PILLSBURY AVE,44.956976,-93.281267,10,Whittier,Powderhorn,3,3,Diamond Lake,03/12/2019,00:00
2513 PILLSBURY AVE,44.956972,-93.281279,10,Whittier,Powderhorn,3,3,Diamond Lake,03/12/2019,00:00
2511 PILLSBURY AVE,44.957077000000005,-93.281274,10,Whittier,Powderhorn,3,3,Diamond Lake,03/12/2019,00:00
2509 PILLSBURY AVE,44.957116,-93.281246,10,Whittier,Powderhorn,3,3,Diamond Lake,03/12/2019,00:00
2507 PILLSBURY AVE,44.957217,-93.281283,10,Whittier,Powderhorn,3,3,Diamond Lake,03/12/2019,00:00
2447 PILLSBURY AVE,44.957617,-93.28126,10,Whittier,Powderhorn,3,3,Diamond Lake,03/12/2019,00:00
2443 PILLSBURY AVE,44.957844,-93.281316,10,Whittier,Powderhorn,3,3,Diamond Lake,03/12/2019,00:00
2439 PILLSBURY AVE,44.95807,-93.28126,10,Whittier,Powderhorn,3,3,Diamond Lake,03/12/2019,00:00
2435 PILLSBURY AVE,44.958222,-93.28120799999999,10,Whittier,Powderhorn,3,3,Diamond Lake,03/12/2019,00:00
2421 PILLSBURY AVE,44.95839,-93.28124100000001,10,Whittier,Powderhorn,3,3,Diamond Lake,03/12/2019,00:00
2419 PILLSBURY AVE,44.958521999999995,-93.281244,10,Whittier,Powderhorn,3,3,Diamond Lake,03/12/2019,00:00
2413 PILLSBURY AVE,44.95852,-93.281273,10,Whittier,Powderhorn,3,3,Diamond Lake,03/12/2019,00:00
2413 PILLSBURY AVE,44.958740999999996,-93.28123199999999,10,Whittier,Powderhorn,3,3,Diamond Lake,03/12/2019,00:00
2415 PILLSBURY AVE,44.958702,-93.281237,10,Whittier,Powderhorn,3,3,Diamond Lake,03/12/2019,00:00
2411 PILLSBURY AVE,44.958859000000004,-93.281224,10,Whittier,Powderhorn,3,3,Diamond Lake,03/12/2019,00:00
2409 PILLSBURY AVE,44.958903,-93.281314,10,Whittier,Powderhorn,3,3,Diamond Lake,03/12/2019,00:00
2405 PILLSBURY AVE,44.959034,-93.28130300000001,10,Whittier,Powderhorn,3,3,Diamond Lake,03/12/2019,00:00
2323 PILLSBURY AVE,44.95935,-93.28126400000001,10,Whittier,Powderhorn,3,3,Diamond Lake,03/12/2019,00:00
2321 PILLSBURY AVE,44.9594,-93.28126800000001,10,Whittier,Powderhorn,3,3,Diamond Lake,03/12/2019,00:00
2309 PILLSBURY AVE,44.959926,-93.28126999999999,10,Whittier,Powderhorn,3,3,Diamond Lake,03/12/2019,00:00
2303 PILLSBURY AVE,44.959921,-93.281289,10,Whittier,Powderhorn,3,3,Diamond Lake,03/12/2019,00:00
2301 PILLSBURY AVE,44.960091999999996,-93.281226,10,Whittier,Powderhorn,3,3,Diamond Lake,03/12/2019,00:00
2221 PILLSBURY AVE,44.960287,-93.28125,10,Whittier,Powderhorn,3,3,Diamond Lake,03/12/2019,00:00
2217 PILLSBURY AVE,44.960456,-93.281275,10,Whittier,Powderhorn,3,3,Diamond Lake,03/12/2019,00:00
2215 PILLSBURY AVE,44.960525,-93.281234,10,Whittier,Powderhorn,3,3,Diamond Lake,03/12/2019,00:00
2211 PILLSBURY AVE,44.96054,-93.281235,10,Whittier,Powderhorn,3,3,Diamond Lake,03/12/2019,00:00
2119 PILLSBURY AVE,44.961474,-93.281231,10,Whittier,Powderhorn,3,3,Diamond Lake,03/12/2019,00:00
2021 PILLSBURY AVE,44.961659000000004,-93.281201,10,Whittier,Powderhorn,3,3,Diamond Lake,03/12/2019,00:00
2005 PILLSBURY AVE,44.962471,-93.281219,10,Whittier,Powderhorn,3,3,Diamond Lake,03/12/2019,00:00
2005 STEVENS AVE S,44.962353,-93.275265,10,Whittier,Powderhorn,3,3,Diamond Lake,03/12/2019,00:00
2015 STEVENS AVE S,44.961882,-93.27528000000001,10,Whittier,Powderhorn,3,3,Diamond Lake,03/12/2019,00:00
2019 STEVENS AVE S,44.961864,-93.2753,10,Whittier,Powderhorn,3,3,Diamond Lake,03/12/2019,00:00
2021 STEVENS AVE S,44.96179,-93.27528199999999,10,Whittier,Powderhorn,3,3,Diamond Lake,03/12/2019,00:00
2101 STEVENS AVE S,44.96148,-93.275284,10,Whittier,Powderhorn,3,3,Diamond Lake,03/12/2019,00:00
2103 STEVENS AVE S,44.961456,-93.275286,10,Whittier,Powderhorn,3,3,Diamond Lake,03/12/2019,00:00
2105 STEVENS AVE S,44.961372,-93.275253,10,Whittier,Powderhorn,3,3,Diamond Lake,03/12/2019,00:00
2203 STEVENS AVE S,44.960701,-93.275248,10,Whittier,Powderhorn,3,3,Diamond Lake,03/12/2019,00:00
2205 STEVENS AVE S,44.960629,-93.275278,10,Whittier,Powderhorn,3,3,Diamond Lake,03/12/2019,00:00
2207 STEVENS AVE S,44.960565,-93.27526999999999,10,Whittier,Powderhorn,3,3,Diamond Lake,03/12/2019,00:00
2317 STEVENS AVE S,44.960021000000005,-93.275266,10,Whittier,Powderhorn,3,3,Diamond Lake,03/12/2019,00:00
2319 STEVENS AVE S,44.96002,-93.27529,10,Whittier,Powderhorn,3,3,Diamond Lake,03/12/2019,00:00
2329 STEVENS AVE S,44.959649,-93.275263,10,Whittier,Powderhorn,3,3,Diamond Lake,03/12/2019,00:00
2331 STEVENS AVE S,44.959598,-93.275272,10,Whittier,Powderhorn,3,3,Diamond Lake,03/12/2019,00:00
2333 STEVENS AVE S,44.959538,-93.275293,10,Whittier,Powderhorn,3,3,Diamond Lake,03/12/2019,00:00
2335 STEVENS AVE S,44.959478000000004,-93.275276,10,Whittier,Powderhorn,3,3,Diamond Lake,03/12/2019,00:00
2337 STEVENS AVE S,44.959399,-93.275334,10,Whittier,Powderhorn,3,3,Diamond Lake,03/12/2019,00:00
2339 STEVENS AVE S,44.959340000000005,-93.275262,10,Whittier,Powderhorn,3,3,Diamond Lake,03/12/2019,00:00
2429 STEVENS AVE S,44.958226,-93.27523599999999,10,Whittier,Powderhorn,3,3,Diamond Lake,03/12/2019,00:00
2429 STEVENS AVE S,44.958099,-93.275273,10,Whittier,Powderhorn,3,3,Diamond Lake,03/12/2019,00:00
2435 STEVENS AVE S,44.957972999999996,-93.275283,10,Whittier,Powderhorn,3,3,Diamond Lake,03/12/2019,00:00
2439 STEVENS AVE S,44.957843,-93.27526999999999,10,Whittier,Powderhorn,3,3,Diamond Lake,03/12/2019,00:00
2605 STEVENS AVE S,44.957027000000004,-93.27529200000001,10,Whittier,Powderhorn,3,3,Diamond Lake,03/12/2019,00:00
2611 STEVENS AVE S,44.956807,-93.27525899999999,10,Whittier,Powderhorn,3,3,Diamond Lake,03/12/2019,00:00
2625 STEVENS AVE S,44.956361,-93.275265,10,Whittier,Powderhorn,3,3,Diamond Lake,03/12/2019,00:00
2629 STEVENS AVE S,44.956221,-93.275275,10,Whittier,Powderhorn,3,3,Diamond Lake,03/12/2019,00:00
2631 STEVENS AVE S,44.95596,-93.2753,10,Whittier,Powderhorn,3,3,Diamond Lake,03/12/2019,00:00
2633 STEVENS AVE S,44.955875,-93.27532,10,Whittier,Powderhorn,3,3,Diamond Lake,03/12/2019,00:00
2635 STEVENS AVE S,44.9558,-93.275335,10,Whittier,Powderhorn,3,3,Diamond Lake,03/12/2019,00:00
2637 STEVENS AVE S,44.955733,-93.275347,10,Whittier,Powderhorn,3,3,Diamond Lake,03/12/2019,00:00
2639 STEVENS AVE S,44.955769000000004,-93.27539399999999,10,Whittier,Powderhorn,3,3,Diamond Lake,03/12/2019,00:00
2739 2ND AVE S,44.952364,-93.274077,10,Whittier,Powderhorn,3,3,Diamond Lake,03/12/2019,00:00
2735 2ND AVE S,44.952533,-93.274059,10,Whittier,Powderhorn,3,3,Diamond Lake,03/12/2019,00:00
2733 2ND AVE S,44.952574,-93.27407,10,Whittier,Powderhorn,3,3,Diamond Lake,03/12/2019,00:00
2731 2ND AVE S,44.952796,-93.274056,10,Whittier,Powderhorn,3,3,Diamond Lake,03/12/2019,00:00
2729 2ND AVE S,44.952842,-93.274063,10,Whittier,Powderhorn,3,3,Diamond Lake,03/12/2019,00:00
2721 2ND AVE S,44.95302,-93.274034,10,Whittier,Powderhorn,3,3,Diamond Lake,03/12/2019,00:00
2717 2ND AVE S,44.953087,-93.274017,10,Whittier,Powderhorn,3,3,Diamond Lake,03/12/2019,00:00
2719 2ND AVE S,44.953081,-93.274045,10,Whittier,Powderhorn,3,3,Diamond Lake,03/12/2019,00:00
2715 2ND AVE S,44.953156,-93.274041,10,Whittier,Powderhorn,3,3,Diamond Lake,03/12/2019,00:00
2711 2ND AVE S,44.953424,-93.274061,10,Whittier,Powderhorn,3,3,Diamond Lake,03/12/2019,00:00
2709 2ND AVE S,44.953431,-93.27404399999999,10,Whittier,Powderhorn,3,3,Diamond Lake,03/12/2019,00:00
2707 2ND AVE S,44.953544,-93.274047,10,Whittier,Powderhorn,3,3,Diamond Lake,03/12/2019,00:00
1805 15TH AVE S,44.964482000000004,-93.254144,6,Ventura Village,Phillips,3,3,Diamond Lake,03/12/2019,00:00
1807 15TH AVE S,44.96447,-93.254203,6,Ventura Village,Phillips,3,3,Diamond Lake,03/12/2019,00:00
1813 15TH AVE S,44.964221,-93.254088,6,Ventura Village,Phillips,3,3,Diamond Lake,03/12/2019,00:00
1823 15TH AVE S,44.963887,-93.254225,6,Ventura Village,Phillips,3,3,Diamond Lake,03/12/2019,00:00
1801 15TH AVE S,44.964659000000005,-93.253996,6,Ventura Village,Phillips,3,3,Diamond Lake,03/12/2019,00:00
1813 15TH AVE S,44.964599,-93.253936,6,Ventura Village,Phillips,3,3,Diamond Lake,03/12/2019,00:00
1815 15TH AVE S,44.964679,-93.253976,6,Ventura Village,Phillips,3,3,Diamond Lake,03/12/2019,00:00
1817 15TH AVE S,44.964766999999995,-93.253799,6,Ventura Village,Phillips,3,3,Diamond Lake,03/12/2019,00:00
1819 14TH AVE S,44.964432,-93.255569,6,Ventura Village,Phillips,3,3,Diamond Lake,03/12/2019,00:00
1821 14TH AVE S,44.964287,-93.25540500000001,6,Ventura Village,Phillips,3,3,Diamond Lake,03/12/2019,00:00
1823 14TH AVE S,44.964168,-93.255585,6,Ventura Village,Phillips,3,3,Diamond Lake,03/12/2019,00:00
1825 14TH AVE S,44.96413,-93.25535699999999,6,Ventura Village,Phillips,3,3,Diamond Lake,03/12/2019,00:00
1827 14TH AVE S,44.964153,-93.25534499999999,6,Ventura Village,Phillips,3,3,Diamond Lake,03/12/2019,00:00
1923 14TH AVE S,44.963088,-93.255402,6,Ventura Village,Phillips,3,3,Diamond Lake,03/12/2019,00:00
2947 COLUMBUS AVE S,44.948615999999994,-93.263909,6,Phillips West,Phillips,3,3,Diamond Lake,03/12/2019,00:00
2943 COLUMBUS AVE S,44.948681,-93.26394499999999,6,Phillips West,Phillips,3,3,Diamond Lake,03/12/2019,00:00
2941 COLUMBUS AVE S,44.948741999999996,-93.263951,6,Phillips West,Phillips,3,3,Diamond Lake,03/12/2019,00:00
2939 COLUMBUS AVE S,44.948801,-93.263961,6,Phillips West,Phillips,3,3,Diamond Lake,03/12/2019,00:00
2937 COLUMBUS AVE S,44.948828999999996,-93.263928,6,Phillips West,Phillips,3,3,Diamond Lake,03/12/2019,00:00
2935 COLUMBUS AVE S,44.948997,-93.263912,6,Phillips West,Phillips,3,3,Diamond Lake,03/12/2019,00:00
2931 COLUMBUS AVE S,44.949171,-93.263936,6,Phillips West,Phillips,3,3,Diamond Lake,03/12/2019,00:00
2929 COLUMBUS AVE S,44.949208,-93.263935,6,Phillips West,Phillips,3,3,Diamond Lake,03/12/2019,00:00
2927 COLUMBUS AVE S,44.949272,-93.263926,6,Phillips West,Phillips,3,3,Diamond Lake,03/12/2019,00:00
2905 COLUMBUS AVE S,44.949871,-93.263908,6,Phillips West,Phillips,3,3,Diamond Lake,03/12/2019,00:00
2901 COLUMBUS AVE S,44.950183,-93.263924,6,Phillips West,Phillips,3,3,Diamond Lake,03/12/2019,00:00
2851 COLUMBUS AVE S,44.950653,-93.26391600000001,6,Phillips West,Phillips,3,3,Diamond Lake,03/12/2019,00:00
2845 COLUMBUS AVE S,44.950778,-93.26389499999999,6,Phillips West,Phillips,3,3,Diamond Lake,03/12/2019,00:00
2827 COLUMBUS AVE S,44.950957,-93.263915,6,Phillips West,Phillips,3,3,Diamond Lake,03/12/2019,00:00
2823 COLUMBUS AVE S,44.950996,-93.263917,6,Phillips West,Phillips,3,3,Diamond Lake,03/12/2019,00:00
2819 COLUMBUS AVE S,44.951055,-93.263899,6,Phillips West,Phillips,3,3,Diamond Lake,03/12/2019,00:00
2813 COLUMBUS AVE S,44.951236,-93.263894,6,Phillips West,Phillips,3,3,Diamond Lake,03/12/2019,00:00
2811 COLUMBUS AVE S,44.951371,-93.263911,6,Phillips West,Phillips,3,3,Diamond Lake,03/12/2019,00:00
2809 COLUMBUS AVE S,44.951431,-93.263909,6,Phillips West,Phillips,3,3,Diamond Lake,03/12/2019,00:00
2805 COLUMBUS AVE S,44.951589,-93.263919,6,Phillips West,Phillips,3,3,Diamond Lake,03/12/2019,00:00
2803 COLUMBUS AVE S,44.951627,-93.26389300000001,6,Phillips West,Phillips,3,3,Diamond Lake,03/12/2019,00:00
2801 COLUMBUS AVE S,44.951728,-93.263912,6,Phillips West,Phillips,3,3,Diamond Lake,03/12/2019,00:00
2751 COLUMBUS AVE S,44.952192,-93.26389300000001,6,Phillips West,Phillips,3,3,Diamond Lake,03/12/2019,00:00
2749 COLUMBUS AVE S,44.952283,-93.263876,6,Phillips West,Phillips,3,3,Diamond Lake,03/12/2019,00:00
2725 COLUMBUS AVE S,44.952923,-93.26390699999999,6,Phillips West,Phillips,3,3,Diamond Lake,03/12/2019,00:00
2721 COLUMBUS AVE S,44.952981,-93.263906,6,Phillips West,Phillips,3,3,Diamond Lake,03/12/2019,00:00
2717 COLUMBUS AVE S,44.95306,-93.263898,6,Phillips West,Phillips,3,3,Diamond Lake,03/12/2019,00:00
2715 COLUMBUS AVE S,44.953119,-93.263901,6,Phillips West,Phillips,3,3,Diamond Lake,03/12/2019,00:00
2711 COLUMBUS AVE S,44.953284000000004,-93.263885,6,Phillips West,Phillips,3,3,Diamond Lake,03/12/2019,00:00
2709 COLUMBUS AVE S,44.953371000000004,-93.26387199999999,6,Phillips West,Phillips,3,3,Diamond Lake,03/12/2019,00:00
2707 COLUMBUS AVE S,44.95346,-93.263888,6,Phillips West,Phillips,3,3,Diamond Lake,03/12/2019,00:00
2705 COLUMBUS AVE S,44.953534000000005,-93.263882,6,Phillips West,Phillips,3,3,Diamond Lake,03/12/2019,00:00
2703 COLUMBUS AVE S,44.953604999999996,-93.263873,6,Phillips West,Phillips,3,3,Diamond Lake,03/12/2019,00:00
2701 COLUMBUS AVE S,44.953655,-93.263861,6,Phillips West,Phillips,3,3,Diamond Lake,03/12/2019,00:00
2649 COLUMBUS AVE S,44.953894,-93.263853,6,Phillips West,Phillips,3,3,Diamond Lake,03/12/2019,00:00
2647 COLUMBUS AVE S,44.953957,-93.263859,6,Phillips West,Phillips,3,3,Diamond Lake,03/12/2019,00:00
2645 COLUMBUS AVE S,44.954013,-93.26387199999999,6,Phillips West,Phillips,3,3,Diamond Lake,03/12/2019,00:00
2643 COLUMBUS AVE S,44.954082,-93.263853,6,Phillips West,Phillips,3,3,Diamond Lake,03/12/2019,00:00
2641 COLUMBUS AVE S,44.954178999999996,-93.263873,6,Phillips West,Phillips,3,3,Diamond Lake,03/12/2019,00:00
2637 COLUMBUS AVE S,44.954265,-93.263847,6,Phillips West,Phillips,3,3,Diamond Lake,03/12/2019,00:00
2635 COLUMBUS AVE S,44.954377,-93.263878,6,Phillips West,Phillips,3,3,Diamond Lake,03/12/2019,00:00
2633 COLUMBUS AVE S,44.95443,-93.26388100000001,6,Phillips West,Phillips,3,3,Diamond Lake,03/12/2019,00:00
2631 COLUMBUS AVE S,44.954485,-93.263867,6,Phillips West,Phillips,3,3,Diamond Lake,03/12/2019,00:00
2629 COLUMBUS AVE S,44.954453,-93.26389300000001,6,Phillips West,Phillips,3,3,Diamond Lake,03/12/2019,00:00
2607 COLUMBUS AVE S,44.955223,-93.263878,6,Phillips West,Phillips,3,3,Diamond Lake,03/12/2019,00:00
2605 COLUMBUS AVE S,44.955290000000005,-93.263856,6,Phillips West,Phillips,3,3,Diamond Lake,03/12/2019,00:00
2603 COLUMBUS AVE S,44.955275,-93.2638,6,Phillips West,Phillips,3,3,Diamond Lake,03/12/2019,00:00
2517 OAKLAND AVE S,44.956632,-93.266412,6,Phillips West,Phillips,3,3,Diamond Lake,03/12/2019,00:00
2519 OAKLAND AVE S,44.956595,-93.26643100000001,6,Phillips West,Phillips,3,3,Diamond Lake,03/12/2019,00:00
2521 OAKLAND AVE S,44.956552,-93.26643,6,Phillips West,Phillips,3,3,Diamond Lake,03/12/2019,00:00
2535 OAKLAND AVE S,44.956266,-93.266424,6,Phillips West,Phillips,3,3,Diamond Lake,03/12/2019,00:00
2537 OAKLAND AVE S,44.956216,-93.26643299999999,6,Phillips West,Phillips,3,3,Diamond Lake,03/12/2019,00:00
2541 OAKLAND AVE S,44.956006,-93.266436,6,Phillips West,Phillips,3,3,Diamond Lake,03/12/2019,00:00
2553 OAKLAND AVE S,44.955767,-93.266387,6,Phillips West,Phillips,3,3,Diamond Lake,03/12/2019,00:00
2545 OAKLAND AVE S,44.955921999999994,-93.26639300000001,6,Phillips West,Phillips,3,3,Diamond Lake,03/12/2019,00:00
513 33RD ST E,44.94315,-93.267974,9,Central,Powderhorn,5,3,Diamond Lake,03/12/2019,00:00
617 33RD ST E,44.943239,-93.2666,9,Central,Powderhorn,5,3,Diamond Lake,03/12/2019,00:00
633 33RD ST E,44.943281,-93.266498,9,Central,Powderhorn,5,3,Diamond Lake,03/12/2019,00:00
631 33RD ST E,44.943202,-93.26646,9,Central,Powderhorn,5,3,Diamond Lake,03/12/2019,00:00
621 32ND ST E,44.944984999999996,-93.26665600000001,9,Central,Powderhorn,5,3,Diamond Lake,03/12/2019,00:00
609 32ND ST E,44.944972,-93.266764,9,Central,Powderhorn,5,3,Diamond Lake,03/12/2019,00:00
4345 COLUMBUS AVE S,44.923854999999996,-93.263819,8,Regina,Nokomis,5,3,Diamond Lake,03/12/2019,00:00
4311 COLUMBUS AVE S,44.924586,-93.264074,8,Regina,Nokomis,5,3,Diamond Lake,03/12/2019,00:00
4309 COLUMBUS AVE S,44.924876,-93.26384300000001,8,Regina,Nokomis,5,3,Diamond Lake,03/12/2019,00:00
4145 COLUMBUS AVE S,44.927438,-93.26391600000001,8,Bryant,Powderhorn,5,3,Diamond Lake,03/12/2019,00:00
