Location,Latitude,Longitude,Ward,Community,Neighborhood,Tow_Zone,Emergency,Day,Date,Time
4412 1ST AVE S,44.92279,-93.276707,8,Southwest,King Field,5,Howe,2,04/16/2018,09:03
4020 16TH AVE S,44.929846000000005,-93.25495699999999,8,Powderhorn,Bancroft,6,Howe,2,04/16/2018,09:03
3812 29TH AVE S,44.933624,-93.230899,12,Powderhorn,Standish,6,Howe,2,04/16/2018,09:03
3010 LONGFELLOW AVE S,44.947994,-93.246146,9,Powderhorn,Corcoran,6,Howe,2,04/16/2018,09:03
2828 OAKLAND AVE S,44.951064,-93.266446,6,Phillips,Phillips West,3,Howe,2,04/16/2018,09:03
3216 FREMONT AVE S,44.944093,-93.296128,10,Calhoun Isle,South Uptown,5,Howe,2,04/16/2018,09:03
3154 15TH AVE S,44.944385,-93.25312,9,Powderhorn,Powderhorn Park,6,Howe,2,04/16/2018,09:04
1320 S. FRONTAGE ROAD,44.984128000000005,-93.297465,5,Near North,Harrison,3,Howe,2,04/16/2018,09:04
2430 6TH ST N,45.004608000000005,-93.286168,5,Near North,Hawthorne,1,Howe,2,04/16/2018,09:04
4212 GIRARD AVE N,45.031979,-93.297026,4,Camden,Webber - Camden,1,Howe,2,04/16/2018,09:04
1400 51ST AVE N,45.047546999999994,-93.298138,4,Camden,Lind - Bohanon,1,Howe,2,04/16/2018,09:04
3150 15TH AVE S,44.944998,-93.253558,9,Powderhorn,Powderhorn Park,6,Howe,2,04/16/2018,09:05
412 9TH AVE SE,44.990656,-93.24543800000001,3,University,Marcy Holmes,4,Howe,2,04/16/2018,09:05
1812 BRYANT AVE N,44.997944,-93.291061,5,Near North,Near - North,1,Howe,2,04/16/2018,09:05
4214 GIRARD AVE N,45.032052,-93.297036,4,Camden,Webber - Camden,1,Howe,2,04/16/2018,09:05
136 62ND ST W,44.890658,-93.281449,11,Southwest,Windom,5,Howe,2,04/16/2018,09:06
4440 1ST AVE S,44.922067999999996,-93.276701,8,Southwest,King Field,5,Howe,2,04/16/2018,09:06
3910 29TH AVE S,44.931876,-93.2308,12,Powderhorn,Standish,6,Howe,2,04/16/2018,09:06
1206 BROOK AVE SE,44.986917,-93.23433100000001,2,University,Como,4,Howe,2,04/16/2018,09:06
724 6TH ST NE,44.997926,-93.25785,3,Northeast,St. Anthony West,2,Howe,2,04/16/2018,09:06
1126 MAIN ST NE,44.9996,-93.267729,3,Northeast,Sheridan,2,Howe,2,04/16/2018,09:06
4218 GIRARD AVE N,45.03216,-93.29708000000001,4,Camden,Webber - Camden,1,Howe,2,04/16/2018,09:06
3132 FREMONT AVE S,44.945434000000006,-93.296044,10,Calhoun Isle,South Uptown,5,Howe,2,04/16/2018,09:06
4444 1ST AVE S,44.921917,-93.276709,8,Southwest,King Field,5,Howe,2,04/16/2018,09:07
3706 CLINTON AVE S,44.936246999999995,-93.271489,8,Powderhorn,Central,5,Howe,2,04/16/2018,09:07
3142 15TH AVE S,44.945221999999994,-93.253743,9,Powderhorn,Powderhorn Park,6,Howe,2,04/16/2018,09:07
1070 24TH AVE SE,44.99027,-93.218946,1,University,Como,4,Howe,2,04/16/2018,09:07
726 6TH ST NE,44.997963,-93.257913,3,Northeast,St. Anthony West,2,Howe,2,04/16/2018,09:07
3128 FREMONT AVE S,44.945553000000004,-93.296049,10,Calhoun Isle,South Uptown,5,Howe,2,04/16/2018,09:07
4410 14TH AVE S,44.922994,-93.255024,11,Nokomis,Northrop,6,Howe,2,04/16/2018,09:08
108 19TH ST E,44.963993,-93.276235,6,Central,Steven's Square - Loring Heights,3,Howe,2,04/16/2018,09:08
1212 BROOK AVE SE,44.986902,-93.234064,2,University,Como,4,Howe,2,04/16/2018,09:08
1816 BRYANT AVE N,44.998046,-93.291054,5,Near North,Near - North,1,Howe,2,04/16/2018,09:08
728 6TH ST NE,44.9981,-93.258092,3,Northeast,St. Anthony West,2,Howe,2,04/16/2018,09:08
1126 MAIN ST NE,44.999717,-93.267707,3,Northeast,Sheridan,2,Howe,2,04/16/2018,09:08
1802 32ND AVE NE,45.025866,-93.234397,1,Northeast,Waite Park,2,Howe,2,04/16/2018,09:08
130 62ND ST W,44.890675,-93.28063399999999,11,Southwest,Windom,5,Howe,2,04/16/2018,09:09
3136 15TH AVE S,44.94536,-93.253661,9,Powderhorn,Powderhorn Park,6,Howe,2,04/16/2018,09:09
3016 19TH AVE S,44.947779,-93.245083,9,Powderhorn,Corcoran,6,Howe,2,04/16/2018,09:09
110 OAK GROVE ST,44.966421999999994,-93.27971,7,Central,Loring Park,3,Howe,2,04/16/2018,09:09
1114 24TH AVE SE,44.991276,-93.218991,1,University,Como,4,Howe,2,04/16/2018,09:09
4322 GIRARD AVE N,45.033902000000005,-93.297024,4,Camden,Webber - Camden,1,Howe,2,04/16/2018,09:09
3120 FREMONT AVE S,44.945808,-93.296049,10,Calhoun Isle,South Uptown,5,Howe,2,04/16/2018,09:09
4504 1ST AVE S,44.921288,-93.276719,8,Southwest,King Field,5,Howe,2,04/16/2018,09:10
3024 HUMBOLDT AVE S,44.947340000000004,-93.30074499999999,10,Calhoun Isle,ECCO,5,Howe,2,04/16/2018,09:10
3014 19TH AVE S,44.947757,-93.244914,9,Powderhorn,Corcoran,6,Howe,2,04/16/2018,09:10
112 19TH ST E,44.964,-93.275953,6,Central,Steven's Square - Loring Heights,3,Howe,2,04/16/2018,09:10
1220 MAIN ST NE,45.000654,-93.26769300000001,3,Northeast,Sheridan,2,Howe,2,04/16/2018,09:10
3730 QUEEN AVE N,45.023416,-93.309624,4,Camden,Cleveland,1,Howe,2,04/16/2018,09:10
4546 14TH AVE S,44.920148,-93.255024,11,Nokomis,Northrop,6,Howe,2,04/16/2018,09:11
4506 1ST AVE S,44.921149,-93.27672199999999,8,Southwest,King Field,5,Howe,2,04/16/2018,09:11
3128 15TH AVE S,44.945564000000005,-93.253877,9,Powderhorn,Powderhorn Park,6,Howe,2,04/16/2018,09:11
116 OAK GROVE ST,44.966392,-93.280087,7,Central,Loring Park,3,Howe,2,04/16/2018,09:11
760 51ST AVE N,45.04756,-93.2892,4,Camden,Lind - Bohanon,1,Howe,2,04/16/2018,09:11
3104 FREMONT AVE S,44.946318,-93.296049,10,Calhoun Isle,South Uptown,5,Howe,2,04/16/2018,09:11
100 62ND ST W,44.890718,-93.279422,11,Southwest,Windom,5,Howe,2,04/16/2018,09:12
4508 1ST AVE S,44.921084,-93.27673,8,Southwest,King Field,5,Howe,2,04/16/2018,09:12
4348 29TH AVE S,44.923653,-93.23093100000001,12,Nokomis,Ericsson,6,Howe,2,04/16/2018,09:12
3026 19TH AVE S,44.947565999999995,-93.24489,9,Powderhorn,Corcoran,6,Howe,2,04/16/2018,09:12
1942 EMERSON AVE S,44.962964,-93.294361,7,Calhoun Isle,Lowry Hill,3,Howe,2,04/16/2018,09:12
824 6TH AVE SE,44.989745,-93.243228,3,University,Marcy Holmes,4,Howe,2,04/16/2018,09:12
3740 QUEEN AVE N,45.023467,-93.309625,4,Camden,Cleveland,1,Howe,2,04/16/2018,09:12
4356 HUMBOLDT AVE N,45.035253999999995,-93.298357,4,Camden,Webber - Camden,1,Howe,2,04/16/2018,09:12
4512 1ST AVE S,44.920998,-93.27672199999999,8,Southwest,King Field,5,Howe,2,04/16/2018,09:13
3126 15TH AVE S,44.945796,-93.253925,9,Powderhorn,Powderhorn Park,6,Howe,2,04/16/2018,09:13
126 19TH ST E,44.963981,-93.274992,6,Central,Steven's Square - Loring Heights,3,Howe,2,04/16/2018,09:13
530 THOMAS AVE N,44.983805,-93.313406,5,Near North,Harrison,3,Howe,2,04/16/2018,09:13
3742 QUEEN AVE N,45.023502,-93.309525,4,Camden,Cleveland,1,Howe,2,04/16/2018,09:13
3024 FREMONT AVE S,44.947452,-93.296074,10,Calhoun Isle,South Uptown,5,Howe,2,04/16/2018,09:13
4520 1ST AVE S,44.920809000000006,-93.27669200000001,8,Southwest,King Field,5,Howe,2,04/16/2018,09:14
3138 HUMBOLDT AVE S,44.945338,-93.300892,10,Calhoun Isle,ECCO,5,Howe,2,04/16/2018,09:14
3110 15TH AVE S,44.946211,-93.25357199999999,9,Powderhorn,Powderhorn Park,6,Howe,2,04/16/2018,09:14
3032 19TH AVE S,44.947201,-93.245187,9,Powderhorn,Corcoran,6,Howe,2,04/16/2018,09:14
1220 BROOK AVE SE,44.986938,-93.233739,2,University,Como,4,Howe,2,04/16/2018,09:14
428 5TH ST NE,44.994465999999996,-93.25733199999999,3,Northeast,St. Anthony West,2,Howe,2,04/16/2018,09:14
3748 QUEEN AVE N,45.023575,-93.30959200000001,4,Camden,Cleveland,1,Howe,2,04/16/2018,09:14
4506 29TH AVE S,44.921202,-93.230874,12,Nokomis,Ericsson,6,Howe,2,04/16/2018,09:15
950 WEEKS AVE SE,44.987627,-93.218657,2,University,Como,4,Howe,2,04/16/2018,09:15
708 6TH AVE SE,44.988031,-93.24425500000001,3,University,Marcy Holmes,4,Howe,2,04/16/2018,09:15
712 6TH AVE SE,44.988203000000006,-93.244046,3,University,Marcy Holmes,4,Howe,2,04/16/2018,09:15
718 6TH AVE SE,44.988478,-93.243922,3,University,Marcy Holmes,4,Howe,2,04/16/2018,09:15
2802 OAKLAND AVE S,44.951796,-93.266735,6,Phillips,Phillips West,3,Howe,2,04/16/2018,09:15
1536 39TH ST E.,44.932479,-93.252201,8,Powderhorn,Bancroft,6,Howe,2,04/16/2018,09:15
28 62ND ST W,44.890746,-93.27906899999999,11,Southwest,Windom,5,Howe,2,04/16/2018,09:16
4508 29TH AVE S,44.921144,-93.230918,12,Nokomis,Ericsson,6,Howe,2,04/16/2018,09:16
3108 15TH AVE S,44.946236999999996,-93.253795,9,Powderhorn,Powderhorn Park,6,Howe,2,04/16/2018,09:16
128 19TH ST E,44.963966,-93.274398,6,Central,Steven's Square - Loring Heights,3,Howe,2,04/16/2018,09:16
430 5TH ST NE,44.994469,-93.257322,3,Northeast,St. Anthony West,2,Howe,2,04/16/2018,09:16
3624 CLINTON AVE S,44.936914,-93.271428,8,Powderhorn,Central,5,Howe,2,04/16/2018,09:17
3350 HUMBOLDT AVE S,44.941727,-93.30111099999999,10,Calhoun Isle,ECCO,5,Howe,2,04/16/2018,09:17
710 32ND ST W,44.944726,-93.28856,10,Calhoun Isle,South Uptown,5,Howe,2,04/16/2018,09:17
2000 EMERSON AVE S,44.962719,-93.294534,7,Calhoun Isle,Lowry Hill,3,Howe,2,04/16/2018,09:17
716 6TH AVE SE,44.988478,-93.243922,3,University,Marcy Holmes,4,Howe,2,04/16/2018,09:17
24 62ND ST W,44.890765,-93.27894599999999,11,Southwest,Windom,5,Howe,2,04/16/2018,09:18
4612 1ST AVE S,44.919244,-93.276752,11,Southwest,Tangletown,5,Howe,2,04/16/2018,09:18
4346 13TH AVE S,44.923665,-93.25622299999999,11,Nokomis,Northrop,6,Howe,2,04/16/2018,09:18
3620 CLINTON AVE S,44.936840000000004,-93.271457,8,Powderhorn,Central,5,Howe,2,04/16/2018,09:18
3352 HUMBOLDT AVE S,44.941693,-93.301061,10,Calhoun Isle,ECCO,5,Howe,2,04/16/2018,09:18
3100 19TH AVE S,44.946337,-93.24508900000001,9,Powderhorn,Corcoran,6,Howe,2,04/16/2018,09:18
130 19TH ST E,44.963952,-93.27435200000001,6,Central,Steven's Square - Loring Heights,3,Howe,2,04/16/2018,09:18
882 WEEKS AVE SE,44.986299,-93.216396,2,University,Como,4,Howe,2,04/16/2018,09:18
316 5TH ST NE,44.992601,-93.256054,3,Northeast,St. Anthony West,2,Howe,2,04/16/2018,09:18
3112 6TH ST N,45.012346,-93.286539,5,Near North,Hawthorne,1,Howe,2,04/16/2018,09:18
2740 OAKLAND AVE S,44.952374,-93.266712,6,Phillips,Phillips West,3,Howe,2,04/16/2018,09:18
1540 39TH ST E.,44.932478,-93.252133,8,Powderhorn,Bancroft,6,Howe,2,04/16/2018,09:18
716 32ND ST W,44.944765999999994,-93.288939,10,Calhoun Isle,South Uptown,5,Howe,2,04/16/2018,09:19
144 19TH ST E,44.963968,-93.274263,6,Central,Steven's Square - Loring Heights,3,Howe,2,04/16/2018,09:19
214 5TH ST NE,44.991392,-93.255223,3,Northeast,St. Anthony West,2,Howe,2,04/16/2018,09:19
1120 ALDRICH AVE N,44.991394,-93.289576,5,Near North,Near - North,1,Howe,2,04/16/2018,09:19
1228 3RD ST NE,45.000625,-93.264648,3,Northeast,Sheridan,2,Howe,2,04/16/2018,09:19
4250 HUMBOLDT AVE N,45.033259,-93.298374,4,Camden,Webber - Camden,1,Howe,2,04/16/2018,09:19
4124 13TH AVE S,44.927732,-93.256222,8,Powderhorn,Bancroft,6,Howe,2,04/16/2018,09:20
3612 CLINTON AVE S,44.937115000000006,-93.271378,8,Powderhorn,Central,5,Howe,2,04/16/2018,09:20
820 32ND ST W,44.944752,-93.290327,10,Calhoun Isle,South Uptown,5,Howe,2,04/16/2018,09:20
2724 OAKLAND AVE S,44.952795,-93.266918,6,Phillips,Phillips West,3,Howe,2,04/16/2018,09:20
2026 EMERSON AVE S,44.961752000000004,-93.294376,7,Calhoun Isle,Lowry Hill,3,Howe,2,04/16/2018,09:20
608 6TH AVE SE,44.987091,-93.24481999999999,3,University,Marcy Holmes,4,Howe,2,04/16/2018,09:20
616 6TH AVE SE,44.987555,-93.244377,3,University,Marcy Holmes,4,Howe,2,04/16/2018,09:20
3116 6TH ST N,45.012734,-93.28692,5,Near North,Hawthorne,1,Howe,2,04/16/2018,09:20
3544 HUMBOLDT AVE S,44.938212,-93.30089,10,Calhoun Isle,ECCO,5,Howe,2,04/16/2018,09:21
3138 19TH AVE S,44.945181,-93.24481999999999,9,Powderhorn,Corcoran,6,Howe,2,04/16/2018,09:21
604 6TH AVE SE,44.987239,-93.244702,3,University,Marcy Holmes,4,Howe,2,04/16/2018,09:21
1006 13TH AVE SE,44.988133000000005,-93.233333,2,University,Como,4,Howe,2,04/16/2018,09:21
3120 6TH ST N,45.012640000000005,-93.286866,5,Near North,Hawthorne,1,Howe,2,04/16/2018,09:21
3858 QUEEN AVE N,45.025744,-93.309572,4,Camden,Victory,1,Howe,2,04/16/2018,09:21
4234 HUMBOLDT AVE N,45.032835999999996,-93.298353,4,Camden,Webber - Camden,1,Howe,2,04/16/2018,09:21
1544 39TH ST E.,44.932477,-93.252064,8,Powderhorn,Bancroft,6,Howe,2,04/16/2018,09:21
908 32ND ST W,44.944784000000006,-93.291096,10,Calhoun Isle,South Uptown,5,Howe,2,04/16/2018,09:22
312 19TH ST E,44.963946,-93.271985,6,Central,Steven's Square - Loring Heights,3,Howe,2,04/16/2018,09:22
108 5TH ST NE,44.990369,-93.25453900000001,3,University,Nicollet Island - East Bank,2,Howe,2,04/16/2018,09:22
600 52ND AVE N,45.049356,-93.287834,4,Camden,Lind - Bohanon,1,Howe,2,04/16/2018,09:22
822 VINCENT AVE N,44.986837,-93.31563100000001,5,Near North,Willard - Hay,1,Howe,2,04/16/2018,09:22
910 32ND ST W,44.944789,-93.291112,10,Calhoun Isle,South Uptown,5,Howe,2,04/16/2018,09:23
2222 5TH AVE N,44.982653000000006,-93.30954799999999,5,Near North,Harrison,3,Howe,2,04/16/2018,09:23
506 6TH AVE SE,44.986228000000004,-93.245839,3,University,Marcy Holmes,4,Howe,2,04/16/2018,09:23
1406 3RD ST NE,45.002225,-93.264658,3,Northeast,Sheridan,2,Howe,2,04/16/2018,09:23
4214 HUMBOLDT AVE N,45.032202000000005,-93.298334,4,Camden,Webber - Camden,1,Howe,2,04/16/2018,09:23
1626 39TH ST E.,44.932442,-93.250354,8,Powderhorn,Bancroft,6,Howe,2,04/16/2018,09:23
912 32ND ST W,44.944777,-93.29137800000001,10,Calhoun Isle,South Uptown,5,Howe,2,04/16/2018,09:24
2546 OAKLAND AVE S,44.955969,-93.266587,6,Phillips,Phillips West,3,Howe,2,04/16/2018,09:24
2108 EMERSON AVE S,44.961525,-93.29440799999999,7,Calhoun Isle,Lowry Hill,3,Howe,2,04/16/2018,09:24
880 WEEKS AVE SE,44.986245000000004,-93.21627099999999,2,University,Como,4,Howe,2,04/16/2018,09:24
1012 13TH AVE SE,44.988234000000006,-93.233292,2,University,Como,4,Howe,2,04/16/2018,09:24
110 5TH ST NE,44.990358,-93.25454,3,University,Nicollet Island - East Bank,2,Howe,2,04/16/2018,09:24
810 12TH AVE N,44.990874,-93.290261,5,Near North,Near - North,1,Howe,2,04/16/2018,09:24
922 61ST ST W,44.892449,-93.29173399999999,11,Southwest,Windom,5,Howe,2,04/16/2018,09:25
3038 15TH AVE S,44.947235,-93.25376999999999,9,Powderhorn,Powderhorn Park,6,Howe,2,04/16/2018,09:25
316 19TH ST E,44.963992,-93.27178599999999,6,Central,Steven's Square - Loring Heights,3,Howe,2,04/16/2018,09:25
112 5TH ST NE,44.990459,-93.254595,3,University,Nicollet Island - East Bank,2,Howe,2,04/16/2018,09:25
4118 HUMBOLDT AVE N,45.030393,-93.29833599999999,4,Camden,Webber - Camden,1,Howe,2,04/16/2018,09:25
3532 13TH AVE S,44.938452000000005,-93.25626199999999,9,Powderhorn,Powderhorn Park,6,Howe,2,04/16/2018,09:26
1118 32ND ST W,44.944734000000004,-93.29401999999999,10,Calhoun Isle,South Uptown,5,Howe,2,04/16/2018,09:26
3038 15TH AVE S,44.947386,-93.253889,9,Powderhorn,Powderhorn Park,6,Howe,2,04/16/2018,09:26
402 6TH AVE SE,44.984970000000004,-93.246711,3,University,Marcy Holmes,4,Howe,2,04/16/2018,09:26
404 6TH AVE SE,44.985118,-93.24668100000001,3,University,Marcy Holmes,4,Howe,2,04/16/2018,09:26
420 6TH AVE SE,44.985711,-93.24616,3,University,Marcy Holmes,4,Howe,2,04/16/2018,09:26
1018 13TH AVE SE,44.988501,-93.233333,2,University,Como,4,Howe,2,04/16/2018,09:26
114 5TH ST NE,44.99047,-93.254607,3,University,Nicollet Island - East Bank,2,Howe,2,04/16/2018,09:26
3222 6TH ST N,45.013859000000004,-93.286465,4,Camden,McKinley,1,Howe,2,04/16/2018,09:26
3548 DUPONT AVE S,44.937996999999996,-93.293726,10,Calhoun Isle,South Uptown,5,Howe,2,04/16/2018,09:26
1826 39TH ST E.,44.932460999999996,-93.247213,12,Powderhorn,Standish,6,Howe,2,04/16/2018,09:26
4612 30TH AVE S,44.919230999999996,-93.22967299999999,12,Nokomis,Ericsson,6,Howe,2,04/16/2018,09:27
3036 15TH AVE S,44.947281,-93.253785,9,Powderhorn,Powderhorn Park,6,Howe,2,04/16/2018,09:27
332 19TH ST E,44.963988,-93.271213,6,Central,Steven's Square - Loring Heights,3,Howe,2,04/16/2018,09:27
820 12TH AVE N,44.990858,-93.290834,5,Near North,Near - North,1,Howe,2,04/16/2018,09:27
4042 HUMBOLDT AVE N,45.029234,-93.298323,4,Camden,Webber - Camden,1,Howe,2,04/16/2018,09:27
918 52ND AVE N,45.049353,-93.29257,4,Camden,Lind - Bohanon,1,Howe,2,04/16/2018,09:27
2544 OAKLAND AVE S,44.956067,-93.26687700000001,6,Phillips,Phillips West,3,Howe,2,04/16/2018,09:27
334 19TH ST E,44.963991,-93.271038,6,Central,Steven's Square - Loring Heights,3,Howe,2,04/16/2018,09:28
318 6TH AVE SE,44.98424,-93.247698,3,University,Marcy Holmes,4,Howe,2,04/16/2018,09:28
326 6TH AVE SE,44.985040000000005,-93.24668100000001,3,University,Marcy Holmes,4,Howe,2,04/16/2018,09:28
896 27TH AVE SE,44.986621,-93.215289,2,University,Como,4,Howe,2,04/16/2018,09:28
1022 13TH AVE SE,44.988554,-93.233311,2,University,Como,4,Howe,2,04/16/2018,09:28
116 5TH ST NE,44.990576000000004,-93.254675,3,University,Nicollet Island - East Bank,2,Howe,2,04/16/2018,09:28
3346 6TH ST N,45.016205,-93.286525,4,Camden,McKinley,1,Howe,2,04/16/2018,09:28
1210 32ND ST W,44.944759999999995,-93.29498199999999,10,Calhoun Isle,South Uptown,5,Howe,2,04/16/2018,09:29
3006 15TH AVE S,44.947922,-93.25372800000001,9,Powderhorn,Powderhorn Park,6,Howe,2,04/16/2018,09:29
2226 EMERSON AVE S,44.959982000000004,-93.294697,7,Calhoun Isle,East Isles,3,Howe,2,04/16/2018,09:29
1708 4TH AVE N,44.98162,-93.30227,5,Near North,Harrison,3,Howe,2,04/16/2018,09:29
312 6TH AVE SE,44.984276,-93.247457,3,University,Marcy Holmes,4,Howe,2,04/16/2018,09:29
2116 3RD ST NE,45.009734,-93.264666,3,Northeast,Bottineau,2,Howe,2,04/16/2018,09:29
4020 HUMBOLDT AVE N,45.028452,-93.29834699999999,4,Camden,Webber - Camden,1,Howe,2,04/16/2018,09:29
3528 DUPONT AVE S,44.938558,-93.293676,10,Calhoun Isle,South Uptown,5,Howe,2,04/16/2018,09:29
936 27TH AVE SE,44.987562,-93.215259,2,University,Como,4,Howe,2,04/16/2018,09:30
1710 36TH AVE NE,45.032478000000005,-93.23553199999999,1,Northeast,Waite Park,2,Howe,2,04/16/2018,09:30
2524 OAKLAND AVE S,44.956763,-93.266411,6,Phillips,Phillips West,3,Howe,2,04/16/2018,09:30
1030 13TH AVE SE,44.988815,-93.23330899999999,2,University,Como,4,Howe,2,04/16/2018,09:31
2214 3RD ST NE,45.010563,-93.264638,3,Northeast,Bottineau,2,Howe,2,04/16/2018,09:31
3542 6TH ST N,45.019861999999996,-93.286437,4,Camden,McKinley,1,Howe,2,04/16/2018,09:31
3926 HUMBOLDT AVE N,45.0266,-93.298198,4,Camden,Webber - Camden,1,Howe,2,04/16/2018,09:31
1014 52ND AVE N,45.049346,-93.293595,4,Camden,Lind - Bohanon,1,Howe,2,04/16/2018,09:31
3526 DUPONT AVE S,44.938629,-93.293648,10,Calhoun Isle,South Uptown,5,Howe,2,04/16/2018,09:31
1322 WASHBURN AVE N,44.992329999999995,-93.316897,5,Near North,Willard - Hay,1,Howe,2,04/16/2018,09:31
6112 10TH AVE S,44.891971000000005,-93.260473,11,Nokomis,Diamond Lake,6,Howe,2,04/16/2018,09:32
1120 BRYANT AVE N,44.990615000000005,-93.291035,5,Near North,Near - North,1,Howe,2,04/16/2018,09:32
3918 HUMBOLDT AVE N,45.026451,-93.298156,4,Camden,Webber - Camden,1,Howe,2,04/16/2018,09:32
1712 36TH AVE NE,45.032466,-93.235487,1,Northeast,Waite Park,2,Howe,2,04/16/2018,09:32
2516 OAKLAND AVE S,44.957038,-93.266413,6,Phillips,Phillips West,3,Howe,2,04/16/2018,09:32
1836 39TH ST E.,44.932328000000005,-93.246702,12,Powderhorn,Standish,6,Howe,2,04/16/2018,09:32
6136 10TH AVE S,44.890956,-93.26055,11,Nokomis,Diamond Lake,6,Howe,2,04/16/2018,09:33
1906 4TH AVE N,44.981631,-93.304728,5,Near North,Harrison,3,Howe,2,04/16/2018,09:33
1040 13TH AVE SE,44.989148,-93.233319,2,University,Como,4,Howe,2,04/16/2018,09:33
2410 3RD ST NE,45.012586999999996,-93.264699,3,Northeast,Bottineau,2,Howe,2,04/16/2018,09:33
3646 6TH ST N,45.021609000000005,-93.286428,4,Camden,McKinley,1,Howe,2,04/16/2018,09:33
3642 6TH ST N,45.021636,-93.286303,4,Camden,McKinley,1,Howe,2,04/16/2018,09:33
1022 52ND AVE N,45.049363,-93.293788,4,Camden,Lind - Bohanon,1,Howe,2,04/16/2018,09:33
3450 DUPONT AVE S,44.93971,-93.293539,10,Calhoun Isle,South Uptown,5,Howe,2,04/16/2018,09:33
308 18TH ST E,44.965271,-93.27221999999999,6,Central,Steven's Square - Loring Heights,3,Howe,2,04/16/2018,09:34
320 7TH AVE SE,44.983994,-93.245726,3,University,Marcy Holmes,4,Howe,2,04/16/2018,09:34
1042 13TH AVE SE,44.989173,-93.233311,2,University,Como,4,Howe,2,04/16/2018,09:34
626 5TH ST NE,44.996154,-93.258448,3,Northeast,St. Anthony West,2,Howe,2,04/16/2018,09:34
3738 HUMBOLDT AVE N,45.023371000000004,-93.29821,4,Camden,Folwell,1,Howe,2,04/16/2018,09:34
6136 11TH AVE S,44.891117,-93.25929599999999,11,Nokomis,Diamond Lake,6,Howe,2,04/16/2018,09:35
3006 16TH AVE S,44.948238,-93.251554,9,Powderhorn,Powderhorn Park,6,Howe,2,04/16/2018,09:35
3438 DUPONT AVE S,44.940114,-93.29363199999999,10,Calhoun Isle,South Uptown,5,Howe,2,04/16/2018,09:35
2506 OAKLAND AVE S,44.957205,-93.266414,6,Phillips,Phillips West,3,Howe,2,04/16/2018,09:35
3750 6TH ST N,45.02329,-93.286569,4,Camden,McKinley,1,Howe,2,04/16/2018,09:36
3832 30TH AVE S,44.933091,-93.22963399999999,12,Powderhorn,Standish,6,Howe,2,04/16/2018,09:37
1300 32ND ST W,44.944748,-93.295965,10,Calhoun Isle,South Uptown,5,Howe,2,04/16/2018,09:37
2444 OAKLAND AVE S,44.957606,-93.266141,6,Phillips,Phillips West,3,Howe,2,04/16/2018,09:37
1082 13TH AVE SE,44.990291,-93.233306,2,University,Como,4,Howe,2,04/16/2018,09:37
638 5TH ST NE,44.996485,-93.258663,3,Northeast,St. Anthony West,2,Howe,2,04/16/2018,09:37
3654 HUMBOLDT AVE N,45.022071000000004,-93.298197,4,Camden,Folwell,1,Howe,2,04/16/2018,09:37
1618 HOLLYWOOD AVE,45.034371,-93.23609499999999,1,Northeast,Waite Park,2,Howe,2,04/16/2018,09:37
3408 DUPONT AVE S,44.94082,-93.293623,10,Calhoun Isle,South Uptown,5,Howe,2,04/16/2018,09:37
380 20TH AVE S,44.933926,-93.243287,12,Powderhorn,Standish,6,Howe,2,04/16/2018,09:38
3112 16TH AVE S,44.94614,-93.251,9,Powderhorn,Powderhorn Park,6,Howe,2,04/16/2018,09:38
306 18TH ST E,44.965259,-93.272285,6,Central,Steven's Square - Loring Heights,3,Howe,2,04/16/2018,09:38
1204 HUMBOLDT AVE N,44.990325,-93.298221,5,Near North,Near - North,1,Howe,2,04/16/2018,09:38
3650 HUMBOLDT AVE N,45.02192,-93.29809,4,Camden,Folwell,1,Howe,2,04/16/2018,09:38
5820 11TH AVE S,44.897032,-93.259089,11,Nokomis,Diamond Lake,6,Howe,2,04/16/2018,09:39
1304 32ND ST W,44.944732,-93.296068,10,Calhoun Isle,South Uptown,5,Howe,2,04/16/2018,09:39
3120 16TH AVE S,44.945943,-93.251275,9,Powderhorn,Powderhorn Park,6,Howe,2,04/16/2018,09:39
2346 OAKLAND AVE S,44.959103000000006,-93.266406,6,Phillips,Phillips West,3,Howe,2,04/16/2018,09:39
812 5TH ST NE,44.998173,-93.259799,3,Northeast,St. Anthony West,2,Howe,2,04/16/2018,09:39
3812 6TH ST N,45.024377,-93.28636800000001,4,Camden,Webber - Camden,1,Howe,2,04/16/2018,09:39
2014 CLINTON AVE S,44.962165,-93.271821,10,Powderhorn,Whittier,3,Howe,2,04/16/2018,09:39
4048 CLINTON AVE S,44.928977,-93.271436,8,Powderhorn,Bryant,5,Howe,2,04/16/2018,09:40
1306 32ND ST W,44.944734999999994,-93.29606700000001,10,Calhoun Isle,South Uptown,5,Howe,2,04/16/2018,09:40
304 18TH ST E,44.96526,-93.272465,6,Central,Steven's Square - Loring Heights,3,Howe,2,04/16/2018,09:40
2218 4TH AVE N,44.981605,-93.30919899999999,5,Near North,Harrison,3,Howe,2,04/16/2018,09:40
3602 HUMBOLDT AVE N,45.020590000000006,-93.298163,4,Camden,Folwell,1,Howe,2,04/16/2018,09:40
3814 6TH ST N,45.024553999999995,-93.286278,4,Camden,Webber - Camden,1,Howe,2,04/16/2018,09:40
3818 6TH ST N,45.024634999999996,-93.28631,4,Camden,Webber - Camden,1,Howe,2,04/16/2018,09:40
3234 DUPONT AVE S,44.943608000000005,-93.293561,10,Calhoun Isle,South Uptown,5,Howe,2,04/16/2018,09:40
