Location,Latitude,Longitude,Ward,Neighborhood,Community,Tow_Zone,Day,Emergency,Date,Time
GIRARD AVE N,44.994934,-93.29719,5,Near - North,Near North,1,3,Armatage,02/26/2019,00:00
OAKLAND AVE S,44.946475,-93.26647,9,Central,Powderhorn,5,3,Armatage,02/26/2019,00:00
5TH AVE S,44.931577000000004,-93.268778,8,Bryant,Powderhorn,5,3,Armatage,02/26/2019,00:00
HUMBOLDT AVE N,44.983289,-93.298736,5,Harrison,Near North,3,3,Armatage,02/26/2019,00:00
PILLSBURY AVE,44.959683,-93.28124,10,Whittier,Powderhorn,3,3,Armatage,02/26/2019,00:00
15TH AVE SE,44.992063,-93.230801,1,Como,University,2,3,Armatage,02/26/2019,00:00
10TH AVE S,44.967652,-93.25971,6,Elliot Park,Central,3,3,Armatage,02/26/2019,00:00
10TH AVE S,44.967709,-93.259647,6,Elliot Park,Central,3,3,Armatage,02/26/2019,00:00
GIRARD AVE N,44.995659,-93.297167,5,Near - North,Near North,1,3,Armatage,02/26/2019,00:00
OAKLAND AVE S,44.949832,-93.266145,6,Phillips West,Phillips,3,3,Armatage,02/26/2019,00:00
10TH AVE S,44.935047999999995,-93.259989,9,Powderhorn Park,Powderhorn,6,3,Armatage,02/26/2019,00:00
36TH ST E,44.937727,-93.247138,12,Standish,Powderhorn,6,3,Armatage,02/26/2019,00:00
HAYES ST NE,45.030541,-93.23461800000001,1,Waite Park,Northeast,2,3,Armatage,02/26/2019,00:00
8TH AVE SE,44.987726,-93.241259,3,Marcy Holmes,University,4,3,Armatage,02/26/2019,00:00
37TH ST W,44.935741,-93.289757,10,East Harriet,Southwest,5,3,Armatage,02/26/2019,00:00
PLEASANT AVE,44.962148,-93.282774,10,Whittier,Powderhorn,3,3,Armatage,02/26/2019,00:00
HUMBOLDT AVE N,45.034776,-93.298385,4,Webber - Camden,Camden,1,3,Armatage,02/26/2019,00:00
UPTON AVE N,44.99488,-93.314624,5,Willard - Hay,Near North,1,3,Armatage,02/26/2019,00:00
OAKLAND AVE S,44.949928,-93.265996,6,Phillips West,Phillips,3,3,Armatage,02/26/2019,00:00
5TH AVE S,44.92944,-93.26861099999999,8,Bryant,Powderhorn,5,3,Armatage,02/26/2019,00:00
30TH AVE S,44.910914,-93.22973499999999,12,Keewaydin,Nokomis,6,3,Armatage,02/26/2019,00:00
18TH ST E,44.965208000000004,-93.274286,6,Steven's Square - Loring Heights,Central,3,3,Armatage,02/26/2019,00:00
25TH AVE SE,44.987226,-93.217788,2,Como,University,4,3,Armatage,02/26/2019,00:00
ADAMS ST NE,45.001148,-93.25630799999999,1,Logan Park,Northeast,2,3,Armatage,02/26/2019,00:00
JAMES AVE S,44.948847,-93.303394,7,East Isles,Calhoun Isle,3,3,Armatage,02/26/2019,00:00
PLEASANT AVE,44.962196999999996,-93.282682,10,Whittier,Powderhorn,3,3,Armatage,02/26/2019,00:00
30TH AVE S,44.925371000000005,-93.229561,12,Ericsson,Nokomis,6,3,Armatage,02/26/2019,00:00
GIRARD AVE N,44.996463,-93.297163,5,Near - North,Near North,1,3,Armatage,02/26/2019,00:00
OAKLAND AVE S,44.947942,-93.265739,9,Central,Powderhorn,5,3,Armatage,02/26/2019,00:00
5TH AVE S,44.929497999999995,-93.268683,8,Bryant,Powderhorn,5,3,Armatage,02/26/2019,00:00
5TH AVE S,44.929637,-93.26887099999999,8,Bryant,Powderhorn,5,3,Armatage,02/26/2019,00:00
5TH AVE S,44.929652000000004,-93.268872,8,Bryant,Powderhorn,5,3,Armatage,02/26/2019,00:00
8TH AVE SE,44.987066999999996,-93.241732,3,Marcy Holmes,University,4,3,Armatage,02/26/2019,00:00
37TH ST W,44.935763,-93.289702,10,East Harriet,Southwest,5,3,Armatage,02/26/2019,00:00
JAMES AVE S,44.948977,-93.303382,7,East Isles,Calhoun Isle,3,3,Armatage,02/26/2019,00:00
PLEASANT AVE,44.962209,-93.282371,10,Whittier,Powderhorn,3,3,Armatage,02/26/2019,00:00
30TH AVE S,44.927121,-93.22957,12,Standish,Powderhorn,6,3,Armatage,02/26/2019,00:00
10TH AVE S,44.967565,-93.259787,6,Elliot Park,Central,3,3,Armatage,02/26/2019,00:00
OAKLAND AVE S,44.950024,-93.266257,6,Phillips West,Phillips,3,3,Armatage,02/26/2019,00:00
5TH AVE S,44.929547,-93.26886400000001,8,Bryant,Powderhorn,5,3,Armatage,02/26/2019,00:00
36TH ST E,44.937598,-93.241007,12,Standish,Powderhorn,6,3,Armatage,02/26/2019,00:00
HUMBOLDT AVE N,44.983508,-93.298028,5,Harrison,Near North,3,3,Armatage,02/26/2019,00:00
18TH ST E,44.965276,-93.274477,6,Steven's Square - Loring Heights,Central,3,3,Armatage,02/26/2019,00:00
37TH ST W,44.935858,-93.288526,10,East Harriet,Southwest,5,3,Armatage,02/26/2019,00:00
25TH AVE SE,44.987458000000004,-93.217781,2,Como,University,4,3,Armatage,02/26/2019,00:00
UPTON AVE N,44.997308000000004,-93.314655,5,Willard - Hay,Near North,1,3,Armatage,02/26/2019,00:00
24TH AVE S,44.961594,-93.23790799999999,6,Seward,Longfellow,4,3,Armatage,02/26/2019,00:00
47TH ST W,44.917815000000004,-93.297664,13,Lynnhurst,Southwest,5,3,Armatage,02/26/2019,00:00
PILLSBURY AVE,44.958872,-93.281297,10,Whittier,Powderhorn,3,3,Armatage,02/26/2019,00:00
37TH ST W,44.936012,-93.28554799999999,8,King Field,Southwest,5,3,Armatage,02/26/2019,00:00
25TH AVE SE,44.987656,-93.217753,2,Como,University,4,3,Armatage,02/26/2019,00:00
ELLIOT AVE,44.967089,-93.26105600000001,6,Elliot Park,Central,3,3,Armatage,02/26/2019,00:00
JAMES AVE S,44.949185,-93.30337,7,East Isles,Calhoun Isle,3,3,Armatage,02/26/2019,00:00
HUMBOLDT AVE N,45.033986999999996,-93.298376,4,Webber - Camden,Camden,1,3,Armatage,02/26/2019,00:00
ELLIOT AVE,44.966924,-93.26087199999999,6,Elliot Park,Central,3,3,Armatage,02/26/2019,00:00
OAKLAND AVE S,44.953547,-93.26606899999999,6,Phillips West,Phillips,3,3,Armatage,02/26/2019,00:00
5TH AVE S,44.924847,-93.268831,8,Regina,Nokomis,5,3,Armatage,02/26/2019,00:00
HUMBOLDT AVE N,44.983638,-93.298404,5,Harrison,Near North,3,3,Armatage,02/26/2019,00:00
PILLSBURY AVE,44.958703,-93.28128000000001,10,Whittier,Powderhorn,3,3,Armatage,02/26/2019,00:00
8TH AVE SE,44.985724,-93.24266300000001,3,Marcy Holmes,University,4,3,Armatage,02/26/2019,00:00
18TH ST E,44.965196,-93.276033,6,Steven's Square - Loring Heights,Central,3,3,Armatage,02/26/2019,00:00
37TH ST W,44.936012,-93.28554799999999,8,King Field,Southwest,5,3,Armatage,02/26/2019,00:00
ELLIOT AVE,44.966986999999996,-93.260953,6,Elliot Park,Central,3,3,Armatage,02/26/2019,00:00
UPTON AVE N,44.999089,-93.314635,5,Willard - Hay,Near North,1,3,Armatage,02/26/2019,00:00
COLUMBUS AVE S,44.945147999999996,-93.26383100000001,9,Central,Powderhorn,5,3,Armatage,02/26/2019,00:00
5TH AVE S,44.924844,-93.268901,8,Regina,Nokomis,5,3,Armatage,02/26/2019,00:00
36TH ST E,44.937816,-93.23241,9,Corcoran,Powderhorn,6,3,Armatage,02/26/2019,00:00
JAMES AVE S,44.950958,-93.30326,7,East Isles,Calhoun Isle,3,3,Armatage,02/26/2019,00:00
IRVING AVE N,44.997173,-93.299459,5,Near - North,Near North,1,3,Armatage,02/26/2019,00:00
24TH AVE S,44.962145,-93.237664,6,Seward,Longfellow,4,3,Armatage,02/26/2019,00:00
IRVING AVE N,44.983892,-93.29912900000001,5,Harrison,Near North,3,3,Armatage,02/26/2019,00:00
8TH AVE SE,44.985362,-93.24293,3,Marcy Holmes,University,4,3,Armatage,02/26/2019,00:00
18TH ST E,44.96519,-93.276026,6,Steven's Square - Loring Heights,Central,3,3,Armatage,02/26/2019,00:00
37TH ST W,44.936001,-93.285588,8,King Field,Southwest,5,3,Armatage,02/26/2019,00:00
ADAMS ST NE,44.996506,-93.256276,3,St. Anthony East,Northeast,2,3,Armatage,02/26/2019,00:00
17TH AVE SE,44.989115000000005,-93.228235,1,Como,University,4,3,Armatage,02/26/2019,00:00
COLUMBUS AVE S,44.945189,-93.26388399999999,9,Central,Powderhorn,5,3,Armatage,02/26/2019,00:00
5TH AVE S,44.920607000000004,-93.268826,8,Regina,Nokomis,5,3,Armatage,02/26/2019,00:00
5TH AVE S,44.920728000000004,-93.26898,8,Regina,Nokomis,5,3,Armatage,02/26/2019,00:00
25TH AVE SE,44.98842,-93.21775799999999,1,Como,University,4,3,Armatage,02/26/2019,00:00
ADAMS ST NE,44.996463,-93.25626899999999,3,St. Anthony East,Northeast,2,3,Armatage,02/26/2019,00:00
ELLIOT AVE,44.967009000000004,-93.26091600000001,6,Elliot Park,Central,3,3,Armatage,02/26/2019,00:00
ELLIOT AVE,44.967134,-93.260991,6,Elliot Park,Central,3,3,Armatage,02/26/2019,00:00
ELLIOT AVE,44.967104,-93.260942,6,Elliot Park,Central,3,3,Armatage,02/26/2019,00:00
5TH AVE S,44.920451,-93.268849,8,Regina,Nokomis,5,3,Armatage,02/26/2019,00:00
24TH AVE S,44.962223,-93.237734,6,Seward,Longfellow,4,3,Armatage,02/26/2019,00:00
8TH AVE SE,44.985302000000004,-93.242954,3,Marcy Holmes,University,4,3,Armatage,02/26/2019,00:00
37TH ST W,44.936014,-93.281773,8,King Field,Southwest,5,3,Armatage,02/26/2019,00:00
17TH AVE SE,44.98897,-93.22823000000001,1,Como,University,4,3,Armatage,02/26/2019,00:00
6TH ST N,45.002266,-93.28651500000001,5,Hawthorne,Near North,1,3,Armatage,02/26/2019,00:00
ELLIOT AVE,44.967039,-93.26092,6,Elliot Park,Central,3,3,Armatage,02/26/2019,00:00
ELLIOT AVE,44.967134,-93.260991,6,Elliot Park,Central,3,3,Armatage,02/26/2019,00:00
COLUMBUS AVE S,44.943482,-93.263799,9,Central,Powderhorn,5,3,Armatage,02/26/2019,00:00
5TH AVE S,44.920274,-93.26898800000001,8,Regina,Nokomis,5,3,Armatage,02/26/2019,00:00
GARFIELD ST NE,45.013422,-93.23298299999999,1,Audubon Park,Northeast,2,3,Armatage,02/26/2019,00:00
25TH AVE SE,44.990142,-93.217736,1,Como,University,4,3,Armatage,02/26/2019,00:00
JEFFERSON ST NE,44.995354999999996,-93.254965,3,St. Anthony East,Northeast,2,3,Armatage,02/26/2019,00:00
17TH AVE SE,44.988896000000004,-93.228211,1,Como,University,4,3,Armatage,02/26/2019,00:00
KNOX AVE S,44.949056,-93.305097,7,Cedar - Isles - Dean,Calhoun Isle,3,3,Armatage,02/26/2019,00:00
KNOX AVE S,44.949154,-93.305093,7,Cedar - Isles - Dean,Calhoun Isle,3,3,Armatage,02/26/2019,00:00
COLUMBUS AVE S,44.942657000000004,-93.263887,9,Central,Powderhorn,5,3,Armatage,02/26/2019,00:00
VINCENT AVE N,45.01242,-93.308846,5,Jordan,Near North,1,3,Armatage,02/26/2019,00:00
17TH ST E,44.965847,-93.275968,6,Steven's Square - Loring Heights,Central,3,3,Armatage,02/26/2019,00:00
JEFFERSON ST NE,44.995459000000004,-93.254968,3,St. Anthony East,Northeast,2,3,Armatage,02/26/2019,00:00
6TH ST N,45.002853,-93.286449,5,Hawthorne,Near North,1,3,Armatage,02/26/2019,00:00
ELLIOT AVE,44.967688,-93.260827,6,Elliot Park,Central,3,3,Armatage,02/26/2019,00:00
ELLIOT AVE,44.96734,-93.26114399999999,6,Elliot Park,Central,3,3,Armatage,02/26/2019,00:00
COLUMBUS AVE S,44.942624,-93.26390699999999,9,Central,Powderhorn,5,3,Armatage,02/26/2019,00:00
5TH AVE S,44.917705,-93.268914,8,Field,Nokomis,5,3,Armatage,02/26/2019,00:00
47TH ST W,44.917811,-93.280485,11,Tangletown,Southwest,5,3,Armatage,02/26/2019,00:00
COLUMBUS AVE S,44.956118,-93.263834,6,Phillips West,Phillips,3,3,Armatage,02/26/2019,00:00
8TH AVE SE,44.983176,-93.24467,3,Marcy Holmes,University,4,3,Armatage,02/26/2019,00:00
JEFFERSON ST NE,44.995507,-93.254968,3,St. Anthony East,Northeast,2,3,Armatage,02/26/2019,00:00
ELLIOT AVE,44.967734,-93.260971,6,Elliot Park,Central,3,3,Armatage,02/26/2019,00:00
UPTON AVE N,45.003339000000004,-93.31466,5,Willard - Hay,Near North,1,3,Armatage,02/26/2019,00:00
ELLIOT AVE,44.967414,-93.261037,6,Elliot Park,Central,3,3,Armatage,02/26/2019,00:00
ELLIOT AVE,44.96734,-93.26114399999999,6,Elliot Park,Central,3,3,Armatage,02/26/2019,00:00
COLUMBUS AVE S,44.94188,-93.263763,9,Central,Powderhorn,5,3,Armatage,02/26/2019,00:00
24TH AVE S,44.963568,-93.237974,6,Seward,Longfellow,4,3,Armatage,02/26/2019,00:00
COLUMBUS AVE S,44.956013,-93.263817,6,Phillips West,Phillips,3,3,Armatage,02/26/2019,00:00
17TH ST E,44.966049,-93.27521899999999,6,Steven's Square - Loring Heights,Central,3,3,Armatage,02/26/2019,00:00
25TH AVE SE,44.990497999999995,-93.217751,1,Como,University,4,3,Armatage,02/26/2019,00:00
UPTON AVE N,45.003417,-93.31464799999999,5,Willard - Hay,Near North,1,3,Armatage,02/26/2019,00:00
COLUMBUS AVE S,44.940265000000004,-93.263799,9,Central,Powderhorn,5,3,Armatage,02/26/2019,00:00
5TH AVE S,44.914325,-93.268647,8,Field,Nokomis,5,3,Armatage,02/26/2019,00:00
IRVING AVE N,44.983436,-93.298957,5,Harrison,Near North,3,3,Armatage,02/26/2019,00:00
COLUMBUS AVE S,44.955956,-93.263879,6,Phillips West,Phillips,3,3,Armatage,02/26/2019,00:00
6TH ST N,45.00314,-93.286437,5,Hawthorne,Near North,1,3,Armatage,02/26/2019,00:00
ELLIOT AVE,44.967782,-93.261061,6,Elliot Park,Central,3,3,Armatage,02/26/2019,00:00
8TH AVE SE,44.982484,-93.24539200000001,3,Marcy Holmes,University,4,3,Armatage,02/26/2019,00:00
17TH ST E,44.966205,-93.27520799999999,6,Steven's Square - Loring Heights,Central,3,3,Armatage,02/26/2019,00:00
25TH AVE SE,44.991017,-93.217722,1,Como,University,4,3,Armatage,02/26/2019,00:00
BROOK AVE SE,44.986584,-93.227808,2,Como,University,4,3,Armatage,02/26/2019,00:00
6TH ST N,45.003374,-93.28644399999999,5,Hawthorne,Near North,1,3,Armatage,02/26/2019,00:00
IRVING AVE N,44.9921,-93.299511,5,Near - North,Near North,1,3,Armatage,02/26/2019,00:00
COLUMBUS AVE S,44.955878000000006,-93.263832,6,Phillips West,Phillips,3,3,Armatage,02/26/2019,00:00
JEFFERSON ST NE,45.001171,-93.254965,1,Logan Park,Northeast,2,3,Armatage,02/26/2019,00:00
UPTON AVE N,45.003919,-93.31465899999999,5,Willard - Hay,Near North,1,3,Armatage,02/26/2019,00:00
IRVING AVE N,44.992061,-93.299504,5,Near - North,Near North,1,3,Armatage,02/26/2019,00:00
COLUMBUS AVE S,44.935394,-93.263536,8,Central,Powderhorn,5,3,Armatage,02/26/2019,00:00
17TH AVE S,44.9184,-93.249798,11,Northrop,Nokomis,6,3,Armatage,02/26/2019,00:00
48TH ST W,44.916109999999996,-93.28093100000001,11,Tangletown,Southwest,5,3,Armatage,02/26/2019,00:00
COLUMBUS AVE S,44.955776,-93.263847,6,Phillips West,Phillips,3,3,Armatage,02/26/2019,00:00
17TH ST E,44.966141,-93.27474000000001,6,Steven's Square - Loring Heights,Central,3,3,Armatage,02/26/2019,00:00
BROOK AVE SE,44.986596999999996,-93.227591,2,Como,University,4,3,Armatage,02/26/2019,00:00
DUPONT AVE S,44.939432000000004,-93.293366,10,South Uptown,Calhoun Isle,5,3,Armatage,02/26/2019,00:00
COLUMBUS AVE S,44.935408,-93.263675,8,Central,Powderhorn,5,3,Armatage,02/26/2019,00:00
GARFIELD ST NE,45.025343,-93.23325899999999,1,Waite Park,Northeast,2,3,Armatage,02/26/2019,00:00
COLUMBUS AVE S,44.955743,-93.26378299999999,6,Phillips West,Phillips,3,3,Armatage,02/26/2019,00:00
17TH ST E,44.966127,-93.273034,6,Steven's Square - Loring Heights,Central,3,3,Armatage,02/26/2019,00:00
JEFFERSON ST NE,45.003233,-93.254998,1,Logan Park,Northeast,2,3,Armatage,02/26/2019,00:00
COLUMBUS AVE S,44.935435999999996,-93.263623,8,Central,Powderhorn,5,3,Armatage,02/26/2019,00:00
17TH AVE S,44.91884,-93.24968100000001,11,Northrop,Nokomis,6,3,Armatage,02/26/2019,00:00
COLUMBUS AVE S,44.95532,-93.263861,6,Phillips West,Phillips,3,3,Armatage,02/26/2019,00:00
DUPONT AVE S,44.940216,-93.29333100000001,10,South Uptown,Calhoun Isle,5,3,Armatage,02/26/2019,00:00
COLUMBUS AVE S,44.935175,-93.263604,8,Central,Powderhorn,5,3,Armatage,02/26/2019,00:00
17TH AVE S,44.919140000000006,-93.249592,11,Northrop,Nokomis,6,3,Armatage,02/26/2019,00:00
COLUMBUS AVE S,44.955196,-93.26388399999999,6,Phillips West,Phillips,3,3,Armatage,02/26/2019,00:00
37TH ST E,44.936009000000006,-93.276427,8,King Field,Southwest,5,3,Armatage,02/26/2019,00:00
27TH AVE SE FRNTG RD E,44.987545000000004,-93.215012,2,Como,University,4,3,Armatage,02/26/2019,00:00
ROLLINS AVE SE,44.985367,-93.227172,2,Como,University,4,3,Armatage,02/26/2019,00:00
THOMAS AVE N,45.006885,-93.313366,4,Willard - Hay,Near North,1,3,Armatage,02/26/2019,00:00
DUPONT AVE S,44.940303,-93.293223,10,South Uptown,Calhoun Isle,5,3,Armatage,02/26/2019,00:00
COLUMBUS AVE S,44.935128999999996,-93.26365600000001,8,Central,Powderhorn,5,3,Armatage,02/26/2019,00:00
COLUMBUS AVE S,44.955166,-93.26389499999999,6,Phillips West,Phillips,3,3,Armatage,02/26/2019,00:00
11TH AVE SE,44.985506,-93.237513,3,Marcy Holmes,University,4,3,Armatage,02/26/2019,00:00
COLUMBUS AVE S,44.935045,-93.263684,8,Central,Powderhorn,5,3,Armatage,02/26/2019,00:00
37TH ST E,44.93589,-93.27586600000001,8,King Field,Southwest,5,3,Armatage,02/26/2019,00:00
ROLLINS AVE SE,44.985349,-93.227913,2,Como,University,4,3,Armatage,02/26/2019,00:00
15TH ST E,44.967816,-93.261207,6,Elliot Park,Central,3,3,Armatage,02/26/2019,00:00
DUPONT AVE S,44.94068,-93.293219,10,South Uptown,Calhoun Isle,5,3,Armatage,02/26/2019,00:00
GARFIELD ST NE,45.03066,-93.232014,1,Waite Park,Northeast,2,3,Armatage,02/26/2019,00:00
11TH AVE SE,44.985467,-93.23794699999999,3,Marcy Holmes,University,4,3,Armatage,02/26/2019,00:00
27TH AVE SE FRNTG RD E,44.985993,-93.215053,2,Como,University,4,3,Armatage,02/26/2019,00:00
MADISON ST NE,45.004375,-93.253785,1,Logan Park,Northeast,2,3,Armatage,02/26/2019,00:00
15TH ST E,44.967737,-93.262313,6,Elliot Park,Central,3,3,Armatage,02/26/2019,00:00
COLUMBUS AVE S,44.95451,-93.263829,6,Phillips West,Phillips,3,3,Armatage,02/26/2019,00:00
COLUMBUS AVE S,44.93278,-93.26354,8,Bryant,Powderhorn,5,3,Armatage,02/26/2019,00:00
17TH AVE S,44.928379,-93.249925,8,Bancroft,Powderhorn,6,3,Armatage,02/26/2019,00:00
SNELLING AVE S,44.919894,-93.216626,12,Hiawatha,Longfellow,6,3,Armatage,02/26/2019,00:00
15TH ST E,44.967853999999996,-93.26241,6,Elliot Park,Central,3,3,Armatage,02/26/2019,00:00
COLUMBUS AVE S,44.954718,-93.263871,6,Phillips West,Phillips,3,3,Armatage,02/26/2019,00:00
21ST AVE S,44.925585999999996,-93.242413,12,Standish,Powderhorn,6,3,Armatage,02/26/2019,00:00
11TH AVE SE,44.986591,-93.236388,3,Marcy Holmes,University,4,3,Armatage,02/26/2019,00:00
4TH AVE S,44.963282,-93.270607,6,Steven's Square - Loring Heights,Central,3,3,Armatage,02/26/2019,00:00
THOMAS AVE N,44.999125,-93.313384,5,Willard - Hay,Near North,1,3,Armatage,02/26/2019,00:00
15TH ST E,44.96778,-93.262289,6,Elliot Park,Central,3,3,Armatage,02/26/2019,00:00
DUPONT AVE S,44.946292,-93.293185,10,South Uptown,Calhoun Isle,5,3,Armatage,02/26/2019,00:00
GARFIELD ST NE,45.032070000000004,-93.231842,1,Waite Park,Northeast,2,3,Armatage,02/26/2019,00:00
WEEKS AVE SE,44.985403999999996,-93.214885,2,Como,University,4,3,Armatage,02/26/2019,00:00
17TH AVE SE,44.986112,-93.22864100000001,2,Como,University,4,3,Armatage,02/26/2019,00:00
15TH ST E,44.967689,-93.261277,6,Elliot Park,Central,3,3,Armatage,02/26/2019,00:00
17TH AVE S,44.932198,-93.249736,8,Bancroft,Powderhorn,6,3,Armatage,02/26/2019,00:00
COLFAX AVE S,44.935522,-93.292075,10,East Harriet,Southwest,5,3,Armatage,02/26/2019,00:00
39TH ST W,44.932346,-93.27852,8,King Field,Southwest,5,3,Armatage,02/26/2019,00:00
39TH ST W,44.93235,-93.278448,8,King Field,Southwest,5,3,Armatage,02/26/2019,00:00
17TH AVE SE,44.986197,-93.22861400000001,2,Como,University,4,3,Armatage,02/26/2019,00:00
6TH ST N,45.012402,-93.286472,5,Hawthorne,Near North,1,3,Armatage,02/26/2019,00:00
SNELLING AVE S,44.920041999999995,-93.216656,12,Hiawatha,Longfellow,6,3,Armatage,02/26/2019,00:00
COLUMBUS AVE S,44.954448,-93.263891,6,Phillips West,Phillips,3,3,Armatage,02/26/2019,00:00
29TH AVE S,44.963060999999996,-93.229759,6,Seward,Longfellow,4,3,Armatage,02/26/2019,00:00
6TH ST N,45.012533000000005,-93.286452,5,Hawthorne,Near North,1,3,Armatage,02/26/2019,00:00
15TH ST E,44.967890000000004,-93.261211,6,Elliot Park,Central,3,3,Armatage,02/26/2019,00:00
THOMAS AVE N,44.998531,-93.313412,5,Willard - Hay,Near North,1,3,Armatage,02/26/2019,00:00
SNELLING AVE S,44.920246,-93.216749,12,Hiawatha,Longfellow,6,3,Armatage,02/26/2019,00:00
17TH AVE S,44.935621000000005,-93.249939,9,Powderhorn Park,Powderhorn,6,3,Armatage,02/26/2019,00:00
COLFAX AVE S,44.936585,-93.291904,10,East Harriet,Southwest,5,3,Armatage,02/26/2019,00:00
12TH AVE SE,44.985889,-93.235202,3,Marcy Holmes,University,4,3,Armatage,02/26/2019,00:00
4TH AVE S,44.963256,-93.270587,6,Steven's Square - Loring Heights,Central,3,3,Armatage,02/26/2019,00:00
17TH AVE SE,44.986289,-93.228604,2,Como,University,4,3,Armatage,02/26/2019,00:00
15TH ST E,44.96798,-93.261284,6,Elliot Park,Central,3,3,Armatage,02/26/2019,00:00
HARRIET AVE S,44.948337,-93.285724,8,Lyndale,Powderhorn,5,3,Armatage,02/26/2019,00:00
COLUMBUS AVE S,44.912079,-93.263817,11,Field,Nokomis,5,3,Armatage,02/26/2019,00:00
29TH AVE S,44.963190999999995,-93.22943000000001,6,Seward,Longfellow,4,3,Armatage,02/26/2019,00:00
12TH AVE SE,44.985544,-93.23555,3,Marcy Holmes,University,4,3,Armatage,02/26/2019,00:00
39TH ST W,44.932384000000006,-93.27985100000001,8,King Field,Southwest,5,3,Armatage,02/26/2019,00:00
WEEKS AVE SE,44.985011,-93.214264,2,Como,University,4,3,Armatage,02/26/2019,00:00
15TH ST E,44.967942,-93.260997,6,Elliot Park,Central,3,3,Armatage,02/26/2019,00:00
SNELLING AVE S,44.921104,-93.21722,12,Hiawatha,Longfellow,6,3,Armatage,02/26/2019,00:00
29TH AVE S,44.963169,-93.22940899999999,6,Seward,Longfellow,4,3,Armatage,02/26/2019,00:00
COLFAX AVE S,44.937018,-93.29203000000001,10,East Harriet,Southwest,5,3,Armatage,02/26/2019,00:00
COLFAX AVE S,44.9372,-93.291953,10,East Harriet,Southwest,5,3,Armatage,02/26/2019,00:00
39TH ST W,44.932221999999996,-93.280901,8,King Field,Southwest,5,3,Armatage,02/26/2019,00:00
BROOK AVE SE,44.986575,-93.228797,2,Como,University,4,3,Armatage,02/26/2019,00:00
THOMAS AVE N,44.997729,-93.31339100000001,5,Willard - Hay,Near North,1,3,Armatage,02/26/2019,00:00
COLUMBUS AVE S,44.954175,-93.263694,6,Phillips West,Phillips,3,3,Armatage,02/26/2019,00:00
COLUMBUS AVE S,44.913705,-93.263949,8,Field,Nokomis,5,3,Armatage,02/26/2019,00:00
17TH AVE S,44.938005,-93.249969,9,Powderhorn Park,Powderhorn,6,3,Armatage,02/26/2019,00:00
COLFAX AVE S,44.937287,-93.291914,10,East Harriet,Southwest,5,3,Armatage,02/26/2019,00:00
BROOK AVE SE,44.986567,-93.228874,2,Como,University,4,3,Armatage,02/26/2019,00:00
HARRIET AVE S,44.948188,-93.285241,8,Lyndale,Powderhorn,5,3,Armatage,02/26/2019,00:00
THOMAS AVE N,44.997657000000004,-93.313388,5,Willard - Hay,Near North,1,3,Armatage,02/26/2019,00:00
SNELLING AVE S,44.92223,-93.217853,12,Hiawatha,Longfellow,6,3,Armatage,02/26/2019,00:00
COLUMBUS AVE S,44.913698,-93.263949,8,Field,Nokomis,5,3,Armatage,02/26/2019,00:00
22ND AVE S,44.94513,-93.2405,9,Corcoran,Powderhorn,6,3,Armatage,02/26/2019,00:00
12TH AVE SE,44.985551,-93.23553000000001,3,Marcy Holmes,University,4,3,Armatage,02/26/2019,00:00
HUMBOLDT AVE N,45.016393,-93.298177,4,Folwell,Camden,1,3,Armatage,02/26/2019,00:00
QUINCY ST NE,44.996113,-93.251187,3,St. Anthony East,Northeast,2,3,Armatage,02/26/2019,00:00
BROOK AVE SE,44.986602000000005,-93.22913199999999,2,Como,University,4,3,Armatage,02/26/2019,00:00
HARRIET AVE S,44.948605,-93.285978,10,Whittier,Powderhorn,3,3,Armatage,02/26/2019,00:00
COLFAX AVE S,44.939159000000004,-93.292035,10,South Uptown,Calhoun Isle,5,3,Armatage,02/26/2019,00:00
12TH AVE SE,44.985551,-93.23553000000001,3,Marcy Holmes,University,4,3,Armatage,02/26/2019,00:00
CLINTON AVE S,44.963046000000006,-93.270999,6,Steven's Square - Loring Heights,Central,3,3,Armatage,02/26/2019,00:00
QUINCY ST NE,44.996015,-93.251188,3,St. Anthony East,Northeast,2,3,Armatage,02/26/2019,00:00
6TH ST N,45.013442,-93.286514,4,McKinley,Camden,1,3,Armatage,02/26/2019,00:00
HARRIET AVE S,44.948752,-93.286136,10,Whittier,Powderhorn,3,3,Armatage,02/26/2019,00:00
THOMAS AVE N,44.997525,-93.313396,5,Willard - Hay,Near North,1,3,Armatage,02/26/2019,00:00
COLUMBUS AVE S,44.914148,-93.263964,8,Field,Nokomis,5,3,Armatage,02/26/2019,00:00
17TH AVE S,44.940094,-93.24969,9,Powderhorn Park,Powderhorn,6,3,Armatage,02/26/2019,00:00
ARTHUR ST NE,45.019175,-93.231977,1,Audubon Park,Northeast,2,3,Armatage,02/26/2019,00:00
2ND AVE N,44.97891,-93.307671,5,Harrison,Near North,3,3,Armatage,02/26/2019,00:00
BROOK AVE SE,44.986598,-93.229501,2,Como,University,4,3,Armatage,02/26/2019,00:00
SNELLING AVE S,44.924833,-93.219249,12,Hiawatha,Longfellow,6,3,Armatage,02/26/2019,00:00
COLUMBUS AVE S,44.953558,-93.264098,6,Phillips West,Phillips,3,3,Armatage,02/26/2019,00:00
29TH AVE S,44.963152,-93.229372,6,Seward,Longfellow,4,3,Armatage,02/26/2019,00:00
