Community,Date,Day,Emergency,Latitude,Location,Longitude,Neighborhood,Time,Tow_Zone,Ward
University,12/31/2015,,Grant,44.98539217701935,1715 rollins ave se,-93.22829389973437,Como,00:00,,2.0
University,12/31/2015,,Grant,44.99084489203416,1097 22nd ave se,-93.22158579582441,Como,00:00,,1.0
Calhoun Isle,12/31/2015,,Grant,44.965762872923186,1783 colfax AVE S,-93.29174866151035,Lowry Hill,00:00,,7.0
University,12/31/2015,,Grant,44.98838364373756,1015 22ND AVE SE,-93.22161170212726,Como,00:00,,1.0
University,12/31/2015,,Grant,44.983651844383324,325 7th ave se,-93.24611627421837,Marcy Holmes,00:00,,3.0
University,12/31/2015,,Grant,44.986106024464426,869 weeks ave se,-93.2161232506798,Como,00:00,,2.0
Calhoun Isle,12/31/2015,,Grant,44.940754810794935,3431 Humboldt Ave South,-93.30085220376344,ECCO,00:00,,10.0
Camden,12/31/2015,,Grant,45.01387158314528,3237 James  Ave N,-93.30070100237673,Folwell,00:00,,4.0
Powderhorn,12/31/2015,,Grant,44.962541544105406,2013 Harriet ave s,-93.28540299423716,Whittier,00:00,,10.0
University,12/31/2015,,Grant,44.966208302842865,729 27th ave s,-93.23291896183062,Cedar Riverside,00:00,,2.0
Powderhorn,12/31/2015,,Grant,44.96158967826481,2125 Harriet ave s,-93.2854059997266,Whittier,00:00,,10.0
University,12/31/2015,,Grant,44.990027029166,1065 26th ave se,-93.21649772115072,Como,00:00,,1.0
Central,12/31/2015,,Grant,44.96391507731415,115 19th st e,-93.2757715034428,Steven's Square - Loring Heights,00:00,,6.0
Powderhorn,12/31/2015,,Grant,44.93536181657645,3731 15th ave s,-93.25361091720607,Powderhorn Park,00:00,,9.0
Near North,12/31/2015,,Grant,45.01251902560813,3121 queen ave n,-93.30956616367823,Jordan,00:00,,4.0
Central,12/31/2015,,Grant,44.96759406114288,425 oak grove st,-93.28561561103115,Loring Park,00:00,,7.0
Central,12/31/2015,,Grant,44.96391483134134,119 19 th ST e,-93.27555145427178,Steven's Square - Loring Heights,00:00,,6.0
University,12/31/2015,,Grant,44.98754776413343,931 22ND AVE SE,-93.2216171189878,Como,00:00,,2.0
Camden,12/31/2015,,Grant,45.01371661849093,3227 Logan Ave N,-93.30323498334832,Folwell,00:00,,4.0
Camden,12/31/2015,,Grant,45.014062055151406,3245 Sheridan ave n,-93.31212016004405,Cleveland,00:00,,4.0
Powderhorn,12/31/2015,,Grant,44.94646924812192,3103 21 av s,-93.24226875512736,Corcoran,00:00,,9.0
Central,12/31/2015,,Grant,44.96637390000001,33oak grove st,-93.2788748,Loring Park,00:00,,7.0
Near North,12/31/2015,,Grant,45.006937653425524,2653 james ave n,-93.3006787340228,Jordan,00:00,,5.0
Central,12/31/2015,,Grant,44.96391560331234,217 19th st e,-93.27380211723155,Steven's Square - Loring Heights,00:00,,6.0
Powderhorn,12/31/2015,,Grant,44.9476104454021,3041 12th ave,-93.25752476633622,Powderhorn Park,00:00,,9.0
Near North,12/31/2015,,Grant,45.01114883706579,3033 4th st n,-93.28495398644172,Hawthorne,00:00,,5.0
Central,12/31/2015,,Grant,44.96391472078333,129 19th st e,-93.27519106279242,Steven's Square - Loring Heights,00:00,,6.0
University,12/31/2015,,Grant,44.98641385844969,891 22nd ave se,-93.22163246470802,Como,00:00,,2.0
Powderhorn,12/31/2015,,Grant,44.94761811335879,3041 17th ave,-93.24990091587415,Powderhorn Park,00:00,,9.0
Powderhorn,12/31/2015,,Grant,44.946378585555735,3109 12th ave,-93.25750908614552,Powderhorn Park,00:00,,9.0
Near North,12/31/2015,,Grant,45.00982217076865,2925 4th St N,-93.28496037232628,Hawthorne,00:00,,5.0
Calhoun Isle,12/31/2015,,Grant,44.96535997895625,905 SUMMIT AV S,-93.29060788117589,Lowry Hill,00:00,,7.0
Powderhorn,12/31/2015,,Grant,44.94239537445277,3333 16th Ave s,-93.25113220496384,Powderhorn Park,00:00,,9.0
Longfellow,12/31/2015,,Grant,44.96079341772832,2213 22nd ave s,-93.24086413382284,Seward,00:00,,6.0
University,12/31/2015,,Grant,44.99099738605376,1101 25th ave se,-93.21775086473431,Como,00:00,,1.0
Central,12/31/2015,,Grant,44.963914608536946,125 19TH ST E,-93.27525487842449,Steven's Square - Loring Heights,00:00,,6.0
Camden,12/31/2015,,Grant,45.01732395687986,3425. Queen Ave n,-93.3095829888538,Cleveland,00:00,,4.0
Central,12/31/2015,,Grant,44.96644257971444,225 oak grove st,-93.28150291137912,Loring Park,00:00,,7.0
Camden,12/31/2015,,Grant,45.017705000884895,3447 queen Ave n,-93.30958435613785,Cleveland,00:00,,4.0
Central,12/31/2015,,Grant,44.96391644419144,203 19th st e,-93.27397412538471,Steven's Square - Loring Heights,00:00,,6.0
Northeast,12/31/2015,,Grant,45.007493732803866,303 19th ave ne,-93.26445618983531,Bottineau,00:00,,3.0
University,12/31/2015,,Grant,44.990121145715115,1069 25th ave se,-93.21776124844592,Como,00:00,,1.0
Central,12/31/2015,,Grant,44.96391466466014,127 19TH ST E,-93.27522297060844,Steven's Square - Loring Heights,00:00,,6.0
University,12/31/2015,,Grant,44.9845026243914,825 22nd ave se,-93.22165011076858,Como,00:00,,2.0
Northeast,12/31/2015,,Grant,45.00749494332565,313 19th ave ne,-93.26380268143757,Bottineau,00:00,,3.0
Calhoun Isle,12/31/2015,,Grant,44.94127593191988,1025 34th st w,-93.2923295262489,South Uptown,00:00,,10.0
Northeast,12/31/2015,,Grant,45.0074963909396,329 19th ave ne,-93.2629799771006,Holland,00:00,,1.0
Camden,12/31/2015,,Grant,45.01345548313153,3227 3rd st n,-93.28343969174229,McKinley,00:00,,4.0
Longfellow,12/31/2015,,Grant,44.96324724840171,923 25th ave s,-93.23611147758257,Seward,00:00,,6.0
Near North,02/04/2016,,Polk,44.999581,2213 N 4th st,-93.285549,Hawthorne,00:00,,5.0
Near North,02/04/2016,,Polk,44.98703965146753,821 Lyndale PL,-93.28965794887922,Sumner - Glenwood,00:00,,5.0
Calhoun Isle,02/04/2016,,Polk,44.940754810794935,3431 Humboldt Ave South,-93.30085220376344,ECCO,00:00,,10.0
University,02/04/2016,,Polk,44.98788273781837,521 3rd Ave se,-93.25038048234984,Marcy Holmes,00:00,,3.0
University,02/04/2016,,Polk,44.98536724219077,321 4th ave se,-93.25053762624377,Marcy Holmes,00:00,,3.0
Northeast,02/04/2016,,Polk,44.99534806596572,225 7th Ave NE,-93.26273791575451,St. Anthony West,00:00,,3.0
Powderhorn,02/04/2016,,Polk,44.93186003266649,3925 14th ave s,-93.25486982894873,Bancroft,00:00,,8.0
Northeast,02/04/2016,,Polk,44.99101511346369,301 3rd ave ne,-93.25840880249392,St. Anthony West,00:00,,3.0
University,02/04/2016,,Polk,44.990713599174455,1095 13th ave se,-93.23336253432899,Como,00:00,,2.0
University,02/04/2016,,Polk,44.98918989278557,1045 13th ave se,-93.23335709860659,Como,00:00,,2.0
University,02/04/2016,,Polk,44.9896230844602,1210 talmage ave,-93.23442417183223,Como,00:00,,2.0
Near North,02/04/2016,,Polk,44.98863486183834,1031 Aldrich Ave N,-93.29109396337357,Sumner - Glenwood,00:00,,5.0
Calhoun Isle,02/04/2016,,Polk,44.9433149,3245 HOLMES,-93.2992987,ECCO,00:00,,10.0
University,02/04/2016,,Polk,44.98565100455736,415 5th Ave se,-93.24818926478248,Marcy Holmes,00:00,,3.0
Near North,02/04/2016,,Polk,44.9873048470473,903 Lyndale Pl,-93.289680218927,Sumner - Glenwood,00:00,,5.0
University,02/04/2016,,Polk,44.98565100455736,415 5th ave se,-93.24818926478248,Marcy Holmes,00:00,,3.0
Calhoun Isle,02/04/2016,,Polk,44.965935444778566,1773 BRYANT AVE S,-93.29045833357988,Lowry Hill,00:00,,7.0
Calhoun Isle,02/04/2016,,Polk,44.9396669,3451 Holmes,-93.2992933,ECCO,00:00,,10.0
Calhoun Isle,02/04/2016,,Polk,44.96398491634223,1925 dupont av s,-93.29302065831884,Lowry Hill,00:00,,7.0
Northeast,02/04/2016,,Polk,44.99416756386295,505 4th St NE,-93.25878727533916,St. Anthony West,00:00,,3.0
Near North,02/04/2016,,Polk,44.98716738992668,829 Lyndale pl,-93.28967438698984,Sumner - Glenwood,00:00,,5.0
University,02/04/2016,,Polk,44.98568916992685,419 5th Ave Se,-93.2481594468237,Marcy Holmes,00:00,,3.0
Calhoun Isle,02/04/2016,,Polk,44.965700623977355,1785 BRYANT AVE S,-93.29046059608623,Lowry Hill,00:00,,7.0
Northeast,02/04/2016,,Polk,44.99890244630997,1115 Main St NE,-93.267387862904,Sheridan,00:00,,3.0
Northeast,02/04/2016,,Polk,44.9999302236838,1209 Main St NE,-93.26761533286933,Sheridan,00:00,,3.0
Powderhorn,02/04/2016,,Polk,44.930128917868785,4021 14th ave S,-93.25487049959429,Bancroft,00:00,,8.0
Powderhorn,02/04/2016,,Polk,44.93356044428538,3831 14th ave,-93.25486481595892,Bancroft,00:00,,8.0
Northeast,02/04/2016,,Polk,44.997305969176296,811 4th st ne,-93.26093890736324,St. Anthony West,00:00,,3.0
University,02/04/2016,,Polk,44.98895888238271,1037 12TH AVE SE,-93.23464106863436,Como,00:00,,2.0
Northeast,02/04/2016,,Polk,44.99988979889885,1205 3rd st ne,-93.26455967513846,Sheridan,00:00,,3.0
Near North,02/04/2016,,Polk,44.99687168349718,509 Lyn Park Circle N,-93.2862722294958,Near - North,00:00,,5.0
Central,02/04/2016,,Polk,44.9652182,309  E 18th st,-93.27226,Steven's Square - Loring Heights,00:00,,6.0
University,02/04/2016,,Polk,44.98878185176028,1031 12TH AVE SE,-93.2346411727517,Como,00:00,,2.0
Powderhorn,02/04/2016,,Polk,44.9428921465111,2019 33rd st e,-93.2433318121056,Corcoran,00:00,,9.0
Northeast,02/04/2016,,Polk,44.99986908365612,1203 3rd st ne,-93.26455958073167,Sheridan,00:00,,3.0
University,02/04/2016,,Polk,44.98467131238458,831 22nd ave se,-93.22164871886936,Como,00:00,,2.0
Powderhorn,02/04/2016,,Polk,44.933813947143584,3817 11th ave s,-93.2586531290588,Bancroft,00:00,,8.0
Central,02/04/2016,,Polk,44.967804766299,1519 10th ave s,-93.25962089051608,Elliot Park,00:00,,6.0
Northeast,02/04/2016,,Polk,45.01235355602349,2417 3rd st ne,-93.2645953943785,Bottineau,00:00,,3.0
University,02/04/2016,,Polk,44.98291386319946,1321 6th ST SE,-93.23526187665243,Marcy Holmes,00:00,,3.0
Camden,02/04/2016,,Polk,45.013823639196616,3241 4TH ST N,-93.28498851187209,McKinley,00:00,,4.0
Phillips,02/04/2016,,Polk,44.96165093797769,2117 5th ave s,-93.26891844907726,Ventura Village,00:00,,6.0
Central,02/04/2016,,Polk,44.963553988414155,1931 2nd av s,-93.27398147066765,Steven's Square - Loring Heights,00:00,,6.0
Camden,02/04/2016,,Polk,45.0207357163914,3623 4th Street north,-93.28504804735485,McKinley,00:00,,4.0
University,02/04/2016,,Polk,44.98823579745104,1013 15TH AVE SE,-93.23081634304668,Como,00:00,,1.0
Northeast,02/04/2016,,Polk,45.01345791526478,2515 Jackson St NE,-93.24906300071272,Holland,00:00,,1.0
University,02/04/2016,,Polk,44.98191600541278,205 8th ave se,-93.24563636853195,Marcy Holmes,00:00,,3.0
University,02/04/2016,,Polk,44.984557385043466,303 5th ave se,-93.24905724071355,Marcy Holmes,00:00,,3.0
Northeast,02/04/2016,,Polk,45.01346034588328,2515 Howard St NE,-93.25303792507721,Holland,00:00,,1.0
Near North,02/04/2016,,Polk,44.990543,827 N 12th Ave,-93.2904732,Near - North,00:00,,5.0
University,02/04/2016,,Polk,44.982886396987645,303 8th ave se,-93.24488118850613,Marcy Holmes,00:00,,3.0
University,02/04/2016,,Polk,44.98907690249387,1041 12TH AVE SE,-93.23464099922279,Como,00:00,,2.0
Central,02/04/2016,,Polk,44.963869137914905,1905 2ND AVE S,-93.27398187480655,Steven's Square - Loring Heights,00:00,,6.0
University,02/04/2016,,Polk,44.984557385043466,303 5th ave se,-93.24905724071355,Marcy Holmes,00:00,,3.0
Camden,02/04/2016,,Polk,45.01571081675739,3345 6th st n,-93.28654681503143,McKinley,00:00,,4.0
Near North,02/04/2016,,Polk,45.011380656727574,3002 DuPont Ave n,-93.29300951285386,Hawthorne,00:00,,5.0
Calhoun Isle,02/04/2016,,Polk,44.94589560151768,3137 Humboldt ave s,-93.30080564129057,ECCO,00:00,,10.0
University,02/04/2016,,Polk,44.982029900591954,217 8th ave se,-93.24554773192007,Marcy Holmes,00:00,,3.0
Camden,02/04/2016,,Polk,45.02670525493872,3951 dupont ave n,-93.29319954862171,Webber - Camden,00:00,,4.0
Calhoun Isle,02/04/2016,,Polk,44.9464735,3103 Holmes,-93.2995756,ECCO,00:00,,10.0
Northeast,02/04/2016,,Polk,45.01021339369139,2219 Madison St NE,-93.25425119873613,Holland,00:00,,1.0
Calhoun Isle,02/04/2016,,Polk,44.96418736358358,1913 emerson av s,-93.29429099189986,Lowry Hill,00:00,,7.0
University,02/04/2016,,Polk,44.98296212536298,311 8th ave se,-93.24482227399893,Marcy Holmes,00:00,,3.0
Northeast,02/04/2016,,Polk,45.001044511267615,1309 5th St NE,-93.26019116643762,Sheridan,00:00,,3.0
Near North,02/04/2016,,Polk,45.0095867024648,2905 4th st n,-93.28496194373163,Hawthorne,00:00,,5.0
Camden,02/04/2016,,Polk,45.025834586456355,3901 dupont ave n,-93.29318925050276,Webber - Camden,00:00,,4.0
Central,02/04/2016,,Polk,44.96624210721952,123 17th Street East,-93.2753393837099,Steven's Square - Loring Heights,00:00,,6.0
Powderhorn,02/04/2016,,Polk,44.93721115917937,3629 11th ave so,-93.25868154823578,Powderhorn Park,00:00,,9.0
Near North,02/04/2016,,Polk,45.01040510000001,2927 bupont Ave n,-93.2933358,Hawthorne,00:00,,5.0
Northeast,02/04/2016,,Polk,45.00110624825072,1315 5th st ne,-93.260191221402,Sheridan,00:00,,3.0
University,02/04/2016,,Polk,44.985298542267806,927 18th ave se,-93.22698372847105,Como,00:00,,2.0
Calhoun Isle,02/04/2016,,Polk,44.94274048225847,3309 Girard Ave South,-93.29700518557385,South Uptown,00:00,,10.0
Camden,02/04/2016,,Polk,45.013521815146504,3219 GIRARD AVE N,-93.2969052981944,Folwell,00:00,,4.0
Phillips,02/04/2016,,Polk,44.95141930445319,2827 5TH AVE S,-93.26894150773079,Phillips West,00:00,,6.0
Powderhorn,02/04/2016,,Polk,44.9338484900469,3815 11th ave s,-93.25865307088951,Bancroft,00:00,,8.0
University,02/04/2016,,Polk,44.9821058305857,225 8th ave se,-93.24548864084551,Marcy Holmes,00:00,,3.0
Camden,02/04/2016,,Polk,45.023084392409324,3745 Oliver Ave n,-93.3070932901387,Folwell,00:00,,4.0
Near North,02/04/2016,,Polk,44.985285424626944,709 Humboldt ave n,-93.29822436201763,Near - North,00:00,,5.0
University,02/04/2016,,Polk,44.986605110457795,511 5th ave se,-93.24744194134796,Marcy Holmes,00:00,,3.0
Calhoun Isle,02/04/2016,,Polk,44.94575210988185,3144 EMERSON AVE S,-93.29454063027086,South Uptown,00:00,,10.0
Powderhorn,02/04/2016,,Polk,44.93900488876033,3529 16th ave s,-93.25110922747817,Powderhorn Park,00:00,,9.0
Calhoun Isle,02/04/2016,,Polk,44.942883680120964,1455 33rd st w,-93.29993386209559,ECCO,00:00,,10.0
Central,02/04/2016,,Polk,44.9677549,1521 s 10th ave,-93.2592153,Elliot Park,00:00,,6.0
Phillips,02/04/2016,,Polk,44.95353944757229,2709 5TH AVE S,-93.26892107968115,Phillips West,00:00,,6.0
Camden,02/04/2016,,Polk,45.01578572212644,3341 Oliver ave n,-93.30703726098541,Folwell,00:00,,4.0
Powderhorn,02/04/2016,,Polk,44.940888608927146,3425 15th Ave s,-93.25366008939268,Powderhorn Park,00:00,,9.0
Calhoun Isle,02/04/2016,,Polk,44.939073485332315,3523 EMERSON AVE S,-93.29450739508827,South Uptown,00:00,,10.0
Near North,02/04/2016,,Polk,45.01120179999999,809 e 30th st,-93.28936929999999,Hawthorne,00:00,,5.0
Central,02/04/2016,,Polk,44.966877875549486,309 oak grove st,-93.28319952255644,Loring Park,00:00,,7.0
Calhoun Isle,02/04/2016,,Polk,44.96718957238415,1725 Irving ave s,-93.29939215373312,Lowry Hill,00:00,,7.0
Near North,02/04/2016,,Polk,45.012626,3119 N 4th st,-93.285308,Hawthorne,00:00,,5.0
Near North,02/04/2016,,Polk,45.00696685686208,2653 Oliver Ave N,-93.307000356188,Jordan,00:00,,5.0
Near North,02/04/2016,,Polk,44.98630075864838,817 Thomas ave n,-93.31343917543987,Willard - Hay,00:00,,5.0
University,02/04/2016,,Polk,44.98575743485787,813 6th ST SE,-93.24238864759049,Marcy Holmes,00:00,,3.0
University,02/04/2016,,Polk,44.990986292093105,1101 23RD AVE SE,-93.22030476537942,Como,00:00,,1.0
University,02/04/2016,,Polk,44.9876919850105,623 5th ave se,-93.24657854974993,Marcy Holmes,00:00,,3.0
Central,02/04/2016,,Polk,44.96517930245511,321 18TH ST E,-93.27144490208723,Steven's Square - Loring Heights,00:00,,6.0
University,02/04/2016,,Polk,44.98647638811565,717 9th ave se,-93.24042219005906,Marcy Holmes,00:00,,3.0
Powderhorn,02/04/2016,,Polk,44.946212057436675,3117 elliot ave,-93.26132149104087,Powderhorn Park,00:00,,9.0
University,02/04/2016,,Polk,44.98575051316742,815 6th St se,-93.24237139767716,Marcy Holmes,00:00,,3.0
Calhoun Isle,02/04/2016,,Polk,44.94032898465267,3455 dupont ave s,-93.29322683173751,South Uptown,00:00,,10.0
Central,02/04/2016,,Polk,44.966426609589405,219 Oak Grove Street,-93.28137645613845,Loring Park,00:00,,7.0
Camden,02/04/2016,,Polk,45.02852584307351,4047 Emerson Ave n,-93.29452178233535,Webber - Camden,00:00,,4.0
University,02/04/2016,,Polk,44.98805873562768,407 6th st se,-93.24816042721129,Marcy Holmes,00:00,,3.0
Calhoun Isle,02/04/2016,,Polk,44.94464810239422,3203 Aldrich ave s,-93.28936893851072,South Uptown,00:00,,10.0
University,02/04/2016,,Polk,44.98808348013189,403 6th st se,-93.2482222695533,Marcy Holmes,00:00,,3.0
University,02/04/2016,,Polk,44.98239659361929,1415 6th st se,-93.23396125945507,Marcy Holmes,00:00,,3.0
Powderhorn,02/04/2016,,Polk,44.93506543779912,3749 10th ave so,-93.25992276978684,Powderhorn Park,00:00,,9.0
Near North,02/04/2016,,Polk,45.00688161309681,2647 upton ave n,-93.3146545914065,Willard - Hay,00:00,,4.0
University,02/04/2016,,Polk,44.98520925298997,427 6TH Ave se,-93.24671741943493,Marcy Holmes,00:00,,3.0
Calhoun Isle,02/04/2016,,Polk,44.96177255073876,2105 emerson av s,-93.29430511999077,Lowry Hill,00:00,,7.0
Central,02/04/2016,,Polk,44.96517999206488,357 18th st East,-93.27091350434289,Steven's Square - Loring Heights,00:00,,6.0
University,02/04/2016,,Polk,44.9851014605302,815 13th ave SE,-93.23398704714295,Marcy Holmes,00:00,,3.0
University,02/04/2016,,Polk,44.98857740812704,315 6th st se,-93.24946601967753,Marcy Holmes,00:00,,3.0
Camden,02/04/2016,,Polk,45.0137022,3215 N 4th st,-93.2850693,McKinley,00:00,,4.0
Powderhorn,02/04/2016,,Polk,44.942892433232146,1837 33rd st e,-93.24674323285515,Corcoran,00:00,,9.0
Nokomis,02/04/2016,,Polk,44.92072651248755,4543 14TH AVE S,-93.254893831527,Northrop,00:00,,11.0
Phillips,02/04/2016,,Polk,44.96513562095175,805 18Th St e,-93.26248452593843,Ventura Village,00:00,,6.0
Central,02/04/2016,,Polk,44.977753,1097 29RD AVE SE,-93.2650108,Downtown West,00:00,,3.0
Near North,02/04/2016,,Polk,44.992245693993056,1325 Girard Ave n,-93.29722667798113,Near - North,00:00,,5.0
Near North,02/04/2016,,Polk,44.99736733193864,805 18th ave s,-93.2896264678602,Near - North,00:00,,5.0
University,02/04/2016,,Polk,44.98731626300815,527 6TH ST SE,-93.24630187073127,Marcy Holmes,00:00,,3.0
Near North,02/04/2016,,Polk,45.00029885506967,2103 6th st n,-93.28652364707436,Hawthorne,00:00,,5.0
University,02/04/2016,,Polk,44.98201091807779,215 8th Ave se,-93.24556250468872,Marcy Holmes,00:00,,3.0
University,02/04/2016,,Polk,44.98503503333379,805 13th av se,-93.23404173544372,Marcy Holmes,00:00,,3.0
University,02/04/2016,,Polk,44.98574641793343,425 5th AVE SE,-93.24811471988559,Marcy Holmes,00:00,,3.0
Near North,02/04/2016,,Polk,44.98311915880421,535 Logan ave. n,-93.30330022492385,Harrison,00:00,,5.0
Calhoun Isle,02/04/2016,,Polk,44.9442511673697,3225 GIRARD AVE S,-93.2969919626544,South Uptown,00:00,,10.0
Northeast,02/04/2016,,Polk,45.00992012328909,829 22nd Ave NE,-93.25038639778408,Holland,00:00,,1.0
Powderhorn,02/04/2016,,Polk,44.938675256581924,3549 elliot,-93.26122983946331,Powderhorn Park,00:00,,9.0
University,02/04/2016,,Polk,44.985088175097076,813 13th Ave SE,-93.23399798480308,Marcy Holmes,00:00,,3.0
Phillips,02/04/2016,,Polk,44.96391096935817,501 19th st e,-93.2689006287067,Ventura Village,00:00,,6.0
Central,02/04/2016,,Polk,44.9745649,3535 32st w,-93.2719959,Downtown West,00:00,,7.0
Northeast,02/04/2016,,Polk,45.00533957455811,1705 Adams St NE,-93.25622517608706,Logan Park,00:00,,1.0
University,02/04/2016,,Polk,44.98244968479335,1405 6th St se,-93.234093457894,Marcy Holmes,00:00,,3.0
University,02/04/2016,,Polk,44.98251423424407,207 7TH AVE SE,-93.24703936736653,Marcy Holmes,00:00,,3.0
Nokomis,02/04/2016,,Polk,44.92619211083204,4241 elliot ave s,-93.26119686495531,Northrop,00:00,,8.0
Northeast,02/04/2016,,Polk,45.00992008598165,827 22nd Ave NE,-93.25042055995769,Holland,00:00,,1.0
Calhoun Isle,02/04/2016,,Polk,44.94499071316049,3607 32nd st w,-93.32521877481652,West Calhoun,00:00,,13.0
Powderhorn,02/04/2016,,Polk,44.93860617340907,3553 elliot,-93.26122896375135,Powderhorn Park,00:00,,9.0
Central,02/04/2016,,Polk,44.966261948443204,411 clifton av,-93.28444450962013,Loring Park,00:00,,7.0
Near North,02/04/2016,,Polk,45.008738884900026,2809 girard ave n,-93.2968932198744,Jordan,00:00,,5.0
Near North,02/04/2016,,Polk,44.98535328021785,715 humboldt ave n,-93.29822458461949,Near - North,00:00,,5.0
Northeast,02/04/2016,,Polk,45.00991982482955,813 22nd Ave NE,-93.25065969517296,Holland,00:00,,1.0
University,02/04/2016,,Polk,44.98378061577114,1509 8th st se,-93.2309813295982,University of Minnesota,00:00,,2.0
Northeast,02/04/2016,,Polk,45.01114044004946,2311 Jefferson St NE,-93.25551959460523,Holland,00:00,,1.0
Central,02/04/2016,,Polk,44.96377874965863,223 RIDGEWOOD AVE S,-93.28139346562295,Steven's Square - Loring Heights,00:00,,7.0
Central,02/04/2016,,Polk,44.967442332758395,407 OAK GROVE ST,-93.28513999964376,Loring Park,00:00,,7.0
Central,02/04/2016,,Polk,44.96342437869998,501 RIDGEWOOD AVE S,-93.28551179425853,Steven's Square - Loring Heights,00:00,,7.0
Camden,02/04/2016,,Polk,45.02311916300806,3747 Oliver Ave n,-93.30709362050678,Folwell,00:00,,4.0
University,02/04/2016,,Polk,44.98644366812,957 17TH AVE SE,-93.22865508846105,Como,00:00,,2.0
Northeast,02/04/2016,,Polk,45.0099200486742,825 22nd Ave NE,-93.2504547221313,Holland,00:00,,1.0
University,02/04/2016,,Polk,44.983651844383324,325 7th ave se,-93.24611627421837,Marcy Holmes,00:00,,3.0
Powderhorn,02/04/2016,,Polk,44.945946840182295,3133 22nd ave s,-93.24057367904585,Corcoran,00:00,,9.0
University,02/04/2016,,Polk,44.989394559545524,1053 15th ave se,-93.23081922884113,Como,00:00,,1.0
Powderhorn,02/04/2016,,Polk,44.960688085659974,2221 clinton ave s,-93.27143077476057,Whittier,00:00,,10.0
Powderhorn,02/04/2016,,Polk,44.95899497746905,2405 harriet ave s,-93.28542714031552,Whittier,00:00,,10.0
Northeast,02/04/2016,,Polk,45.00991971290722,807 22nd Ave NE,-93.2507621816938,Holland,00:00,,1.0
Powderhorn,02/04/2016,,Polk,44.9474697023078,3049 10th ave so,-93.26006438909398,Powderhorn Park,00:00,,9.0
Powderhorn,02/04/2016,,Polk,44.945807677939044,3141 22nd ave s,-93.24057325377001,Corcoran,00:00,,9.0
Near North,02/04/2016,,Polk,44.98539191981158,705 Morgan Ave. N.,-93.30455177201479,Near - North,00:00,,5.0
Central,02/04/2016,,Polk,44.96919397423953,1363 spruce pl,-93.28078206726907,Loring Park,00:00,,7.0
Central,02/04/2016,,Polk,44.9674077743134,401 oak grove st,-93.28502119492417,Loring Park,00:00,,7.0
University,02/04/2016,,Polk,44.98709503389667,979 18th ave se,-93.22698814830336,Como,00:00,,2.0
Near North,02/04/2016,,Polk,44.99524906669583,1608 16TH AVE SE,-93.30081241221693,Willard - Hay,00:00,,5.0
Central,02/04/2016,,Polk,44.969173421811924,1365 SPRUCE PL,-93.28078210205929,Loring Park,00:00,,7.0
University,02/04/2016,,Polk,44.986622910536774,1513 brook ave se,-93.23012485048484,Como,00:00,,2.0
University,02/04/2016,,Polk,44.98511474596025,817 13th ave se,-93.23397610948278,Marcy Holmes,00:00,,3.0
University,02/04/2016,,Polk,44.98506885117631,525 8th ave SE,-93.24316981493726,Marcy Holmes,00:00,,3.0
Camden,02/04/2016,,Polk,45.031849796950134,4215 Emerson ave n,-93.29455794858605,Webber - Camden,00:00,,4.0
Near North,02/04/2016,,Polk,44.98718388403097,923 Logan Ave N,-93.30328705230288,Near - North,00:00,,5.0
Northeast,02/04/2016,,Polk,45.01112121890358,687 23rd Ave NE,-93.25341693244269,Holland,00:00,,1.0
Camden,02/04/2016,,Polk,45.03033594658138,4145 aldrich ave n,-93.28942033293386,Webber - Camden,00:00,,4.0
Near North,02/04/2016,,Polk,44.98309260052079,533 Logan ave n,-93.30330014265188,Harrison,00:00,,5.0
University,02/04/2016,,Polk,44.98846372175312,1021 16th ave se,-93.22955077962696,Como,00:00,,1.0
Powderhorn,02/04/2016,,Polk,44.96086216668614,305 22nd st e,-93.27249025950468,Whittier,00:00,,10.0
Camden,02/04/2016,,Polk,45.02446081734785,3819 Upton Ave N,-93.3147650358848,Victory,00:00,,4.0
University,02/04/2016,,Polk,44.98232226589302,1429 6th ST SE,-93.2337761816405,Marcy Holmes,00:00,,3.0
Camden,02/04/2016,,Polk,45.0319999481231,4223 Emerson ave n,-93.29455851280017,Webber - Camden,00:00,,4.0
Camden,02/04/2016,,Polk,45.031610645355606,4205 Bryant Ave n,-93.29070562131157,Webber - Camden,00:00,,4.0
Central,02/04/2016,,Polk,44.9689138,205  E 14th st,-93.2764677,Loring Park,00:00,,7.0
University,02/04/2016,,Polk,44.98271937432629,229 7th ave se,-93.24687494758558,Marcy Holmes,00:00,,3.0
Northeast,02/04/2016,,Polk,45.011121262290274,685 23rd ave ne,-93.25370116747784,Holland,00:00,,1.0
Powderhorn,02/04/2016,,Polk,44.946390785806074,3107 15 ave so,-93.2537105897467,Powderhorn Park,00:00,,9.0
Near North,02/04/2016,,Polk,44.99302885434868,2109 14th ave n,-93.30710061793913,Willard - Hay,00:00,,5.0
Central,02/04/2016,,Polk,44.9678153,821 e 15TH st,-93.26187209999999,Elliot Park,00:00,,6.0
Northeast,02/04/2016,,Polk,45.01090789557231,729 23rd ave ne,-93.25198968892951,Holland,00:00,,1.0
Powderhorn,02/04/2016,,Polk,44.961602845297136,2123 pleasant av s,-93.28286376502899,Whittier,00:00,,10.0
Northeast,02/04/2016,,Polk,45.01090785842292,725 23rd Ave NE,-93.25204873202142,Holland,00:00,,1.0
