Location,Latitude,Longitude,Ward,Community,Neighborhood,Tow_Zone,Day,Date,Time,Emergency
3012 KNOX AVE S,44.947815000000006,-93.304613,10,Calhoun Isle,ECCO,5,2,01/29/2019,00:00,Quincy
2516 STEVENS AVE S,44.956699,-93.275532,10,Powderhorn,Whittier,3,2,01/29/2019,00:00,Quincy
2512 STEVENS AVE S,44.956717,-93.27549300000001,10,Powderhorn,Whittier,3,2,01/29/2019,00:00,Quincy
2508 STEVENS AVE S,44.957078,-93.275508,10,Powderhorn,Whittier,3,2,01/29/2019,00:00,Quincy
2506 STEVENS AVE S,44.957122,-93.27548399999999,10,Powderhorn,Whittier,3,2,01/29/2019,00:00,Quincy
2444 STEVENS AVE S,44.957699,-93.275311,10,Powderhorn,Whittier,3,2,01/29/2019,00:00,Quincy
2440 STEVENS AVE S,44.957783,-93.275329,10,Powderhorn,Whittier,3,2,01/29/2019,00:00,Quincy
2436 STEVENS AVE S,44.957954,-93.275343,10,Powderhorn,Whittier,3,2,01/29/2019,00:00,Quincy
2434 STEVENS AVE S,44.958079,-93.27535300000001,10,Powderhorn,Whittier,3,2,01/29/2019,00:00,Quincy
2432 STEVENS AVE S,44.958232,-93.275464,10,Powderhorn,Whittier,3,2,01/29/2019,00:00,Quincy
2430 STEVENS AVE S,44.958299,-93.27549300000001,10,Powderhorn,Whittier,3,2,01/29/2019,00:00,Quincy
2422 STEVENS AVE S,44.958371,-93.275412,10,Powderhorn,Whittier,3,2,01/29/2019,00:00,Quincy
2420 STEVENS AVE S,44.958382,-93.27545400000001,10,Powderhorn,Whittier,3,2,01/29/2019,00:00,Quincy
2418 STEVENS AVE S,44.958409,-93.275351,10,Powderhorn,Whittier,3,2,01/29/2019,00:00,Quincy
2406 STEVENS AVE S,44.958525,-93.275542,10,Powderhorn,Whittier,3,2,01/29/2019,00:00,Quincy
2402 STEVENS AVE S,44.958861,-93.275547,10,Powderhorn,Whittier,3,2,01/29/2019,00:00,Quincy
2328 STEVENS AVE S,44.959004,-93.274891,10,Powderhorn,Whittier,3,2,01/29/2019,00:00,Quincy
2326 STEVENS AVE S,44.95915,-93.27256700000001,10,Powderhorn,Whittier,3,2,01/29/2019,00:00,Quincy
2324 STEVENS AVE S,44.959012,-93.275599,10,Powderhorn,Whittier,3,2,01/29/2019,00:00,Quincy
2320 STEVENS AVE S,44.959044,-93.275669,10,Powderhorn,Whittier,3,2,01/29/2019,00:00,Quincy
2318 STEVENS AVE S,44.959252,-93.27260600000001,10,Powderhorn,Whittier,3,2,01/29/2019,00:00,Quincy
2316 STEVENS AVE S,44.959303000000006,-93.271661,10,Powderhorn,Whittier,3,2,01/29/2019,00:00,Quincy
2314 STEVENS AVE S,44.960425,-93.275879,10,Powderhorn,Whittier,3,2,01/29/2019,00:00,Quincy
2214 STEVENS AVE S,44.960556,-93.27566999999999,10,Powderhorn,Whittier,3,2,01/29/2019,00:00,Quincy
2206 STEVENS AVE S,44.961248,-93.275806,10,Powderhorn,Whittier,3,2,01/29/2019,00:00,Quincy
2202 STEVENS AVE S,44.961247,-93.275734,10,Powderhorn,Whittier,3,2,01/29/2019,00:00,Quincy
2122 STEVENS AVE S,44.961315,-93.2753,10,Powderhorn,Whittier,3,2,01/29/2019,00:00,Quincy
2104 STEVENS AVE S,44.961663,-93.275335,10,Powderhorn,Whittier,3,2,01/29/2019,00:00,Quincy
2100 STEVENS AVE S,44.961918,-93.275313,10,Powderhorn,Whittier,3,2,01/29/2019,00:00,Quincy
2014 STEVENS AVE S,44.962185999999996,-93.275416,10,Powderhorn,Whittier,3,2,01/29/2019,00:00,Quincy
2012 STEVENS AVE S,44.962256,-93.27539300000001,10,Powderhorn,Whittier,3,2,01/29/2019,00:00,Quincy
2812 49TH ST E,44.914425,-93.23163100000001,12,Nokomis,Keewaydin,6,2,01/29/2019,00:00,Quincy
3326 49TH ST E,44.914503,-93.22305,12,Nokomis,Keewaydin,6,2,01/29/2019,00:00,Quincy
3622 45TH ST E,44.92156,-93.219188,12,Longfellow,Hiawatha,6,2,01/29/2019,00:00,Quincy
3924 43RD ST E,44.925177000000005,-93.21587199999999,12,Longfellow,Hiawatha,6,2,01/29/2019,00:00,Quincy
3632 43RD ST E,44.925162,-93.220187,12,Longfellow,Hiawatha,6,2,01/29/2019,00:00,Quincy
3224 14TH AVE S,44.94409,-93.255062,9,Powderhorn,Powderhorn Park,6,2,01/29/2019,00:00,Quincy
3120 14TH AVE S,44.946087,-93.255081,9,Powderhorn,Powderhorn Park,6,2,01/29/2019,00:00,Quincy
3042 14TH AVE S,44.947019,-93.25506,9,Powderhorn,Powderhorn Park,6,2,01/29/2019,00:00,Quincy
3044 14TH AVE S,44.946967,-93.255054,9,Powderhorn,Powderhorn Park,6,2,01/29/2019,00:00,Quincy
3100 13TH AVE S,44.94635,-93.256321,9,Powderhorn,Powderhorn Park,6,2,01/29/2019,00:00,Quincy
3118 12TH AVE S,44.945986,-93.257601,9,Powderhorn,Powderhorn Park,6,2,01/29/2019,00:00,Quincy
3112 12TH AVE S,44.946065999999995,-93.25757800000001,9,Powderhorn,Powderhorn Park,6,2,01/29/2019,00:00,Quincy
312 12TH AVE S,44.946453999999996,-93.257614,9,Powderhorn,Powderhorn Park,6,2,01/29/2019,00:00,Quincy
3028 ELLIOT AVE,44.947381,-93.261404,9,Powderhorn,Powderhorn Park,6,2,01/29/2019,00:00,Quincy
3032 ELLIOT AVE,44.947288,-93.261414,9,Powderhorn,Powderhorn Park,6,2,01/29/2019,00:00,Quincy
3032 ELLIOT AVE,44.947249,-93.261424,9,Powderhorn,Powderhorn Park,6,2,01/29/2019,00:00,Quincy
3036 ELLIOT AVE,44.947089,-93.261395,9,Powderhorn,Powderhorn Park,6,2,01/29/2019,00:00,Quincy
3044 ELLIOT AVE,44.946870000000004,-93.26140600000001,9,Powderhorn,Powderhorn Park,6,2,01/29/2019,00:00,Quincy
3052 ELLIOT AVE,44.946637,-93.261409,9,Powderhorn,Powderhorn Park,6,2,01/29/2019,00:00,Quincy
3046 11TH AVE S,44.947013,-93.258877,9,Powderhorn,Powderhorn Park,6,2,01/29/2019,00:00,Quincy
3020 11TH AVE S,44.947684,-93.258901,9,Powderhorn,Powderhorn Park,6,2,01/29/2019,00:00,Quincy
3016 11TH AVE S,44.94778,-93.25886700000001,9,Powderhorn,Powderhorn Park,6,2,01/29/2019,00:00,Quincy
3018 10TH AVE S,44.947584,-93.260144,9,Powderhorn,Powderhorn Park,6,2,01/29/2019,00:00,Quincy
3022 10TH AVE S,44.947461,-93.260121,9,Powderhorn,Powderhorn Park,6,2,01/29/2019,00:00,Quincy
1906 QUEEN AVE N,44.998855999999996,-93.309501,5,Near North,Willard - Hay,1,2,01/29/2019,00:00,Quincy
1820 QUEEN AVE N,44.998470000000005,-93.30932,5,Near North,Willard - Hay,1,2,01/29/2019,00:00,Quincy
1422 QUEEN AVE N,44.993953999999995,-93.30965400000001,5,Near North,Willard - Hay,1,2,01/29/2019,00:00,Quincy
1410 QUEEN AVE N,44.993682,-93.309436,5,Near North,Willard - Hay,1,2,01/29/2019,00:00,Quincy
1236 QUEEN AVE N,44.990902,-93.309484,5,Near North,Willard - Hay,1,2,01/29/2019,00:00,Quincy
904 QUEEN AVE N,44.986982,-93.309638,5,Near North,Willard - Hay,1,2,01/29/2019,00:00,Quincy
814 QUEEN AVE N,44.986732,-93.309618,5,Near North,Willard - Hay,1,2,01/29/2019,00:00,Quincy
914 RUSSELL AVE N,44.986444,-93.311024,5,Near North,Willard - Hay,1,2,01/29/2019,00:00,Quincy
914 RUSSELL AVE N,44.987398,-93.311098,5,Near North,Willard - Hay,1,2,01/29/2019,00:00,Quincy
1202 RUSSELL AVE N,44.98973,-93.310967,5,Near North,Willard - Hay,1,2,01/29/2019,00:00,Quincy
1204 RUSSELL AVE N,44.989592,-93.310982,5,Near North,Willard - Hay,1,2,01/29/2019,00:00,Quincy
1206 RUSSELL AVE N,44.990007,-93.310976,5,Near North,Willard - Hay,1,2,01/29/2019,00:00,Quincy
1346 RUSSELL AVE N,44.993387,-93.31075600000001,5,Near North,Willard - Hay,1,2,01/29/2019,00:00,Quincy
1348 RUSSELL AVE N,44.9932,-93.310797,5,Near North,Willard - Hay,1,2,01/29/2019,00:00,Quincy
1404 RUSSELL AVE N,44.993641,-93.310713,5,Near North,Willard - Hay,1,2,01/29/2019,00:00,Quincy
1422 RUSSELL AVE N,44.994054,-93.310868,5,Near North,Willard - Hay,1,2,01/29/2019,00:00,Quincy
1722 RUSSELL AVE N,44.997702000000004,-93.310699,5,Near North,Willard - Hay,1,2,01/29/2019,00:00,Quincy
1812 RUSSELL AVE N,44.998149,-93.310704,5,Near North,Willard - Hay,1,2,01/29/2019,00:00,Quincy
1814 RUSSELL AVE N,44.998214000000004,-93.31078199999999,5,Near North,Willard - Hay,1,2,01/29/2019,00:00,Quincy
1818 RUSSELL AVE N,44.998371999999996,-93.311148,5,Near North,Willard - Hay,1,2,01/29/2019,00:00,Quincy
2202 SHERIDAN AVE N,45.001582,-93.312099,5,Near North,Willard - Hay,1,2,01/29/2019,00:00,Quincy
1918 SHERIDAN AVE N,44.999403,-93.311939,5,Near North,Willard - Hay,1,2,01/29/2019,00:00,Quincy
1802 SHERIDAN AVE N,44.997828000000005,-93.31224,5,Near North,Willard - Hay,1,2,01/29/2019,00:00,Quincy
1512 SHERIDAN AVE N,44.994589000000005,-93.312218,5,Near North,Willard - Hay,1,2,01/29/2019,00:00,Quincy
1510 SHERIDAN AVE N,44.994440999999995,-93.31205200000001,5,Near North,Willard - Hay,1,2,01/29/2019,00:00,Quincy
1240 SHERIDAN AVE N,44.991248999999996,-93.312073,5,Near North,Willard - Hay,1,2,01/29/2019,00:00,Quincy
812 SHERIDAN AVE N,44.986477,-93.312138,5,Near North,Willard - Hay,1,2,01/29/2019,00:00,Quincy
1242 THOMAS AVE N,44.991602,-93.313459,5,Near North,Willard - Hay,1,2,01/29/2019,00:00,Quincy
1330 THOMAS AVE N,44.992656,-93.31329699999999,5,Near North,Willard - Hay,1,2,01/29/2019,00:00,Quincy
3116 HARRIET AVE S,44.945972,-93.285628,8,Powderhorn,Lyndale,5,2,01/29/2019,00:00,Quincy
3002 PLEASANT AVE,44.948024,-93.283006,8,Powderhorn,Lyndale,5,2,01/29/2019,00:00,Quincy
3004 PLEASANT AVE,44.948038000000004,-93.283008,8,Powderhorn,Lyndale,5,2,01/29/2019,00:00,Quincy
3008 PLEASANT AVE,44.947834,-93.28299799999999,8,Powderhorn,Lyndale,5,2,01/29/2019,00:00,Quincy
3014 PLEASANT AVE,44.947802,-93.282993,8,Powderhorn,Lyndale,5,2,01/29/2019,00:00,Quincy
3012 PLEASANT AVE,44.947788,-93.28301,8,Powderhorn,Lyndale,5,2,01/29/2019,00:00,Quincy
3016 PLEASANT AVE,44.947724,-93.283023,8,Powderhorn,Lyndale,5,2,01/29/2019,00:00,Quincy
3018 PLEASANT AVE,44.947396999999995,-93.283017,8,Powderhorn,Lyndale,5,2,01/29/2019,00:00,Quincy
3020 PLEASANT AVE,44.947379,-93.283005,8,Powderhorn,Lyndale,5,2,01/29/2019,00:00,Quincy
3022 PLEASANT AVE,44.947216,-93.283006,8,Powderhorn,Lyndale,5,2,01/29/2019,00:00,Quincy
3024 PLEASANT AVE,44.947216,-93.28300899999999,8,Powderhorn,Lyndale,5,2,01/29/2019,00:00,Quincy
3038 PLEASANT AVE,44.947070000000004,-93.28298000000001,8,Powderhorn,Lyndale,5,2,01/29/2019,00:00,Quincy
3036 PLEASANT AVE,44.947036,-93.282988,8,Powderhorn,Lyndale,5,2,01/29/2019,00:00,Quincy
3038 PLEASANT AVE,44.946923999999996,-93.282995,8,Powderhorn,Lyndale,5,2,01/29/2019,00:00,Quincy
3040 HARRIET AVE S,44.947015,-93.285578,8,Powderhorn,Lyndale,5,2,01/29/2019,00:00,Quincy
3034 HARRIET AVE S,44.947125,-93.28558000000001,8,Powderhorn,Lyndale,5,2,01/29/2019,00:00,Quincy
3038 HARRIET AVE S,44.947123,-93.285586,8,Powderhorn,Lyndale,5,2,01/29/2019,00:00,Quincy
3030 HARRIET AVE S,44.947417,-93.285617,8,Powderhorn,Lyndale,5,2,01/29/2019,00:00,Quincy
3822 HARRIET AVE S,44.94741,-93.285615,8,Powderhorn,Lyndale,5,2,01/29/2019,00:00,Quincy
3100 31ST ST W,44.945289,-93.323157,13,Calhoun Isle,West Calhoun,3,2,01/29/2019,00:00,Quincy
3114 CHOWEN AVE S,44.946507000000004,-93.32506,13,Calhoun Isle,West Calhoun,3,2,01/29/2019,00:00,Quincy
3116 CHOWEN AVE S,44.946369,-93.325058,13,Calhoun Isle,West Calhoun,3,2,01/29/2019,00:00,Quincy
3120 CHOWEN AVE S,44.94632,-93.325037,13,Calhoun Isle,West Calhoun,3,2,01/29/2019,00:00,Quincy
3126 CHOWEN AVE S,44.946028999999996,-93.325058,13,Calhoun Isle,West Calhoun,3,2,01/29/2019,00:00,Quincy
3140 CHOWEN AVE S,44.945712,-93.325086,13,Calhoun Isle,West Calhoun,3,2,01/29/2019,00:00,Quincy
3628 32ND ST W,44.945076,-93.32606,13,Calhoun Isle,West Calhoun,3,2,01/29/2019,00:00,Quincy
3528 32ND ST W,44.945091999999995,-93.32471,13,Calhoun Isle,West Calhoun,3,2,01/29/2019,00:00,Quincy
3516 32ND ST W,44.945113,-93.324361,13,Calhoun Isle,West Calhoun,3,2,01/29/2019,00:00,Quincy
3806 GLENDALE TER,44.923639,-93.328287,13,Southwest,Linden Hills,5,2,01/29/2019,00:00,Quincy
3710 GLENDALE TER,44.923607000000004,-93.327077,13,Southwest,Linden Hills,5,2,01/29/2019,00:00,Quincy
3704 45TH ST W,44.92151,-93.326852,13,Southwest,Linden Hills,5,2,01/29/2019,00:00,Quincy
512 53RD ST W,44.906506,-93.286514,11,Southwest,Tangletown,5,2,01/29/2019,00:00,Quincy
722 53RD ST W,44.906878999999996,-93.289455,13,Southwest,Lynnhurst,5,2,01/29/2019,00:00,Quincy
810 53RD ST W,44.906890000000004,-93.290074,13,Southwest,Lynnhurst,5,2,01/29/2019,00:00,Quincy
908 53RD ST W,44.906881,-93.291292,13,Southwest,Lynnhurst,5,2,01/29/2019,00:00,Quincy
910 53RD ST W,44.906869,-93.29137800000001,13,Southwest,Lynnhurst,5,2,01/29/2019,00:00,Quincy
912 53RD ST W,44.906887,-93.291391,13,Southwest,Lynnhurst,5,2,01/29/2019,00:00,Quincy
2014 53RD ST W,44.9069,-93.30561,13,Southwest,Lynnhurst,5,2,01/29/2019,00:00,Quincy
2816 ROBBINS ST S,44.904337,-93.315605,13,Southwest,Armatage,5,2,01/29/2019,00:00,Quincy
2702 ROBBINS ST S,44.904334000000006,-93.31473199999999,13,Southwest,Armatage,5,2,01/29/2019,00:00,Quincy
2612 ROBBINS ST S,44.904301000000004,-93.31319599999999,13,Southwest,Armatage,5,2,01/29/2019,00:00,Quincy
2908 53RD ST W,44.907059000000004,-93.316732,13,Southwest,Fulton,5,2,01/29/2019,00:00,Quincy
2602 52ND ST W,44.908758,-93.31275,13,Southwest,Fulton,5,2,01/29/2019,00:00,Quincy
102 48TH ST E,44.91601,-93.276557,11,Southwest,Tangletown,5,2,01/29/2019,00:00,Quincy
16 48TH ST E,44.916056,-93.277147,11,Southwest,Tangletown,5,2,01/29/2019,00:00,Quincy
20 48TH ST E,44.916032,-93.27703100000001,11,Southwest,Tangletown,5,2,01/29/2019,00:00,Quincy
302 48TH ST W,44.915974,-93.28349399999999,11,Southwest,Tangletown,5,2,01/29/2019,00:00,Quincy
322 48TH ST W,44.91599,-93.284181,11,Southwest,Tangletown,5,2,01/29/2019,00:00,Quincy
320 48TH ST W,44.915997999999995,-93.284102,11,Southwest,Tangletown,5,2,01/29/2019,00:00,Quincy
318 48TH ST W,44.915995,-93.284021,11,Southwest,Tangletown,5,2,01/29/2019,00:00,Quincy
316 48TH ST W,44.915948,-93.28404499999999,11,Southwest,Tangletown,5,2,01/29/2019,00:00,Quincy
402 48TH ST W,44.915934,-93.284729,11,Southwest,Tangletown,5,2,01/29/2019,00:00,Quincy
814 48TH ST W,44.915924,-93.290503,13,Southwest,Lynnhurst,5,2,01/29/2019,00:00,Quincy
406 47TH ST W,44.917826,-93.284878,11,Southwest,Tangletown,5,2,01/29/2019,00:00,Quincy
18 47TH ST W,44.917846999999995,-93.278772,11,Southwest,Tangletown,5,2,01/29/2019,00:00,Quincy
16 47TH ST W,44.917840000000005,-93.278785,11,Southwest,Tangletown,5,2,01/29/2019,00:00,Quincy
8 47TH ST W,44.917837,-93.278289,11,Southwest,Tangletown,5,2,01/29/2019,00:00,Quincy
6 47TH ST W,44.917859,-93.278276,11,Southwest,Tangletown,5,2,01/29/2019,00:00,Quincy
24 47TH ST E,44.91785,-93.277538,11,Southwest,Tangletown,5,2,01/29/2019,00:00,Quincy
2210 61ST ST W,44.89257,-93.307776,13,Southwest,Armatage,5,2,01/29/2019,00:00,Quincy
1734 61ST ST W,44.891428999999995,-93.302584,13,Southwest,Kenny,5,2,01/29/2019,00:00,Quincy
1732 61ST ST W,44.89139,-93.302429,13,Southwest,Kenny,5,2,01/29/2019,00:00,Quincy
1014 60TH ST W,44.894299,-93.293124,13,Southwest,Kenny,5,2,01/29/2019,00:00,Quincy
3010 57TH ST W,44.899826000000004,-93.318053,13,Southwest,Armatage,5,2,01/29/2019,00:00,Quincy
3002 57TH ST W,44.89985,-93.317698,13,Southwest,Armatage,5,2,01/29/2019,00:00,Quincy
1102 57TH ST W,44.899713,-93.29371,13,Southwest,Kenny,5,2,01/29/2019,00:00,Quincy
712 57TH ST W,44.899701,-93.28769399999999,11,Southwest,Windom,5,2,01/29/2019,00:00,Quincy
718 57TH ST W,44.899695,-93.287828,11,Southwest,Windom,5,2,01/29/2019,00:00,Quincy
124 57TH ST E,44.899737,-93.276046,11,Southwest,Windom,5,2,01/29/2019,00:00,Quincy
900 61ST ST W,44.892449,-93.291077,11,Southwest,Windom,5,2,01/29/2019,00:00,Quincy
906 61ST ST W,44.892466999999996,-93.291335,11,Southwest,Windom,5,2,01/29/2019,00:00,Quincy
210 61ST ST E,44.892517,-93.273748,11,Nokomis,Diamond Lake,5,2,01/29/2019,00:00,Quincy
606 61ST ST E,44.892553,-93.268249,11,Nokomis,Diamond Lake,5,2,01/29/2019,00:00,Quincy
530 62ND ST E,44.892553,-93.26823900000001,11,Nokomis,Diamond Lake,5,2,01/29/2019,00:00,Quincy
738 57TH ST E,44.898821999999996,-93.263116,11,Nokomis,Diamond Lake,5,2,01/29/2019,00:00,Quincy
736 57TH ST E,44.898806,-93.263121,11,Nokomis,Diamond Lake,5,2,01/29/2019,00:00,Quincy
346 CHESTER ST S,44.894907,-93.270966,11,Nokomis,Diamond Lake,5,2,01/29/2019,00:00,Quincy
328 CHESTER ST S,44.894892,-93.27154200000001,11,Nokomis,Diamond Lake,5,2,01/29/2019,00:00,Quincy
326 CHESTER ST S,44.894870000000004,-93.271517,11,Nokomis,Diamond Lake,5,2,01/29/2019,00:00,Quincy
4534 SNELLING AVE S,44.920549,-93.216992,12,Longfellow,Hiawatha,6,2,01/29/2019,00:00,Quincy
4544 SNELLING AVE S,44.920133,-93.21673100000001,12,Longfellow,Hiawatha,6,2,01/29/2019,00:00,Quincy
4548 SNELLING AVE S,44.920115,-93.21674,12,Longfellow,Hiawatha,6,2,01/29/2019,00:00,Quincy
4550 SNELLING AVE S,44.92011,-93.21674,12,Longfellow,Hiawatha,6,2,01/29/2019,00:00,Quincy
4552 SNELLING AVE S,44.920044,-93.216711,12,Longfellow,Hiawatha,6,2,01/29/2019,00:00,Quincy
4554 SNELLING AVE S,44.920012,-93.216678,12,Longfellow,Hiawatha,6,2,01/29/2019,00:00,Quincy
4556 SNELLING AVE S,44.919946,-93.21661999999999,12,Longfellow,Hiawatha,6,2,01/29/2019,00:00,Quincy
4130 DIGHT AVE S,44.92792,-93.22211999999999,12,Longfellow,Hiawatha,6,2,01/29/2019,00:00,Quincy
4124 DIGHT AVE S,44.927941,-93.222126,12,Longfellow,Hiawatha,6,2,01/29/2019,00:00,Quincy
3708 DIGHT AVE S,44.935313,-93.227579,12,Longfellow,Howe,6,2,01/29/2019,00:00,Quincy
4452 30TH AVE S,44.921627,-93.229628,12,Nokomis,Ericsson,6,2,01/29/2019,00:00,Quincy
4616 30TH AVE S,44.919204,-93.22965,12,Nokomis,Ericsson,6,2,01/29/2019,00:00,Quincy
4548 29TH AVE S,44.920122,-93.230902,12,Nokomis,Ericsson,6,2,01/29/2019,00:00,Quincy
4544 29TH AVE S,44.920305,-93.23088299999999,12,Nokomis,Ericsson,6,2,01/29/2019,00:00,Quincy
4520 29TH AVE S,44.920885,-93.230896,12,Nokomis,Ericsson,6,2,01/29/2019,00:00,Quincy
3642 28TH AVE S,44.936178000000005,-93.232164,12,Powderhorn,Standish,6,2,01/29/2019,00:00,Quincy
3702 28TH AVE S,44.935741,-93.232148,12,Powderhorn,Standish,6,2,01/29/2019,00:00,Quincy
3704 28TH AVE S,44.935629,-93.232158,12,Powderhorn,Standish,6,2,01/29/2019,00:00,Quincy
3718 28TH AVE S,44.935121,-93.232163,12,Powderhorn,Standish,6,2,01/29/2019,00:00,Quincy
3730 28TH AVE S,44.934815,-93.232161,12,Powderhorn,Standish,6,2,01/29/2019,00:00,Quincy
3734 28TH AVE S,44.934658,-93.232132,12,Powderhorn,Standish,6,2,01/29/2019,00:00,Quincy
3738 28TH AVE S,44.93465,-93.232137,12,Powderhorn,Standish,6,2,01/29/2019,00:00,Quincy
4006 27TH AVE S,44.930224,-93.23342,12,Powderhorn,Standish,6,2,01/29/2019,00:00,Quincy
3806 27TH AVE S,44.933834999999995,-93.233435,12,Powderhorn,Standish,6,2,01/29/2019,00:00,Quincy
3540 27TH AVE S,44.938396999999995,-93.233402,9,Powderhorn,Corcoran,6,2,01/29/2019,00:00,Quincy
3538 27TH AVE S,44.93846,-93.23339399999999,9,Powderhorn,Corcoran,6,2,01/29/2019,00:00,Quincy
3536 27TH AVE S,44.93857,-93.233406,9,Powderhorn,Corcoran,6,2,01/29/2019,00:00,Quincy
3528 26TH AVE S,44.938608,-93.23469899999999,9,Powderhorn,Corcoran,6,2,01/29/2019,00:00,Quincy
3540 26TH AVE S,44.938154,-93.23464399999999,9,Powderhorn,Corcoran,6,2,01/29/2019,00:00,Quincy
3544 26TH AVE S,44.938136,-93.234639,9,Powderhorn,Corcoran,6,2,01/29/2019,00:00,Quincy
3710 26TH AVE S,44.935495,-93.234659,12,Powderhorn,Standish,6,2,01/29/2019,00:00,Quincy
3712 26TH AVE S,44.935412,-93.234635,12,Powderhorn,Standish,6,2,01/29/2019,00:00,Quincy
3734 26TH AVE S,44.934607,-93.23464,12,Powderhorn,Standish,6,2,01/29/2019,00:00,Quincy
3746 25TH AVE S,44.934255,-93.235963,12,Powderhorn,Standish,6,2,01/29/2019,00:00,Quincy
2512 HENNEPIN AVE,44.95689,-93.295919,7,Calhoun Isle,East Isles,3,1,01/28/2019,00:00,Quincy
2510 HENNEPIN AVE,44.956949,-93.295838,7,Calhoun Isle,East Isles,3,1,01/28/2019,00:00,Quincy
2645 HENNEPIN AVE,44.954111,-93.29731,10,Calhoun Isle,Lowry Hill East,3,1,01/28/2019,00:00,Quincy
2641 HENNEPIN AVE,44.954279,-93.297275,10,Calhoun Isle,Lowry Hill East,3,1,01/28/2019,00:00,Quincy
2816 DUPONT AVE S,44.951246000000005,-93.293216,10,Calhoun Isle,Lowry Hill East,3,1,01/28/2019,00:00,Quincy
2824 DUPONT AVE S,44.950914000000004,-93.293161,10,Calhoun Isle,Lowry Hill East,3,1,01/28/2019,00:00,Quincy
2828 DUPONT AVE S,44.950782000000004,-93.29316999999999,10,Calhoun Isle,Lowry Hill East,3,1,01/28/2019,00:00,Quincy
2836 DUPONT AVE S,44.950482,-93.29316999999999,10,Calhoun Isle,Lowry Hill East,3,1,01/28/2019,00:00,Quincy
2902 DUPONT AVE S,44.949931,-93.293244,10,Calhoun Isle,Lowry Hill East,3,1,01/28/2019,00:00,Quincy
3015 DUPONT AVE S,44.94782,-93.293174,10,Calhoun Isle,South Uptown,5,1,01/28/2019,00:00,Quincy
3029 DUPONT AVE S,44.947362,-93.29316999999999,10,Calhoun Isle,South Uptown,5,1,01/28/2019,00:00,Quincy
3032 DUPONT AVE S,44.947238,-93.293252,10,Calhoun Isle,South Uptown,5,1,01/28/2019,00:00,Quincy
3034 DUPONT AVE S,44.947055999999996,-93.293215,10,Calhoun Isle,South Uptown,5,1,01/28/2019,00:00,Quincy
2832 EMERSON AVE S,44.950631,-93.294511,10,Calhoun Isle,Lowry Hill East,3,1,01/28/2019,00:00,Quincy
2828 EMERSON AVE S,44.951019,-93.29458000000001,10,Calhoun Isle,Lowry Hill East,3,1,01/28/2019,00:00,Quincy
2824 EMERSON AVE S,44.95114,-93.294558,10,Calhoun Isle,Lowry Hill East,3,1,01/28/2019,00:00,Quincy
2822 EMERSON AVE S,44.951209999999996,-93.294547,10,Calhoun Isle,Lowry Hill East,3,1,01/28/2019,00:00,Quincy
2820 EMERSON AVE S,44.951240000000006,-93.294528,10,Calhoun Isle,Lowry Hill East,3,1,01/28/2019,00:00,Quincy
2721 SUNSET BLVD,44.951211,-93.32571,7,Calhoun Isle,Cedar - Isles - Dean,3,1,01/28/2019,00:00,Quincy
3710 CEDAR LAKE AVE,44.953604,-93.326673,7,Calhoun Isle,Cedar - Isles - Dean,3,1,01/28/2019,00:00,Quincy
1312 7TH ST SE,44.983793,-93.234412,3,University,Marcy Holmes,4,2,01/29/2019,00:00,Quincy
1310 7TH ST SE,44.98382,-93.23450600000001,3,University,Marcy Holmes,4,2,01/29/2019,00:00,Quincy
1106 7TH ST SE,44.984919,-93.237186,3,University,Marcy Holmes,4,2,01/29/2019,00:00,Quincy
1104 7TH ST SE,44.984966,-93.237309,3,University,Marcy Holmes,4,2,01/29/2019,00:00,Quincy
1028 7TH ST SE,44.985215999999994,-93.23796999999999,3,University,Marcy Holmes,4,2,01/29/2019,00:00,Quincy
1610 8TH ST SE,44.983191999999995,-93.229621,2,University,University of Minnesota,4,2,01/29/2019,00:00,Quincy
1530 8TH ST SE,44.98342,-93.230201,2,University,University of Minnesota,4,2,01/29/2019,00:00,Quincy
1528 8TH ST SE,44.98343,-93.230244,2,University,University of Minnesota,4,2,01/29/2019,00:00,Quincy
1510 8TH ST SE,44.983644,-93.23070600000001,2,University,University of Minnesota,4,2,01/29/2019,00:00,Quincy
818 5TH ST SE,44.984623,-93.242886,3,University,Marcy Holmes,4,2,01/29/2019,00:00,Quincy
806 5TH ST SE,44.984697,-93.24302,3,University,Marcy Holmes,4,2,01/29/2019,00:00,Quincy
800 5TH ST SE,44.984677000000005,-93.243045,3,University,Marcy Holmes,4,2,01/29/2019,00:00,Quincy
830 5TH ST SE,44.984919,-93.243657,3,University,Marcy Holmes,4,2,01/29/2019,00:00,Quincy
620 5TH ST SE,44.98552,-93.245145,3,University,Marcy Holmes,4,2,01/29/2019,00:00,Quincy
816 6TH ST SE,44.985493,-93.24195999999999,3,University,Marcy Holmes,4,2,01/29/2019,00:00,Quincy
812 6TH ST SE,44.985588,-93.242058,3,University,Marcy Holmes,4,2,01/29/2019,00:00,Quincy
298 41ST ST E,44.928764,-93.27298,8,Powderhorn,Bryant,5,2,01/29/2019,00:00,Quincy
248 41ST ST E,44.92876,-93.273185,8,Powderhorn,Bryant,5,2,01/29/2019,00:00,Quincy
322 41ST ST E,44.928748999999996,-93.271676,8,Powderhorn,Bryant,5,2,01/29/2019,00:00,Quincy
734 41ST ST E,44.928778,-93.263242,8,Powderhorn,Bryant,5,2,01/29/2019,00:00,Quincy
