Location,Latitude,Longitude,Ward,Neighborhood,Community,Day,Tow_Zone,Date,Time,Emergency
"3151 21ST AVE S.,Minneapolis,MN",44.944965,-93.242299,9,Corcoran,Powderhorn,3,6,01/13/2017,10:53,Jane
"3127 21st Avenue South,Minneapolis,MN",44.945592,-93.24184100000001,9,Corcoran,Powderhorn,3,6,01/13/2017,10:54,Jane
"3017 21th Ave,Minneapolis,MN",44.947062,-93.24163399999999,9,Corcoran,Powderhorn,3,6,01/13/2017,11:28,Jane
"1829 34th St. E.,Minneapolis,MN",44.941327,-93.24706,9,Corcoran,Powderhorn,3,6,01/13/2017,11:40,Jane
"3533 24th ave so,Minneapolis,MN",44.938441999999995,-93.236926,9,Corcoran,Powderhorn,3,6,01/13/2017,11:52,Jane
"3041 22nd Avenue South,Minneapolis,MN",44.94807,-93.24032700000001,9,Corcoran,Powderhorn,3,6,01/13/2017,11:53,Jane
"3321 longfellow,Minneapolis,MN",44.942121,-93.24578299999999,9,Corcoran,Powderhorn,3,6,01/13/2017,12:04,Jane
"3135 longfellow,Minneapolis,MN",44.945244,-93.246088,9,Corcoran,Powderhorn,3,6,01/13/2017,12:05,Jane
"3215 22nd Avenue South,Minneapolis,MN",44.944105,-93.240279,9,Corcoran,Powderhorn,3,6,01/13/2017,12:26,Jane
"3551 22ND AVE S,Minneapolis,MN",44.937878000000005,-93.24023199999999,9,Corcoran,Powderhorn,3,6,01/13/2017,12:29,Jane
"2301 32nd ST E,Minneapolis,MN",44.944744,-93.238919,9,Corcoran,Powderhorn,3,6,01/13/2017,12:47,Jane
"2305 32nd st E,Minneapolis,MN",44.944552,-93.23859300000001,9,Corcoran,Powderhorn,3,6,01/13/2017,12:49,Jane
"2309 32nd st e,Minneapolis,MN",44.944549,-93.238365,9,Corcoran,Powderhorn,3,6,01/13/2017,12:58,Jane
"1911 32nd st e,Minneapolis,MN",44.944590000000005,-93.244088,9,Corcoran,Powderhorn,3,6,01/13/2017,13:32,Jane
"3049 22nd ave so,Minneapolis,MN",44.946827,-93.240332,9,Corcoran,Powderhorn,3,6,01/13/2017,13:40,Jane
"900 2nd st ne,Minneapolis,MN",44.977746,-93.254701,3,Downtown East,Central,2,3,01/12/2017,00:42,Jane
"299 11th Ave s,Minneapolis,MN",44.97439,-93.253999,3,Downtown East,Central,2,3,01/12/2017,02:11,Jane
"229 11 the Ave s,Minneapolis,MN",44.975497999999995,-93.253045,3,Downtown East,Central,2,3,01/12/2017,02:14,Jane
"229 12th ave ne,Minneapolis,MN",44.974641999999996,-93.2509,3,Downtown East,Central,3,3,01/13/2017,11:07,Jane
"33 4th st n,Minneapolis,MN",44.981048,-93.27229799999999,3,Downtown West,Central,1,3,01/11/2017,22:48,Jane
"311 8th st SW ,Minneapolis,MN",44.974014000000004,-93.268603,7,Downtown West,Central,2,3,01/12/2017,04:43,Jane
"106 3rd st ne,Minneapolis,MN",44.980098999999996,-93.267393,3,Downtown West,Central,2,3,01/12/2017,08:57,Jane
"704 3rd ave ne,Minneapolis,MN",44.975137,-93.268291,7,Downtown West,Central,2,3,01/12/2017,09:21,Jane
"300 5th ave ne,Minneapolis,MN",44.977806,-93.262579,3,Downtown West,Central,2,3,01/12/2017,10:04,Jane
"256 6th st ne,Minneapolis,MN",44.976399,-93.267948,7,Downtown West,Central,2,3,01/12/2017,11:47,Jane
"315 4th ave ne,Minneapolis,MN",44.977140999999996,-93.265136,7,Downtown West,Central,3,3,01/13/2017,08:36,Jane
"511 3rd ave ne,Minneapolis,MN",44.976914,-93.266581,7,Downtown West,Central,3,3,01/13/2017,08:46,Jane
"4100 Block of Lyndale Avenue South,Minneapolis,MN",44.928416999999996,-93.288834,10,East Harriet,Southwest,2,5,01/12/2017,04:16,Jane
"3629 aldrich ave s,Minneapolis,MN",44.936737,-93.289261,10,East Harriet,Southwest,3,5,01/13/2017,13:53,Jane
"1025 37th st w,Minneapolis,MN",44.935878,-93.292834,10,East Harriet,Southwest,3,5,01/13/2017,14:16,Jane
"821 37th st w,Minneapolis,MN",44.935871,-93.289781,10,East Harriet,Southwest,3,5,01/13/2017,14:19,Jane
"2742 HENNEPIN AVE,Minneapolis,MN",44.952436999999996,-93.298598,7,East Isles,Calhoun Isle,1,3,01/11/2017,22:49,Jane
"2822 HENNEPIN AVE ,Minneapolis,MN",44.951174,-93.29828499999999,7,East Isles,Calhoun Isle,1,3,01/11/2017,23:02,Jane
"2320 fremont ave s,Minneapolis,MN",44.959396999999996,-93.296019,7,East Isles,Calhoun Isle,2,3,01/12/2017,10:49,Jane
"2300 humboldt ave s,Minneapolis,MN",44.959977,-93.29860699999999,7,East Isles,Calhoun Isle,2,3,01/12/2017,11:09,Jane
"2628 humboldt ave s,Minneapolis,MN",44.954640999999995,-93.29921,7,East Isles,Calhoun Isle,2,3,01/12/2017,11:43,Jane
"2714 humbolt Ave s ,Minneapolis,MN",44.953212,-93.299448,7,East Isles,Calhoun Isle,2,3,01/12/2017,11:52,Jane
"2700 irving ave s,Minneapolis,MN",44.953897,-93.30089,7,East Isles,Calhoun Isle,2,3,01/12/2017,12:10,Jane
"2620 Humboldt s,Minneapolis,MN",44.954912,-93.299074,7,East Isles,Calhoun Isle,2,3,01/12/2017,12:21,Jane
"2723 irving ave s ,Minneapolis,MN",44.953326000000004,-93.300884,7,East Isles,Calhoun Isle,2,3,01/12/2017,12:39,Jane
"2213 Emerson Ave s ,Minneapolis,MN",44.960437,-93.294353,7,East Isles,Calhoun Isle,3,3,01/13/2017,09:21,Jane
"2449 girard ave s,Minneapolis,MN",44.957478,-93.29658,7,East Isles,Calhoun Isle,3,3,01/13/2017,10:09,Jane
"2739 humbolt ave s,Minneapolis,MN",44.952646,-93.29966,7,East Isles,Calhoun Isle,3,3,01/13/2017,10:37,Jane
"2703 humbolt ave s,Minneapolis,MN",44.953567,-93.299251,7,East Isles,Calhoun Isle,3,3,01/13/2017,11:04,Jane
"2499 BLOOMINGTON AVE,Minneapolis,MN",44.957353999999995,-93.252398,9,East Phillips,Phillips,2,3,01/12/2017,00:02,Jane
"3022 James Ave s,Minneapolis,MN",44.947492,-93.303414,10,ECCO,Calhoun Isle,2,5,01/12/2017,09:21,Jane
"3012 James Ave s,Minneapolis,MN",44.947811,-93.303753,10,ECCO,Calhoun Isle,2,5,01/12/2017,09:34,Jane
"3104 Holmes ave s,Minneapolis,MN",44.946312,-93.299901,10,ECCO,Calhoun Isle,2,5,01/12/2017,10:52,Jane
"3102 Holmes ave s,Minneapolis,MN",44.94636,-93.29959699999999,10,ECCO,Calhoun Isle,2,5,01/12/2017,10:56,Jane
"3124 Holmes Ave s,Minneapolis,MN",44.945678,-93.29983299999999,10,ECCO,Calhoun Isle,2,5,01/12/2017,11:10,Jane
"3502 humbolt Ave s,Minneapolis,MN",44.939316999999996,-93.300946,10,ECCO,Calhoun Isle,2,5,01/12/2017,11:14,Jane
"3040 James Ave s,Minneapolis,MN",44.946923,-93.303765,10,ECCO,Calhoun Isle,2,5,01/12/2017,11:47,Jane
"3106 Holmes ave s,Minneapolis,MN",44.946246,-93.299599,10,ECCO,Calhoun Isle,2,5,01/12/2017,12:09,Jane
"3120 Humboldt ave s,Minneapolis,MN",44.945762,-93.30122800000001,10,ECCO,Calhoun Isle,2,5,01/12/2017,12:12,Jane
"3011 James Ave s,Minneapolis,MN",44.94791,-93.303377,10,ECCO,Calhoun Isle,3,5,01/13/2017,08:24,Jane
"3025 James Ave s,Minneapolis,MN",44.947438,-93.30304,10,ECCO,Calhoun Isle,3,5,01/13/2017,08:28,Jane
"3025 Knox Ave s,Minneapolis,MN",44.947435,-93.304311,10,ECCO,Calhoun Isle,3,5,01/13/2017,08:33,Jane
"3019 Knox Ave s,Minneapolis,MN",44.947626,-93.304627,10,ECCO,Calhoun Isle,3,5,01/13/2017,08:35,Jane
"3543 Humboldt Ave s,Minneapolis,MN",44.938234,-93.30064,10,ECCO,Calhoun Isle,3,5,01/13/2017,09:12,Jane
"3427 Humboldt Ave s,Minneapolis,MN",44.940371,-93.300536,10,ECCO,Calhoun Isle,3,5,01/13/2017,09:14,Jane
"3005 knox ave s ,Minneapolis,MN",44.94807,-93.304303,10,ECCO,Calhoun Isle,3,5,01/13/2017,10:01,Jane
"3117 Holmes Ave s,Minneapolis,MN",44.945926,-93.299336,10,ECCO,Calhoun Isle,3,5,01/13/2017,10:05,Jane
"604 15th ST E,Minneapolis,MN",44.968070000000004,-93.267301,7,Elliot Park,Central,1,3,01/11/2017,22:28,Jane
"512 15TH ST E,Minneapolis,MN",44.968074,-93.26847099999999,7,Elliot Park,Central,1,3,01/11/2017,22:38,Jane
"625 13th ave ne,Minneapolis,MN",44.970110999999996,-93.253908,6,Elliot Park,Central,1,3,01/11/2017,22:40,Jane
"745 15TH st e,Minneapolis,MN",44.96804,-93.26316,6,Elliot Park,Central,1,3,01/11/2017,23:08,Jane
"741 15TH ST E,Minneapolis,MN",44.96804,-93.263204,6,Elliot Park,Central,1,3,01/11/2017,23:30,Jane
"729 15TH ST E,Minneapolis,MN",44.968041,-93.26341500000001,6,Elliot Park,Central,1,3,01/11/2017,23:35,Jane
"731 15TH ST E,Minneapolis,MN",44.967845000000004,-93.263317,6,Elliot Park,Central,1,3,01/11/2017,23:54,Jane
"735 15th st e,Minneapolis,MN",44.96804,-93.263271,6,Elliot Park,Central,2,3,01/12/2017,01:04,Jane
"743 15th st e,Minneapolis,MN",44.96804,-93.263182,6,Elliot Park,Central,2,3,01/12/2017,01:08,Jane
"1502brook Ave se,Minneapolis,MN",44.967895,-93.26510999999999,6,Elliot Park,Central,2,3,01/12/2017,13:26,Jane
"4718 Chicago ave s,Minneapolis,MN",44.917531,-93.262627,8,Field,Nokomis,1,5,01/11/2017,22:18,Jane
"4900 BLOCK OF 4th Avenue South,Minneapolis,MN",44.914131,-93.27068,8,Field,Nokomis,1,5,01/11/2017,23:10,Jane
"4844 Chicago Avenue South,Minneapolis,MN",44.914684,-93.26299399999999,8,Field,Nokomis,1,5,01/11/2017,23:25,Jane
"3706 Penn Ave N,Minneapolis,MN",45.022511,-93.30793299999999,4,Folwell,Camden,1,1,01/11/2017,23:53,Jane
"33RD & EMERSON AVE ,Minneapolis,MN",45.014943,-93.294336,4,Folwell,Camden,2,1,01/12/2017,01:23,Jane
"3753 FREMONT AVE N ,Minneapolis,MN",45.023682,-93.295767,4,Folwell,Camden,2,1,01/12/2017,01:30,Jane
"3457 FREMONT AVE ,Minneapolis,MN",45.018457,-93.295851,4,Folwell,Camden,2,1,01/12/2017,02:06,Jane
"3507 Fremont Ave N,Minneapolis,MN",45.018825,-93.295951,4,Folwell,Camden,2,1,01/12/2017,02:19,Jane
"3230 Girard Ave N. ,Minneapolis,MN",45.014183,-93.296483,4,Folwell,Camden,2,1,01/12/2017,11:22,Jane
"3750 girard Ave n ,Minneapolis,MN",45.02366,-93.29665,4,Folwell,Camden,2,1,01/12/2017,11:37,Jane
"3240 Irving Ave n,Minneapolis,MN",45.014565999999995,-93.299042,4,Folwell,Camden,2,1,01/12/2017,13:12,Jane
"3413 dupont Ave n ,Minneapolis,MN",45.017222,-93.293424,4,Folwell,Camden,3,1,01/13/2017,14:09,Jane
"3501 dupont Ave n ,Minneapolis,MN",45.018687,-93.29343,4,Folwell,Camden,3,1,01/13/2017,14:13,Jane
"3411 dupont Ave n ,Minneapolis,MN",45.017108,-93.293425,4,Folwell,Camden,3,1,01/13/2017,14:43,Jane
"3447 Morgan av n,Minneapolis,MN",45.018167,-93.304725,4,Folwell,Camden,3,1,01/13/2017,15:59,Jane
"3431 morgan av no,Minneapolis,MN",45.017733,-93.304745,4,Folwell,Camden,3,1,01/13/2017,16:03,Jane
"217 Freemont Ave s,Minneapolis,MN",44.97922,-93.29554,5,Harrison,Near North,3,3,01/13/2017,09:48,Jane
"247 humbolt ave n,Minneapolis,MN",44.979515,-93.298204,5,Harrison,Near North,3,3,01/13/2017,14:04,Jane
"1721 3rd ave n,Minneapolis,MN",44.97963,-93.302806,5,Harrison,Near North,3,3,01/13/2017,14:38,Jane
"317 RUSSELL AVE N,Minneapolis,MN",44.980849,-93.311125,5,Harrison,Near North,3,3,01/13/2017,14:45,Jane
"2547 2nd st n,Minneapolis,MN",45.005334999999995,-93.280231,5,Hawthorne,Near North,1,1,01/11/2017,21:38,Jane
"2549 2nd st n,Minneapolis,MN",45.005357000000004,-93.280231,5,Hawthorne,Near North,1,1,01/11/2017,21:40,Jane
"2653 lyndale Ave n ,Minneapolis,MN",45.007560999999995,-93.28834499999999,5,Hawthorne,Near North,1,1,01/11/2017,22:55,Jane
"2100 WASHINGTON ST NE,Minneapolis,MN",45.000265,-93.28174,5,Hawthorne,Near North,2,1,01/12/2017,01:16,Jane
"2604 3rd st n,Minneapolis,MN",45.005971,-93.283401,5,Hawthorne,Near North,2,1,01/12/2017,09:16,Jane
"3028 3rd st no,Minneapolis,MN",45.011088,-93.283397,5,Hawthorne,Near North,2,1,01/12/2017,09:26,Jane
"3004 4th st n,Minneapolis,MN",45.010870000000004,-93.284885,5,Hawthorne,Near North,2,1,01/12/2017,09:31,Jane
"2712 4th st n,Minneapolis,MN",45.007317,-93.284952,5,Hawthorne,Near North,2,1,01/12/2017,09:35,Jane
"2614 4th st n,Minneapolis,MN",45.006446999999994,-93.284669,5,Hawthorne,Near North,2,1,01/12/2017,09:39,Jane
"2510 4th st no,Minneapolis,MN",45.00525,-93.284642,5,Hawthorne,Near North,2,1,01/12/2017,09:54,Jane
"2030 4th st n ,Minneapolis,MN",44.999988,-93.28492299999999,5,Hawthorne,Near North,2,1,01/12/2017,09:56,Jane
"2506 4th st n,Minneapolis,MN",45.005066,-93.284909,5,Hawthorne,Near North,2,1,01/12/2017,10:01,Jane
"2028 4th st n,Minneapolis,MN",44.999981,-93.28492299999999,5,Hawthorne,Near North,2,1,01/12/2017,10:03,Jane
"2414 4th St n,Minneapolis,MN",45.004213,-93.284615,5,Hawthorne,Near North,2,1,01/12/2017,10:08,Jane
"2406 6th st n ,Minneapolis,MN",45.004009,-93.286176,5,Hawthorne,Near North,2,1,01/12/2017,10:37,Jane
"2504 6th at n,Minneapolis,MN",45.004982,-93.286194,5,Hawthorne,Near North,2,1,01/12/2017,10:45,Jane
"3002 6th St n,Minneapolis,MN",45.010834,-93.286428,5,Hawthorne,Near North,2,1,01/12/2017,11:10,Jane
"2904 aldrich ave n ,Minneapolis,MN",45.009734,-93.289249,5,Hawthorne,Near North,2,1,01/12/2017,11:46,Jane
"2906 aldrich ave n ,Minneapolis,MN",45.00977,-93.28890600000001,5,Hawthorne,Near North,2,1,01/12/2017,11:49,Jane
"2104 aldrich ave n ,Minneapolis,MN",45.000512,-93.289244,5,Hawthorne,Near North,2,1,01/12/2017,12:21,Jane
"2326 aldrich ave n ,Minneapolis,MN",45.003536,-93.289084,5,Hawthorne,Near North,2,1,01/12/2017,12:24,Jane
"2514 Bryant Ave n ,Minneapolis,MN",45.005368,-93.290604,5,Hawthorne,Near North,2,1,01/12/2017,13:00,Jane
"2106 Bryant Ave n,Minneapolis,MN",45.000456,-93.29103,5,Hawthorne,Near North,2,1,01/12/2017,13:33,Jane
"812 21st Ave n,Minneapolis,MN",45.000421,-93.2902,5,Hawthorne,Near North,2,1,01/12/2017,13:53,Jane
"2522 Bryant Ave n ,Minneapolis,MN",45.005642,-93.290603,5,Hawthorne,Near North,2,1,01/12/2017,14:00,Jane
"2950 aldrich ave n ,Minneapolis,MN",45.010976,-93.289024,5,Hawthorne,Near North,2,1,01/12/2017,14:03,Jane
"2726 Aldrich Ave. n. ,Minneapolis,MN",45.008568,-93.289048,5,Hawthorne,Near North,2,1,01/12/2017,14:25,Jane
"2818 aldrich ave n ,Minneapolis,MN",45.009138,-93.28899,5,Hawthorne,Near North,2,1,01/12/2017,14:34,Jane
"2603 3rd st n,Minneapolis,MN",45.005947,-93.283363,5,Hawthorne,Near North,3,1,01/13/2017,08:22,Jane
"2929 3rd st no,Minneapolis,MN",45.009858,-93.283355,5,Hawthorne,Near North,3,1,01/13/2017,08:45,Jane
"3103 3rd st n,Minneapolis,MN",45.012003,-93.28335899999999,5,Hawthorne,Near North,3,1,01/13/2017,08:49,Jane
"3101 3rd st n ,Minneapolis,MN",45.01198,-93.28335899999999,5,Hawthorne,Near North,3,1,01/13/2017,08:52,Jane
"2101 BRYANT AV N,Minneapolis,MN",45.000397,-93.291358,5,Hawthorne,Near North,3,1,01/13/2017,09:21,Jane
"2103 6th st n,Minneapolis,MN",45.000409000000005,-93.28680200000001,5,Hawthorne,Near North,3,1,01/13/2017,09:22,Jane
"3107 3rd St n,Minneapolis,MN",45.012048,-93.28335899999999,5,Hawthorne,Near North,3,1,01/13/2017,09:25,Jane
"2915 3rd st n ,Minneapolis,MN",45.010042,-93.283794,5,Hawthorne,Near North,3,1,01/13/2017,09:34,Jane
"2527 6th st n,Minneapolis,MN",45.005578,-93.28648299999999,5,Hawthorne,Near North,3,1,01/13/2017,09:42,Jane
"2727 4th st n ,Minneapolis,MN",45.007496,-93.284914,5,Hawthorne,Near North,3,1,01/13/2017,10:04,Jane
"2651 COLFAX AVE N,Minneapolis,MN",45.007475,-93.292148,5,Hawthorne,Near North,3,1,01/13/2017,10:14,Jane
"2609 COLFAX AVE N,Minneapolis,MN",45.00631,-93.29214300000001,5,Hawthorne,Near North,3,1,01/13/2017,10:32,Jane
"2039 Aldrich av no,Minneapolis,MN",44.999953000000005,-93.289539,5,Hawthorne,Near North,3,1,01/13/2017,10:40,Jane
"2947 COLFAX AV N,Minneapolis,MN",45.01089,-93.292148,5,Hawthorne,Near North,3,1,01/13/2017,10:45,Jane
"2207 Aldrich Ave. N. ,Minneapolis,MN",45.001783,-93.289793,5,Hawthorne,Near North,3,1,01/13/2017,10:52,Jane
"2815 COLFAX AV N,Minneapolis,MN",45.009037,-93.29215,5,Hawthorne,Near North,3,1,01/13/2017,11:25,Jane
"2313 dupont N,Minneapolis,MN",45.003158,-93.292982,5,Hawthorne,Near North,3,1,01/13/2017,12:33,Jane
"2327 dupont Ave n ,Minneapolis,MN",45.003565,-93.292982,5,Hawthorne,Near North,3,1,01/13/2017,12:44,Jane
"2711 Bryant Ave n ,Minneapolis,MN",45.008133,-93.290841,5,Hawthorne,Near North,3,1,01/13/2017,12:50,Jane
"46TH ST & MINNEHAHA AVE S,Minneapolis,MN",44.919745,-93.214848,12,Hiawatha,Longfellow,2,6,01/12/2017,01:03,Jane
"4516 SNELLING AVE S,Minneapolis,MN",44.920851,-93.217614,12,Hiawatha,Longfellow,2,6,01/12/2017,15:46,Jane
"2500 CENTRAL AVE NE,Minneapolis,MN",45.013301,-93.24786999999999,1,Holland,Northeast,1,2,01/11/2017,23:43,Jane
"1900 CENTRL AVE NE,Minneapolis,MN",45.008291,-93.24789799999999,1,Holland,Northeast,1,2,01/11/2017,23:57,Jane
"1800 4TH ST NE,Minneapolis,MN",45.006558,-93.262006,1,Holland,Northeast,2,2,01/12/2017,01:48,Jane
"2200 4TH ST NE,Minneapolis,MN",45.010125,-93.261794,1,Holland,Northeast,2,2,01/12/2017,01:58,Jane
"2200 Block of 4th st ne,Minneapolis,MN",45.010139,-93.261611,1,Holland,Northeast,2,2,01/12/2017,02:01,Jane
"1900 Block of 4th st ne,Minneapolis,MN",45.007659000000004,-93.2616,1,Holland,Northeast,2,2,01/12/2017,02:08,Jane
"2500 4TH ST NE,Minneapolis,MN",45.013317,-93.26181,1,Holland,Northeast,2,2,01/12/2017,02:24,Jane
"2500 4TH ST NE,Minneapolis,MN",45.013317,-93.26181,1,Holland,Northeast,2,2,01/12/2017,02:35,Jane
"2500 4TH ST NE,Minneapolis,MN",45.013317,-93.26181,1,Holland,Northeast,2,2,01/12/2017,02:40,Jane
"2500 4TH ST NE,Minneapolis,MN",45.013317,-93.26181,1,Holland,Northeast,2,2,01/12/2017,02:42,Jane
"2500 4th st ne,Minneapolis,MN",45.013317,-93.26181,1,Holland,Northeast,2,2,01/12/2017,02:54,Jane
"1812 5th st ne,Minneapolis,MN",45.006854,-93.26031,1,Holland,Northeast,2,2,01/12/2017,10:56,Jane
"926 20th ave ne,Minneapolis,MN",45.008877000000005,-93.247579,1,Holland,Northeast,2,2,01/12/2017,13:49,Jane
"922 20th ave ne,Minneapolis,MN",45.008877000000005,-93.247781,1,Holland,Northeast,2,2,01/12/2017,13:49,Jane
"2208 Jackson st ne,Minneapolis,MN",45.010217,-93.24916800000001,1,Holland,Northeast,2,2,01/12/2017,13:51,Jane
"2506 Howard st ne,Minneapolis,MN",45.013690999999994,-93.25308000000001,1,Holland,Northeast,2,2,01/12/2017,13:56,Jane
"918 24th ave ne,Minneapolis,MN",45.012139000000005,-93.248255,1,Holland,Northeast,2,2,01/12/2017,14:20,Jane
"332 18th ave ne,Minneapolis,MN",45.006371,-93.263038,1,Holland,Northeast,2,2,01/12/2017,15:18,Jane
"802 24TH AVE NE,Minneapolis,MN",45.012152,-93.250749,1,Holland,Northeast,2,2,01/12/2017,15:26,Jane
"2510 Jackson st ne,Minneapolis,MN",45.013521999999995,-93.24941700000001,1,Holland,Northeast,2,2,01/12/2017,15:29,Jane
"2512 Jackson st ne,Minneapolis,MN",45.013624,-93.249135,1,Holland,Northeast,2,2,01/12/2017,16:00,Jane
"2539 Jackson st ne,Minneapolis,MN",45.014471,-93.248892,1,Holland,Northeast,2,2,01/12/2017,16:02,Jane
"2409 5th st ne,Minneapolis,MN",45.012678,-93.260061,1,Holland,Northeast,3,2,01/13/2017,09:56,Jane
"1707 6th st ne,Minneapolis,MN",45.005516,-93.258876,1,Holland,Northeast,3,2,01/13/2017,10:30,Jane
"2327 7th st ne,Minneapolis,MN",45.012017,-93.257919,1,Holland,Northeast,3,2,01/13/2017,10:39,Jane
"409 24th ave ne,Minneapolis,MN",45.012190000000004,-93.261162,1,Holland,Northeast,3,2,01/13/2017,13:17,Jane
"639 23rd ave ne,Minneapolis,MN",45.011418,-93.257177,1,Holland,Northeast,3,2,01/13/2017,13:19,Jane
"353 24th ave ne,Minneapolis,MN",45.012190000000004,-93.262013,1,Holland,Northeast,3,2,01/13/2017,13:23,Jane
"411 24th ave ne,Minneapolis,MN",45.012355,-93.261061,1,Holland,Northeast,3,2,01/13/2017,13:51,Jane
"695 23rd ave ne,Minneapolis,MN",45.011072,-93.25277700000001,1,Holland,Northeast,3,2,01/13/2017,14:07,Jane
"3628 40th ave s,Minneapolis,MN",44.936916,-93.215564,12,Howe,Longfellow,2,6,01/12/2017,14:22,Jane
"3804 Snelling Avenue South,Minneapolis,MN",44.933844,-93.225849,12,Howe,Longfellow,2,6,01/12/2017,16:52,Jane
"3749 snelling ave S,Minneapolis,MN",44.934595,-93.22596,12,Howe,Longfellow,3,6,01/13/2017,12:28,Jane
"3623 Snelling Avenue South,Minneapolis,MN",44.937079,-93.227494,12,Howe,Longfellow,3,6,01/13/2017,13:02,Jane
"3437 33rd ave,Minneapolis,MN",44.940157,-93.223975,12,Howe,Longfellow,3,6,01/13/2017,15:49,Jane
"2930 PENN AVE N,Minneapolis,MN",45.010642,-93.307854,5,Jordan,Near North,1,1,01/11/2017,23:20,Jane
"3013 Penn Ave N,Minneapolis,MN",45.011848,-93.308263,5,Jordan,Near North,1,1,01/11/2017,23:33,Jane
"2002 Broadway w,Minneapolis,MN",45.001585,-93.305678,5,Jordan,Near North,2,1,01/12/2017,00:57,Jane
"24TH & EMERSON AVE N ,Minneapolis,MN",45.003705,-93.29413199999999,5,Jordan,Near North,2,1,01/12/2017,01:01,Jane
"2315 EMERSON AVE ,Minneapolis,MN",45.003177,-93.29451999999999,5,Jordan,Near North,2,1,01/12/2017,01:59,Jane
"26TH & EMERSON AVE,Minneapolis,MN",45.005951,-93.29418299999999,5,Jordan,Near North,2,1,01/12/2017,02:38,Jane
"2028 Girard ave n,Minneapolis,MN",44.999744,-93.297187,5,Jordan,Near North,2,1,01/12/2017,09:20,Jane
"3014 Humboldt Ave. N. ,Minneapolis,MN",45.011915,-93.297888,5,Jordan,Near North,2,1,01/12/2017,10:49,Jane
"2328 Irving av no,Minneapolis,MN",45.00356,-93.29897,5,Jordan,Near North,2,1,01/12/2017,11:04,Jane
"2642 girard Ave n ,Minneapolis,MN",45.007274,-93.29657900000001,5,Jordan,Near North,2,1,01/12/2017,11:04,Jane
"2328 IRVING AVE N,Minneapolis,MN",45.00356,-93.29897,5,Jordan,Near North,2,1,01/12/2017,11:09,Jane
"2806 Girard Ave n ,Minneapolis,MN",45.008834,-93.29661,5,Jordan,Near North,2,1,01/12/2017,11:12,Jane
"2938 girard Ave n,Minneapolis,MN",45.010825,-93.296616,5,Jordan,Near North,2,1,01/12/2017,11:25,Jane
"2610 humboldt Ave n,Minneapolis,MN",45.006339000000004,-93.29773399999999,5,Jordan,Near North,2,1,01/12/2017,11:45,Jane
"2814 humboldt Ave n,Minneapolis,MN",45.009094,-93.29786999999999,5,Jordan,Near North,2,1,01/12/2017,12:21,Jane
"2958 Russell ave n,Minneapolis,MN",45.011299,-93.310497,4,Jordan,Near North,2,1,01/12/2017,15:08,Jane
"2822 Newton Ave. N. ,Minneapolis,MN",45.00938,-93.305447,5,Jordan,Near North,2,1,01/12/2017,15:24,Jane
"2626 Newton Ave N. ,Minneapolis,MN",45.006840000000004,-93.305312,5,Jordan,Near North,2,1,01/12/2017,15:56,Jane
"2420 29th Ave. N.,Minneapolis,MN",45.009651,-93.310925,4,Jordan,Near North,2,1,01/12/2017,16:36,Jane
"2719 Irving Ave n,Minneapolis,MN",45.008363,-93.299717,5,Jordan,Near North,3,1,01/13/2017,10:11,Jane
"2107 James Ave n,Minneapolis,MN",45.000429,-93.303053,5,Jordan,Near North,3,1,01/13/2017,10:35,Jane
"2009 James Ave n,Minneapolis,MN",45.000014,-93.301572,5,Jordan,Near North,3,1,01/13/2017,10:57,Jane
"1819 25th Ave N,Minneapolis,MN",45.004915000000004,-93.304069,5,Jordan,Near North,3,1,01/13/2017,14:25,Jane
"4300 NICOLLET AVE S,Minneapolis,MN",44.924943,-93.278242,8,King Field,Southwest,2,5,01/12/2017,02:13,Jane
"4400 BLOCK of Nicollet Avenue South,Minneapolis,MN",44.923018,-93.277957,8,King Field,Southwest,2,5,01/12/2017,03:21,Jane
"3715 Harriet Ave s,Minneapolis,MN",44.935351000000004,-93.285352,8,King Field,Southwest,3,5,01/13/2017,14:42,Jane
"411 37th st w,Minneapolis,MN",44.935877000000005,-93.28449300000001,8,King Field,Southwest,3,5,01/13/2017,14:46,Jane
"3715 PILLSBURY AVE S ,Minneapolis,MN",44.935358,-93.28104,8,King Field,Southwest,3,5,01/13/2017,14:52,Jane
"4635 Lyndale Ave N,Minneapolis,MN",45.039590999999994,-93.28769399999999,4,Lind - Bohanon,Camden,1,1,01/11/2017,23:59,Jane
"5239 Bryant Ave N,Minneapolis,MN",45.050585999999996,-93.291823,4,Lind - Bohanon,Camden,2,1,01/12/2017,02:55,Jane
"5028 Camden av n,Minneapolis,MN",45.046844,-93.288628,4,Lind - Bohanon,Camden,2,1,01/12/2017,09:36,Jane
"5020 6th st no,Minneapolis,MN",45.046546,-93.287345,4,Lind - Bohanon,Camden,2,1,01/12/2017,09:39,Jane
"4802 Aldrich av no,Minneapolis,MN",45.04228,-93.290124,4,Lind - Bohanon,Camden,2,1,01/12/2017,10:46,Jane
"4754 Aldrich av no,Minneapolis,MN",45.041854,-93.28988299999999,4,Lind - Bohanon,Camden,2,1,01/12/2017,10:49,Jane
"5014 Aldrich av no,Minneapolis,MN",45.04635,-93.29018,4,Lind - Bohanon,Camden,2,1,01/12/2017,11:46,Jane
"4740 Camden av no,Minneapolis,MN",45.041497,-93.28885,4,Lind - Bohanon,Camden,2,1,01/12/2017,11:49,Jane
